Date,Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,5753200000.0,5753200000.0,3040900200.0,2561700400.0,-162800000.0,,2398900200.0,537400000.0,1861499900.0,1910100100.0,8.14,1.0,0.4453,0.417,0.332,0.2657,2756700200.0,2561700000.0,7.8167,7.9238,7.9238,1861499900.0,1861499900.0,0.4792,0.301,TROW
2019-12-31 00:00:00,5617900000.0,5617900000.0,3077700200.0,2387000500.0,540300000.0,,2927300200.0,678400000.0,2248899900.0,2076000100.0,8.82,1.0,0.4249,0.5211,0.3695,0.2346,2577800400.0,2387000100.0,9.4254,9.5536,9.5536,2248899900.0,2248899900.0,0.4589,0.271,TROW
2019-09-30 00:00:00,5454200000.0,5454200000.0,2964800200.0,2349000000.0,218400000.0,,2567400100.0,640400100.0,1927000100.0,1931999900.0,7.98,1.0,0.4307,0.4707,0.3542,0.2637,2525299900.0,2349000300.0,8.0572,8.1637,8.1637,1927000100.0,1927000000.0,0.463,0.2996,TROW
2019-06-30 00:00:00,5422100000.0,5422100000.0,2951300200.0,2330499900.0,300300000.0,,2630800100.0,667300100.0,1963500100.0,1969299900.0,8.06,1.0,0.4298,0.4852,0.3632,0.2683,2501299800.0,2330500200.0,8.1187,8.2385,8.2385,1963500100.0,1963500000.0,0.4613,0.3024,TROW
2019-03-31 00:00:00,5371900000.0,5371900000.0,2917800100.0,2310100000.0,209900000.0,,2520000100.0,652800100.0,1867200100.0,1893999900.0,7.69,1.0,0.43,0.4691,0.3526,0.2789,2474600000.0,2310100300.0,7.6524,7.7796,7.7796,1867200100.0,1867200000.0,0.4607,0.3123,TROW
2018-12-31 00:00:00,5372600000.0,5372600000.0,2869300100.0,2361399900.0,23200000.0,,2384600100.0,615900100.0,1768700100.0,1837499900.0,7.39,1.0,0.4395,0.4438,0.342,0.2701,2520900000.0,2361400200.0,7.1637,7.3026,7.3026,1768700100.0,1768700000.0,0.4692,0.3015,TROW
2018-09-30 00:00:00,5365200000.0,5365200000.0,2862899900.0,2350100000.0,277100000.0,,2627200100.0,743900000.0,1883300100.0,1790000000.0,7.36,1.0,0.438,0.4897,0.3336,0.2208,2501700100.0,2350099800.0,7.5926,7.7508,7.7508,1883300100.0,1883300000.0,0.4663,0.2541,TROW
2018-06-30 00:00:00,5209300000.0,5209300000.0,2799099900.0,2258000000.0,219500000.0,,2477500100.0,771600000.0,1705900100.0,1602800000.0,6.61,1.0,0.4335,0.4756,0.3077,0.1608,2404400100.0,2257999800.0,6.8965,7.0375,7.0375,1705900100.0,1705900000.0,0.4616,0.1957,TROW
2018-03-31 00:00:00,5050300000.0,5050300000.0,2729899900.0,2170900000.0,297400000.0,,2468300100.0,832000000.0,1636300100.0,1529800000.0,6.32,1.0,0.4299,0.4887,0.3029,0.0765,2315800100.0,2170899800.0,6.6437,6.7663,6.7663,1636300100.0,1636300000.0,0.4585,0.1113,TROW
2017-12-31 00:00:00,4854900000.0,4854900000.0,2650099900.0,2108800000.0,396300000.0,,2505100100.0,923900000.0,1581200100.0,1463900000.0,6.07,1.0,0.4344,0.516,0.3015,0.0089,2252400000.0,2108799800.0,6.4512,6.5557,6.5557,1581200100.0,1581200000.0,0.4639,0.0473,TROW
2017-09-30 00:00:00,4710400000.0,4710400000.0,2865300200.0,2141099900.0,306500000.0,,2447600000.0,886200000.0,1561400000.0,1496100000.0,6.2,1.0,0.4545,0.5196,0.3176,0.0191,2281399900.0,2141099900.0,6.3676,6.4682,6.4682,1561400000.0,1561400000.0,0.4843,0.0542,TROW
2017-06-30 00:00:00,4564600000.0,4564600000.0,2695900200.0,2068300000.0,327500000.0,,2395800000.0,875900000.0,1519900000.0,1434500000.0,5.91,1.0,0.4531,0.5249,0.3143,0.0377,2207600000.0,2068300000.0,6.164,6.2629,6.2629,1519900000.0,1519900000.0,0.4836,0.071,TROW
2017-03-31 00:00:00,4423300000.0,4423300000.0,2514200200.0,1844200000.0,257000000.0,,2101200000.0,760100000.0,1341100000.0,1268400000.0,5.17,1.0,0.4169,0.475,0.2868,0.0286,1981000000.0,1844200000.0,5.3952,5.4919,5.4919,1341100000.0,1341100000.0,0.4479,0.0648,TROW
2016-12-31 00:00:00,4284800000.0,4284800000.0,2345500200.0,1733400000.0,227100000.0,,1960500000.0,706500000.0,1254000000.0,1189500000.0,4.78,1.0,0.4045,0.4575,0.2776,0.0052,1866800000.0,1733400000.0,5.0099,5.108,5.108,1254000000.0,1254000000.0,0.4357,0.0398,TROW
2016-09-30 00:00:00,4183900000.0,4183900000.0,1860599900.0,1625100400.0,258300000.0,,1883400100.0,693000000.0,1190400100.0,1121800000.0,4.45,1.0,0.3884,0.4502,0.2681,0.0612,1757000400.0,1625100200.0,4.724,4.8199,4.8199,1190400100.0,1190400000.0,0.4199,0.0968,TROW
2016-06-30 00:00:00,4140000000.0,4140000000.0,1848699900.0,1607700400.0,170300000.0,,1778000100.0,673200000.0,1104800100.0,1074300000.0,4.23,1.0,0.3883,0.4295,0.2595,0.1157,1738700500.0,1607700200.0,4.3453,4.4397,4.4397,1104800100.0,1104800000.0,0.42,0.1521,TROW
2016-03-31 00:00:00,4167700000.0,4167700000.0,1839999900.0,1832000400.0,161800000.0,,1993800100.0,767000000.0,1226800100.0,1204100000.0,4.73,1.0,0.4396,0.4784,0.2889,0.2193,1961400600.0,1832000200.0,4.7685,4.8773,4.8773,1226800100.0,1226800000.0,0.4706,0.2541,TROW
2015-12-31 00:00:00,4200600000.0,4200600000.0,1833999900.0,1898900400.0,103500000.0,,2002400100.0,779400000.0,1223000100.0,1206900000.0,4.72,1.0,0.4521,0.4767,0.2873,0.3283,2025200700.0,1898900200.0,4.6876,4.8037,4.8037,1223000100.0,1223000000.0,0.4821,0.3644,TROW
2015-09-30 00:00:00,4170800000.0,4170800000.0,1809900000.0,1923900100.0,98900000.0,,2022799900.0,787100000.0,1235699900.0,1215300100.0,4.73,1.0,0.4613,0.485,0.2914,0.3268,2046600400.0,1923900200.0,4.6876,4.8119,4.8119,1235699900.0,1235700000.0,0.4907,0.3648,TROW
2015-06-30 00:00:00,4142600000.0,4142600000.0,1771300000.0,1954300100.0,103800000.0,,2058099900.0,795900000.0,1262199900.0,1242100100.0,4.8,1.0,0.4718,0.4968,0.2998,0.328,2072200200.0,1954300200.0,4.7515,4.8843,4.8843,1262199900.0,1262200000.0,0.5002,0.3633,TROW
2015-03-31 00:00:00,4054500000.0,4054500000.0,1730100000.0,1919600100.0,96900000.0,,2016499900.0,781700000.0,1234799900.0,1215400100.0,4.68,1.0,0.4734,0.4973,0.2998,0.3104,2033300100.0,1919600200.0,4.6303,4.7643,4.7643,1234799900.0,1234800000.0,0.5015,0.3454,TROW
2014-12-31 00:00:00,3982100000.0,3982100000.0,1693100000.0,1890900100.0,112200000.0,,2003099900.0,773500000.0,1229599900.0,1215400100.0,4.68,1.0,0.4749,0.503,0.3052,0.3058,2002600000.0,1890900200.0,4.5984,4.7365,4.7365,1229599900.0,1229600000.0,0.5029,0.3375,TROW
2014-09-30 00:00:00,3889499700.0,3889499700.0,1648900000.0,1850999700.0,105100000.0,,1956100000.0,754700000.0,1201400000.0,1188100000.0,4.57,1.0,0.4759,0.5029,0.3055,0.3027,1959499600.0,1850999900.0,4.4824,4.6206,4.6206,1201400000.0,1201400000.0,0.5038,0.3319,TROW
2014-06-30 00:00:00,3753099700.0,3753099700.0,1585900000.0,1788199700.0,111500000.0,,1899700000.0,731600000.0,1168100000.0,1156000000.0,4.45,1.0,0.4765,0.5062,0.308,0.2949,1890499700.0,1788199900.0,4.3613,4.4964,4.4964,1168100000.0,1168100000.0,0.5037,0.328,TROW
2014-03-31 00:00:00,3623099700.0,3623099700.0,1544100000.0,1713899700.0,86800000.0,,1800700000.0,690600000.0,1110100000.0,1099400000.0,4.24,1.0,0.473,0.497,0.3034,0.3181,1810099700.0,1713899900.0,4.1541,4.2831,4.2831,1110100000.0,1110100000.0,0.4996,0.348,TROW
2013-12-31 00:00:00,3484199700.0,3484199700.0,1496900000.0,1637399700.0,63000000.0,,1700400000.0,652700000.0,1047700000.0,1038400000.0,4.01,1.0,0.47,0.488,0.298,0.3236,1727999700.0,1637399900.0,3.9344,4.0561,4.0561,1047700000.0,1047700000.0,0.496,0.3539,TROW
2013-09-30 00:00:00,3341700000.0,3341700000.0,1448399900.0,1558500100.0,48200000.0,,1606700000.0,614700000.0,992000000.0,983900000.0,3.81,1.0,0.4664,0.4808,0.2944,0.3305,1645000100.0,1558500000.0,3.7435,3.8592,3.8592,992000000.0,992000000.0,0.4923,0.3591,TROW
2013-06-30 00:00:00,3227000000.0,3227000000.0,1415699900.0,1491500100.0,78000000.0,,1569500000.0,600500000.0,969000000.0,961900000.0,3.75,1.0,0.4622,0.4864,0.2981,0.3267,1576600100.0,1491500000.0,3.6793,3.7919,3.7919,969000000.0,969000000.0,0.4886,0.3521,TROW
2013-03-31 00:00:00,3109500000.0,3109500000.0,1381499900.0,1420700100.0,84000000.0,,1504700000.0,576700000.0,928000000.0,921700000.0,3.61,1.0,0.4569,0.4839,0.2964,0.3265,1503900100.0,1420700000.0,3.542,3.6483,3.6483,928000000.0,928000000.0,0.4836,0.3526,TROW
2012-12-31 00:00:00,3022500000.0,3022500000.0,1356899900.0,1364300100.0,70800000.0,,1435100000.0,551500000.0,883600000.0,878100000.0,3.46,1.0,0.4514,0.4748,0.2905,0.2733,1445200100.0,1364300000.0,3.3855,3.487,3.487,883600000.0,883600000.0,0.4781,0.2987,TROW
