Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,8513000000.0,578000000.0,8053000000.0,5044000000.0,3009000000.0,23000000.0,3010000000.0,637000000.0,2372000000.0,2252000000.0,3.25,0.946,0.0,0.3536,0.2645,0.2421,3.4096,3.4454,3.4454,2372000000.0,2365000000.0,0.0,0.333,FITB
2022-06-30 00:00:00,8217000000.0,419000000.0,7908000000.0,4849000000.0,3059000000.0,23000000.0,3060000000.0,636000000.0,2423000000.0,2304000000.0,3.31,0.9624,0.0,0.3724,0.2804,0.1772,3.4665,3.5074,3.5074,2423000000.0,2415000000.0,0.0,0.2714,FITB
2022-03-31 00:00:00,8233000000.0,409000000.0,7842000000.0,4596000000.0,3246000000.0,55000000.0,3247000000.0,676000000.0,2570000000.0,2453000000.0,3.5,0.9525,0.0,0.3944,0.2979,0.1194,3.6449,3.6919,3.6919,2570000000.0,2563000000.0,0.0,0.2183,FITB
2021-12-31 00:00:00,8274000000.0,441000000.0,7888000000.0,4371000000.0,3517000000.0,,3518000000.0,747000000.0,2770000000.0,2654000000.0,3.76,0.9533,0.0,0.4252,0.3208,0.0817,3.8947,3.9448,3.9448,2770000000.0,2764000000.0,0.0,0.1594,FITB
2021-09-30 00:00:00,8087000000.0,476000000.0,7869000000.0,4433000000.0,3436000000.0,62000000.0,3436000000.0,724000000.0,2712000000.0,2600000000.0,3.65,0.973,0.0,0.4249,0.3215,-0.1491,3.7825,3.8278,3.8278,2712000000.0,2711000000.0,0.0,-0.0937,FITB
2021-06-30 00:00:00,8268000000.0,532000000.0,7736000000.0,4449000000.0,3287000000.0,58000000.0,3287000000.0,698000000.0,2589000000.0,2479000000.0,3.46,0.9357,0.0,0.3976,0.2998,-0.2294,3.5937,3.6309,3.6309,2589000000.0,2589000000.0,0.0,-0.1763,FITB
2021-03-31 00:00:00,8257000000.0,620000000.0,7637000000.0,5017000000.0,2620000000.0,71000000.0,2620000000.0,545000000.0,2075000000.0,1968000000.0,2.74,0.9249,0.0,0.3173,0.2383,-0.0931,2.8781,2.9035,2.9035,2075000000.0,2075000000.0,0.0,-0.0518,FITB
2020-12-31 00:00:00,8402000000.0,790000000.0,7612000000.0,5815000000.0,1797000000.0,,1797000000.0,370000000.0,1427000000.0,1323000000.0,1.84,0.906,0.0,0.2139,0.1575,0.0002,1.9827,1.9966,1.9966,1427000000.0,1427000000.0,0.0,0.0442,FITB
2020-09-30 00:00:00,8895000000.0,990000000.0,7905000000.0,5915000000.0,1990000000.0,,1990000000.0,433000000.0,1557000000.0,1456000000.0,2.02,0.8887,0.0,0.2237,0.1637,0.3411,2.1252,2.1441,2.1441,1557000000.0,1557000000.0,0.0,0.3816,FITB
2020-06-30 00:00:00,9209000000.0,1214000000.0,7995000000.0,6062000000.0,1933000000.0,,1933000000.0,408000000.0,1525000000.0,1424000000.0,1.96,0.8682,0.0,0.2099,0.1546,0.2934,2.0628,2.0871,2.0871,1525000000.0,1525000000.0,0.0,0.3223,FITB
