Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,18819800000.0,6517200000.0,12302600000.0,5411200000.0,3606300800.0,,-1001500000.0,1305299900.0,2604800000.0,20700000.0,2584099900.0,-123300000.0,2461800100.0,4.83,0.6537,0.1916,0.1384,0.1308,-0.0278,6965600000.0,3606301300.0,4.8172,,4.832,,4.832,2460799900.0,,2460800200.0,0.3701,0.2976,AEP
2022-06-30 00:00:00,17916700000.0,5846700000.0,12070000000.0,5305200000.0,3783600700.0,1243000000.0,-986100000.0,1248299900.0,2797500000.0,106600000.0,2690899900.0,-116500000.0,2574100100.0,5.09,0.6737,0.2112,0.1561,0.1437,-0.0017,7021400000.0,3783601200.0,5.0767,,5.0918,,5.0918,2574399900.0,,2574400200.0,0.3919,0.323,AEP
2022-03-31 00:00:00,17103500000.0,5406300000.0,11697200000.0,5174700000.0,3589100600.0,1216000000.0,-926800000.0,1222299900.0,2662300000.0,113800000.0,2548499900.0,78900000.0,2627800100.0,5.23,0.6839,0.2098,0.1557,0.1536,-0.016,6699000000.0,3589101100.0,5.2111,,5.2256,,5.2256,2627399900.0,,2627400200.0,0.3917,0.3262,AEP
2021-12-31 00:00:00,16792000000.0,5466300000.0,11325700000.0,5077100000.0,3411300300.0,1193000000.0,-899400000.0,1199099900.0,2511900000.0,115500000.0,2396399900.0,91700000.0,2488100100.0,4.98,0.6745,0.2032,0.1496,0.1482,-0.1084,6457700000.0,3411300800.0,4.9585,,4.971,,4.971,2488099900.0,,2488100200.0,0.3846,0.2287,AEP
2021-09-30 00:00:00,16341200000.0,5179500000.0,11161699000.0,5073500000.0,3297799900.0,1178000000.0,-849000000.0,1183800000.0,2448800000.0,168100000.0,2280700100.0,103500000.0,2384700100.0,4.79,0.683,0.2018,0.1499,0.1459,-0.1066,6142600000.0,3297800300.0,4.7666,,4.778,,4.778,2384200200.0,,2384200000.0,0.3759,0.2377,AEP
2021-06-30 00:00:00,15784600000.0,4938500000.0,10846099000.0,4977800000.0,3133599900.0,1166000000.0,-802200000.0,1171400000.0,2331400000.0,97100000.0,2234300100.0,101200000.0,2337300100.0,4.71,0.6871,0.1985,0.1477,0.1481,-0.1674,5978400000.0,3133600300.0,4.6851,,4.696,,4.696,2335500200.0,,2335500000.0,0.3787,0.1983,AEP
2021-03-31 00:00:00,15452100000.0,4779400000.0,10672699000.0,4919400000.0,3046400000.0,1159000000.0,-811700000.0,1163800000.0,2234700000.0,48500000.0,2186200100.0,90000000.0,2279900100.0,4.6,0.6907,0.1972,0.1446,0.1475,-0.1842,6009400000.0,3046400400.0,4.5743,,4.5862,,4.5862,2276200200.0,,2276200000.0,0.3889,0.2006,AEP
2020-12-31 00:00:00,14918500000.0,4369700000.0,10548799000.0,4878300000.0,2987699900.0,1161000000.0,-841600000.0,1165700000.0,2146100000.0,40500000.0,2105600100.0,91100000.0,2200100100.0,4.44,0.7071,0.2003,0.1439,0.1475,-0.1618,5894500000.0,2987700300.0,4.4178,,4.4313,,4.4313,2196700200.0,,2196700000.0,0.3951,0.2569,AEP
2020-09-30 00:00:00,14923900000.0,4453500000.0,10470400000.0,4964600000.0,2712198900.0,1164000000.0,-867700000.0,1168300000.0,1844500000.0,14300000.0,1830200100.0,84500000.0,1918100000.0,3.87,0.7016,0.1817,0.1236,0.1285,-0.1718,5672999000.0,2712199400.0,3.8509,,3.864,,3.864,1914700100.0,,1914700100.0,0.3801,0.2575,AEP
2020-06-30 00:00:00,15172500000.0,4668200000.0,10504300000.0,4982900000.0,2727198900.0,,-855700000.0,1152100000.0,1871500000.0,56100000.0,1815400100.0,85000000.0,1903000000.0,3.85,0.6923,0.1797,0.1233,0.1254,-0.138,5658399000.0,2727199400.0,3.8281,,3.8422,,3.8422,1900400100.0,,1900400100.0,0.3729,0.2778,AEP
2020-03-31 00:00:00,15252100000.0,4844900000.0,10407200000.0,5114400000.0,2555499100.0,,-804600000.0,1108800000.0,1750900000.0,-10900000.0,1761800100.0,83200000.0,1843500000.0,3.73,0.6823,0.1676,0.1148,0.1209,-0.1443,5360299000.0,2555499600.0,3.7204,,3.7343,,3.7343,1845000100.0,,1845000100.0,0.3514,0.2673,AEP
