Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-08-31 00:00:00,19171000000.0,13274000000.0,5898000000.0,3181000000.0,3717101400.0,386000000.0,639000000.0,371400000.0,3452000000.0,634000000.0,2817700200.0,102400000.0,2900000000.0,4.75,0.3077,0.1939,0.1801,0.1513,0.1451,3292000000.0,3717100400.0,4.7851,4.8283,4.8283,2920100000.0,2920000000.0,0.1717,0.174,GIS
2022-05-31 00:00:00,18993000000.0,12927000000.0,6067000000.0,3146600000.0,3475801400.0,404000000.0,222000000.0,379600000.0,3210000000.0,587000000.0,2623300200.0,111700000.0,2707000000.0,4.42,0.3194,0.183,0.169,0.1425,0.1448,3506000000.0,3475800400.0,4.4646,4.5021,4.5021,2735000000.0,2735000000.0,0.1846,0.1746,GIS
2022-02-28 00:00:00,18625600000.0,12629700000.0,5995900000.0,3160200100.0,3007599100.0,402000000.0,231700000.0,377700000.0,2747599900.0,558900000.0,2188899800.0,120200000.0,2300800000.0,3.75,0.3219,0.1615,0.1475,0.1235,0.1327,3200698700.0,3007599300.0,3.7611,3.7911,3.7911,2309099700.0,2308899900.0,0.1718,0.1613,GIS
2021-11-30 00:00:00,18607600000.0,12299800000.0,6308800000.0,3125100100.0,3018898700.0,405000000.0,-1900000.0,397200000.0,2745599900.0,597900000.0,2148199800.0,102100000.0,2236500000.0,3.64,0.339,0.1622,0.1476,0.1202,0.1359,3552698600.0,3018898900.0,3.6539,3.6809,3.6809,2250299700.0,2249699900.0,0.1909,0.1641,GIS
2021-08-31 00:00:00,18303000000.0,11884100000.0,6418900000.0,3100400100.0,3135398700.0,427000000.0,-139600000.0,405100000.0,2859499900.0,627300000.0,2232299800.0,105500000.0,2327900000.0,3.79,0.3507,0.1713,0.1562,0.1272,0.1232,3695298600.0,3135398900.0,3.7845,3.8131,3.8131,2337799700.0,2337599900.0,0.2019,0.1513,GIS
2021-05-31 00:00:00,18127000000.0,11678700000.0,6448300000.0,3079600100.0,3144798700.0,428000000.0,-287400000.0,420300000.0,2857399900.0,629100000.0,2228299800.0,117700000.0,2339800000.0,3.81,0.3557,0.1735,0.1576,0.1291,0.1354,3746098500.0,3144798900.0,3.7893,3.8202,3.8202,2345999700.0,2345999900.0,0.2067,0.1646,GIS
2021-02-28 00:00:00,18626400000.0,11992899000.0,6633501000.0,3183700000.0,3426398000.0,443000000.0,-314600000.0,436300000.0,3111799900.0,661800000.0,2450000000.0,123100000.0,2548700100.0,4.16,0.3561,0.184,0.1671,0.1368,0.1712,4019197900.0,3426398800.0,4.1584,4.193,4.193,2573100100.0,2573100000.0,0.2158,0.1999,GIS
2020-11-30 00:00:00,18286700000.0,11803899000.0,6482801000.0,3214000000.0,3250597700.0,445000000.0,-321500000.0,440100000.0,2929099900.0,618000000.0,2311100000.0,122100000.0,2407100100.0,3.94,0.3545,0.1778,0.1602,0.1316,0.1706,3832697500.0,3250598500.0,3.9406,3.9743,3.9743,2433200100.0,2433200000.0,0.2096,0.1994,GIS
2020-08-31 00:00:00,17988100000.0,11657299000.0,6330801000.0,3168900000.0,3145197600.0,,-343000000.0,458900000.0,2802199900.0,584100000.0,2218100000.0,110600000.0,2299500100.0,3.78,0.3519,0.1748,0.1558,0.1278,0.1769,3731897400.0,3145198400.0,3.7834,3.8161,3.8161,2328700100.0,2328700000.0,0.2075,0.205,GIS
2020-05-31 00:00:00,17626600000.0,11496699000.0,6129901000.0,3151600000.0,2953897700.0,,-353700000.0,466500000.0,2600199900.0,480500000.0,2119700000.0,91100000.0,2181200100.0,3.6,0.3478,0.1676,0.1475,0.1237,0.1825,3548597600.0,2953898500.0,3.6048,3.6356,3.6356,2210800100.0,2210800000.0,0.2013,0.2086,GIS
2020-02-29 00:00:00,16765299000.0,10942201000.0,5823099000.0,2967700100.0,2840499300.0,,-357400000.0,472700000.0,2483100000.0,395600000.0,2087499900.0,77500000.0,2125699900.0,3.52,0.3473,0.1694,0.1481,0.1268,0.1494,3452399100.0,2840498800.0,3.543,3.5733,3.5733,2165000000.0,2165000000.0,0.2059,0.1753,GIS
