Date,Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,14903000000.0,14903000000.0,7055000000.0,5002000000.0,40000000.0,203000000.0,5042000000.0,949000000.0,4093000000.0,4229000000.0,27.24,1.0,0.3356,0.3383,0.2838,0.129,5291000000.0,5002000000.0,26.1002,26.3516,26.3516,4093000000.0,4093000000.0,0.355,0.1457,BLK
2019-12-31 00:00:00,14539000000.0,14539000000.0,6228000000.0,5551000000.0,236000000.0,203000000.0,5787000000.0,1261000000.0,4526000000.0,4476000000.0,28.7,1.0,0.3818,0.398,0.3079,0.1809,5847000000.0,5551000000.0,28.7438,29.0103,29.0103,4526000000.0,4526000000.0,0.4022,0.1984,BLK
2019-09-30 00:00:00,13996000000.0,13996000000.0,5970000000.0,5259000000.0,68000000.0,198000000.0,5327000000.0,1208000000.0,4119000000.0,4102000000.0,26.16,1.0,0.3758,0.3806,0.2931,0.1354,5609000000.0,5259000000.0,26.0301,26.2683,26.2683,4119000000.0,4119000000.0,0.4008,0.1537,BLK
2019-06-30 00:00:00,13880000000.0,13880000000.0,5984000000.0,5153000000.0,143000000.0,190000000.0,5296000000.0,1093000000.0,4203000000.0,4199000000.0,26.54,1.0,0.3713,0.3816,0.3025,0.1613,5455000000.0,5153000000.0,26.332,26.5741,26.5741,4203000000.0,4203000000.0,0.393,0.179,BLK
2019-03-31 00:00:00,13961000000.0,13961000000.0,5906000000.0,5315000000.0,62000000.0,184000000.0,5377000000.0,1109000000.0,4268000000.0,4269000000.0,26.75,1.0,0.3807,0.3851,0.3058,0.1978,5571000000.0,5315000000.0,26.5011,26.7499,26.7499,4268000000.0,4268000000.0,0.399,0.2142,BLK
2018-12-31 00:00:00,14198000000.0,14198000000.0,5958000000.0,5457000000.0,-79000000.0,184000000.0,5378000000.0,1076000000.0,4302000000.0,4305000000.0,26.85,1.0,0.3843,0.3788,0.3032,0.2022,5677000000.0,5457000000.0,26.564,26.8369,26.8369,4302000000.0,4302000000.0,0.3998,0.2166,BLK
2018-09-30 00:00:00,14528000000.0,14528000000.0,6086000000.0,5696000000.0,-6000000.0,184000000.0,5690000000.0,14000000.0,5676000000.0,5673000000.0,35.3,1.0,0.3921,0.3917,0.3905,0.2615,5910000000.0,5696000000.0,34.7951,35.2115,35.2115,5676000000.0,5676000000.0,0.4068,0.2727,BLK
2018-06-30 00:00:00,14460000000.0,14460000000.0,6018000000.0,5689000000.0,-29000000.0,184000000.0,5660000000.0,231000000.0,5429000000.0,5401000000.0,33.56,1.0,0.3934,0.3914,0.3735,0.2693,5911000000.0,5689000000.0,33.1779,33.6053,33.6053,5429000000.0,5429000000.0,0.4088,0.2806,BLK
2018-03-31 00:00:00,14091000000.0,14091000000.0,5886000000.0,5486000000.0,-4000000.0,186000000.0,5482000000.0,267000000.0,5215000000.0,5182000000.0,32.16,1.0,0.3893,0.389,0.3678,0.27,5716000000.0,5486000000.0,31.7937,32.2257,32.2257,5215000000.0,5215000000.0,0.4056,0.282,BLK
2017-12-31 00:00:00,13600000000.0,13600000000.0,5699000000.0,5254000000.0,5000000.0,205000000.0,5259000000.0,270000000.0,4989000000.0,4952000000.0,30.7,1.0,0.3863,0.3867,0.3641,0.279,5494000000.0,5254000000.0,30.3439,30.7658,30.7658,4989000000.0,4989000000.0,0.404,0.2904,BLK
2017-09-30 00:00:00,13832000000.0,13832000000.0,5419000000.0,4989000000.0,-34000000.0,210000000.0,4955000000.0,1420000000.0,3535000000.0,3504000000.0,21.62,1.0,0.3607,0.3582,0.2533,0.2689,5244000000.0,4989000000.0,21.4611,21.7216,21.7216,3535000000.0,3535000000.0,0.3791,0.2784,BLK
2017-06-30 00:00:00,13161000000.0,13161000000.0,5258000000.0,4809000000.0,-43000000.0,216000000.0,4766000000.0,1310000000.0,3456000000.0,3435000000.0,21.1,1.0,0.3654,0.3621,0.261,0.2617,5064000000.0,4809000000.0,20.8988,21.1591,21.1591,3456000000.0,3456000000.0,0.3848,0.2698,BLK
2017-03-31 00:00:00,12729000000.0,12729000000.0,5208000000.0,4745000000.0,-69000000.0,219000000.0,4676000000.0,1289000000.0,3387000000.0,3370000000.0,20.62,1.0,0.3728,0.3674,0.2647,0.2016,5005000000.0,4745000000.0,20.4061,20.6675,20.6675,3387000000.0,3387000000.0,0.3932,0.2101,BLK
2016-12-31 00:00:00,12261000000.0,12261000000.0,5156000000.0,4565000000.0,-110000000.0,205000000.0,4455000000.0,1289000000.0,3166000000.0,3168000000.0,19.3,1.0,0.3723,0.3633,0.2584,0.1757,4828000000.0,4565000000.0,19.0059,19.2549,19.2549,3166000000.0,3166000000.0,0.3938,0.1854,BLK
2016-09-30 00:00:00,11128000000.0,11128000000.0,5238000000.0,4482000000.0,-61000000.0,205000000.0,4421000000.0,1233000000.0,3188000000.0,3182000000.0,19.28,1.0,0.4028,0.3973,0.2859,0.177,4742000000.0,4482000000.0,19.0626,19.3204,19.3204,3188000000.0,3188000000.0,0.4261,0.1904,BLK
2016-06-30 00:00:00,11201000000.0,11201000000.0,5299000000.0,4495000000.0,-110000000.0,203000000.0,4385000000.0,1242000000.0,3143000000.0,3150000000.0,19.03,1.0,0.4013,0.3915,0.2812,0.2014,4770000000.0,4495000000.0,18.7204,18.9877,18.9877,3143000000.0,3143000000.0,0.4259,0.2152,BLK
2016-03-31 00:00:00,11302000000.0,11302000000.0,5330000000.0,4560000000.0,-126000000.0,204000000.0,4434000000.0,1260000000.0,3174000000.0,3180000000.0,19.16,1.0,0.4035,0.3923,0.2814,0.2473,4845000000.0,4560000000.0,18.8339,19.12,19.12,3174000000.0,3174000000.0,0.4287,0.2608,BLK
2015-12-31 00:00:00,11401000000.0,11401000000.0,5385000000.0,4664000000.0,-62000000.0,204000000.0,4602000000.0,1250000000.0,3352000000.0,3345000000.0,20.11,1.0,0.4091,0.4036,0.2934,0.2441,4959000000.0,4664000000.0,19.8298,20.1455,20.1455,3352000000.0,3352000000.0,0.435,0.2635,BLK
2015-09-30 00:00:00,11322000000.0,11322000000.0,5299000000.0,4671000000.0,-133000000.0,211000000.0,4538000000.0,1249000000.0,3289000000.0,3297000000.0,19.78,1.0,0.4126,0.4008,0.2912,0.259,4980000000.0,4671000000.0,19.4003,19.7247,19.7247,3289000000.0,3289000000.0,0.4399,0.2754,BLK
2015-06-30 00:00:00,11261000000.0,11261000000.0,5306000000.0,4606000000.0,-137000000.0,222000000.0,4469000000.0,1139000000.0,3330000000.0,3371000000.0,20.16,1.0,0.409,0.3969,0.2994,0.2562,4919000000.0,4606000000.0,19.5794,19.9125,19.9125,3330000000.0,3330000000.0,0.4368,0.2709,BLK
2015-03-31 00:00:00,11134000000.0,11134000000.0,5307000000.0,4490000000.0,-80000000.0,230000000.0,4410000000.0,1065000000.0,3345000000.0,3360000000.0,20.03,1.0,0.4033,0.3961,0.3018,0.2367,4812000000.0,4490000000.0,19.6089,19.9398,19.9398,3345000000.0,3345000000.0,0.4322,0.25,BLK
2014-12-31 00:00:00,11081000000.0,11081000000.0,5282000000.0,4474000000.0,-79000000.0,232000000.0,4395000000.0,1131000000.0,3264000000.0,3294000000.0,19.58,1.0,0.4038,0.3966,0.2973,0.2726,4808000000.0,4474000000.0,19.0752,19.4025,19.4025,3264000000.0,3264000000.0,0.4339,0.2786,BLK
2014-09-30 00:00:00,11074000000.0,11074000000.0,5304000000.0,4463000000.0,5000000.0,226000000.0,4468000000.0,1160000000.0,3308000000.0,3322000000.0,19.7,1.0,0.403,0.4035,0.3,0.2626,4811000000.0,4463000000.0,19.2488,19.6053,19.6053,3308000000.0,3308000000.0,0.4344,0.2693,BLK
2014-06-30 00:00:00,10697000000.0,10697000000.0,5155000000.0,4272000000.0,39000000.0,217000000.0,4311000000.0,1147000000.0,3164000000.0,3135000000.0,18.54,1.0,0.3994,0.403,0.2931,0.2582,4621000000.0,4272000000.0,18.3417,18.6998,18.6998,3164000000.0,3164000000.0,0.432,0.2659,BLK
2014-03-31 00:00:00,10401000000.0,10401000000.0,5159000000.0,3999000000.0,92000000.0,210000000.0,4091000000.0,1062000000.0,3029000000.0,3056000000.0,18.02,1.0,0.3845,0.3933,0.2938,0.3033,4346000000.0,3999000000.0,17.4883,17.8522,17.8522,3029000000.0,3029000000.0,0.4178,0.3121,BLK
2013-12-31 00:00:00,10180000000.0,10180000000.0,5100000000.0,3857000000.0,116000000.0,211000000.0,3973000000.0,1022000000.0,2951000000.0,2932000000.0,17.24,1.0,0.3789,0.3903,0.288,0.3485,4200000000.0,3857000000.0,16.9764,17.3399,17.3399,2951000000.0,2951000000.0,0.4126,0.3578,BLK
2013-09-30 00:00:00,9942000000.0,9942000000.0,5014000000.0,3729000000.0,25000000.0,216000000.0,3754000000.0,1003000000.0,2751000000.0,2781000000.0,16.28,1.0,0.3751,0.3776,0.2797,0.2757,4070000000.0,3729000000.0,15.7748,16.0883,16.0883,2751000000.0,2751000000.0,0.4094,0.2847,BLK
2013-06-30 00:00:00,9790000000.0,9790000000.0,4969000000.0,3638000000.0,73000000.0,221000000.0,3711000000.0,1034000000.0,2677000000.0,2693000000.0,15.7,1.0,0.3716,0.3791,0.2751,0.2663,3981000000.0,3638000000.0,15.3033,15.5955,15.5955,2677000000.0,2677000000.0,0.4066,0.2763,BLK
2013-03-31 00:00:00,9537000000.0,9537000000.0,4750000000.0,3618000000.0,-36000000.0,220000000.0,3582000000.0,1051000000.0,2531000000.0,2518000000.0,14.56,1.0,0.3794,0.3756,0.264,0.2522,3963000000.0,3618000000.0,14.3611,14.622,14.622,2531000000.0,2531000000.0,0.4155,0.2655,BLK
2012-12-31 00:00:00,9337000000.0,9337000000.0,4646000000.0,3524000000.0,-54000000.0,215000000.0,3470000000.0,1030000000.0,2440000000.0,2458000000.0,14.06,1.0,0.3774,0.3716,0.2633,0.2238,3874000000.0,3524000000.0,13.7066,13.946,13.946,2440000000.0,2440000000.0,0.4149,0.2399,BLK
