Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,1074096000.0,200590000.0,873506000.0,174705000.0,452177000.0,253613100.0,46249000.0,,341164000.0,74400000.0,266764000.0,266764000.0,5.82,0.8132,0.2361,0.3176,0.2484,0.2022,274184000.0,253613100.0,5.8294,5.8719,5.8719,266764000.0,266764000.0,0.2553,0.2337,ABMD
2022-06-30 00:00:00,1056317000.0,195596000.0,860721000.0,171264000.0,437998000.0,256055100.0,-5809000.0,,269732000.0,52148000.0,217584000.0,217584000.0,4.74,0.8148,0.2424,0.2554,0.206,0.2487,279261000.0,256055100.0,4.7486,4.7862,4.7862,217584000.0,217584000.0,0.2644,0.2822,ABMD
2022-03-31 00:00:00,1031753000.0,188158000.0,843595000.0,165136000.0,423486000.0,140720100.0,35269000.0,,190560000.0,54055000.0,136505000.0,136505000.0,2.96,0.8176,0.1364,0.1847,0.1323,0.2419,167572000.0,140720100.0,2.9752,3.0038,3.0038,136505000.0,136505000.0,0.1624,0.2766,ABMD
2021-12-31 00:00:00,1003148000.0,182779000.0,820369000.0,153311000.0,414255000.0,138521100.0,54445000.0,3967000.0,189292000.0,56256000.0,133036000.0,133036000.0,2.91,0.8178,0.1381,0.1887,0.1326,0.2451,164938100.0,138521000.0,2.8946,2.9309,2.9309,133036000.0,133036000.0,0.1644,0.292,ABMD
2021-09-30 00:00:00,973635000.0,176262000.0,797373000.0,144505000.0,392835000.0,145306100.0,55504000.0,4525000.0,212150000.0,62998000.0,149152000.0,149152000.0,3.28,0.819,0.1492,0.2179,0.1532,0.2396,171376100.0,145306000.0,3.2519,3.2942,3.2942,149152000.0,149152000.0,0.176,0.2892,ABMD
2021-06-30 00:00:00,935257000.0,171112000.0,764145000.0,133226000.0,369223000.0,146206100.0,71588000.0,5370000.0,217794000.0,63382000.0,154412000.0,154412000.0,3.42,0.817,0.1563,0.2329,0.1651,0.2648,171730100.0,146206000.0,3.3734,3.42,3.42,154412000.0,154412000.0,0.1836,0.3188,ABMD
2021-03-31 00:00:00,847522000.0,161907000.0,685615000.0,121875000.0,334183000.0,229557100.0,58663000.0,6717000.0,288220000.0,62695000.0,225525000.0,225525000.0,5.0,0.809,0.2709,0.3401,0.2661,0.261,253654100.0,229557000.0,4.9377,4.996,4.996,225525000.0,225525000.0,0.2993,0.324,ABMD
2020-12-31 00:00:00,812936000.0,155198000.0,657738000.0,115231000.0,317701000.0,224806000.0,29233000.0,8768000.0,254039000.0,53572000.0,200467000.0,200467000.0,4.45,0.8091,0.2765,0.3125,0.2466,0.2914,248080000.0,224806000.0,4.3973,4.4436,4.4436,200467000.0,200467000.0,0.3052,0.3379,ABMD
2020-09-30 00:00:00,802857000.0,154084000.0,648773000.0,107882000.0,317177000.0,223714000.0,46606000.0,10405000.0,270320000.0,62504000.0,207816000.0,207816000.0,4.61,0.8081,0.2786,0.3367,0.2588,0.3065,246229000.0,223714000.0,4.5585,4.6083,4.6083,207816000.0,207816000.0,0.3067,0.355,ABMD
2020-06-30 00:00:00,798067000.0,150215000.0,647852000.0,101326000.0,323966000.0,222560000.0,-7797000.0,,214763000.0,56089000.0,158674000.0,158674000.0,3.52,0.8118,0.2789,0.2691,0.1988,0.301,244105000.0,222560000.0,3.4807,3.5174,3.5174,158674000.0,158674000.0,0.3059,0.3534,ABMD
2020-03-31 00:00:00,840883000.0,151305000.0,689578000.0,98759000.0,341600000.0,249219000.0,7606000.0,,256825000.0,53816000.0,203009000.0,203009000.0,4.5,0.8201,0.2964,0.3054,0.2414,0.3222,269649000.0,249219000.0,4.4311,4.4935,4.4935,203009000.0,203009000.0,0.3207,0.3745,ABMD
2019-12-31 00:00:00,841305000.0,146784000.0,694521000.0,98962000.0,339004000.0,256555000.0,59487000.0,,316042000.0,70870000.0,245172000.0,245172000.0,5.43,0.8255,0.3049,0.3757,0.2914,0.3051,275167000.0,256555000.0,5.3319,5.4231,5.4231,245172000.0,245172000.0,0.3271,0.3551,ABMD
2019-09-30 00:00:00,820284000.0,140811000.0,679473000.0,97272000.0,333550000.0,248651000.0,34885000.0,,283536000.0,62719000.0,220817000.0,220817000.0,4.9,0.8283,0.3031,0.3457,0.2692,0.2958,265477000.0,248651000.0,4.7895,4.8856,4.8856,220817000.0,220817000.0,0.3236,0.3461,ABMD
2019-06-30 00:00:00,797088000.0,135790000.0,661298000.0,96020000.0,326489000.0,238789000.0,79222000.0,,318011000.0,60138000.0,257873000.0,257873000.0,5.72,0.8296,0.2996,0.399,0.3235,0.2874,254316000.0,238789000.0,5.5909,5.7121,5.7121,257873000.0,257873000.0,0.3191,0.339,ABMD
2019-03-31 00:00:00,769432000.0,129567000.0,639865000.0,93503000.0,321550000.0,224812000.0,38548000.0,,263360000.0,4344000.0,259016000.0,259016000.0,5.77,0.8316,0.2922,0.3423,0.3366,0.2706,238933000.0,224812000.0,5.6124,5.7673,5.7673,259016000.0,259016000.0,0.3105,0.3278,ABMD
2018-12-31 00:00:00,736787000.0,124817000.0,611970000.0,89225000.0,315755000.0,206990000.0,6347000.0,,213337000.0,-8565000.0,221902000.0,221902000.0,4.96,0.8306,0.2809,0.2896,0.3012,0.2593,219831000.0,206990000.0,4.807,4.9628,4.9628,221902000.0,221902000.0,0.2984,0.3233,ABMD
2018-09-30 00:00:00,690246000.0,115788000.0,574458000.0,82966000.0,302091000.0,189401000.0,5080000.0,,194481000.0,3995000.0,190486000.0,190486000.0,4.26,0.8323,0.2744,0.2818,0.276,0.2242,201433000.0,189401000.0,4.1277,4.2708,4.2708,190486000.0,190486000.0,0.2918,0.3191,ABMD
2018-06-30 00:00:00,641291000.0,107569000.0,533722000.0,79639000.0,283276000.0,170807000.0,4325000.0,,175132000.0,10270000.0,164862000.0,164862000.0,3.71,0.8323,0.2663,0.2731,0.2571,0.2209,182308000.0,170807000.0,3.5778,3.711,3.711,164862000.0,164862000.0,0.2843,0.3164,ABMD
2018-03-31 00:00:00,593749000.0,98581000.0,495168000.0,75297000.0,262734000.0,157137000.0,3300000.0,,160437000.0,48267000.0,112170000.0,112170000.0,2.54,0.834,0.2647,0.2702,0.1889,0.2302,168142000.0,157137000.0,2.4465,2.5405,2.5405,112170000.0,112170000.0,0.2832,0.3243,ABMD
2017-12-31 00:00:00,543993000.0,87744000.0,456249000.0,70352000.0,247333000.0,138563900.0,2722000.0,,141286000.0,51064000.0,90222000.0,90222000.0,2.05,0.8387,0.2547,0.2597,0.1659,0.1891,148377900.0,138564000.0,1.9863,2.0531,2.0531,90222000.0,90222000.0,0.2728,0.3188,ABMD
