Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,Investment Gain/Loss (Other),EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,12454000000.0,6678000000.0,5776000000.0,4347000000.0,1865000000.0,,-578000000.0,603000000.0,25000000.0,1287000000.0,246000000.0,1041000000.0,1060000000.0,1.82,0.4638,0.1498,0.1033,0.0851,0.196,4282000000.0,1865000000.0,1.7306,,1.7657,,1.7657,1066000000.0,,1066000000.0,0.3438,0.2658,FISV
2019-12-31 00:00:00,10187000000.0,5309000000.0,4878000000.0,3284000000.0,1609000000.0,,-526000000.0,473000000.0,29000000.0,1083000000.0,198000000.0,885000000.0,893000000.0,1.81,0.4788,0.1579,0.1063,0.0877,0.2036,3387000000.0,1609000000.0,1.749,,1.7841,,1.7841,914000000.0,,914000000.0,0.3325,0.2744,FISV
2019-09-30 00:00:00,7693000000.0,4022000000.0,3671000000.0,2119000000.0,1562000000.0,,-385000000.0,333000000.0,14000000.0,1177000000.0,232000000.0,945000000.0,932000000.0,2.16,0.4772,0.203,0.153,0.1211,0.2158,2690000000.0,1562000000.0,2.211,,2.2538,,2.2538,959000000.0,,959000000.0,0.3497,0.2844,FISV
2019-06-30 00:00:00,5977000000.0,3154000000.0,2823000000.0,1287000000.0,1544000000.0,,-319000000.0,214000000.0,-7000000.0,1225000000.0,257000000.0,968000000.0,961000000.0,2.38,0.4723,0.2583,0.205,0.1608,0.1869,2226000000.0,1544000000.0,2.3851,,2.4313,,2.4313,961000000.0,,961000000.0,0.3724,0.254,FISV
2019-03-31 00:00:00,5885000000.0,3108000000.0,2777000000.0,1264000000.0,1518000000.0,,-268000000.0,201000000.0,8000000.0,1250000000.0,269000000.0,981000000.0,989000000.0,2.42,0.4719,0.2579,0.2124,0.1681,0.1992,2145000000.0,1518000000.0,2.4298,,2.4777,,2.4777,989000000.0,,989000000.0,0.3645,0.2639,FISV
2018-12-31 00:00:00,5823000000.0,3069000000.0,2754000000.0,1228000000.0,1753000000.0,,-198000000.0,189000000.0,11000000.0,1555000000.0,378000000.0,1177000000.0,1187000000.0,2.86,0.473,0.301,0.267,0.2038,0.2047,2309000000.0,1753000000.0,2.8693,,2.9273,,2.9273,1187000000.0,,1187000000.0,0.3965,0.2665,FISV
2018-09-30 00:00:00,5788000000.0,2749000000.0,3039000000.0,1519000000.0,1747000000.0,,-184000000.0,179000000.0,14000000.0,1563000000.0,139000000.0,1424000000.0,1447000000.0,3.435,0.5251,0.3018,0.27,0.25,0.1913,2267000000.0,1747000000.0,3.4022,,3.5018,,3.4713,1433000000.0,,1447000000.0,0.3917,0.2503,FISV
2018-06-30 00:00:00,5776000000.0,2746000000.0,3030000000.0,1498000000.0,1761000000.0,,-177000000.0,179000000.0,39000000.0,1584000000.0,159000000.0,1425000000.0,1452000000.0,3.425,0.5246,0.3049,0.2742,0.2514,0.1878,2256000000.0,1761000000.0,3.3919,,3.4917,,3.4612,1438000000.0,,1452000000.0,0.3906,0.2432,FISV
2018-03-31 00:00:00,5742000000.0,3031000000.0,2711000000.0,1455000000.0,1775000000.0,,-177000000.0,178000000.0,,1598000000.0,196000000.0,1402000000.0,1422000000.0,3.335,0.4721,0.3091,0.2783,0.2476,0.1923,2245000000.0,1775000000.0,3.3001,,3.3988,,3.3683,1408000000.0,,1422000000.0,0.391,0.2424,FISV
2017-12-31 00:00:00,5696000000.0,3024000000.0,2672000000.0,1445000000.0,1532000000.0,,-174000000.0,175000000.0,33000000.0,1358000000.0,158000000.0,1200000000.0,1246000000.0,2.9,0.4691,0.269,0.2384,0.2188,0.21,1976000000.0,1532000000.0,2.8601,,2.9504,,2.9199,1232000000.0,,1246000000.0,0.3469,0.2604,FISV
2017-09-30 00:00:00,5611000000.0,3283000000.0,2328000000.0,1130000000.0,1482000000.0,,-171000000.0,173000000.0,178000000.0,1311000000.0,428000000.0,883000000.0,915000000.0,2.105,0.4149,0.2641,0.2336,0.1631,0.2012,1927000000.0,1482000000.0,2.1081,,2.148,,2.1473,915000000.0,,915000000.0,0.3434,0.2502,FISV
2017-06-30 00:00:00,5591000000.0,3274000000.0,2317000000.0,,1481000000.0,,-167000000.0,169000000.0,,1314000000.0,444000000.0,870000000.0,897000000.0,2.045,0.4144,0.2649,0.235,0.1604,0.2064,1919000000.0,1481000000.0,2.0479,,2.084,,2.0833,897000000.0,,897000000.0,0.3432,0.2567,FISV
2017-03-31 00:00:00,5568000000.0,2977000000.0,2591000000.0,1120000000.0,1471000000.0,,-165000000.0,165000000.0,285000000.0,1306000000.0,445000000.0,861000000.0,888000000.0,2.005,0.4653,0.2642,0.2346,0.1595,0.1959,1900000000.0,1471000000.0,2.0068,,2.0398,,2.0391,888000000.0,,888000000.0,0.3412,0.2487,FISV
2016-12-31 00:00:00,5505000000.0,2959000000.0,2546000000.0,1101000000.0,1445000000.0,,-170000000.0,163000000.0,293000000.0,1275000000.0,492000000.0,783000000.0,930000000.0,2.075,0.4625,0.2625,0.2316,0.1689,0.2073,1866000000.0,1445000000.0,2.0801,,2.1107,,2.11,930000000.0,,930000000.0,0.339,0.2599,FISV
2016-09-30 00:00:00,5693000000.0,3011000000.0,2682000000.0,1149000000.0,1533000000.0,,-83000000.0,153000000.0,,1450000000.0,586000000.0,864000000.0,1122000000.0,1.99,0.4711,0.2693,0.2547,0.1971,0.2008,1944000000.0,1533000000.0,2.5717,,2.6137,,2.6129,1122000000.0,,1122000000.0,0.3415,0.2517,FISV
2016-06-30 00:00:00,5626000000.0,2987000000.0,2639000000.0,1133000000.0,1506000000.0,,-83000000.0,153000000.0,,1423000000.0,589000000.0,834000000.0,1126000000.0,1.97,0.4691,0.2677,0.2529,0.2001,0.2012,1919000000.0,1506000000.0,2.5511,,2.5936,,2.5928,1126000000.0,,1126000000.0,0.3411,0.2547,FISV
2016-03-31 00:00:00,5561000000.0,2970000000.0,2591000000.0,1121000000.0,1470000000.0,,-177000000.0,162000000.0,293000000.0,1293000000.0,545000000.0,748000000.0,1041000000.0,1.765,0.4659,0.2643,0.2325,0.1872,0.21,1885000000.0,1470000000.0,2.3453,,2.3846,,2.3838,1041000000.0,,1041000000.0,0.339,0.2714,FISV
2015-12-31 00:00:00,5505000000.0,2959000000.0,2546000000.0,1101000000.0,1445000000.0,,-170000000.0,163000000.0,149000000.0,1275000000.0,492000000.0,783000000.0,930000000.0,1.495,0.4625,0.2625,0.2316,0.1689,0.1793,1862000000.0,1445000000.0,2.075,,2.1108,,2.11,930000000.0,,930000000.0,0.3382,0.2445,FISV
2015-09-30 00:00:00,5202000000.0,2898000000.0,2304000000.0,1005000000.0,1299000000.0,,-256000000.0,172000000.0,122000000.0,1043000000.0,376000000.0,667000000.0,704000000.0,1.455,0.4429,0.2497,0.2005,0.1353,0.1813,1715000000.0,1299000000.0,1.4603,,1.4799,,1.4892,704000000.0,,704000000.0,0.3297,0.2503,FISV
2015-06-30 00:00:00,5152000000.0,2890000000.0,2262000000.0,990000000.0,1272000000.0,,-256000000.0,172000000.0,92000000.0,1016000000.0,379000000.0,637000000.0,725000000.0,1.47,0.4391,0.2469,0.1972,0.1407,0.1927,1683000000.0,1272000000.0,1.4754,,1.4945,,1.5012,725000000.0,,725000000.0,0.3267,0.2597,FISV
2015-03-31 00:00:00,5107000000.0,2883000000.0,2224000000.0,971000000.0,1253000000.0,,-162000000.0,164000000.0,,1091000000.0,414000000.0,677000000.0,764000000.0,1.53,0.4355,0.2453,0.2136,0.1496,0.2054,1659000000.0,1253000000.0,1.5363,,1.5589,,1.5627,764000000.0,,764000000.0,0.3248,0.2665,FISV
2014-12-31 00:00:00,5066000000.0,2881000000.0,2185000000.0,975000000.0,1210000000.0,,-163000000.0,164000000.0,164000000.0,1047000000.0,384000000.0,663000000.0,754000000.0,1.49,0.4313,0.2388,0.2067,0.1488,0.2004,1614000000.0,1210000000.0,1.495,,1.5164,,1.52,754000000.0,,754000000.0,0.3186,0.258,FISV
2014-09-30 00:00:00,5013000000.0,2829000000.0,2184000000.0,994000000.0,1190000000.0,,-162000000.0,163000000.0,163000000.0,1028000000.0,397000000.0,631000000.0,794000000.0,1.545,0.4357,0.2374,0.2051,0.1584,0.2051,1592000000.0,1190000000.0,1.54,,1.5705,,1.565,793000000.0,,794000000.0,0.3176,0.2629,FISV
2014-06-30 00:00:00,4951000000.0,2808000000.0,2143000000.0,988000000.0,1155000000.0,,-162000000.0,163000000.0,,993000000.0,356000000.0,637000000.0,714000000.0,1.3725,0.4328,0.2333,0.2006,0.1442,0.1889,1557000000.0,1155000000.0,1.37,,1.3938,,1.395,715000000.0,,714000000.0,0.3145,0.2446,FISV
2014-03-31 00:00:00,4896000000.0,2785000000.0,2111000000.0,990000000.0,1121000000.0,,-163000000.0,163000000.0,79000000.0,958000000.0,336000000.0,622000000.0,699000000.0,1.33,0.4312,0.229,0.1957,0.1428,0.1759,1527000000.0,1121000000.0,1.33,,1.3457,,1.35,701000000.0,,699000000.0,0.3119,0.2265,FISV
2013-12-31 00:00:00,4814000000.0,2776000000.0,2038000000.0,977000000.0,1061000000.0,,-163000000.0,163000000.0,80000000.0,898000000.0,328000000.0,570000000.0,648000000.0,1.2225,0.4233,0.2204,0.1865,0.1346,0.1668,1464000000.0,1061000000.0,1.22,0.035,1.2348,0.035,1.24,650000000.0,19000000.0,648000000.0,0.3041,0.2158,FISV
2013-09-30 00:00:00,4696000000.0,2725000000.0,1971000000.0,920000000.0,1051000000.0,,-161000000.0,162000000.0,9000000.0,890000000.0,311000000.0,579000000.0,606000000.0,1.1325,0.4197,0.2238,0.1895,0.129,0.1589,1440000000.0,1051000000.0,1.095,0.0306,1.1436,0.0306,1.11,588000000.0,17000000.0,606000000.0,0.3066,0.2055,FISV
2013-06-30 00:00:00,4602000000.0,2677000000.0,1925000000.0,889000000.0,1036000000.0,,-168000000.0,169000000.0,11000000.0,868000000.0,312000000.0,556000000.0,586000000.0,1.085,0.4183,0.2251,0.1886,0.1273,0.1393,1413000000.0,1036000000.0,1.0475,0.0331,1.0953,0.0331,1.06,567000000.0,18000000.0,586000000.0,0.307,0.1832,FISV
2013-03-31 00:00:00,4491000000.0,2623000000.0,1868000000.0,848000000.0,1020000000.0,,-165000000.0,172000000.0,13000000.0,855000000.0,291000000.0,564000000.0,596000000.0,1.095,0.4159,0.2271,0.1904,0.1327,0.1383,1380000000.0,1020000000.0,1.055,,1.1062,,1.0725,577000000.0,,596000000.0,0.3073,0.1813,FISV
2012-12-31 00:00:00,4436000000.0,2564000000.0,1872000000.0,824000000.0,1048000000.0,,-167000000.0,174000000.0,11000000.0,881000000.0,300000000.0,581000000.0,611000000.0,1.1125,0.422,0.2362,0.1986,0.1377,0.1427,1398000000.0,1048000000.0,1.075,0.025,1.1248,0.025,1.09,592000000.0,13000000.0,611000000.0,0.3151,0.1862,FISV
