Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,Investment Gain/Loss (Other),EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,17363000000.0,8217000000.0,9146000000.0,6081000000.0,3094000000.0,697000000.0,85000000.0,178000000.0,242000000.0,2342000000.0,445000000.0,1897000000.0,2081000000.0,3.19,0.5268,0.1782,0.1349,0.1199,0.1709,6213000000.0,3094000000.0,3.271,,3.3022,,3.3022,2139000000.0,,2139000000.0,0.3578,0.257,FISV
2022-06-30 00:00:00,17008000000.0,8275000000.0,8733000000.0,5952000000.0,2875000000.0,676000000.0,292000000.0,176000000.0,276000000.0,2168000000.0,352000000.0,1816000000.0,2028000000.0,3.08,0.5135,0.169,0.1275,0.1192,0.1622,5944000000.0,2875000000.0,3.1727,,3.2057,,3.2057,2092000000.0,,2092000000.0,0.3495,0.2332,FISV
2022-03-31 00:00:00,16609000000.0,8198000000.0,8411000000.0,5846000000.0,2659000000.0,674000000.0,188000000.0,349000000.0,190000000.0,2020000000.0,443000000.0,1577000000.0,1699000000.0,2.56,0.5064,0.1601,0.1216,0.1023,0.177,5744000000.0,2659000000.0,2.6591,,2.6897,,2.6897,1767000000.0,,1767000000.0,0.3458,0.2421,FISV
2021-12-31 00:00:00,16226000000.0,8132000000.0,8094000000.0,5752000000.0,2288000000.0,680000000.0,-107000000.0,522000000.0,100000000.0,1666000000.0,363000000.0,1303000000.0,1334000000.0,1.99,0.4988,0.141,0.1027,0.0822,0.181,5532000000.0,2288000000.0,2.0891,,2.1174,,2.1174,1403000000.0,,1403000000.0,0.3409,0.2525,FISV
2021-09-30 00:00:00,15801000000.0,6407000000.0,9394000000.0,7067000000.0,2271000000.0,677000000.0,-439000000.0,526000000.0,77000000.0,1604000000.0,320000000.0,1284000000.0,1301000000.0,1.93,0.5945,0.1437,0.1015,0.0823,0.183,5552000000.0,2271000000.0,2.0182,,2.047,,2.047,1361000000.0,,1361000000.0,0.3514,0.2478,FISV
2021-06-30 00:00:00,15424000000.0,6222000000.0,9202000000.0,7061000000.0,2177000000.0,683000000.0,-670000000.0,699000000.0,74000000.0,1507000000.0,390000000.0,1117000000.0,1137000000.0,1.68,0.5966,0.1411,0.0977,0.0737,0.2162,5396000000.0,2177000000.0,1.7579,,1.7848,,1.7848,1191000000.0,,1191000000.0,0.3498,0.275,FISV
2021-03-31 00:00:00,14838000000.0,7552000000.0,7286000000.0,6906000000.0,1698000000.0,683000000.0,-669000000.0,698000000.0,22000000.0,1029000000.0,135000000.0,894000000.0,870000000.0,1.28,0.491,0.1144,0.0693,0.0586,0.224,4921000000.0,1698000000.0,1.3489,,1.3703,,1.3703,916000000.0,,916000000.0,0.3316,0.2838,FISV
2020-12-31 00:00:00,14852000000.0,7812000000.0,7040000000.0,6937000000.0,1852000000.0,695000000.0,-681000000.0,709000000.0,0.0,1171000000.0,196000000.0,975000000.0,958000000.0,1.4,0.474,0.1247,0.0788,0.0645,0.2186,5109000000.0,1852000000.0,1.4266,,1.4507,,1.4507,975000000.0,,975000000.0,0.344,0.2792,FISV
2020-09-30 00:00:00,15065000000.0,9441000000.0,5624000000.0,5564000000.0,1814000000.0,726000000.0,-701000000.0,729000000.0,20000000.0,1113000000.0,230000000.0,883000000.0,905000000.0,1.32,0.3733,0.1204,0.0739,0.0601,0.2098,5086000000.0,1814000000.0,1.2145,,1.2383,,1.2383,903000000.0,,903000000.0,0.3376,0.2747,FISV
2020-06-30 00:00:00,14407000000.0,9190000000.0,5217000000.0,5289000000.0,1646000000.0,,-658000000.0,719000000.0,23000000.0,988000000.0,159000000.0,829000000.0,839000000.0,1.26,0.3621,0.1143,0.0686,0.0582,0.2177,4701000000.0,1646000000.0,1.1857,,1.2109,,1.2109,852000000.0,,852000000.0,0.3263,0.287,FISV
