Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,4946000000.0,2111000000.0,2833000000.0,842000000.0,872678000.0,1075787800.0,-65000000.0,33000000.0,1044000000.0,77000000.0,966448100.0,967000000.0,4.99,0.5728,0.2175,0.2111,0.1955,0.0574,1239000000.0,1075787900.0,4.9984,5.0148,5.0148,966448100.0,967000000.0,0.2505,0.119,GRMN
2022-06-30 00:00:00,4998000000.0,2137000000.0,2859000000.0,847000000.0,849244000.0,1119084900.0,-49000000.0,30000000.0,1099000000.0,84000000.0,1014639100.0,1015000000.0,5.24,0.572,0.2239,0.2199,0.2031,0.0768,1282000000.0,1119085000.0,5.2474,5.2674,5.2674,1014639100.0,1015000000.0,0.2565,0.136,GRMN
2022-03-31 00:00:00,5083905000.0,2171054000.0,2910851000.0,831023000.0,838332000.0,1197516900.0,-26113000.0,29000000.0,1192059000.0,118062000.0,1073763100.0,1073997000.0,5.56,0.5726,0.2356,0.2345,0.2113,0.0981,1356961000.0,1197517000.0,5.558,5.5815,5.5815,1073763100.0,1073997000.0,0.2669,0.1632,GRMN
2021-12-31 00:00:00,4983232000.0,2091825000.0,2890407000.0,810872000.0,816463000.0,1218620000.0,-25258000.0,29000000.0,1206573000.0,124547000.0,1082200100.0,1082026000.0,5.62,0.58,0.2445,0.2421,0.2171,0.141,1373510100.0,1218620100.0,5.6061,5.6311,5.6311,1082200100.0,1082026000.0,0.2756,0.2032,GRMN
2021-09-30 00:00:00,4942637000.0,2033246100.0,2909390400.0,788543000.0,845748000.0,1274769700.0,7940000.0,29000000.0,1289039000.0,159466000.0,1129612000.0,1129573000.0,5.88,0.5886,0.2579,0.2608,0.2285,0.2107,1425383700.0,1274769400.0,5.8623,5.8885,5.8885,1129612000.0,1129573000.0,0.2884,0.2588,GRMN
2021-06-30 00:00:00,4859831000.0,1978457100.0,2881373400.0,749425000.0,822748000.0,1309200700.0,41556000.0,30000000.0,1350756000.0,166766000.0,1183990000.0,1183990000.0,6.18,0.5929,0.2694,0.2779,0.2436,0.2207,1453062700.0,1309200400.0,6.1538,6.1805,6.1805,1183990000.0,1183990000.0,0.299,0.2692,GRMN
2021-03-31 00:00:00,4402793000.0,1786840100.0,2615952400.0,729142000.0,760393000.0,1126417700.0,49872000.0,33000000.0,1176289000.0,125116000.0,1051173000.0,1051173000.0,5.49,0.5942,0.2558,0.2672,0.2388,0.2487,1261818700.0,1126417400.0,5.4715,5.495,5.495,1051173000.0,1051173000.0,0.2866,0.2902,GRMN
2020-12-31 00:00:00,4186574000.0,1705237100.0,2481336400.0,705685000.0,721411000.0,1054240600.0,49170000.0,37000000.0,1103410000.0,111086000.0,992324000.0,992324000.0,5.18,0.5927,0.2518,0.2636,0.237,0.2269,1180955600.0,1054240300.0,5.1712,5.1931,5.1931,992324000.0,992324000.0,0.2821,0.2712,GRMN
2020-09-30 00:00:00,3937401000.0,1607593000.0,2329807700.0,668017000.0,702297000.0,959493600.0,39862000.0,43000000.0,999355900.0,-20212000.0,1019568000.0,1019568000.0,5.34,0.5917,0.2437,0.2538,0.2589,0.1956,1078163600.0,959493900.0,5.3227,5.3467,5.3467,1019568000.0,1019568000.0,0.2738,0.2372,GRMN
2020-06-30 00:00:00,3762590000.0,1533307000.0,2229282700.0,641696000.0,683734000.0,903852600.0,16553000.0,,920405900.0,-13611000.0,934017000.0,934017000.0,4.9,0.5925,0.2402,0.2446,0.2482,0.1839,1016825600.0,903852900.0,4.8836,4.9065,4.9065,934017000.0,934017000.0,0.2702,0.2255,GRMN
2020-03-31 00:00:00,3847563000.0,1558345000.0,2289217700.0,624839000.0,692694000.0,971684600.0,26907000.0,,998591900.0,25099000.0,973493000.0,973493000.0,5.12,0.595,0.2525,0.2595,0.253,0.1637,1082052600.0,971684900.0,5.095,5.1203,5.1203,973493000.0,973493000.0,0.2812,0.1975,GRMN
2019-12-31 00:00:00,3757505000.0,1523529000.0,2233975700.0,605366000.0,683024000.0,945585600.0,41636000.0,,987221900.0,34736000.0,952486000.0,952486000.0,5.02,0.5945,0.2517,0.2627,0.2535,0.154,1051760600.0,945585900.0,4.9895,5.0149,5.0149,952486000.0,952486000.0,0.2799,0.1859,GRMN
2019-09-30 00:00:00,3587382100.0,1443693900.0,2143688100.0,588519000.0,663431000.0,891738100.0,39944000.0,,931682100.0,149837000.0,781845100.0,781845100.0,4.13,0.5976,0.2486,0.2597,0.2179,0.1546,994071100.0,891738100.0,4.1019,4.1232,4.1232,781845100.0,781845100.0,0.2771,0.1901,GRMN
2019-06-30 00:00:00,3463010100.0,1406032900.0,2056977100.0,578937000.0,651803000.0,826237100.0,49005000.0,,875242100.0,137049000.0,738193100.0,738193100.0,3.91,0.594,0.2386,0.2527,0.2132,0.1822,924945100.0,826237100.0,3.8781,3.9002,3.9002,738193100.0,738193100.0,0.2671,0.2185,GRMN
2019-03-31 00:00:00,3402622100.0,1397739900.0,2004882100.0,571767000.0,645591000.0,787524100.0,48008000.0,,835532100.0,130653000.0,704879100.0,704879100.0,3.74,0.5892,0.2314,0.2456,0.2072,0.2082,884583100.0,787524100.0,3.7101,3.7317,3.7317,704879100.0,704879100.0,0.26,0.2557,GRMN
2018-12-31 00:00:00,3347444100.0,1367724900.0,1979719100.0,567805000.0,633571000.0,778343100.0,44904000.0,,823247100.0,129167000.0,694080100.0,694080100.0,3.69,0.5914,0.2325,0.2459,0.2073,0.2273,874537100.0,778343100.0,3.6582,3.6794,3.6794,694080100.0,694080100.0,0.2613,0.2747,GRMN
2018-09-30 00:00:00,3312654800.0,1378621000.0,1934033800.0,555201000.0,639825000.0,739007700.0,36822000.0,,775830000.0,129350000.0,646480000.0,646480000.0,3.42,0.5838,0.2231,0.2342,0.1952,0.2167,833036700.0,739007900.0,3.4128,3.4333,3.4333,646480000.0,646480000.0,0.2515,0.2717,GRMN
2018-06-30 00:00:00,3253887800.0,1363078000.0,1890809800.0,545854000.0,628259000.0,716696700.0,47720000.0,,764417000.0,151077000.0,613340000.0,613340000.0,3.23,0.5811,0.2203,0.2349,0.1885,0.1952,808337700.0,716696900.0,3.2448,3.2628,3.2628,613340000.0,613340000.0,0.2484,0.2566,GRMN
2018-03-31 00:00:00,3190921800.0,1339252000.0,1851669800.0,531389000.0,611470000.0,708810700.0,53865000.0,,762676000.0,162699000.0,599977000.0,599977000.0,3.13,0.5803,0.2221,0.239,0.188,0.1887,796480700.0,708810900.0,3.179,3.1959,3.1959,599977000.0,599977000.0,0.2496,0.2365,GRMN
2017-12-31 00:00:00,3121559800.0,1323619000.0,1797940800.0,511634000.0,602670000.0,683636700.0,13434000.0,,697071000.0,-11936000.0,709007000.0,709007000.0,3.7,0.576,0.219,0.2233,0.2271,0.1631,769888700.0,683636900.0,3.7567,3.7748,3.7748,709007000.0,709007000.0,0.2466,0.2117,GRMN
2017-09-30 00:00:00,3112138100.0,1337941900.0,1774196200.0,508034000.0,597093100.0,669069100.0,21059000.0,,690128000.0,-19843000.0,709971000.0,709971000.0,3.69,0.5701,0.215,0.2218,0.2281,0.1712,756566100.0,669069100.0,3.76,3.7753,3.7753,709971000.0,709971000.0,0.2431,0.2172,GRMN
2017-06-30 00:00:00,3083144100.0,1340490900.0,1742653200.0,494851000.0,592765100.0,655037100.0,-5058000.0,,649979000.0,-33972000.0,683951000.0,683951000.0,3.56,0.5652,0.2125,0.2108,0.2218,0.188,742699100.0,655037100.0,3.6193,3.6328,3.6328,683951000.0,683951000.0,0.2409,0.2238,GRMN
2017-03-31 00:00:00,3063267100.0,1341785900.0,1721481200.0,481958000.0,593434100.0,646089100.0,-26636000.0,,619453000.0,-48583000.0,668036000.0,668036000.0,3.5,0.562,0.2109,0.2022,0.2181,0.1925,733964100.0,646089100.0,3.531,3.5429,3.5429,668036000.0,668036000.0,0.2396,0.2274,GRMN
2016-12-31 00:00:00,3045797100.0,1357271900.0,1688525200.0,467960000.0,587701100.0,632864100.0,5761000.0,,638625000.0,120901000.0,517724000.0,517724000.0,2.7,0.5544,0.2078,0.2097,0.17,0.2002,719204100.0,632864100.0,2.7343,2.7419,2.7419,517724000.0,517724000.0,0.2361,0.2317,GRMN
2016-09-30 00:00:00,2939255000.0,1317325100.0,1621929900.0,445020000.0,567055000.0,609855100.0,3800000.0,,613655000.0,107063000.0,506592000.0,506592000.0,2.67,0.5518,0.2075,0.2088,0.1724,0.1983,692374100.0,609855100.0,2.6718,2.6776,2.6776,506592000.0,506592000.0,0.2356,0.2214,GRMN
2016-06-30 00:00:00,2896695000.0,1318555100.0,1578139900.0,434360000.0,568084000.0,575696100.0,53085000.0,,628781000.0,127944000.0,500837000.0,500837000.0,2.64,0.5448,0.1987,0.2171,0.1729,0.1756,657435100.0,575696100.0,2.6362,2.6417,2.6417,500837000.0,500837000.0,0.227,0.1987,GRMN
2016-03-31 00:00:00,2858916000.0,1324484100.0,1534431900.0,429245000.0,563501000.0,541686100.0,56852000.0,,598538000.0,121012000.0,477526000.0,477526000.0,2.51,0.5367,0.1895,0.2094,0.167,0.0889,621375100.0,541686100.0,2.5046,2.5098,2.5098,477526000.0,477526000.0,0.2173,0.1148,GRMN
2015-12-31 00:00:00,2820270000.0,1281566100.0,1538703900.0,427043000.0,562080000.0,549581100.0,17606000.0,,567187000.0,110960000.0,456227000.0,456227000.0,2.4,0.5456,0.1949,0.2011,0.1618,0.0723,627941100.0,549581100.0,2.3874,2.3932,2.3932,456227000.0,456227000.0,0.2227,0.0994,GRMN
2015-09-30 00:00:00,2842220000.0,1285811000.0,1556409000.0,422586000.0,554005000.0,579818000.0,34723000.0,,614541000.0,80452000.0,534089000.0,534089000.0,2.8,0.5476,0.204,0.2162,0.1879,0.0696,659651000.0,579817900.0,2.791,2.7976,2.7976,534089000.0,534089000.0,0.2321,0.094,GRMN
2015-06-30 00:00:00,2868813000.0,1276348000.0,1592465000.0,415795000.0,546805000.0,629865000.0,-7553000.0,,622312000.0,354356000.0,267956000.0,267956000.0,1.41,0.5551,0.2196,0.2169,0.0934,0.0666,707552000.0,629864900.0,1.402,1.407,1.407,267956000.0,267956000.0,0.2466,0.0947,GRMN
2015-03-31 00:00:00,2872831000.0,1255131000.0,1617700000.0,404959000.0,530786000.0,681955000.0,-24481000.0,,657474000.0,345288000.0,312186000.0,312186000.0,1.63,0.5631,0.2374,0.2289,0.1087,0.1579,759422000.0,681954900.0,1.6165,1.6254,1.6254,312186000.0,312186000.0,0.2643,0.1856,GRMN
2014-12-31 00:00:00,2870658000.0,1266246000.0,1604412000.0,395121000.0,518665000.0,690626000.0,33119000.0,,723745000.0,359534000.0,364211000.0,364211000.0,1.89,0.5589,0.2406,0.2521,0.1269,0.1552,767641000.0,690625900.0,1.8758,1.8861,1.8861,364211000.0,364211000.0,0.2674,0.1821,GRMN
2014-09-30 00:00:00,2827046200.0,1258843000.0,1568203200.0,386141000.0,494964000.0,687098000.0,41290000.0,,728388000.0,410835000.0,317553000.0,317553000.0,1.63,0.5547,0.243,0.2576,0.1123,0.1594,760998000.0,687098000.0,1.6094,1.6223,1.6223,317553000.0,317553000.0,0.2692,0.1866,GRMN
2014-06-30 00:00:00,2764400200.0,1241554000.0,1522846200.0,375570000.0,483933000.0,663343000.0,53183000.0,,716526000.0,64470000.0,652056000.0,652056000.0,3.35,0.5509,0.24,0.2592,0.2359,0.1947,739687000.0,663343000.0,3.3292,3.3469,3.3469,652056000.0,652056000.0,0.2676,0.2177,GRMN
