Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,5803000000.0,410613000.0,5795358000.0,3664444000.0,2130913900.0,2130000000.0,451601000.0,1679313000.0,1529000000.0,8.4,0.9987,0.0,0.3671,0.2635,0.3781,9.2129,9.319,9.319,1679313000.0,1679000000.0,0.0,0.3781,FRC
2022-06-30 00:00:00,5579000000.0,227000000.0,5575000000.0,3542000000.0,2032999900.0,2032000000.0,429000000.0,1604000000.0,1469000000.0,8.1,0.9993,0.0,0.3642,0.2633,0.3992,8.8302,8.95,8.95,1604000000.0,1604000000.0,0.0,0.4372,FRC
2022-03-31 00:00:00,5372000000.0,232000000.0,5295000000.0,3376000000.0,1918999900.0,1918000000.0,375000000.0,1544000000.0,1427000000.0,7.91,0.9857,0.0,0.357,0.2656,0.3763,8.5217,8.6637,8.6637,1544000000.0,1544000000.0,0.0,0.4148,FRC
2021-12-31 00:00:00,5191000000.0,271000000.0,5034000000.0,3206000000.0,1827999900.0,1827000000.0,350000000.0,1478000000.0,1379000000.0,7.72,0.9698,0.0,0.352,0.2657,0.2299,8.2111,8.3502,8.3502,1478000000.0,1478000000.0,0.0,0.268,FRC
2021-09-30 00:00:00,5003883000.0,322690000.0,4747222000.0,3029121000.0,1718100800.0,1729290000.0,356280000.0,1373096000.0,1290062000.0,7.31,0.9487,0.0,0.3456,0.2578,0.0311,7.7224,7.8167,7.8167,1373096000.0,1373409000.0,0.0,0.0683,FRC
2021-06-30 00:00:00,4834842000.0,388999000.0,4445843000.0,2833313000.0,1612529800.0,1623805000.0,327259000.0,1296546000.0,1223383000.0,7.02,0.9195,0.0,0.3359,0.253,-0.062,7.3685,7.4435,7.4435,1296546000.0,1296546000.0,0.0,-0.0267,FRC
2021-03-31 00:00:00,4605835000.0,470011000.0,4135824100.0,2644613000.0,1479935800.0,1491211000.0,310897000.0,1180314000.0,1115334000.0,6.45,0.898,0.0,0.3238,0.2422,-0.0705,6.7718,6.8203,6.8203,1180314000.0,1180314000.0,0.0,-0.0366,FRC
2020-12-31 00:00:00,4508000000.0,591000000.0,3917000100.0,2583000000.0,1322724900.0,1334000000.0,270000000.0,1064000000.0,1005000000.0,5.84,0.8689,0.0,0.2959,0.2229,0.0847,6.1502,6.1861,6.1861,1064000000.0,1064000000.0,0.0,0.1178,FRC
2020-09-30 00:00:00,4421717000.0,708221000.0,3713496200.0,2438708000.0,1263513200.0,1263513000.0,248921000.0,1014592000.0,961301000.0,5.63,0.8398,0.0,0.2858,0.2174,-0.134,5.8871,5.936,5.936,1014592000.0,1014592000.0,0.0,-0.1006,FRC
2020-06-30 00:00:00,4340741000.0,791316000.0,3549425200.0,2352621000.0,1185529200.0,1185529000.0,229230000.0,956299000.0,905037000.0,5.33,0.8177,0.0,0.2731,0.2085,0.1126,5.5788,5.6287,5.6287,956299000.0,956299000.0,0.0,0.1509,FRC
