Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,502191000000.0001,286026000000.0,216165000000.0,67712000000.0,134954000000.0,12971000000.0,2155000000.0,-4798000000.0,662000000.0,9960000000.0,-1378000000.0,11338000000.0,-15000000.0,11323000000.0,1.09,0.4304,0.0258,0.0198,0.0225,-0.0392,52077000000.0,12971000000.0,1.0879,1.1161,1.1161,11323000000.0,11323000000.0,0.1037,0.079,AMZN
2022-06-30 00:00:00,485902000000.0001,278688000000.0,207214000000.0,62607000000.0,128957000000.0,15298000000.0,2031000000.0,-976000000.0,504000000.0,11331000000.0,-292000000.0,11623000000.0,-16000000.0,11607000000.0,1.12,0.4265,0.0315,0.0233,0.0239,-0.0483,52972000000.0,15298000000.0,1.116,1.1458,1.1458,11607000000.0,11607000000.0,0.109,0.0732,AMZN
2022-03-31 00:00:00,477748000000.0001,276440000000.0,201308000000.0,58406000000.0,122946000000.0,19683000000.0,1882000000.0,-5301000000.0,780000000.0,22618000000.0,1213000000.0,21405000000.0,8000000.0,21413000000.0,2.09,0.4214,0.0412,0.0473,0.0448,-0.039,55711000000.0,19683000000.0,2.0715,2.115,2.115,21413000000.0,21413000000.0,0.1166,0.0823,AMZN
2021-12-31 00:00:00,469822000000.0001,272344000000.0,197478000000.0,56052000000.0,116485000000.0,24879000000.0,1809000000.0,-11279000000.0,1071000000.0,38151000000.0,4791000000.0,33360000000.0,4000000.0,33364000000.0,3.2745,0.4203,0.053,0.0812,0.071,-0.0193,59188000000.0,24879000000.0,3.2393,3.2969,3.2969,33364000000.0,33364000000.0,0.126,0.0986,AMZN
2021-09-30 00:00:00,457965000000.0001,268793000000.0,189172000000.0,52790000000.0,108549000000.0,28292000000.0,1741000000.0,3565000000.0,1367000000.0,30982000000.0,4745000000.0,26237000000.0,26000000.0,26263000000.0,2.6035,0.4131,0.0618,0.0677,0.0573,0.0056,60393000000.0,28292000000.0,2.56,2.6081,2.6081,26263000000.0,26263000000.0,0.1319,0.1194,AMZN
2021-06-30 00:00:00,443298000000.0,262969000000.0,180329000000.0,49386000000.0,101695000000.0,29634000000.0,1676000000.0,3842000000.0,1676000000.0,33476000000.0,4159000000.0,29317000000.0,121000000.0,29438000000.0,2.925,0.4068,0.0668,0.0755,0.0664,0.0274,59321000000.0,29634000000.0,2.8722,2.9284,2.9284,29438000000.0,29438000000.0,0.1338,0.1338,AMZN
2021-03-31 00:00:00,419130000000.0,251453000000.0,167677000000.0,45903000000.0,94106000000.0,27775000000.0,1644000000.0,3288000000.0,1644000000.0,31063000000.0,4275000000.0,26788000000.0,115000000.0,26903000000.0,2.68,0.4001,0.0663,0.0741,0.0642,0.063,55172000000.0,27775000000.0,2.631,2.6828,2.6828,26903000000.0,26903000000.0,0.1316,0.1604,AMZN
2020-12-31 00:00:00,386064000000.0,233307000000.0,152757000000.0,42740000000.0,87193000000.0,22899000000.0,1647000000.0,1279000000.0,1647000000.0,24178000000.0,2863000000.0,21315000000.0,16000000.0,21331000000.0,2.13,0.3957,0.0593,0.0626,0.0553,0.0803,48150000000.0,22899000000.0,2.0913,2.133,2.133,21331000000.0,21331000000.0,0.1247,0.1711,AMZN
2020-09-30 00:00:00,347946000000.0,208000000000.0,139946000000.0,40428000000.0,79125000000.0,19906000000.0,1688000000.0,561000000.0,1688000000.0,20467000000.0,3084000000.0,17383000000.0,-6000000.0,17377000000.0,1.74,0.4022,0.0572,0.0588,0.0499,0.0848,43709000000.0,19906000000.0,1.7061,1.7391,1.7391,17377000000.0,17377000000.0,0.1256,0.1589,AMZN
2020-06-30 00:00:00,321782000000.0,192196000000.0,129586000000.0,38652000000.0,73585000000.0,16869000000.0,,-579000000.0,1656000000.0,16290000000.0,3009000000.0,13281000000.0,-101000000.0,13180000000.0,1.324,0.4027,0.0524,0.0506,0.041,0.099,39712000000.0,16869000000.0,1.2995,1.3229,1.3229,13180000000.0,13180000000.0,0.1234,0.1592,AMZN
2020-03-31 00:00:00,296274000000.0,175873000000.0,120401000000.0,37329000000.0,68686000000.0,14110000000.0,,-1152000000.0,1636000000.0,12958000000.0,2282000000.0,10676000000.0,-114000000.0,10562000000.0,1.065,0.4064,0.0476,0.0437,0.0356,0.0821,36407000000.0,14110000000.0,1.0454,1.0648,1.0648,10562000000.0,10562000000.0,0.1229,0.1341,AMZN
2019-12-31 00:00:00,280522000000.0,165536000000.0,114986000000.0,35931000000.0,64313000000.0,14541000000.0,,-565000000.0,1600000000.0,13976000000.0,2374000000.0,11602000000.0,-14000000.0,11588000000.0,1.1725,0.4099,0.0518,0.0498,0.0413,0.0921,36330000000.0,14541000000.0,1.1496,1.1729,1.1729,11588000000.0,11588000000.0,0.1295,0.1373,AMZN
2019-09-30 00:00:00,265468000000.0,156345000000.0,109123000000.0,33861000000.0,60593000000.0,14448000000.0,,-1176000000.0,1531000000.0,13272000000.0,1915000000.0,11357000000.0,-10000000.0,11347000000.0,1.1525,0.4111,0.0544,0.05,0.0427,0.0884,34329000000.0,14448000000.0,1.1299,1.1542,1.1542,11347000000.0,11347000000.0,0.1293,0.1331,AMZN
2019-06-30 00:00:00,252063000000.0,148046000000.0,104017000000.0,31823000000.0,56945000000.0,15015000000.0,,-985000000.0,1493000000.0,14030000000.0,1929000000.0,12101000000.0,-5000000.0,12096000000.0,1.2325,0.4127,0.0596,0.0557,0.048,0.0992,33111000000.0,15015000000.0,1.2059,1.234,1.234,12096000000.0,12096000000.0,0.1314,0.1429,AMZN
2019-03-31 00:00:00,241545000000.0,142341000000.0,99204000000.0,30005000000.0,54057000000.0,14914000000.0,,-1168000000.0,1453000000.0,13746000000.0,1746000000.0,12000000000.0,5000000.0,12005000000.0,1.227,0.4107,0.0617,0.0569,0.0497,0.0954,31438000000.0,14914000000.0,1.1984,1.2285,1.2285,12005000000.0,12005000000.0,0.1302,0.1423,AMZN
2018-12-31 00:00:00,232887000000.0,139156000000.0,93731000000.0,28837000000.0,52177000000.0,12421000000.0,,-1160000000.0,1417000000.0,11261000000.0,1197000000.0,10064000000.0,9000000.0,10073000000.0,1.033,0.4025,0.0533,0.0484,0.0433,0.0833,27762000000.0,12421000000.0,1.0073,1.0342,1.0342,10073000000.0,10073000000.0,0.1192,0.1319,AMZN
2018-09-30 00:00:00,220957000000.0,132864000000.0,88093000000.0,27482000000.0,49581000000.0,10760000000.0,,-978000000.0,1369000000.0,9782000000.0,884000000.0,8898000000.0,2000000.0,8902000000.0,0.9165,0.3987,0.0487,0.0443,0.0403,0.0695,25337000000.0,10760000000.0,0.8925,0.9173,0.9173,8902000000.0,8902000000.0,0.1147,0.1204,AMZN
2018-06-30 00:00:00,208125000000.0,127410000000.0,80715000000.0,26264000000.0,46821000000.0,7383000000.0,,-675000000.0,1239000000.0,6708000000.0,434000000.0,6274000000.0,-1000000.0,6275000000.0,0.6475,0.3878,0.0355,0.0322,0.0302,0.0501,21094000000.0,7383000000.0,0.6307,0.6485,0.6485,6275000000.0,6275000000.0,0.1014,0.1047,AMZN
2018-03-31 00:00:00,193194000000.0,120229000000.0,72965000000.0,24566000000.0,43138000000.0,5028000000.0,,-259000000.0,1039000000.0,4769000000.0,827000000.0,3942000000.0,-7000000.0,3938000000.0,0.4075,0.3777,0.026,0.0247,0.0204,0.0376,17742000000.0,5028000000.0,0.3973,0.4084,0.4084,3938000000.0,3938000000.0,0.0918,0.0942,AMZN
2017-12-31 00:00:00,177866000000.0,111934000000.0,65932000000.0,22620000000.0,38992000000.0,4106000000.0,,-300000000.0,848000000.0,3806000000.0,769000000.0,3037000000.0,,3033000000.0,0.3155,0.3707,0.0231,0.0214,0.0171,0.0467,15584000000.0,4106000000.0,0.3076,0.316,0.316,3033000000.0,3033000000.0,0.0876,0.1033,AMZN
2017-09-30 00:00:00,161154000000.0,102399000000.0,58755000000.0,20850000000.0,34480000000.0,3235000000.0,,-134000000.0,643000000.0,3101000000.0,1168000000.0,1933000000.0,-17000000.0,1926000000.0,0.2015,0.3646,0.0201,0.0192,0.012,0.049,13512000000.0,3235000000.0,0.1967,0.2016,0.2016,1926000000.0,1926000000.0,0.0838,0.105,AMZN
2017-06-30 00:00:00,150124000000.0,96110000000.0,54014000000.0,19041000000.0,31333000000.0,3463000000.0,,-187000000.0,533000000.0,3276000000.0,1339000000.0,1937000000.0,-30000000.0,1922000000.0,0.2015,0.3598,0.0231,0.0218,0.0128,0.0639,12911000000.0,3463000000.0,0.1968,0.2016,0.2016,1922000000.0,1922000000.0,0.086,0.1186,AMZN
2017-03-31 00:00:00,142573000000.0,91839000000.0,50734000000.0,17372000000.0,29076000000.0,4120000000.0,,-331000000.0,506000000.0,3789000000.0,1179000000.0,2610000000.0,,2582000000.0,0.2715,0.3558,0.0289,0.0266,0.0181,0.071,12844000000.0,4120000000.0,0.2655,0.2716,0.2716,2582000000.0,2582000000.0,0.0901,0.123,AMZN
2016-12-31 00:00:00,135987000000.0,88265000000.0,47722000000.0,16085000000.0,27284000000.0,4186000000.0,,-294000000.0,484000000.0,3892000000.0,1425000000.0,2467000000.0,-96000000.0,2371000000.0,0.25,0.3509,0.0308,0.0286,0.0174,0.077,12302000000.0,4186000000.0,0.2449,0.2502,0.2502,2371000000.0,2371000000.0,0.0905,0.1265,AMZN
2016-09-30 00:00:00,127992000000.0,83647000000.0,44345000000.0,15110000000.0,25028000000.0,4039000000.0,,-375000000.0,465000000.0,3664000000.0,1463000000.0,2201000000.0,-97000000.0,2104000000.0,0.223,0.3465,0.0316,0.0286,0.0164,0.0717,11610000000.0,4039000000.0,0.2187,0.2234,0.2234,2104000000.0,2104000000.0,0.0907,0.1189,AMZN
2016-06-30 00:00:00,120636000000.0,79142000000.0,41494000000.0,14172000000.0,23273000000.0,3870000000.0,,-450000000.0,463000000.0,3420000000.0,1395000000.0,2025000000.0,-94000000.0,1931000000.0,0.205,0.344,0.0321,0.0283,0.016,0.0644,10957000000.0,3870000000.0,0.201,0.2052,0.2052,1931000000.0,1931000000.0,0.0908,0.1091,AMZN
