Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,295722000000.0,237706000000.0,58016000000.0,33698000000.0,4481000000.0,4203000000.0,39466000000.0,4203000000.0,-3834000000.0,-3353000000.0,-1749000000.0,1268000000.0,-1337000000.0,-0.8,0.1962,-0.1263,-0.013,-0.0045,0.0672,53305000000.0,-37354000000.0,-0.5681,-0.5681,-0.5681,-481000000.0,-481000000.0,0.1803,0.1177,BRK.B
2022-06-30 00:00:00,289371000000.0,232291000000.0,57080000000.0,30202000000.0,21372000000.0,4167000000.0,23924000000.0,4167000000.0,12767000000.0,16000000.0,11547000000.0,1204000000.0,11695000000.0,5.01,0.1973,-0.0072,0.0441,0.0404,0.0718,50024000000.0,-2077000000.0,5.3253,5.3253,5.3253,12751000000.0,12751000000.0,0.1729,0.1217,BRK.B
2022-03-31 00:00:00,282305000000.0,188865000000.0,93440000000.0,30813000000.0,112684000000.0,4156000000.0,-44246000000.0,4156000000.0,103823000000.0,19418000000.0,83432000000.0,1120000000.0,83544000000.0,37.18,0.331,0.6502,0.3678,0.2959,0.0818,101900000000.0,183548000000.0,37.4384,37.4384,37.4384,84552000000.0,84552000000.0,0.361,0.1309,BRK.B
2021-12-31 00:00:00,276094000000.0,147212000000.0,128882000000.0,30057000000.0,120478000000.0,4172000000.0,-49163000000.0,4172000000.0,111288000000.0,20879000000.0,89812000000.0,995000000.0,89795000000.0,39.8,0.4668,0.7208,0.4031,0.3252,0.0947,115258000000.0,199020000000.0,40.0599,40.0599,40.0599,90807000000.0,90807000000.0,0.4175,0.1428,BRK.B
2021-09-30 00:00:00,268677000000.0,106138000000.0,162539000000.0,30206000000.0,116856000000.0,4239000000.0,-12023000000.0,4239000000.0,107045000000.0,21097000000.0,85571000000.0,1468000000.0,85984000000.0,37.35,0.605,0.7229,0.3984,0.32,0.1095,193454000000.0,194225000000.0,37.1137,37.1137,37.1137,87039000000.0,87039000000.0,0.72,0.157,BRK.B
2021-06-30 00:00:00,261118000000.0,64892000000.0,196226000000.0,33395000000.0,142232000000.0,4183000000.0,-10031000000.0,4183000000.0,132201000000.0,26774000000.0,105427000000.0,1381000000.0,105777000000.0,45.42,0.7515,0.9431,0.5063,0.4051,0.1125,257094000000.0,246262000000.0,45.1655,45.1655,45.1655,106808000000.0,106808000000.0,0.9846,0.1603,BRK.B
2021-03-31 00:00:00,248844000000.0,62733000000.0,186111000000.0,32285000000.0,152413000000.0,4109000000.0,-20120000000.0,4109000000.0,132293000000.0,28480000000.0,103813000000.0,977000000.0,103978000000.0,43.97,0.7479,1.0815,0.5316,0.4178,0.1194,279818000000.0,269134000000.0,43.6186,43.6186,43.6186,104790000000.0,104790000000.0,1.1245,0.1699,BRK.B
2020-12-31 00:00:00,245510000000.0,62561000000.0,182949000000.0,32929000000.0,74517000000.0,4083000000.0,-19550000000.0,4083000000.0,54967000000.0,12440000000.0,42527000000.0,1134000000.0,42521000000.0,18.44,0.7452,0.4695,0.2239,0.1732,0.109,125859000000.0,115263000000.0,18.0726,18.0726,18.0726,43253000000.0,43253000000.0,0.5126,0.162,BRK.B
2020-09-30 00:00:00,246497000000.0,63695000000.0,182802000000.0,33240000000.0,65701000000.0,4019000000.0,-19051000000.0,4019000000.0,46650000000.0,10738000000.0,35912000000.0,1085000000.0,35845000000.0,15.04,0.7416,0.3992,0.1893,0.1454,0.1093,108753000000.0,98404000000.0,15.2334,15.2334,15.2334,36353000000.0,36353000000.0,0.4412,0.1676,BRK.B
2020-06-30 00:00:00,248445000000.0,62231000000.0,186214000000.0,33121000000.0,47572000000.0,,-18717000000.0,4004000000.0,28855000000.0,7053000000.0,21802000000.0,919000000.0,22232000000.0,9.13,0.7495,0.24,0.1161,0.0895,0.0965,69919000000.0,59619000000.0,9.2592,9.2592,9.2592,22597000000.0,22597000000.0,0.2814,0.1586,BRK.B
2020-03-31 00:00:00,255203000000.0,62094000000.0,193109000000.0,34312000000.0,18980000000.0,,-8156000000.0,3994000000.0,10824000000.0,1637000000.0,9187000000.0,,10010000000.0,3.99,0.7567,0.0039,0.0424,0.0392,0.0866,11222000000.0,990000000.0,4.1191,4.1191,4.1191,10363000000.0,10363000000.0,0.044,0.1485,BRK.B
2019-12-31 00:00:00,254616000000.0,60642000000.0,193974000000.0,34662000000.0,109579000000.0,,-8059000000.0,3961000000.0,101520000000.0,20904000000.0,80616000000.0,-1307000000.0,81417000000.0,33.24,0.7618,0.7155,0.3987,0.3198,0.0892,192250000000.0,182186000000.0,33.3497,33.3497,33.3497,81792000000.0,81792000000.0,0.7551,0.1519,BRK.B
2019-09-30 00:00:00,252962000000.0,58849000000.0,194113000000.0,33980000000.0,43679000000.0,,-8790000000.0,3939000000.0,34889000000.0,6003000000.0,28886000000.0,-1399000000.0,26866000000.0,10.99,0.7674,0.1956,0.1379,0.1062,0.0863,59484000000.0,49467000000.0,11.1116,11.1116,11.1116,27171000000.0,27171000000.0,0.2351,0.1481,BRK.B
2019-06-30 00:00:00,251440000000.0,57839000000.0,193601000000.0,34263000000.0,46562000000.0,,-8687000000.0,3904000000.0,37875000000.0,6611000000.0,31264000000.0,625000000.0,28882000000.0,11.76,0.77,0.2232,0.1506,0.1149,0.0919,66008000000.0,56130000000.0,11.899,11.899,11.899,29221000000.0,29221000000.0,0.2625,0.1514,BRK.B
2019-03-31 00:00:00,250042000000.0,56378000000.0,193664000000.0,33755000000.0,43621000000.0,,-8283000000.0,3869000000.0,35338000000.0,6046000000.0,29292000000.0,,26820000000.0,10.89,0.7745,0.198,0.1413,0.1073,0.0893,59312000000.0,49503000000.0,11.0147,11.0147,11.0147,27125000000.0,27125000000.0,0.2372,0.1497,BRK.B
2018-12-31 00:00:00,247837000000.0,55398000000.0,192439000000.0,33901000000.0,14298000000.0,,-8130000000.0,3853000000.0,6168000000.0,-321000000.0,6489000000.0,847000000.0,4021000000.0,1.62,0.7765,-0.0329,0.0249,0.0162,0.0923,1622000000.0,-8157000000.0,1.7517,1.7517,1.7517,4322000000.0,4322000000.0,0.0065,0.1509,BRK.B
2018-09-30 00:00:00,242923000000.0,53281000000.0,189642000000.0,44949000000.0,49662000000.0,,-9533000000.0,3468000000.0,40129000000.0,-19256000000.0,59385000000.0,3380000000.0,61964000000.0,25.12,0.7807,0.2588,0.1652,0.2551,0.0883,72400000000.0,62878000000.0,23.8181,23.8181,23.8181,62369000000.0,62369000000.0,0.298,0.1432,BRK.B
2018-06-30 00:00:00,238980000000.0,55106000000.0,183874000000.0,40939000000.0,31345000000.0,,-8417000000.0,3751000000.0,22928000000.0,-22269000000.0,45197000000.0,,47491000000.0,19.25,0.7694,0.129,0.0959,0.1987,0.0934,40243000000.0,30820000000.0,19.3883,19.3883,19.3883,47865000000.0,47865000000.0,0.1684,0.1473,BRK.B
2018-03-31 00:00:00,234036000000.0,54552000000.0,179484000000.0,37222000000.0,21767000000.0,,-8154000000.0,4294000000.0,13613000000.0,-23516000000.0,37129000000.0,,39742000000.0,16.11,0.7669,0.0645,0.0582,0.1698,0.0985,24437000000.0,15105000000.0,16.2615,16.2615,16.2615,40143000000.0,40143000000.0,0.1044,0.1495,BRK.B
2017-12-31 00:00:00,239933000000.0,63830000000.0,176103000000.0,33220000000.0,28441000000.0,,-7617000000.0,4386000000.0,20824000000.0,-21515000000.0,42339000000.0,3184000000.0,44940000000.0,18.22,0.734,0.1274,0.0868,0.1873,0.1418,39757000000.0,30569000000.0,18.3722,18.3722,18.3722,45353000000.0,45353000000.0,0.1657,0.1906,BRK.B
2017-09-30 00:00:00,230987000000.0,61807000000.0,169180000000.0,31602000000.0,32578000000.0,,-7272000000.0,4598000000.0,25306000000.0,7709000000.0,17597000000.0,,18675000000.0,7.58,0.7324,0.1855,0.1096,0.0808,0.1434,43674000000.0,42847000000.0,9.1695,9.1695,9.1695,19052000000.0,19052000000.0,0.1891,0.195,BRK.B
2017-06-30 00:00:00,230323000000.0,57205000000.0,173118000000.0,31530000000.0,37363000000.0,,-7162000000.0,4408000000.0,30201000000.0,9474000000.0,20727000000.0,627000000.0,21806000000.0,8.85,0.7516,0.2026,0.1311,0.0947,0.1391,47444000000.0,46667000000.0,8.9881,8.9881,8.9881,22182000000.0,22182000000.0,0.206,0.1911,BRK.B
2017-03-31 00:00:00,227321000000.0,55106000000.0,172215000000.0,31550000000.0,37973000000.0,,-6183000000.0,3635000000.0,31790000000.0,9990000000.0,21800000000.0,,22545000000.0,9.15,0.7576,0.207,0.1398,0.0992,0.1365,47767000000.0,47052000000.0,9.2837,9.2837,9.2837,22909000000.0,22909000000.0,0.2101,0.1913,BRK.B
2016-12-31 00:00:00,215114000000.0,43750000000.0,171364000000.0,31107000000.0,38888000000.0,,-6330000000.0,3741000000.0,32558000000.0,9240000000.0,23318000000.0,,24074000000.0,9.77,0.7966,0.2194,0.1514,0.1119,0.0915,47789000000.0,47192000000.0,9.9,9.9,9.9,24427000000.0,24427000000.0,0.2222,0.1518,BRK.B
2016-09-30 00:00:00,217202000000.0,42365000000.0,174837000000.0,17004000000.0,34936000000.0,,-3202000000.0,3751000000.0,31734000000.0,8115000000.0,23619000000.0,,23266000000.0,9.44,0.805,0.1608,0.1461,0.1071,0.0862,43519000000.0,34936000000.0,9.5737,9.5737,9.5737,23619000000.0,23619000000.0,0.2004,0.1493,BRK.B
2016-06-30 00:00:00,217348000000.0,41281000000.0,176067000000.0,16710000000.0,38530000000.0,,-3249000000.0,3573000000.0,35281000000.0,9468000000.0,25813000000.0,,25496000000.0,10.34,0.8101,0.1773,0.1623,0.1173,0.0802,46856000000.0,38530000000.0,10.4643,10.4643,10.4643,25813000000.0,25813000000.0,0.2156,0.151,BRK.B
2016-03-31 00:00:00,214462000000.0,41440000000.0,173022000000.0,15981000000.0,37450000000.0,,-3695000000.0,3813000000.0,33755000000.0,8917000000.0,24838000000.0,,24508000000.0,9.94,0.8068,0.1746,0.1574,0.1143,0.0816,45483000000.0,37450000000.0,10.0698,10.0698,10.0698,24838000000.0,24838000000.0,0.2121,0.1538,BRK.B
2015-12-31 00:00:00,210943000000.0,39457000000.0,171486000000.0,15309000000.0,38583000000.0,,-3637000000.0,3515000000.0,34946000000.0,10532000000.0,24414000000.0,,24083000000.0,9.77,0.8129,0.1829,0.1657,0.1142,0.073,46362000000.0,38583000000.0,9.8986,9.8986,9.8986,24414000000.0,24414000000.0,0.2198,0.1493,BRK.B
2015-09-30 00:00:00,207286000000.0,38569000000.0,168717000000.0,15036000000.0,36969000000.0,,-3563000000.0,3537000000.0,33406000000.0,10321000000.0,23085000000.0,,22760000000.0,9.24,0.8139,0.1783,0.1612,0.1098,0.0733,44704000000.0,36969000000.0,9.3607,9.3607,9.3607,23085000000.0,23085000000.0,0.2157,0.1544,BRK.B
2015-06-30 00:00:00,199496000000.0,40440000000.0,159056000000.0,14290000000.0,29599000000.0,,-3515000000.0,3489000000.0,26084000000.0,7805000000.0,18279000000.0,,17949000000.0,7.29,0.7973,0.1484,0.1307,0.09,0.0912,37199000000.0,29599000000.0,7.4131,7.4131,7.4131,18279000000.0,18279000000.0,0.1865,0.171,BRK.B
2015-03-31 00:00:00,197890000000.0,38677000000.0,159213000000.0,13899000000.0,32526000000.0,,-3372000000.0,3346000000.0,29154000000.0,8524000000.0,20630000000.0,,20331000000.0,8.25,0.8046,0.1644,0.1473,0.1027,0.087,39995000000.0,32526000000.0,8.3643,8.3643,8.3643,20630000000.0,20630000000.0,0.2021,0.167,BRK.B
2014-12-31 00:00:00,194699000000.0,38585000000.0,156114000000.0,13721000000.0,31384000000.0,,-3279000000.0,3253000000.0,28105000000.0,7935000000.0,20170000000.0,,19872000000.0,8.06,0.8018,0.1612,0.1444,0.1021,0.0864,38754000000.0,31384000000.0,8.1765,8.1765,8.1765,20170000000.0,20170000000.0,0.199,0.1644,BRK.B
2014-09-30 00:00:00,193463000000.0,37739000000.0,155724000000.0,13577000000.0,32637000000.0,,-3141000000.0,3141000000.0,29496000000.0,8481000000.0,21015000000.0,,20707000000.0,8.39,0.8049,0.1687,0.1525,0.107,0.0909,39748000000.0,32637000000.0,8.512,8.512,8.512,21015000000.0,21015000000.0,0.2055,0.1609,BRK.B
2014-06-30 00:00:00,188805000000.0,35004000000.0,153801000000.0,13441000000.0,33154000000.0,,-3030000000.0,3030000000.0,30124000000.0,8677000000.0,21447000000.0,,21143000000.0,8.57,0.8146,0.1756,0.1596,0.112,0.0752,40027000000.0,33154000000.0,8.6857,8.6857,8.6857,21447000000.0,21447000000.0,0.212,0.141,BRK.B
2014-03-31 00:00:00,183736000000.0,34308000000.0,149428000000.0,13337000000.0,30996000000.0,,-2897000000.0,2897000000.0,28099000000.0,8498000000.0,19601000000.0,,19289000000.0,7.82,0.8133,0.1687,0.1529,0.105,0.0811,37675000000.0,30996000000.0,7.9386,7.9386,7.9386,19601000000.0,19601000000.0,0.205,0.1446,BRK.B
2013-12-31 00:00:00,182150000000.0,33595000000.0,148555000000.0,13282000000.0,31597000000.0,,-2801000000.0,2801000000.0,28796000000.0,8951000000.0,19845000000.0,,19476000000.0,7.89,0.8156,0.1735,0.1581,0.1069,0.0912,38105000000.0,31597000000.0,8.0385,8.0385,8.0385,19845000000.0,19845000000.0,0.2092,0.1521,BRK.B
2013-09-30 00:00:00,179821000000.0,34210000000.0,145611000000.0,14136000000.0,29031000000.0,,-713000000.0,2748000000.0,28318000000.0,8875000000.0,19443000000.0,,19037000000.0,7.71,0.8098,0.1614,0.1575,0.1059,0.0846,36204000000.0,29031000000.0,7.8733,7.8733,7.8733,19443000000.0,19443000000.0,0.2013,0.142,BRK.B
