Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,12979000000.0,7952000000.0,5027000000.0,3602731900.0,1568372100.0,61000000.0,183000000.0,62078000.0,1517000000.0,345000000.0,1171539100.0,13937000.0,1191000000.0,4.2,0.3873,0.1208,0.1169,0.0918,0.0551,1692000000.0,1568372100.0,4.2,1.0358,4.2226,1.0359,4.2,1185476000.0,6191000.0,1186000000.0,0.1304,0.0782,LKQ
2022-06-30 00:00:00,13172000000.0,8083000000.0,5088000000.0,3639731900.0,1588372100.0,59000000.0,177000000.0,61078000.0,1536000000.0,346000000.0,1188539100.0,19937000.0,1213000000.0,4.21,0.3863,0.1206,0.1166,0.0921,0.0666,1723000000.0,1588372100.0,4.21,,4.2317,,4.22,1208476000.0,,1209000000.0,0.1308,0.0889,LKQ
2022-03-31 00:00:00,13266000000.0,8068000000.0,5197000000.0,3642731900.0,1474372100.0,61000000.0,-14000000.0,63078000.0,1404000000.0,327000000.0,1075539100.0,18937000.0,1098000000.0,3.73,0.3918,0.1111,0.1058,0.0828,0.0721,1762000000.0,1474372100.0,3.73,1.0343,3.7572,1.0313,3.74,1094476000.0,5468000.0,1095000000.0,0.1328,0.0944,LKQ
2021-12-31 00:00:00,13089000000.0,7895000000.0,5193000000.0,3567731900.0,1474372100.0,70000000.0,-35000000.0,72078000.0,1401000000.0,331000000.0,1068539100.0,22937000.0,1091000000.0,3.66,0.3967,0.1126,0.107,0.0834,0.0835,1766000000.0,1474372100.0,3.67,1.0152,3.6793,1.0122,3.68,1091476000.0,553000.0,1092000000.0,0.1349,0.1044,LKQ
2021-09-30 00:00:00,12856888000.0,7698039000.0,5157849000.0,3462991900.0,1461273400.0,80000000.0,-65406000.0,83055000.0,1376867000.0,358708000.0,1017159000.0,20032000.0,1036012000.0,3.45,0.4012,0.1137,0.1071,0.0806,0.1163,1756134500.0,1461273200.0,3.45,,3.4591,,3.45,1037191000.0,,1037734000.0,0.1366,0.13,LKQ
2021-06-30 00:00:00,12607572000.0,7530181000.0,5077391000.0,3378884900.0,1379275400.0,90000000.0,-100080000.0,92237000.0,1279195000.0,348218000.0,930977000.0,16145000.0,945495000.0,3.13,0.4027,0.1094,0.1015,0.075,0.1034,1676463400.0,1379275200.0,3.12,1.01,3.1305,1.01,3.12,947122000.0,,947665000.0,0.133,0.1161,LKQ
2021-03-31 00:00:00,11798895000.0,7125500000.0,4673395000.0,3215253900.0,1114728300.0,101000000.0,-83522000.0,101853000.0,1031206000.0,282087000.0,749119000.0,10496000.0,759287000.0,2.51,0.3961,0.0945,0.0874,0.0644,0.1374,1414846300.0,1114728100.0,2.5,,2.5032,,2.5,759615000.0,,760435000.0,0.1199,0.1502,LKQ
2020-12-31 00:00:00,11628830000.0,7035559000.0,4593271000.0,3266064900.0,985577400.0,109000000.0,-100582000.0,103784000.0,884995000.0,249498000.0,635497000.0,5012000.0,638423000.0,2.1,0.395,0.0848,0.0761,0.0549,0.1108,1285074400.0,985577200.0,2.1,0.0062,2.1023,0.0062,2.1,640509000.0,345000.0,640414000.0,0.1105,0.1242,LKQ
2020-09-30 00:00:00,11684802000.0,7065366000.0,4619436000.0,3344349100.0,925073300.0,123000000.0,-97371000.0,111156000.0,827700900.0,230998000.0,596703000.0,3448000.0,597799000.0,1.96,0.3953,0.0792,0.0708,0.0512,0.0895,1229876200.0,925073300.0,1.97,,1.9633,,1.97,600151000.0,,599953000.0,0.1053,0.1056,LKQ
2020-06-30 00:00:00,11784891000.0,7163668000.0,4621223000.0,3422580100.0,860435300.0,,-95734000.0,118078000.0,764699900.0,210235000.0,554465000.0,3567000.0,556579000.0,1.82,0.3921,0.073,0.0649,0.0472,0.0948,1166789300.0,860435300.0,1.82,0.0066,1.8226,0.0096,1.82,558032000.0,583000.0,558615000.0,0.099,0.1136,LKQ
