Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,3930000000.0,1501000000.0,2430000000.0,696000000.0,409979000.0,1323975100.0,-24000000.0,15000000.0,1362000000.0,198000000.0,1164652000.0,1164000000.0,3.67,0.6183,0.3369,0.3466,0.2962,0.1614,1399000000.0,1323975100.0,3.6708,3.7988,3.7988,1164652000.0,1164000000.0,0.356,0.1724,ANET
2022-06-30 00:00:00,3502000000.0,1304000000.0,2199000000.0,661000000.0,397153000.0,1139922200.0,-22000000.0,10000000.0,1173000000.0,138000000.0,1034958000.0,1034000000.0,3.24,0.6279,0.3255,0.335,0.2953,0.2105,1210000000.0,1139922200.0,3.2467,3.3675,3.3675,1034958000.0,1034000000.0,0.3455,0.233,ANET
2022-03-31 00:00:00,3157319000.0,1148141000.0,2010178000.0,626293000.0,386419000.0,996434100.0,-25281000.0,8000000.0,1032084000.0,99196000.0,932747000.0,931888000.0,2.945,0.6367,0.3156,0.3269,0.2952,0.2863,1066616900.0,996434100.0,2.9194,3.0363,3.0363,932747000.0,931888000.0,0.3378,0.3099,ANET
2021-12-31 00:00:00,2947881000.0,1067431000.0,1881450000.0,586780000.0,369060000.0,924739200.0,3294000.0,8045000.0,930951000.0,89697000.0,840854000.0,840254000.0,2.685,0.6382,0.3137,0.3158,0.285,0.3226,995013000.0,924739200.0,2.634,2.7434,2.7434,840854000.0,840254000.0,0.3375,0.3446,ANET
2021-09-30 00:00:00,2772363000.0,999329000.0,1773034000.0,562627000.0,356112000.0,853589100.0,8836000.0,8535000.0,864131000.0,78919000.0,784517000.0,784212000.0,2.5375,0.6395,0.3079,0.3117,0.2829,0.3298,924617000.0,853589000.0,2.4618,2.5669,2.5669,784517000.0,784212000.0,0.3335,0.3526,ANET
2021-06-30 00:00:00,2628794000.0,949798000.0,1678996000.0,537676000.0,332630000.0,808690000.0,22060000.0,10854000.0,830750000.0,102163000.0,728587000.0,728587000.0,2.3925,0.6387,0.3076,0.316,0.2772,0.3425,876909000.0,808689900.0,2.2907,2.3912,2.3912,728587000.0,728587000.0,0.3336,0.35,ANET
2021-03-31 00:00:00,2462045000.0,893138000.0,1568907000.0,505927000.0,306666000.0,756314100.0,28597000.0,17522000.0,784911000.0,108419000.0,676492000.0,676492000.0,2.225,0.6372,0.3072,0.3188,0.2748,0.3158,818139100.0,756314000.0,2.1297,2.2249,2.2249,676492000.0,676492000.0,0.3323,0.3229,ANET
2020-12-31 00:00:00,2317512000.0,835626000.0,1481886000.0,486594000.0,295608000.0,699684000.0,39179000.0,27139000.0,738863000.0,104306000.0,634557000.0,634557000.0,2.09,0.6394,0.3019,0.3188,0.2738,0.3106,754655000.0,699683900.0,1.9963,2.0878,2.0878,634557000.0,634557000.0,0.3256,0.3172,ANET
2020-09-30 00:00:00,2221576000.0,797971100.0,1423604900.0,462810000.0,279760000.0,681034900.0,44820000.0,37342000.0,725855000.0,13564000.0,712291100.0,712181000.0,2.34,0.6408,0.3066,0.3267,0.3206,0.3895,726201900.0,681034900.0,2.2306,2.3388,2.3388,712291100.0,712291000.0,0.3269,0.394,ANET
2020-06-30 00:00:00,2270560000.0,814643100.0,1455916900.0,453493000.0,281178000.0,721245900.0,50765000.0,35037000.0,772011000.0,19200000.0,752811100.0,752605000.0,2.4675,0.6412,0.3177,0.34,0.3315,0.404,758934900.0,721245900.0,2.3466,2.4682,2.4682,752811100.0,752811000.0,0.3343,0.4094,ANET
