Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,10875000000.0,9376000000.0,1498000000.0,89700000.0,1393901100.0,163000000.0,26000000.0,46000000.0,1289000000.0,276000000.0,1012800000.0,5400000.0,999000000.0,2.52,0.1377,0.1282,0.1185,0.0919,0.0568,1684000000.0,1393900600.0,2.5669,2.5936,2.5936,1018200000.0,1019000000.0,0.1549,0.0743,IPG
2022-06-30 00:00:00,10779000000.0,9255000000.0,1523000000.0,103200000.0,1403601300.0,161000000.0,14000000.0,36000000.0,1276000000.0,274000000.0,1002200000.0,3100000.0,987000000.0,2.48,0.1413,0.1302,0.1184,0.0916,0.086,1698000000.0,1403600800.0,2.5253,2.556,2.556,1005300000.0,1006000000.0,0.1575,0.1051,IPG
2022-03-31 00:00:00,10552600000.0,8913900000.0,1638700100.0,113200000.0,1438901300.0,163000000.0,-11300000.0,67600000.0,1315100000.0,276700000.0,1038500000.0,2800000.0,1020300000.0,2.57,0.1553,0.1364,0.1246,0.0967,0.1416,1759500200.0,1438900800.0,2.6123,2.6472,2.6472,1041300000.0,1041800000.0,0.1667,0.1603,IPG
2021-12-31 00:00:00,10240600000.0,8532200000.0,1708400100.0,122100000.0,1436201600.0,168000000.0,-137900000.0,107200000.0,1221500000.0,251500000.0,970300000.0,2500000.0,953000000.0,2.4,0.1668,0.1402,0.1193,0.0931,0.1836,1774700200.0,1436201100.0,2.4417,2.4753,2.4753,972800000.0,973200000.0,0.1733,0.2027,IPG
2021-09-30 00:00:00,9858600000.0,8079800000.0,1778800000.0,112000000.0,1202300900.0,176000000.0,-207700000.0,146000000.0,962100000.0,242600000.0,719900000.0,1900000.0,707300000.0,1.79,0.1804,0.122,0.0976,0.0717,0.198,1540200800.0,1202300700.0,1.8162,1.8393,1.8393,721800000.0,722200000.0,0.1562,0.2161,IPG
2021-06-30 00:00:00,9442100000.0,7666500000.0,1775599900.0,89900000.0,1099400600.0,184000000.0,-262700000.0,189800000.0,836700000.0,82300000.0,754400000.0,1300000.0,747000000.0,1.91,0.1881,0.1164,0.0886,0.0791,0.2406,1466700600.0,1099400400.0,1.9114,1.9325,1.9325,755700000.0,755700000.0,0.1553,0.2573,IPG
2021-03-31 00:00:00,8958200000.0,7436000000.0,1522199700.0,64600000.0,755500500.0,191000000.0,-297800000.0,197000000.0,457700000.0,14600000.0,443100000.0,900000.0,438100000.0,1.12,0.1699,0.0843,0.0511,0.0489,0.1924,1118400400.0,755500300.0,1.1275,1.1389,1.1389,444000000.0,444000000.0,0.1248,0.2092,IPG
2020-12-31 00:00:00,9061000000.0,7709400000.0,1351599800.0,58800000.0,588400700.0,192000000.0,-227100000.0,192200000.0,361300000.0,8000000.0,353300000.0,900000.0,351100000.0,0.9,0.1492,0.0649,0.0399,0.0387,0.1854,957400500.0,588400500.0,0.9008,0.9096,0.9096,354200000.0,354200000.0,0.1057,0.2039,IPG
2020-09-30 00:00:00,9412800000.0,8053400000.0,1359400100.0,60900000.0,856300100.0,194000000.0,-240800000.0,193600000.0,615500000.0,36000000.0,579500000.0,-100000.0,567700000.0,1.46,0.1444,0.091,0.0654,0.0603,0.1332,1227799900.0,856300400.0,1.4767,1.496,1.496,579400000.0,579400000.0,0.1304,0.152,IPG
2020-06-30 00:00:00,9725400000.0,8383700000.0,1341700300.0,60800000.0,888000200.0,,-232400000.0,192500000.0,655600000.0,186900000.0,468700000.0,600000.0,453600000.0,1.17,0.138,0.0913,0.0674,0.0466,0.0798,1250200200.0,888000500.0,1.1995,1.2167,1.2167,469300000.0,469300000.0,0.1286,0.0993,IPG
2020-03-31 00:00:00,10219900000.0,8751100000.0,1468800300.0,74800000.0,1111699900.0,,-214700000.0,194300000.0,897000000.0,211500000.0,685500000.0,500000.0,668700000.0,1.73,0.1437,0.1088,0.0878,0.0654,0.1111,1476399900.0,1111700200.0,1.7539,1.7768,1.7768,686000000.0,686000000.0,0.1445,0.1317,IPG
2019-12-31 00:00:00,10221300000.0,8729100000.0,1492200200.0,93800000.0,1085999700.0,,-207700000.0,199300000.0,878300000.0,204800000.0,673500000.0,400000.0,656000000.0,1.7,0.146,0.1062,0.0859,0.0642,0.1302,1453999800.0,1086000000.0,1.7226,1.7454,1.7454,673900000.0,673900000.0,0.1423,0.1496,IPG
2019-09-30 00:00:00,10175500000.0,8655500000.0,1520000200.0,150300000.0,1053799600.0,,-199400000.0,200500000.0,854400000.0,180900000.0,673500000.0,700000.0,653300000.0,1.7,0.1494,0.1036,0.084,0.0642,0.1091,1425899600.0,1053799600.0,1.7277,1.7513,1.7513,674200000.0,674200000.0,0.1401,0.1293,IPG
2019-06-30 00:00:00,10034900000.0,8546700000.0,1488200000.0,162100000.0,1035199600.0,,-189400000.0,178400000.0,845800000.0,177000000.0,668800000.0,500000.0,648700000.0,1.69,0.1483,0.1032,0.0843,0.0646,0.1122,1380899500.0,1035199600.0,1.7189,1.7431,1.7431,669300000.0,669300000.0,0.1376,0.1317,IPG
2019-03-31 00:00:00,9906500000.0,8453700000.0,1452800100.0,172800000.0,1020199900.0,,-179400000.0,152900000.0,840800000.0,197000000.0,643800000.0,500000.0,625000000.0,1.63,0.1467,0.103,0.0849,0.0631,0.1024,1335999700.0,1020199900.0,1.6567,1.681,1.681,644300000.0,644300000.0,0.1349,0.1213,IPG
2018-12-31 00:00:00,9714400000.0,8336200000.0,1378200200.0,166500000.0,1008800000.0,,-170800000.0,123000000.0,838000000.0,199200000.0,638800000.0,-1100000.0,618900000.0,1.61,0.1419,0.1038,0.0863,0.0637,0.0399,1300399800.0,1008800000.0,1.6394,1.6637,1.6637,637700000.0,637700000.0,0.1339,0.0582,IPG
2018-09-30 00:00:00,9448200000.0,8174400000.0,1273799400.0,134900000.0,972699400.0,,-135100000.0,96800000.0,837600000.0,272100000.0,565500000.0,-1100000.0,545000000.0,1.58,0.1348,0.103,0.0887,0.0577,0.0573,1226999300.0,972699400.0,1.4383,1.4636,1.4636,564400000.0,564400000.0,0.1299,0.0735,IPG
2018-06-30 00:00:00,9358900000.0,8101600000.0,1257299500.0,126900000.0,965999500.0,,-124300000.0,90200000.0,841700000.0,266300000.0,575400000.0,-2200000.0,553700000.0,1.54,0.1343,0.1032,0.0899,0.0592,0.0351,1218499400.0,965999500.0,1.4511,1.4787,1.4787,573200000.0,573200000.0,0.1302,0.051,IPG
2018-03-31 00:00:00,9152900000.0,7930300000.0,1222599500.0,118400000.0,942499500.0,,-123000000.0,89800000.0,819500000.0,284300000.0,535200000.0,-2200000.0,515600000.0,1.4,0.1336,0.103,0.0895,0.0563,0.0404,1192699500.0,942499500.0,1.3404,1.3677,1.3677,533000000.0,533000000.0,0.1303,0.0572,IPG
2017-12-31 00:00:00,9047600000.0,7834000000.0,1213599400.0,118500000.0,938399500.0,,-97600000.0,90800000.0,840800000.0,271300000.0,569500000.0,900000.0,554400000.0,1.49,0.1341,0.1037,0.0929,0.0613,0.0802,1183299500.0,938399500.0,1.4357,1.4641,1.4641,570400000.0,570400000.0,0.1308,0.0975,IPG
