Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,4099000000.0,1040000000.0,3058000000.0,496000000.0,1763899900.0,826700200.0,20000000.0,-19000000.0,9000000.0,795000000.0,25000000.0,769300000.0,-27700000.0,743000000.0,0.91,0.746,0.2017,0.1939,0.1813,0.2849,924000000.0,826700100.0,0.91,0.928,0.928,741600000.0,741000000.0,0.2254,0.3828,FTNT
2022-06-30 00:00:00,3816000000.0,968000000.0,2848000000.0,470000000.0,1674099900.0,727600200.0,20000000.0,-24000000.0,5000000.0,687000000.0,-11000000.0,697900000.0,-24200000.0,674000000.0,0.81,0.7463,0.1907,0.18,0.1766,0.2889,821000000.0,727600100.0,0.8152,0.8337,0.8337,673700000.0,673000000.0,0.2151,0.3892,FTNT
2022-03-31 00:00:00,3587100000.0,897900000.0,2689200000.0,452600000.0,1574499900.0,679800200.0,20000000.0,-18500000.0,7500000.0,648000000.0,-5500000.0,653900000.0,,637500000.0,0.768,0.7497,0.1895,0.1806,0.1777,0.3383,812200000.0,679800100.0,0.7658,0.7841,0.7841,637800000.0,637500000.0,0.2264,0.4404,FTNT
2021-12-31 00:00:00,3342400000.0,794500000.0,2547900000.0,424800000.0,1484299900.0,650400300.0,,-12700000.0,7800000.0,628400000.0,14700000.0,614300000.0,,606700000.0,0.73,0.7623,0.1946,0.188,0.1815,0.3602,817000000.0,650400200.0,0.7261,0.7435,0.7435,606700000.0,606700000.0,0.2444,0.4487,FTNT
2021-09-30 00:00:00,3126399900.0,726500000.0,2399899900.0,400800000.0,1399100000.0,604899800.0,,-7400000.0,8800000.0,593100000.0,35700000.0,557400000.0,,554400000.0,0.67,0.7676,0.1935,0.1897,0.1773,0.4006,802799800.0,604899900.0,0.6639,0.6788,0.6788,554600000.0,554400000.0,0.2568,0.4572,FTNT
2021-06-30 00:00:00,2910499900.0,649700000.0,2260799900.0,382800000.0,1317200000.0,565399800.0,,-900000.0,10300000.0,564500000.0,49700000.0,514800000.0,,514800000.0,0.632,0.7768,0.1943,0.194,0.1769,0.3808,794299800.0,565399900.0,0.6183,0.6315,0.6315,514800000.0,514800000.0,0.2729,0.43,FTNT
2021-03-31 00:00:00,2726999900.0,597900000.0,2129099900.0,358300000.0,1238600000.0,536699800.0,,6500000.0,9800000.0,543200000.0,52100000.0,491100000.0,,491100000.0,0.602,0.7807,0.1968,0.1992,0.1801,0.341,754099800.0,536699900.0,0.5913,0.6039,0.6039,491100000.0,491100000.0,0.2765,0.3961,FTNT
2020-12-31 00:00:00,2594399900.0,570000000.0,2024399900.0,341400000.0,1191400000.0,531799800.0,,9900000.0,17700000.0,541700000.0,53200000.0,488500000.0,,488500000.0,0.592,0.7803,0.205,0.2088,0.1883,0.3692,739299800.0,531799900.0,0.5826,0.595,0.595,488500000.0,488500000.0,0.285,0.4177,FTNT
2020-09-30 00:00:00,2467000000.0,543500000.0,1923500000.0,323600000.0,1151900000.0,487000000.0,,16900000.0,25600000.0,503900000.0,42100000.0,461800000.0,,461800000.0,0.546,0.7797,0.1974,0.2043,0.1872,0.3392,682900000.0,487000000.0,0.5437,0.5559,0.5559,461800000.0,461800000.0,0.2768,0.3963,FTNT
2020-06-30 00:00:00,2364000000.0,528400000.0,1835600000.0,303500000.0,1109300000.0,460700000.0,,20800000.0,23100000.0,481500000.0,62900000.0,418600000.0,,418600000.0,0.488,0.7765,0.1949,0.2037,0.1771,0.3616,644800000.0,460700000.0,0.4865,0.4972,0.4972,418600000.0,418600000.0,0.2728,0.4137,FTNT
2020-03-31 00:00:00,2268100000.0,521600000.0,1746500000.0,288800000.0,1077400000.0,417100000.0,,26500000.0,,443600000.0,66100000.0,377500000.0,,377500000.0,0.434,0.77,0.1839,0.1956,0.1664,0.36,589200000.0,417100000.0,0.4319,0.4414,0.4414,377500000.0,377500000.0,0.2598,0.4083,FTNT
2019-12-31 00:00:00,2163000000.0,505900000.0,1657100000.0,277100000.0,1029000000.0,351000000.0,,35000000.0,,386000000.0,54300000.0,331700000.0,,331700000.0,0.382,0.7661,0.1623,0.1785,0.1534,0.3309,514500000.0,351000000.0,0.3791,0.3879,0.3879,331700000.0,331700000.0,0.2379,0.3736,FTNT
2019-09-30 00:00:00,2052800000.0,493900000.0,1558900000.0,271400000.0,972600000.0,314899900.0,,32700000.0,,347600000.0,-49400000.0,397000000.0,,397000000.0,0.462,0.7594,0.1534,0.1693,0.1934,0.3611,473299900.0,314900000.0,0.4545,0.4666,0.4666,397000000.0,397000000.0,0.2306,0.3886,FTNT
2019-06-30 00:00:00,1958600000.0,481400000.0,1477200000.0,260200000.0,939900000.0,277099900.0,,35100000.0,,312200000.0,-63300000.0,375500000.0,,375500000.0,0.438,0.7542,0.1415,0.1594,0.1917,0.3554,431799900.0,277100000.0,0.4295,0.4421,0.4421,375500000.0,375500000.0,0.2205,0.3846,FTNT
2019-03-31 00:00:00,1878200000.0,466200000.0,1412000000.0,254000000.0,905400000.0,252599900.0,,25300000.0,,277900000.0,-74200000.0,352100000.0,,352100000.0,0.412,0.7518,0.1345,0.148,0.1875,0.3455,404199900.0,252600000.0,0.4033,0.4156,0.4156,352100000.0,352100000.0,0.2152,0.373,FTNT
2018-12-31 00:00:00,1804600000.0,450400000.0,1354200000.0,244500000.0,875300000.0,234399900.0,,19900000.0,,254300000.0,-80600000.0,334900000.0,,334900000.0,0.392,0.7504,0.1299,0.1409,0.1856,0.3247,380399900.0,234400000.0,0.3844,0.3961,0.3961,334900000.0,334900000.0,0.2108,0.354,FTNT
2018-09-30 00:00:00,1710799900.0,427300000.0,1283500000.0,233700000.0,861700000.0,188099800.0,,15700000.0,,203800000.0,83200000.0,120600000.0,,120600000.0,0.144,0.7502,0.1099,0.1191,0.0705,0.328,310099800.0,188099900.0,0.1398,0.1444,0.1444,120600000.0,120600000.0,0.1813,0.3602,FTNT
2018-06-30 00:00:00,1631099900.0,409300000.0,1221800000.0,228500000.0,834300000.0,158999800.0,,12200000.0,,171200000.0,82600000.0,88600000.0,,88600000.0,0.104,0.7491,0.0975,0.105,0.0543,0.3331,258299800.0,158999900.0,0.1028,0.1057,0.1057,88600000.0,88600000.0,0.1584,0.369,FTNT
2018-03-31 00:00:00,1553299900.0,391900000.0,1161400000.0,218500000.0,806200000.0,136799800.0,,15800000.0,,152600000.0,90300000.0,62300000.0,,62300000.0,0.072,0.7477,0.0881,0.0982,0.0401,0.3032,214399800.0,136799900.0,0.0716,0.0734,0.0734,62300000.0,62300000.0,0.138,0.3891,FTNT
2017-12-31 00:00:00,1494899900.0,385300000.0,1109600000.0,210600000.0,788900000.0,109799800.0,,14200000.0,,124000000.0,92600000.0,31400000.0,,31400000.0,0.034,0.7423,0.0734,0.0829,0.021,0.3071,167799800.0,109799900.0,0.0352,0.0361,0.0361,31400000.0,31400000.0,0.1122,0.3976,FTNT
2017-09-30 00:00:00,1441087000.0,370754000.0,1070333000.0,201505000.0,754943000.0,112749100.0,,9710000.0,,122459000.0,36880000.0,85579000.0,,85579000.0,0.098,0.7427,0.0782,0.085,0.0594,0.2772,170625100.0,112749100.0,0.096,0.0981,0.0981,85579000.0,85579000.0,0.1184,0.3733,FTNT
2017-06-30 00:00:00,1383533000.0,361953000.0,1021580000.0,195244000.0,738380000.0,84537100.0,,6511000.0,,91048000.0,25878000.0,65170000.0,,65170000.0,0.076,0.7384,0.0611,0.0658,0.0471,0.2378,142102100.0,84537100.0,0.0733,0.075,0.075,65170000.0,65170000.0,0.1027,0.3265,FTNT
2017-03-31 00:00:00,1331424000.0,350756000.0,980668000.0,189546000.0,735058000.0,51992100.0,,2466000.0,,54458000.0,13676000.0,40782000.0,,40782000.0,0.048,0.7366,0.039,0.0409,0.0306,0.2434,107745100.0,51992100.0,0.0461,0.0472,0.0472,40782000.0,40782000.0,0.0809,0.2815,FTNT
2016-12-31 00:00:00,1275400000.0,337800000.0,937600000.0,183100000.0,707600000.0,42900100.0,,200000.0,,43100000.0,10900000.0,32200000.0,,32200000.0,0.032,0.7351,0.0336,0.0338,0.0252,0.2184,96200100.0,42900100.0,0.0365,0.0374,0.0374,32200000.0,32200000.0,0.0754,0.2711,FTNT
2016-09-30 00:00:00,1209142000.0,328922000.0,880220000.0,180309000.0,684412000.0,10618000.0,,2059000.0,,12677000.0,8190000.0,4487000.0,,4487000.0,0.0,0.728,0.0088,0.0105,0.0037,0.2105,60412000.0,10618000.0,0.0051,0.0053,0.0053,4487000.0,4487000.0,0.05,0.2591,FTNT
2016-06-30 00:00:00,1152564000.0,315824000.0,836740000.0,175180000.0,649789000.0,3290000.0,,1638000.0,,4928000.0,-1437000.0,6365000.0,,6365000.0,0.002,0.726,0.0029,0.0043,0.0055,0.2048,49708000.0,3290000.0,0.0072,0.0075,0.0075,6365000.0,6365000.0,0.0431,0.2622,FTNT
2016-03-31 00:00:00,1080958000.0,300819000.0,780139000.0,167067000.0,594857000.0,10287000.0,,1817000.0,,12104000.0,3559000.0,8545000.0,,8545000.0,0.004,0.7217,0.0095,0.0112,0.0079,0.2369,53089000.0,10287000.0,0.0097,0.01,0.01,8545000.0,8545000.0,0.0491,0.2947,FTNT
2015-12-31 00:00:00,1009268000.0,286777000.0,722491000.0,158129000.0,541885000.0,14877000.0,,2128000.0,,17005000.0,9018000.0,7987000.0,,7987000.0,0.01,0.7159,0.0147,0.0168,0.0079,0.2429,53923000.0,14877000.0,0.0091,0.0094,0.0094,7987000.0,7987000.0,0.0534,0.28,FTNT
2015-09-30 00:00:00,936708000.0,270425000.0,666283000.0,148412000.0,490062000.0,21926000.0,,2161000.0,,24087000.0,6753000.0,17334000.0,,17334000.0,0.02,0.7113,0.0234,0.0257,0.0185,0.2295,57434000.0,21926000.0,0.0199,0.0205,0.0205,17334000.0,17334000.0,0.0613,0.2662,FTNT
2015-06-30 00:00:00,869988000.0,255609000.0,614379000.0,137092000.0,438070000.0,39217000.0,,1815000.0,,41032000.0,27811000.0,13221000.0,,13221000.0,0.014,0.7062,0.0451,0.0472,0.0152,0.2459,71545000.0,39217000.0,0.0155,0.0159,0.0159,13221000.0,13221000.0,0.0822,0.2768,FTNT
2015-03-31 00:00:00,814301000.0,243868000.0,570433000.0,129641000.0,393385000.0,47407000.0,,2026000.0,,49433000.0,30923000.0,18510000.0,,18510000.0,0.022,0.7005,0.0582,0.0607,0.0227,0.2143,79494000.0,47407000.0,0.0218,0.0225,0.0225,18510000.0,18510000.0,0.0976,0.246,FTNT
2014-12-31 00:00:00,770364000.0,231009000.0,539355000.0,122880000.0,357151000.0,59324000.0,,2225000.0,,61549000.0,36206000.0,25343000.0,,25343000.0,0.03,0.7001,0.077,0.0799,0.0329,0.2134,90055000.0,59324000.0,0.03,0.0309,0.0309,25343000.0,25343000.0,0.1169,0.2552,FTNT
2014-09-30 00:00:00,723745000.0,219262000.0,504483000.0,117530000.0,322902000.0,64050900.0,,2922000.0,,66973000.0,36427000.0,30546000.0,,30546000.0,0.036,0.697,0.0885,0.0925,0.0422,0.2403,94095900.0,64051000.0,0.0363,0.0374,0.0374,30546000.0,30546000.0,0.13,0.2872,FTNT
2014-06-30 00:00:00,685096000.0,206307000.0,478789000.0,113161000.0,298749000.0,66878900.0,,2719000.0,,69598000.0,32079000.0,37519000.0,,37519000.0,0.046,0.6989,0.0976,0.1016,0.0548,0.2123,96590900.0,66879000.0,0.0446,0.046,0.046,37519000.0,37519000.0,0.141,0.258,FTNT
2014-03-31 00:00:00,648426000.0,192258000.0,456168000.0,108381000.0,278273000.0,69513900.0,,3211000.0,,72725000.0,32308000.0,40417000.0,,40417000.0,0.05,0.7035,0.1072,0.1122,0.0623,0.226,97118900.0,69514000.0,0.0481,0.0496,0.0496,40417000.0,40417000.0,0.1498,0.2624,FTNT
2013-12-31 00:00:00,615297000.0,180643000.0,434654000.0,102660000.0,259904000.0,72089900.0,,3851000.0,,75941000.0,31668000.0,44273000.0,,44273000.0,0.056,0.7064,0.1172,0.1234,0.072,0.217,99346900.0,72090000.0,0.0527,0.0545,0.0545,44273000.0,44273000.0,0.1615,0.2395,FTNT
2013-09-30 00:00:00,589109000.0,168208000.0,420901000.0,95438000.0,242976000.0,82486900.0,,4182000.0,,86669000.0,32905000.0,53764000.0,,53764000.0,0.068,0.7145,0.14,0.1471,0.0913,0.2419,109345900.0,82487000.0,0.0642,0.0668,0.0668,53764000.0,53764000.0,0.1856,0.2563,FTNT
2013-06-30 00:00:00,570678000.0,162086000.0,408592000.0,89515000.0,229099000.0,89977900.0,,5052000.0,,95030000.0,35089000.0,59941000.0,,59941000.0,0.076,0.716,0.1577,0.1665,0.105,0.2534,116109900.0,89978000.0,0.0717,0.075,0.075,59941000.0,59941000.0,0.2035,0.2916,FTNT
2013-03-31 00:00:00,552212000.0,155505000.0,396707000.0,84745000.0,214811000.0,97150900.0,,5091000.0,,102242000.0,37330000.0,64912000.0,,64912000.0,0.082,0.7184,0.1759,0.1851,0.1175,0.2743,122926900.0,97151000.0,0.0778,0.0816,0.0816,64912000.0,64912000.0,0.2226,0.3141,FTNT
2012-12-31 00:00:00,533639000.0,147420000.0,386219000.0,81078000.0,204666000.0,100474900.0,,4521000.0,,104996000.0,38160000.0,66836000.0,,66836000.0,0.084,0.7237,0.1883,0.1968,0.1252,0.3032,125000900.0,100475000.0,0.0803,0.0846,0.0846,66836000.0,66836000.0,0.2342,0.3446,FTNT
