Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,17948000000.0,7103000000.0,10845000000.0,1459000000.0,6449000000.0,2846000000.0,617000000.0,79000000.0,2679000000.0,,2457000000.0,2457000000.0,6.43,0.6042,0.1586,0.1493,0.1369,0.1123,4420000000.0,2846000000.0,6.4292,6.5001,6.5001,2457000000.0,2457000000.0,0.2463,0.146,SYK
2022-06-30 00:00:00,17629000000.0,6806000000.0,10823000000.0,1401000000.0,6413000000.0,2612000000.0,904000000.0,68000000.0,2358000000.0,279000000.0,2079000000.0,2079000000.0,5.43,0.6139,0.1482,0.1338,0.1179,0.1172,4506000000.0,2612000000.0,5.4365,5.5052,5.5052,2079000000.0,2079000000.0,0.2556,0.1512,SYK
2022-03-31 00:00:00,17430000000.0,6518000000.0,10912000000.0,1360000000.0,6379000000.0,2572000000.0,823000000.0,66000000.0,2300000000.0,285000000.0,2015000000.0,2015000000.0,5.28,0.626,0.1476,0.132,0.1156,0.1407,4351000000.0,2572000000.0,5.2686,5.3418,5.3418,2015000000.0,2015000000.0,0.2496,0.1729,SYK
2021-12-31 00:00:00,17108000000.0,6278000000.0,10830000000.0,1235000000.0,6244000000.0,2584000000.0,601000000.0,68000000.0,2281000000.0,287000000.0,1994000000.0,1994000000.0,5.24,0.633,0.151,0.1333,0.1166,0.16,4167000000.0,2584000000.0,5.2158,5.2892,5.2892,1994000000.0,1994000000.0,0.2436,0.1907,SYK
2021-09-30 00:00:00,16669000000.0,6050000000.0,10619000000.0,1159000000.0,6061000000.0,2514000000.0,-26000000.0,68000000.0,2195000000.0,295000000.0,1900000000.0,1900000000.0,5.02,0.6371,0.1508,0.1317,0.114,0.1809,3811000000.0,2514000000.0,4.9781,5.0459,5.0459,1900000000.0,1900000000.0,0.2286,0.21,SYK
2021-06-30 00:00:00,16246000000.0,5787000000.0,10459000000.0,1095000000.0,5886000000.0,2799000000.0,-319000000.0,72000000.0,2480000000.0,397000000.0,2083000000.0,2083000000.0,5.54,0.6438,0.1723,0.1527,0.1282,0.183,3737000000.0,2799000000.0,5.467,5.5373,5.5373,2083000000.0,2083000000.0,0.23,0.209,SYK
2021-03-31 00:00:00,14716000000.0,5481000000.0,9235000000.0,1018000000.0,5606000000.0,2047000000.0,-316000000.0,79000000.0,1731000000.0,323000000.0,1408000000.0,1408000000.0,3.75,0.6275,0.1391,0.1176,0.0957,0.1843,2937000000.0,2047000000.0,3.6975,3.7456,3.7456,1408000000.0,1408000000.0,0.1996,0.2132,SYK
2020-12-31 00:00:00,14351000000.0,5294000000.0,9057000000.0,984000000.0,5361000000.0,2223000000.0,-269000000.0,102000000.0,1954000000.0,355000000.0,1599000000.0,1599000000.0,4.27,0.6311,0.1549,0.1362,0.1114,0.1944,3035000000.0,2223000000.0,4.2047,4.2584,4.2584,1599000000.0,1599000000.0,0.2115,0.2283,SYK
2020-09-30 00:00:00,14220000000.0,5177000000.0,9043000000.0,983000000.0,5179000000.0,2418000000.0,-199000000.0,130000000.0,2219000000.0,463000000.0,1756000000.0,1756000000.0,4.7,0.6359,0.17,0.156,0.1235,0.1585,3202000000.0,2418000000.0,4.6174,4.6841,4.6841,1756000000.0,1756000000.0,0.2252,0.1951,SYK
2020-06-30 00:00:00,14070000000.0,5158000000.0,8912000000.0,987000000.0,5226000000.0,2187000000.0,-167000000.0,,2020000000.0,419000000.0,1601000000.0,1601000000.0,4.28,0.6334,0.1554,0.1436,0.1138,0.1393,2967000000.0,2187000000.0,4.2093,4.2765,4.2765,1601000000.0,1601000000.0,0.2109,0.183,SYK
2020-03-31 00:00:00,14956000000.0,5212000000.0,9744000000.0,1000000000.0,5283000000.0,2820000000.0,-148000000.0,,2672000000.0,508000000.0,2164000000.0,2164000000.0,5.79,0.6515,0.1886,0.1787,0.1447,0.1202,3606000000.0,2820000000.0,5.6951,5.7813,5.7813,2164000000.0,2164000000.0,0.2411,0.1651,SYK
2019-12-31 00:00:00,14884000000.0,5188000000.0,9696000000.0,971000000.0,5356000000.0,2713000000.0,-151000000.0,,2562000000.0,479000000.0,2083000000.0,2083000000.0,5.57,0.6514,0.1823,0.1721,0.1399,0.1036,3491000000.0,2713000000.0,5.4829,5.5696,5.5696,2083000000.0,2083000000.0,0.2345,0.1472,SYK
2019-09-30 00:00:00,14549000000.0,5100000000.0,9449000000.0,938000000.0,5407000000.0,2467000000.0,-184000000.0,,2283000000.0,-1143000000.0,3426000000.0,3426000000.0,9.15,0.6495,0.1696,0.1569,0.2355,0.1305,3226000000.0,2467000000.0,9.0143,9.1598,9.1598,3426000000.0,3426000000.0,0.2217,0.172,SYK
2019-06-30 00:00:00,14204000000.0,4930000000.0,9274000000.0,913000000.0,5358000000.0,2415000000.0,-179000000.0,,2236000000.0,-1314000000.0,3550000000.0,3550000000.0,9.49,0.6529,0.17,0.1574,0.2499,0.1345,3165000000.0,2415000000.0,9.3408,9.4916,9.4916,3550000000.0,3550000000.0,0.2228,0.1754,SYK
2019-03-31 00:00:00,13876000000.0,4792000000.0,9084000000.0,883000000.0,5266000000.0,2474000000.0,-180000000.0,,2294000000.0,-1228000000.0,3522000000.0,3522000000.0,9.41,0.6547,0.1783,0.1653,0.2538,0.148,3211000000.0,2474000000.0,9.2652,9.4167,9.4167,3522000000.0,3522000000.0,0.2314,0.1892,SYK
2018-12-31 00:00:00,13601000000.0,4663000000.0,8938000000.0,862000000.0,5099000000.0,2537000000.0,-181000000.0,,2356000000.0,-1197000000.0,3553000000.0,3553000000.0,9.49,0.6572,0.1865,0.1732,0.2612,0.1498,3260000000.0,2537000000.0,9.3426,9.4975,9.4975,3553000000.0,3553000000.0,0.2397,0.1919,SYK
2018-09-30 00:00:00,13276000000.0,4553000000.0,8723000000.0,846000000.0,4885000000.0,2553000000.0,-205000000.0,,2348000000.0,1112000000.0,1236000000.0,1236000000.0,3.31,0.6571,0.1923,0.1769,0.0931,0.1235,3269000000.0,2553000000.0,3.2465,3.3032,3.3032,1236000000.0,1236000000.0,0.2462,0.169,SYK
2018-06-30 00:00:00,13040000000.0,4488000000.0,8552000000.0,823000000.0,4746000000.0,2502000000.0,-217000000.0,,2285000000.0,1205000000.0,1080000000.0,1080000000.0,2.89,0.6558,0.1919,0.1752,0.0828,0.0842,3196000000.0,2502000000.0,2.8362,2.8859,2.8859,1080000000.0,1080000000.0,0.2451,0.1307,SYK
2018-03-31 00:00:00,12730000000.0,4377000000.0,8353000000.0,799000000.0,4686000000.0,2332000000.0,-226000000.0,,2106000000.0,1087000000.0,1019000000.0,1019000000.0,2.72,0.6562,0.1832,0.1654,0.08,0.0884,3000000000.0,2332000000.0,2.6765,2.7227,2.7227,1019000000.0,1019000000.0,0.2357,0.1339,SYK
2017-12-31 00:00:00,12444000000.0,4264000000.0,8180000000.0,787000000.0,4552000000.0,2297000000.0,-234000000.0,,2063000000.0,1043000000.0,1020000000.0,1020000000.0,2.73,0.6573,0.1846,0.1658,0.082,0.0772,2939000000.0,2297000000.0,2.6835,2.7273,2.7273,1020000000.0,1020000000.0,0.2362,0.1253,SYK
2017-09-30 00:00:00,12130000000.0,4096000000.0,8034000000.0,771000000.0,4428000000.0,2253000000.0,-251000000.0,,2002000000.0,223000000.0,1779000000.0,1779000000.0,4.75,0.6623,0.1857,0.165,0.1467,0.0176,2877000000.0,2253000000.0,4.6872,4.7563,4.7563,1779000000.0,1779000000.0,0.2372,0.1268,SYK
2017-06-30 00:00:00,11957000000.0,4034000000.0,7923000000.0,757000000.0,4382000000.0,2214000000.0,-264000000.0,,1950000000.0,250000000.0,1700000000.0,1700000000.0,4.54,0.6626,0.1852,0.1631,0.1422,0.1196,2823000000.0,2214000000.0,4.4824,4.5447,4.5447,1700000000.0,1700000000.0,0.2361,0.164,SYK
2017-03-31 00:00:00,11785000000.0,4011000000.0,7774000000.0,748000000.0,4295000000.0,2212000000.0,-273000000.0,,1939000000.0,250000000.0,1689000000.0,1689000000.0,4.52,0.6597,0.1877,0.1645,0.1433,0.1095,2806000000.0,2212000000.0,4.4569,4.5145,4.5145,1689000000.0,1689000000.0,0.2381,0.1531,SYK
2016-12-31 00:00:00,11325000000.0,3821000000.0,7504000000.0,715000000.0,4137000000.0,2175000000.0,-254000000.0,,1921000000.0,274000000.0,1647000000.0,1647000000.0,4.41,0.6626,0.1921,0.1696,0.1454,0.1258,2721000000.0,2175000000.0,4.3515,4.4026,4.4026,1647000000.0,1647000000.0,0.2403,0.1691,SYK
2016-09-30 00:00:00,10883000000.0,3654000000.0,7229000000.0,690000000.0,4014000000.0,2153000000.0,-208000000.0,,1945000000.0,286000000.0,1659000000.0,1659000000.0,4.44,0.6642,0.1978,0.1787,0.1524,0.2162,2656000000.0,2153000000.0,4.3805,4.4311,4.4311,1659000000.0,1659000000.0,0.2441,0.1847,SYK
2016-06-30 00:00:00,10470000000.0,3490000000.0,6980000000.0,661000000.0,3844000000.0,2045000000.0,-174000000.0,,1871000000.0,266000000.0,1605000000.0,1605000000.0,4.29,0.6667,0.1953,0.1787,0.1533,0.0586,2501000000.0,2045000000.0,4.2344,4.2828,4.2828,1605000000.0,1605000000.0,0.2389,0.0954,SYK
2016-03-31 00:00:00,10062000000.0,3319000000.0,6743000000.0,632000000.0,3662000000.0,1974000000.0,-135000000.0,,1839000000.0,222000000.0,1617000000.0,1617000000.0,4.31,0.6701,0.1962,0.1828,0.1607,0.0521,2379000000.0,1974000000.0,4.259,4.3071,4.3071,1617000000.0,1617000000.0,0.2364,0.0858,SYK
2015-12-31 00:00:00,9946000000.0,3344000000.0,6602000000.0,625000000.0,3610000000.0,1861000000.0,-126000000.0,,1735000000.0,296000000.0,1439000000.0,1439000000.0,3.82,0.6638,0.1871,0.1744,0.1447,0.0715,2258000000.0,1861000000.0,3.7779,3.8211,3.8211,1439000000.0,1439000000.0,0.227,0.0986,SYK
2015-09-30 00:00:00,9849000000.0,3348000000.0,6501000000.0,614000000.0,3580000000.0,1681000000.0,-97000000.0,,1584000000.0,407000000.0,1177000000.0,1177000000.0,3.11,0.6601,0.1707,0.1608,0.1195,0.0665,2066000000.0,1681000000.0,3.0822,3.1179,3.1179,1177000000.0,1177000000.0,0.2098,0.0921,SYK
2015-06-30 00:00:00,9818000000.0,3381000000.0,6437000000.0,612000000.0,3571000000.0,1753000000.0,-89000000.0,,1664000000.0,731000000.0,933000000.0,933000000.0,2.47,0.6556,0.1785,0.1695,0.095,0.1749,2134000000.0,1753000000.0,2.4406,2.4686,2.4686,933000000.0,933000000.0,0.2174,0.1976,SYK
2015-03-31 00:00:00,9749000000.0,3369000000.0,6380000000.0,616000000.0,3580000000.0,1521000000.0,-91000000.0,,1430000000.0,761000000.0,669000000.0,669000000.0,1.99,0.6544,0.156,0.1467,0.0686,0.1789,1902000000.0,1521000000.0,1.7465,1.7667,1.7667,669000000.0,669000000.0,0.1951,0.2003,SYK
2014-12-31 00:00:00,9675000000.0,3319000000.0,6356000000.0,614000000.0,3547000000.0,1246000000.0,-86000000.0,,1160000000.0,645000000.0,515000000.0,515000000.0,1.59,0.657,0.1288,0.1199,0.0532,0.1601,1624000000.0,1246000000.0,1.3454,1.3606,1.3606,515000000.0,515000000.0,0.1679,0.1842,SYK
2014-09-30 00:00:00,9525000000.0,3297000000.0,6228000000.0,600000000.0,3007000000.0,1208000000.0,-78000000.0,,1130000000.0,489000000.0,641000000.0,641000000.0,1.93,0.6539,0.1268,0.1186,0.0673,0.1624,1572000000.0,1208000000.0,1.6767,1.6944,1.6944,641000000.0,641000000.0,0.165,0.1864,SYK
2014-06-30 00:00:00,9287000000.0,3150000000.0,6137000000.0,583000000.0,3265000000.0,908000000.0,-66000000.0,,842000000.0,155000000.0,687000000.0,687000000.0,2.04,0.6608,0.0978,0.0907,0.074,0.1777,1251000000.0,908000000.0,1.7975,1.8161,1.8161,687000000.0,687000000.0,0.1347,0.2017,SYK
2014-03-31 00:00:00,9136000000.0,3065000000.0,6071000000.0,557000000.0,3410000000.0,1001000000.0,-57000000.0,,944000000.0,172000000.0,772000000.0,772000000.0,2.04,0.6645,0.1096,0.1033,0.0845,0.1798,1361000000.0,1001000000.0,2.0221,2.0417,2.0417,772000000.0,772000000.0,0.149,0.2035,SYK
2013-12-31 00:00:00,9021000000.0,3002000000.0,6019000000.0,536000000.0,3467000000.0,1256000000.0,-44000000.0,,1212000000.0,206000000.0,1006000000.0,1006000000.0,2.65,0.6672,0.1392,0.1344,0.1115,0.1875,1563000000.0,1256000000.0,2.6328,2.6572,2.6572,1006000000.0,1006000000.0,0.1733,0.2091,SYK
2013-09-30 00:00:00,8891000000.0,2870000000.0,6021000000.0,526000000.0,4001000000.0,1196000000.0,-57000000.0,,1139000000.0,249000000.0,890000000.0,890000000.0,2.34,0.6772,0.1345,0.1281,0.1001,0.1824,1583000000.0,1196000000.0,2.3289,2.3467,2.3467,890000000.0,890000000.0,0.178,0.2036,SYK
2013-06-30 00:00:00,8792000000.0,2843000000.0,5949000000.0,504000000.0,3656000000.0,1496000000.0,-50000000.0,,1446000000.0,306000000.0,1140000000.0,1140000000.0,3.0,0.6766,0.1702,0.1645,0.1297,0.1768,1845000000.0,1496000000.0,2.982,3.0029,3.0029,1140000000.0,1140000000.0,0.2098,0.1998,SYK
2013-03-31 00:00:00,8686000000.0,2785000000.0,5901000000.0,488000000.0,3464000000.0,1651000000.0,-39000000.0,,1612000000.0,360000000.0,1252000000.0,1252000000.0,3.29,0.6794,0.1901,0.1856,0.1441,0.1901,1896000000.0,1651000000.0,3.2708,3.2924,3.2924,1252000000.0,1252000000.0,0.2183,0.2139,SYK
2012-12-31 00:00:00,8657000000.0,2781000000.0,5876000000.0,471000000.0,3367000000.0,1741000000.0,-36000000.0,,1705000000.0,407000000.0,1298000000.0,1298000000.0,3.41,0.6788,0.2011,0.197,0.1499,0.1671,2018000000.0,1741000000.0,3.389,3.4104,3.4104,1298000000.0,1298000000.0,0.2331,0.1914,SYK
