Date,Revenue,Cost of Revenue,Gross Profit,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,6766000000.0,6827000000.0,-61000000.0,-80000000.0,-54000000.0,54000000.0,-134000000.0,-105000000.0,-29000000.0,-29000000.0,-0.26,-0.009,-0.0118,-0.0198,-0.0043,0.2762,25000000.0,-80000000.0,-0.3735,-0.2766,-0.2766,-29000000.0,-29000000.0,0.0037,0.2785,CINF
2022-06-30 00:00:00,7143000000.0,6441000000.0,702000000.0,682000000.0,-53000000.0,53000000.0,629000000.0,87000000.0,542000000.0,542000000.0,3.33,0.0983,0.0955,0.0881,0.0759,0.2527,784000000.0,682000000.0,3.2113,3.3187,3.3187,542000000.0,542000000.0,0.1098,0.2547,CINF
2022-03-31 00:00:00,8618000000.0,6003000000.0,2615000000.0,2595000000.0,-53000000.0,53000000.0,2542000000.0,489000000.0,2053000000.0,2053000000.0,12.75,0.3034,0.3011,0.295,0.2382,0.2101,2694000000.0,2595000000.0,12.5895,12.7451,12.7451,2053000000.0,2053000000.0,0.3126,0.2118,CINF
2021-12-31 00:00:00,9630000000.0,5887000000.0,3743000000.0,3723000000.0,-53000000.0,53000000.0,3670000000.0,724000000.0,2946000000.0,2946000000.0,18.3,0.3887,0.3866,0.3811,0.3059,0.2042,3816000000.0,3723000000.0,18.1069,18.298,18.298,2946000000.0,2946000000.0,0.3963,0.2057,CINF
2021-09-30 00:00:00,9001000000.0,5789000000.0,3212000000.0,3193000000.0,-53000000.0,53000000.0,3140000000.0,615000000.0,2525000000.0,2525000000.0,15.68,0.3568,0.3547,0.3489,0.2805,0.2082,3281000000.0,3193000000.0,15.5002,15.6052,15.6052,2525000000.0,2525000000.0,0.3645,0.21,CINF
2021-06-30 00:00:00,9443000000.0,5801000000.0,3642000000.0,3623000000.0,-53000000.0,53000000.0,3570000000.0,714000000.0,2856000000.0,2856000000.0,17.74,0.3857,0.3837,0.3781,0.3024,0.188,3708000000.0,3623000000.0,17.5487,17.6636,17.6636,2856000000.0,2856000000.0,0.3927,0.19,CINF
2021-03-31 00:00:00,9862000000.0,5946000000.0,3916000000.0,3897000000.0,-54000000.0,54000000.0,3843000000.0,781000000.0,3062000000.0,3062000000.0,19.03,0.3971,0.3952,0.3897,0.3105,0.168,3979000000.0,3897000000.0,18.8617,18.9529,18.9529,3062000000.0,3062000000.0,0.4035,0.1701,CINF
2020-12-31 00:00:00,7536000000.0,5963000000.0,1573000000.0,1553000000.0,-54000000.0,54000000.0,1499000000.0,283000000.0,1216000000.0,1216000000.0,7.62,0.2087,0.2061,0.1989,0.1614,0.1952,1634000000.0,1553000000.0,7.4877,7.5434,7.5434,1216000000.0,1216000000.0,0.2168,0.1979,CINF
2020-09-30 00:00:00,6994000000.0,5956000000.0,1038000000.0,1017000000.0,-53000000.0,53000000.0,964000000.0,171000000.0,793000000.0,793000000.0,4.94,0.1484,0.1454,0.1378,0.1134,0.2043,1097000000.0,1017000000.0,4.8426,4.9356,4.9356,793000000.0,793000000.0,0.1568,0.2069,CINF
2020-06-30 00:00:00,6467000000.0,5748000000.0,719000000.0,698000000.0,-54000000.0,54000000.0,644000000.0,87000000.0,557000000.0,557000000.0,3.44,0.1112,0.1079,0.0996,0.0861,0.2049,776000000.0,698000000.0,3.3525,3.4462,3.4462,557000000.0,557000000.0,0.12,0.2081,CINF
2020-03-31 00:00:00,5666000000.0,5564000000.0,102000000.0,82000000.0,-53000000.0,53000000.0,29000000.0,-47000000.0,76000000.0,76000000.0,0.38,0.018,0.0145,0.0051,0.0134,0.2033,157000000.0,82000000.0,0.3148,0.4141,0.4141,76000000.0,76000000.0,0.0277,0.2074,CINF
2019-12-31 00:00:00,7924000000.0,5376000000.0,2548000000.0,2525000000.0,-53000000.0,53000000.0,2472000000.0,475000000.0,1997000000.0,1997000000.0,12.21,0.3216,0.3187,0.312,0.252,0.1494,2597000000.0,2525000000.0,12.0958,12.2365,12.2365,1997000000.0,1997000000.0,0.3277,0.1524,CINF
