Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,1563227000.0,501219000.0,1062007900.0,57633000.0,468347900.0,317000.0,202985000.0,365436000.0,382890000.0,360018000.0,5.52,0.6794,0.2996,0.2338,0.2303,0.5524,1010554900.0,468348000.0,5.8783,,5.8752,,5.8752,382890000.0,,382884000.0,0.6465,0.7665,ESS
2022-06-30 00:00:00,1516336000.0,495391000.0,1020944900.0,55173000.0,477710900.0,193000.0,201359000.0,409186000.0,409192000.0,385566000.0,5.91,0.6733,0.315,0.2699,0.2543,0.5816,1015062900.0,477711000.0,6.2801,,6.2798,,6.2798,409192000.0,,409186000.0,0.6694,0.8014,ESS
2022-03-31 00:00:00,1467336000.0,488293000.0,979042900.0,54268000.0,442463900.0,-23583000.0,201853000.0,417121000.0,417117000.0,393368000.0,6.04,0.6672,0.3015,0.2843,0.2681,0.582,976546900.0,442464000.0,6.4049,,6.4055,,6.4055,417117000.0,,417121000.0,0.6655,0.8103,ESS
2021-12-31 00:00:00,1440556000.0,481447000.0,959108900.0,51838000.0,529994900.0,-44023000.0,203125000.0,515695000.0,515691000.0,488558000.0,7.51,0.6658,0.3679,0.358,0.3391,0.6193,1059598900.0,529995000.0,7.9229,,7.9275,,7.9275,515691000.0,,515695000.0,0.7355,0.6808,ESS
2021-09-30 00:00:00,1431033000.0,479698000.0,951335000.0,57890000.0,540664000.0,-54372000.0,208248000.0,473215000.0,473215000.0,447425000.0,6.88,0.6648,0.3778,0.3307,0.3127,0.6533,1055685000.0,540664000.0,7.2951,,7.3083,,7.3083,473215000.0,,473215000.0,0.7377,0.6305,ESS
2021-06-30 00:00:00,1438987000.0,476313000.0,962674000.0,58488000.0,531630000.0,-104575000.0,213659000.0,427055000.0,427055000.0,402696000.0,6.19,0.669,0.3694,0.2968,0.2798,0.634,1044081000.0,531630000.0,6.5849,,6.5952,,6.5952,427055000.0,,427055000.0,0.7256,0.5595,ESS
2021-03-31 00:00:00,1458506000.0,478497000.0,980009000.0,61218000.0,557985000.0,-110469000.0,217135000.0,447516000.0,447516000.0,422308000.0,6.48,0.6719,0.3826,0.3068,0.2895,0.7393,1070338000.0,557985000.0,6.8919,,6.9013,,6.9013,447516000.0,,447516000.0,0.7339,0.5015,ESS
2020-12-31 00:00:00,1495748000.0,474973000.0,1020775000.0,65388000.0,491441000.0,107891000.0,220633000.0,599332000.0,599332000.0,568870000.0,8.66,0.6825,0.3286,0.4007,0.3803,0.2902,1004537000.0,491441000.0,9.141,,9.1566,,9.1566,599332000.0,,599332000.0,0.6716,0.5369,ESS
2020-09-30 00:00:00,1509040000.0,465438000.0,1043602000.0,57775000.0,496328000.0,136537000.0,219712000.0,632865000.0,632865000.0,601943000.0,9.14,0.6916,0.3289,0.4194,0.3989,0.2637,1003602000.0,496328000.0,9.5956,,9.6104,,9.6104,632865000.0,,632865000.0,0.6651,0.5736,ESS
2020-06-30 00:00:00,1505161000.0,455150000.0,1050011000.0,55810000.0,491430000.0,168293000.0,219178000.0,659723000.0,659723000.0,627617000.0,9.52,0.6976,0.3265,0.4383,0.417,0.2165,985767000.0,491430000.0,9.9893,,10.0069,,10.0069,659723000.0,,659723000.0,0.6549,0.6081,ESS
