Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,1496299000.0,440027000.0,1056272000.0,54785000.0,496254000.0,171454000.0,218843000.0,667708000.0,667708000.0,635434000.0,9.63,0.7059,0.3317,0.4462,0.4247,0.0571,972878000.0,496254000.0,10.1024,,10.1219,,10.1219,667708000.0,,667708000.0,0.6502,0.6217,ESS
2019-12-31 00:00:00,1460155000.0,430594000.0,1029561000.0,54262000.0,481112000.0,-16664000.0,217339000.0,464448000.0,464448000.0,439286000.0,6.67,0.7051,0.3295,0.3181,0.3008,0.3275,942060000.0,481112000.0,7.0436,,7.0541,,7.0541,464448000.0,,464448000.0,0.6452,0.6294,ESS
2019-09-30 00:00:00,1437948000.0,427053000.0,1010895000.0,55643000.0,535567000.0,-81861000.0,216808000.0,453706000.0,453706000.0,428288000.0,6.5,0.703,0.3725,0.3155,0.2978,0.4293,998470000.0,535567100.0,6.8834,,6.8921,,6.8921,453706000.0,,453706000.0,0.6944,0.5928,ESS
2019-06-30 00:00:00,1421933000.0,421863000.0,1000070000.0,54899000.0,525425000.0,-91309000.0,217108000.0,434116000.0,434116000.0,409928000.0,6.22,0.7033,0.3695,0.3053,0.2883,0.4492,987361000.0,525425100.0,6.5838,,6.5907,,6.5907,434116000.0,,434116000.0,0.6944,0.5857,ESS
2019-03-31 00:00:00,1409021000.0,420132000.0,988889000.0,52097000.0,517137000.0,-74672000.0,219274000.0,442465000.0,442465000.0,418093000.0,6.34,0.7018,0.367,0.314,0.2967,0.5431,978299000.0,517137100.0,6.7039,,6.7097,,6.7097,442465000.0,,442465000.0,0.6943,0.5777,ESS
2018-12-31 00:00:00,1400053000.0,416396000.0,983657000.0,53451000.0,511989000.0,-98390000.0,220492000.0,413599000.0,413599000.0,390153000.0,5.91,0.7026,0.3657,0.2954,0.2787,0.5867,971649000.0,511989100.0,6.2585,,6.2628,,6.2628,413599000.0,,413599000.0,0.694,0.5904,ESS
2018-09-30 00:00:00,1391959000.0,413824000.0,978135000.0,47198000.0,453091000.0,-54270000.0,221896000.0,398821000.0,398821000.0,375946000.0,5.7,0.7027,0.3255,0.2865,0.2701,0.4414,910652100.0,453091000.0,6.0395,,6.0333,,6.0333,398821000.0,,398821000.0,0.6542,0.5943,ESS
2018-06-30 00:00:00,1385411000.0,412425000.0,972986000.0,46385000.0,451863000.0,-54117000.0,222638000.0,397746000.0,397746000.0,374694000.0,5.68,0.7023,0.3262,0.2871,0.2705,0.4464,906436100.0,451863000.0,6.0238,,6.0181,,6.0181,397746000.0,,397746000.0,0.6543,0.5923,ESS
2018-03-31 00:00:00,1375750000.0,408762000.0,966988000.0,45597000.0,447838000.0,-80707000.0,223172000.0,367131000.0,367131000.0,345013000.0,5.24,0.7029,0.3255,0.2669,0.2508,0.3623,901315100.0,447838000.0,5.5655,,5.5601,,5.5601,367131000.0,,367131000.0,0.6551,0.5922,ESS
2017-12-31 00:00:00,1363899000.0,405542000.0,958357000.0,41385000.0,446522000.0,11521000.0,222894000.0,458043000.0,458043000.0,433059000.0,6.59,0.7027,0.3274,0.3358,0.3175,0.3043,894336100.0,446522000.0,6.9509,,6.958,,6.958,458043000.0,,458043000.0,0.6557,0.5643,ESS
2017-09-30 00:00:00,1347873000.0,370802000.0,977071000.0,42950000.0,439667000.0,113231000.0,222260000.0,552898000.0,552898000.0,525015000.0,8.0,0.7249,0.3262,0.4102,0.3895,0.3244,878893000.0,439667000.0,8.4042,,8.4254,,8.4254,552898000.0,,552898000.0,0.6521,0.5637,ESS
2017-06-30 00:00:00,1332675000.0,366026000.0,966649000.0,42809000.0,436410000.0,101615000.0,223015000.0,538025000.0,538025000.0,510853000.0,7.79,0.7253,0.3275,0.4037,0.3833,0.3305,866177000.0,436410000.0,8.1865,,8.2079,,8.2079,538025000.0,,538025000.0,0.65,0.5545,ESS
2017-03-31 00:00:00,1315203000.0,363840000.0,951363000.0,42170000.0,430036000.0,109018000.0,221771000.0,539054000.0,539054000.0,512107000.0,7.81,0.7234,0.327,0.4099,0.3894,0.3373,848738000.0,430036000.0,8.2064,,8.2286,,8.2286,539054000.0,,539054000.0,0.6453,0.5623,ESS
2016-12-31 00:00:00,1294001000.0,358817000.0,935184000.0,40751000.0,420800000.0,17610000.0,219654000.0,438410000.0,438410000.0,411124000.0,6.27,0.7227,0.3252,0.3388,0.3177,0.3218,833037000.0,420800000.0,6.6843,,6.6961,,6.6961,438410000.0,,438410000.0,0.6438,0.5539,ESS
2016-09-30 00:00:00,1275709000.0,382071000.0,893638000.0,37394000.0,407484100.0,-87829000.0,221153000.0,319655000.0,319655000.0,295179000.0,4.51,0.7005,0.3194,0.2506,0.2314,0.3625,823931000.0,407484000.0,4.8758,,4.8871,,4.8871,319655000.0,,319655000.0,0.6459,0.5571,ESS
2016-06-30 00:00:00,1251164000.0,376829000.0,874335000.0,38876000.0,380761100.0,-84086000.0,214513000.0,296675000.0,296675000.0,271941000.0,4.16,0.6988,0.3043,0.2371,0.2174,0.3417,803023000.0,380761000.0,4.5292,,4.5404,,4.5404,296675000.0,,296675000.0,0.6418,0.5447,ESS
2016-03-31 00:00:00,1225736000.0,370827000.0,854909000.0,38727000.0,355854100.0,-85461000.0,209747000.0,270393000.0,270393000.0,245483000.0,3.76,0.6975,0.2903,0.2206,0.2003,0.2294,782162000.0,355854000.0,4.1356,,4.1464,,4.1464,270393000.0,,270393000.0,0.6381,0.5354,ESS
2015-12-31 00:00:00,1194407000.0,363508000.0,830899000.0,40090000.0,331174100.0,-82935000.0,204827000.0,248239000.0,248239000.0,226865000.0,3.49,0.6957,0.2773,0.2078,0.1899,0.0895,752847000.0,331174000.0,3.8155,,3.8265,,3.8265,248239000.0,,248239000.0,0.6303,0.5176,ESS
2015-09-30 00:00:00,1162929000.0,359987000.0,802942000.0,43481000.0,302431000.0,-95150000.0,195930000.0,207281000.0,207281000.0,187415000.0,2.9,0.6904,0.2601,0.1782,0.1612,0.1075,709548000.0,302431000.0,3.1774,,3.1831,,3.1831,207281000.0,,207281000.0,0.6101,0.5358,ESS
2015-06-30 00:00:00,1129176000.0,353930000.0,775246000.0,43831000.0,284880000.0,-66199000.0,191707000.0,218681000.0,218681000.0,198658000.0,3.1,0.6866,0.2523,0.1937,0.1759,-0.1758,678418000.0,284880000.0,3.3836,,3.3903,,3.3903,218681000.0,,218681000.0,0.6008,0.5237,ESS
2015-03-31 00:00:00,1092802000.0,347411000.0,745391000.0,43840000.0,242268000.0,-69483000.0,183056000.0,172785000.0,172785000.0,154310000.0,2.48,0.6821,0.2217,0.1581,0.1412,-0.1774,625024000.0,242268000.0,2.6806,,2.6856,,2.6856,172785000.0,,172785000.0,0.5719,0.5161,ESS
2014-12-31 00:00:00,970938000.0,312546000.0,658392000.0,40878000.0,201514000.0,-67076000.0,164551000.0,134438000.0,134438000.0,116859000.0,2.14,0.6781,0.2075,0.1385,0.1204,-0.0681,538109000.0,201514000.0,2.3712,,2.3775,,2.3775,134438000.0,,134438000.0,0.5542,0.5081,ESS
2014-09-30 00:00:00,849492000.0,276318000.0,573174000.0,36213000.0,183205000.0,-73553000.0,149816000.0,109652000.0,109652000.0,108559000.0,2.36,0.6747,0.2157,0.1291,0.1278,-0.3161,476778000.0,183205000.0,2.1199,,2.6976,,2.1373,109652000.0,,126536000.0,0.5613,0.5157,ESS
2014-06-30 00:00:00,732567000.0,238578000.0,493989000.0,30997000.0,166966000.0,-53178000.0,133178000.0,113788000.0,113788000.0,123781000.0,3.35,0.6743,0.2279,0.1553,0.169,-0.0599,414606000.0,166966000.0,2.7011,,3.7991,,2.7158,113788000.0,,143829000.0,0.566,0.4687,ESS
2014-03-31 00:00:00,623594000.0,203316000.0,420278000.0,28028000.0,176701000.0,-38574000.0,120354000.0,138127000.0,138127000.0,147520000.0,3.94,0.674,0.2834,0.2215,0.2366,0.0607,378542000.0,176701000.0,3.2762,,4.517,,3.2907,138127000.0,,168758000.0,0.607,0.499,ESS
2013-12-31 00:00:00,610590000.0,199037000.0,411553000.0,26684000.0,188705000.0,-47823000.0,116524000.0,140882000.0,140882000.0,150811000.0,4.04,0.674,0.3091,0.2307,0.247,-0.1642,387039000.0,188705000.0,3.25,0.79,4.619,0.79,3.26,140882000.0,31173000.0,172055000.0,0.6339,0.4995,ESS
2013-09-30 00:00:00,589852000.0,191158000.0,398694000.0,27224000.0,186928000.0,-18155000.0,121237000.0,168773000.0,168773000.0,162730000.0,4.41,0.6759,0.3169,0.2861,0.2759,-0.4496,380239000.0,186928000.0,4.02,0.39,5.0157,0.39,4.02,168773000.0,16017000.0,184790000.0,0.6446,0.4632,ESS
2013-06-30 00:00:00,573494000.0,187551000.0,385943000.0,26237000.0,180731000.0,-54626000.0,117109000.0,126105000.0,126105000.0,110161000.0,3.03,0.673,0.3151,0.2199,0.1921,-0.5508,368641000.0,180731000.0,2.95,0.07,3.5507,0.07,2.96,126105000.0,3032000.0,129137000.0,0.6428,0.5034,ESS
2013-03-31 00:00:00,555240000.0,183283000.0,371957000.0,25412000.0,173610000.0,-34000000.0,112441000.0,139610000.0,139610000.0,122293000.0,3.43,0.6699,0.3127,0.2514,0.2203,-0.6297,354857000.0,173610000.0,3.37,0.05,3.9868,0.05,3.38,139610000.0,2442000.0,142052000.0,0.6391,0.5061,ESS
2012-12-31 00:00:00,535153000.0,177060000.0,358093000.0,24573000.0,167025000.0,-39372000.0,111888000.0,127653000.0,127653000.0,119812000.0,3.42,0.6691,0.3121,0.2385,0.2239,-0.4105,342396000.0,167025000.0,3.09,0.32,3.9846,0.32,3.1,127653000.0,11937000.0,139590000.0,0.6398,0.4999,ESS
