Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,6120000000.0,4179000000.0,1940000000.0,896178000.0,1046379200.0,28000000.0,-26428000.0,27205000.0,1019000000.0,235000000.0,783915000.0,293000.0,778000000.0,19.45,0.317,0.171,0.1665,0.1271,0.036,1084000000.0,1046379300.0,19.6551,19.8695,19.8695,784208000.0,778000000.0,0.1771,0.0428,POOL
2022-06-30 00:00:00,5916000000.0,4037000000.0,1878000000.0,862368000.0,1019778100.0,18000000.0,-15721000.0,17815000.0,1002000000.0,223000000.0,778523000.0,295000.0,774000000.0,19.21,0.3174,0.1724,0.1694,0.1308,0.0194,1053000000.0,1019778200.0,19.3915,19.6279,19.6279,778818000.0,774000000.0,0.178,0.0262,POOL
2022-03-31 00:00:00,5647833000.0,3884148000.0,1762685100.0,827551000.0,939476100.0,11000000.0,-9161000.0,11255000.0,928623000.0,196985000.0,730956000.0,274000.0,726695000.0,18.01,0.3121,0.1663,0.1644,0.1287,-0.0017,969888100.0,939476200.0,18.0954,18.3522,18.3522,731230000.0,726695000.0,0.1717,0.005,POOL
2021-12-31 00:00:00,5295578000.0,3678762000.0,1616816100.0,788185000.0,832784100.0,9000000.0,-6545000.0,8639000.0,824072000.0,173854000.0,650333000.0,291000.0,646350000.0,16.02,0.3053,0.1573,0.1556,0.1221,0.0521,860224100.0,832784200.0,16.0727,16.3162,16.3162,650624000.0,646350000.0,0.1624,0.0592,POOL
2021-09-30 00:00:00,5098838100.0,3565928000.0,1533910200.0,755944000.0,779242100.0,10000000.0,-8605000.0,9922000.0,769361000.0,167017000.0,601917000.0,271000.0,602523000.0,14.93,0.3008,0.1528,0.1509,0.1182,0.0664,807017100.0,779242200.0,14.7608,14.9944,14.9944,602188000.0,602523000.0,0.1583,0.0721,POOL
2021-06-30 00:00:00,4827067100.0,3406459000.0,1420608200.0,730409000.0,690199100.0,10000000.0,-9466000.0,9466000.0,680733000.0,144377000.0,536356000.0,265000.0,536621000.0,13.36,0.2943,0.143,0.141,0.1112,0.0699,719556100.0,690199200.0,13.1389,13.3577,13.3577,536621000.0,536621000.0,0.1491,0.0753,POOL
2021-03-31 00:00:00,4320080100.0,3077676000.0,1242404100.0,684934000.0,557469900.0,11000000.0,-10146000.0,10146000.0,547324000.0,113125000.0,434199000.0,282000.0,434481000.0,10.83,0.2876,0.129,0.1267,0.1006,0.1002,586835900.0,557470000.0,10.6349,10.827,10.827,434481000.0,434481000.0,0.1358,0.1053,POOL
2020-12-31 00:00:00,3936623100.0,2805721000.0,1130902100.0,659931000.0,464026900.0,13000000.0,-12353000.0,12353000.0,451674000.0,85231000.0,366443000.0,295000.0,366738000.0,9.15,0.2873,0.1179,0.1147,0.0932,0.0955,493424900.0,464027000.0,8.9744,9.1442,9.1442,366738000.0,366738000.0,0.1253,0.101,POOL
2020-09-30 00:00:00,3679596100.0,2625739100.0,1053857000.0,631438000.0,415474900.0,15000000.0,-14527000.0,14527000.0,400948000.0,75660000.0,325288000.0,300000.0,325588000.0,8.13,0.2864,0.1129,0.109,0.0885,0.1144,445005900.0,415475000.0,7.9772,8.1298,8.1298,325588000.0,325588000.0,0.1209,0.1208,POOL
2020-06-30 00:00:00,3438867100.0,2455777100.0,983090000.0,604364000.0,371781900.0,,-18164000.0,18164000.0,353618000.0,67893000.0,285725000.0,290000.0,286015000.0,7.15,0.2859,0.1081,0.1028,0.0832,0.115,401432900.0,371782000.0,7.0069,7.153,7.153,286015000.0,286015000.0,0.1167,0.1229,POOL
2020-03-31 00:00:00,3279349100.0,2339426100.0,939923000.0,594531000.0,338448000.0,,-21945000.0,21945000.0,316503000.0,56938000.0,259565000.0,285000.0,259850000.0,6.51,0.2866,0.1032,0.0965,0.0792,0.0777,368035000.0,338448100.0,6.3538,6.5105,6.5105,259850000.0,259850000.0,0.1122,0.0883,POOL
2019-12-31 00:00:00,3199517100.0,2274592100.0,924925000.0,583679000.0,341246000.0,,-23772000.0,23772000.0,317474000.0,56161000.0,261313000.0,262000.0,261575000.0,6.57,0.2891,0.1067,0.0992,0.0818,0.083,370520000.0,341246100.0,6.401,6.5668,6.5668,261575000.0,261575000.0,0.1158,0.0934,POOL
2019-09-30 00:00:00,3160365900.0,2237048100.0,923317800.0,581900000.0,341417900.0,,-24985000.0,24985000.0,316433000.0,56354000.0,260079000.0,285000.0,260364000.0,6.54,0.2922,0.108,0.1001,0.0824,0.0886,370122900.0,341417900.0,6.3831,6.5503,6.5503,260364000.0,260364000.0,0.1171,0.0983,POOL
2019-06-30 00:00:00,3073176900.0,2172787100.0,900389800.0,571175000.0,329214900.0,,-24418000.0,24418000.0,304797000.0,54967000.0,249830000.0,270000.0,250100000.0,6.26,0.293,0.1071,0.0992,0.0814,0.0738,357574900.0,329214900.0,6.0942,6.2722,6.2722,250100000.0,250100000.0,0.1164,0.0823,POOL
2019-03-31 00:00:00,3009652900.0,2130922100.0,878730800.0,559997000.0,318733900.0,,-23985000.0,23985000.0,294749000.0,59251000.0,235498000.0,261000.0,235759000.0,5.85,0.292,0.1059,0.0979,0.0783,0.0558,346903900.0,318733900.0,5.6769,5.8667,5.8667,235759000.0,235759000.0,0.1153,0.0637,POOL
2018-12-31 00:00:00,2998096900.0,2127924100.0,870172800.0,556284000.0,313888900.0,,-20896000.0,20896000.0,292993000.0,58774000.0,234219000.0,242000.0,234461000.0,5.8,0.2902,0.1047,0.0977,0.0782,0.029,341803900.0,313888900.0,5.6235,5.8163,5.8163,234461000.0,234461000.0,0.114,0.0396,POOL
2018-09-30 00:00:00,2965198000.0,2110069000.0,855129100.0,549950100.0,305178900.0,,-18030000.0,18030000.0,287149000.0,44019000.0,243130000.0,185000.0,243315000.0,6.02,0.2884,0.1029,0.0968,0.0821,0.0286,332731900.0,305178900.0,5.8361,6.0397,6.0397,243315000.0,243315000.0,0.1122,0.0386,POOL
2018-06-30 00:00:00,2897288000.0,2060556000.0,836732100.0,541962100.0,294769900.0,,-17108000.0,17108000.0,277662000.0,54992000.0,222670000.0,167000.0,222837000.0,5.51,0.2888,0.1017,0.0958,0.0769,0.0519,321960900.0,294769900.0,5.3348,5.5261,5.5261,222837000.0,222837000.0,0.1111,0.0621,POOL
2018-03-31 00:00:00,2827647000.0,2009906000.0,817741100.0,530827100.0,286913900.0,,-15069000.0,15069000.0,271845000.0,71584000.0,200261000.0,147000.0,200691000.0,4.92,0.2892,0.1015,0.0961,0.071,0.0455,313485900.0,286913900.0,4.7367,4.9209,4.9209,200408000.0,200408000.0,0.1109,0.0579,POOL
2017-12-31 00:00:00,2788188000.0,1982899000.0,805289100.0,520918100.0,284370900.0,,-15189000.0,15189000.0,269182000.0,77982000.0,191200000.0,139000.0,191633000.0,4.68,0.2888,0.102,0.0965,0.0687,0.0487,310095900.0,284370900.0,4.5075,4.6852,4.6852,191339000.0,191339000.0,0.1112,0.0629,POOL
2017-09-30 00:00:00,2723240000.0,1935571900.0,787668200.0,510813000.0,276855100.0,,-16135000.0,16135000.0,260720000.0,92639000.0,168081000.0,164000.0,168582000.0,4.1,0.2892,0.1017,0.0957,0.0619,0.034,301603100.0,276855100.0,3.9501,4.1048,4.1048,168245000.0,168245000.0,0.1108,0.0493,POOL
2017-06-30 00:00:00,2671268000.0,1900654900.0,770613200.0,501520000.0,269093100.0,,-15115000.0,15115000.0,253978000.0,90267000.0,163711000.0,172000.0,164333000.0,3.96,0.2885,0.1007,0.0951,0.0615,0.0355,292952100.0,269093100.0,3.8245,3.9621,3.9621,163883000.0,163883000.0,0.1097,0.0516,POOL
2017-03-31 00:00:00,2601994000.0,1850308900.0,751685200.0,494358000.0,257327100.0,,-15164000.0,15164000.0,242163000.0,87822000.0,154341000.0,169000.0,154865000.0,3.69,0.2889,0.0989,0.0931,0.0595,0.051,280151100.0,257327100.0,3.5988,3.702,3.702,154510000.0,154510000.0,0.1077,0.0664,POOL
2016-12-31 00:00:00,2570803000.0,1829715900.0,741087200.0,485228000.0,255859100.0,,-14481000.0,14481000.0,241378000.0,92931000.0,148447000.0,156000.0,148955000.0,3.54,0.2883,0.0995,0.0939,0.0579,0.051,277836100.0,255859100.0,3.4572,3.5489,3.5489,148603000.0,148603000.0,0.1081,0.0643,POOL
2016-09-30 00:00:00,2540642900.0,1809038100.0,731604800.0,479510000.0,252094800.0,,-11658000.0,11658000.0,240437000.0,91892000.0,148545000.0,65000.0,148825000.0,3.54,0.288,0.0992,0.0946,0.0586,0.0681,273099800.0,252094900.0,3.4456,3.5379,3.5379,148610000.0,148610000.0,0.1075,0.0831,POOL
