Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,4701000000.0,3331000000.0,1371000000.0,858764000.0,568156100.0,-27000000.0,19000000.0,466000000.0,60000000.0,406656000.0,407000000.0,6.87,0.2916,0.1209,0.0991,0.0866,0.107,658000000.0,568156000.0,6.8693,7.1285,7.1285,406656000.0,407000000.0,0.14,0.1318,EPAM
2022-06-30 00:00:00,4463000000.0,3150000000.0,1313000000.0,828743000.0,532053000.0,-38000000.0,14000000.0,410000000.0,45000000.0,366258000.0,367000000.0,6.19,0.2942,0.1192,0.0919,0.0822,0.1026,634000000.0,532052900.0,6.1938,6.4523,6.4523,366258000.0,367000000.0,0.1421,0.1293,EPAM
2022-03-31 00:00:00,4149366000.0,2859728000.0,1289638000.0,748126000.0,564307100.0,36887000.0,10000000.0,524161000.0,63490000.0,462325000.0,462671000.0,7.9,0.3108,0.136,0.1263,0.1115,0.1036,656728000.0,564307000.0,7.8218,8.1582,8.1582,462325000.0,462671000.0,0.1583,0.1334,EPAM
2021-12-31 00:00:00,3758141000.0,2530056000.0,1228085000.0,647238000.0,542316000.0,19560000.0,7000000.0,533085000.0,52368000.0,481652000.0,481717000.0,8.32,0.3268,0.1443,0.1418,0.1282,0.131,656786000.0,542315900.0,8.1548,8.5232,8.5232,481652000.0,481717000.0,0.1748,0.1607,EPAM
2021-09-30 00:00:00,3374634000.0,2244848000.0,1128786000.0,585228000.0,488641900.0,2587000.0,5714000.0,475105000.0,50849000.0,424912000.0,425256000.0,7.45,0.3345,0.1448,0.1408,0.126,0.1155,580557900.0,488642000.0,7.2085,7.5406,7.5406,424912000.0,425256000.0,0.172,0.1372,EPAM
2021-06-30 00:00:00,3037877000.0,1992236000.0,1045641000.0,533758000.0,440913900.0,3155000.0,6531000.0,444069000.0,45381000.0,398688000.0,398688000.0,7.1,0.3442,0.1451,0.1462,0.1312,0.1167,511882900.0,440914000.0,6.7806,7.0993,7.0993,398688000.0,398688000.0,0.1685,0.1372,EPAM
2021-03-31 00:00:00,2788894000.0,1828048000.0,960846000.0,496039000.0,399065900.0,-2082000.0,6479000.0,396984000.0,46343000.0,350641000.0,350641000.0,6.27,0.3445,0.1431,0.1423,0.1257,0.1589,464806900.0,399066000.0,5.9812,6.2645,6.2645,350641000.0,350641000.0,0.1667,0.1771,EPAM
2020-12-31 00:00:00,2659478000.0,1732522000.0,926956000.0,484758000.0,379323900.0,-845000.0,,378479000.0,51319000.0,327160000.0,327160000.0,5.88,0.3485,0.1426,0.1423,0.123,0.1788,442197900.0,379324000.0,5.5976,5.8708,5.8708,327160000.0,327160000.0,0.1663,0.2047,EPAM
2020-09-30 00:00:00,2568760100.0,1676798900.0,891961200.0,480828000.0,352076200.0,9180000.0,8849000.0,361256000.0,45111000.0,316145000.0,316145000.0,5.7,0.3472,0.1371,0.1406,0.1231,0.1605,411133200.0,352076100.0,5.428,5.6992,5.6992,316145000.0,316145000.0,0.1601,0.1984,EPAM
2020-06-30 00:00:00,2504620100.0,1630935900.0,873684200.0,483184000.0,336245200.0,1016000.0,7095000.0,337261000.0,43546000.0,293715000.0,293715000.0,5.32,0.3488,0.1342,0.1347,0.1173,0.135,390500200.0,336245100.0,5.0606,5.3198,5.3198,293715000.0,293715000.0,0.1559,0.1809,EPAM
2020-03-31 00:00:00,2423824100.0,1567310900.0,856513200.0,480755000.0,325701200.0,5994000.0,4278000.0,331695000.0,45827000.0,285868000.0,285868000.0,5.19,0.3534,0.1344,0.1368,0.1179,0.0973,375758200.0,325701100.0,4.937,5.1986,5.1986,285868000.0,285868000.0,0.155,0.1448,EPAM
2019-12-31 00:00:00,2293798100.0,1488197900.0,805600200.0,457433000.0,302850200.0,-3324000.0,2330000.0,299526000.0,38469000.0,261057000.0,261057000.0,4.76,0.3512,0.132,0.1306,0.1138,0.082,348167200.0,302850100.0,4.5269,4.7709,4.7709,261057000.0,261057000.0,0.1518,0.1253,EPAM
2019-09-30 00:00:00,2165954000.0,1397160000.0,768793900.0,429881000.0,296374900.0,-2878000.0,,293497000.0,46999000.0,246498000.0,246498000.0,4.52,0.3549,0.1368,0.1355,0.1138,0.1032,338912900.0,296374900.0,4.2939,4.5251,4.5251,246498000.0,246498000.0,0.1565,0.132,EPAM
