Date,Revenue,Cost of Revenue,Gross Profit,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,7071300000.0,4554300000.0,2517000100.0,850400200.0,-190100000.0,190100000.0,660300000.0,-59200000.0,719500000.0,681000000.0,3.6,0.3559,0.1203,0.0934,0.0963,0.1792,1386700100.0,850400400.0,3.7381,3.8256,3.8256,719500000.0,719499900.0,0.1961,0.1974,AJG
2019-12-31 00:00:00,7195000000.0,4692300000.0,2502700100.0,805900200.0,-179800000.0,179800000.0,626100000.0,-89700000.0,715800000.0,668800000.0,3.58,0.3478,0.112,0.087,0.093,0.1463,1280300100.0,805900400.0,3.7654,3.8484,3.8484,715800000.0,715799900.0,0.1779,0.1655,AJG
2019-09-30 00:00:00,7131000000.0,4748300000.0,2382700300.0,759199800.0,-173900000.0,168200000.0,585300000.0,-152700000.0,738000000.0,687600000.0,3.7,0.3341,0.1065,0.0821,0.0964,0.1246,1213799600.0,759199600.0,3.9016,3.986,3.986,738000000.0,738000000.0,0.1702,0.1444,AJG
2019-06-30 00:00:00,7084300000.0,4786700000.0,2297600300.0,719099900.0,-158300000.0,158300000.0,560800000.0,-178500000.0,739300000.0,689100000.0,3.72,0.3243,0.1015,0.0792,0.0973,0.1037,1160599800.0,719099700.0,3.9236,4.0051,4.0051,739300000.0,739300000.0,0.1638,0.123,AJG
2019-03-31 00:00:00,7086900000.0,4854900000.0,2232000300.0,706200100.0,-147300000.0,147300000.0,558900000.0,-182700000.0,741600000.0,693900000.0,3.76,0.3149,0.0996,0.0789,0.0979,0.1064,1136900000.0,706199900.0,3.9508,4.0299,4.0299,741600000.0,741600000.0,0.1604,0.1251,AJG
2018-12-31 00:00:00,6934000000.0,4842300000.0,2091700300.0,617800000.0,-138400000.0,138400000.0,479400000.0,-196500000.0,675900000.0,633500000.0,3.46,0.3017,0.0891,0.0691,0.0914,0.0924,1036799800.0,617799800.0,3.6299,3.6995,3.6995,675900000.0,675900000.0,0.1495,0.1103,AJG
2018-09-30 00:00:00,6796000000.0,4756700000.0,2039299800.0,598500200.0,-133100000.0,133100000.0,465400000.0,-161200000.0,626600000.0,587700000.0,3.41,0.3001,0.0881,0.0685,0.0865,0.0941,1004300000.0,598500500.0,3.3739,3.4368,3.4368,626600000.0,626600000.0,0.1478,0.1127,AJG
2018-06-30 00:00:00,6611200000.0,4614100000.0,1997099700.0,579800100.0,-127800000.0,127800000.0,452000000.0,-154300000.0,606300000.0,571100000.0,3.43,0.3021,0.0877,0.0684,0.0864,0.118,979499900.0,579800400.0,3.2801,3.3361,3.3361,606300000.0,606300000.0,0.1482,0.1371,AJG
2018-03-31 00:00:00,6440300000.0,4511600000.0,1928699700.0,528000000.0,-125500000.0,125500000.0,402500000.0,-158400000.0,560900000.0,526200000.0,3.77,0.2995,0.082,0.0625,0.0817,0.0761,918799800.0,528000300.0,3.0445,3.0931,3.0931,560900000.0,560900000.0,0.1427,0.0964,AJG
2017-12-31 00:00:00,6249000000.0,4383300000.0,1865699800.0,483900100.0,-124100000.0,124100000.0,359800000.0,-157100000.0,516900000.0,481300000.0,2.57,0.2986,0.0774,0.0576,0.077,0.116,869700000.0,483900400.0,2.8386,2.87,2.87,516900000.0,516900000.0,0.1392,0.1367,AJG
2017-09-30 00:00:00,6200300000.0,4261600000.0,1938700100.0,497299700.0,-121200000.0,121200000.0,376100000.0,-148600000.0,524700000.0,487300000.0,2.52,0.3127,0.0802,0.0607,0.0786,0.1131,875799700.0,497299600.0,2.9005,2.926,2.926,524700000.0,524700000.0,0.1413,0.1409,AJG
2017-06-30 00:00:00,6088900000.0,4206000000.0,1882900300.0,512399900.0,-118300000.0,118300000.0,394100000.0,-142900000.0,537000000.0,499100000.0,2.49,0.3092,0.0842,0.0647,0.082,0.0987,879699900.0,512399800.0,2.9839,3.0059,3.0059,537000000.0,537000000.0,0.1445,0.1283,AJG
2017-03-31 00:00:00,6026500000.0,4098000000.0,1928500300.0,591400000.0,-113900000.0,113900000.0,477500000.0,-136900000.0,614400000.0,579100000.0,2.38,0.32,0.0981,0.0792,0.0961,0.063,952000000.0,591399900.0,3.4259,3.4484,3.4484,614400000.0,614400000.0,0.158,0.0938,AJG
2016-12-31 00:00:00,5680500000.0,3945800000.0,1734700200.0,443400000.0,-109800000.0,109800000.0,333600000.0,-96700000.0,430300000.0,396800000.0,2.33,0.3054,0.0781,0.0587,0.0699,0.076,794200000.0,443399900.0,2.4119,2.4228,2.4228,430300000.0,430300000.0,0.1398,0.1144,AJG
2016-09-30 00:00:00,5544700000.0,3909000000.0,1635699800.0,423799400.0,-107300000.0,107300000.0,316500000.0,-95700000.0,412200000.0,381600000.0,2.15,0.295,0.0764,0.0571,0.0688,0.1014,779099400.0,423799500.0,2.3254,2.3372,2.3372,412200000.0,412200000.0,0.1405,0.1314,AJG
2016-06-30 00:00:00,5517200000.0,3856500000.0,1660699700.0,431699300.0,-104400000.0,104400000.0,327300000.0,-95400000.0,422700000.0,392100000.0,2.22,0.301,0.0782,0.0593,0.0711,0.1034,779999300.0,431699400.0,2.3918,2.4036,2.4036,422700000.0,422700000.0,0.1414,0.1318,AJG
2016-03-31 00:00:00,5461500000.0,3822400000.0,1639099800.0,421499300.0,-103200000.0,103200000.0,318300000.0,-96300000.0,414600000.0,381400000.0,2.19,0.3001,0.0772,0.0583,0.0698,0.097,763499300.0,421499400.0,2.3782,2.3911,2.3911,414600000.0,414600000.0,0.1398,0.1232,AJG
2015-12-31 00:00:00,5392400000.0,3780400000.0,1611999800.0,396499300.0,-103000000.0,103000000.0,293500000.0,-95600000.0,389100000.0,356800000.0,2.06,0.2989,0.0735,0.0544,0.0662,0.1089,730699300.0,396499400.0,2.2464,2.2597,2.2597,389100000.0,389100000.0,0.1355,0.1272,AJG
2015-09-30 00:00:00,5302900000.0,3728100000.0,1574800000.0,397499900.0,-102900000.0,102900000.0,294600000.0,-81000000.0,375600000.0,346000000.0,2.03,0.297,0.075,0.0556,0.0652,0.0776,711499900.0,397499900.0,2.1901,2.2035,2.2035,375600000.0,375600000.0,0.1342,0.0952,AJG
2015-06-30 00:00:00,5134900000.0,3595100000.0,1539800100.0,387499900.0,-103200000.0,103200000.0,284300000.0,-51700000.0,336000000.0,306300000.0,1.85,0.2999,0.0755,0.0554,0.0597,0.0423,692499900.0,387499900.0,2.0204,2.0352,2.0352,336000000.0,336000000.0,0.1349,0.0589,AJG
2015-03-31 00:00:00,4942800000.0,3473700000.0,1469100000.0,366099900.0,-98400000.0,98400000.0,267700000.0,-34400000.0,302100000.0,276000000.0,1.74,0.2972,0.0741,0.0542,0.0558,0.0782,648299900.0,366099900.0,1.8911,1.9069,1.9069,302100000.0,302100000.0,0.1312,0.0942,AJG
2014-12-31 00:00:00,4626500000.0,3226500000.0,1400000000.0,380499900.0,-89000000.0,89000000.0,291500000.0,-36000000.0,327500000.0,303400000.0,1.98,0.3026,0.0822,0.063,0.0656,0.0768,639399900.0,380499900.0,2.1225,2.1419,2.1419,327500000.0,327500000.0,0.1382,0.0944,AJG
2014-09-30 00:00:00,4271300100.0,2957400000.0,1313900100.0,405000100.0,-77200000.0,77200000.0,327800000.0,-21000000.0,348800000.0,311900000.0,2.11,0.3076,0.0948,0.0767,0.073,0.0629,640600100.0,405000200.0,2.3528,2.3774,2.3774,348800000.0,348800000.0,0.15,0.0824,AJG
2014-06-30 00:00:00,3820300100.0,2626000000.0,1194300000.0,382300100.0,-64400000.0,64400000.0,317900000.0,-4200000.0,322100000.0,292900000.0,2.1,0.3126,0.1001,0.0832,0.0767,0.1104,590100100.0,382300200.0,2.2938,2.3198,2.3198,322100000.0,322100000.0,0.1545,0.1365,AJG
2014-03-31 00:00:00,3420500100.0,2317600000.0,1102900000.0,358500000.0,-55100000.0,55100000.0,303400000.0,1500000.0,301900000.0,277400000.0,2.12,0.3224,0.1048,0.0887,0.0811,0.0881,549600000.0,358500100.0,2.2889,2.3174,2.3174,301900000.0,301900000.0,0.1607,0.1185,AJG
2013-12-31 00:00:00,3179600100.0,2122300000.0,1057300000.0,341100000.0,-50100000.0,50100000.0,291000000.0,6400000.0,284600000.0,268600000.0,2.07,0.3325,0.1073,0.0915,0.0845,0.0877,519700000.0,341100100.0,2.1809,2.2079,2.2079,284600000.0,284600000.0,0.1634,0.1172,AJG
2013-09-30 00:00:00,2962600000.0,1941700000.0,1020900000.0,317700100.0,-47100000.0,47100000.0,270600000.0,28500000.0,242100000.0,242100000.0,1.89,0.3446,0.1072,0.0913,0.0817,0.1207,482700100.0,317700100.0,1.8773,1.9003,1.9003,242100000.0,242100000.0,0.1629,0.1493,AJG
2013-06-30 00:00:00,2777200000.0,1783900000.0,993300000.0,306100100.0,-44700000.0,44700000.0,261400000.0,32200000.0,229200000.0,229200000.0,1.82,0.3577,0.1102,0.0941,0.0825,0.1057,462500100.0,306100100.0,1.8047,1.8268,1.8268,229200000.0,229200000.0,0.1665,0.1274,AJG
2013-03-31 00:00:00,2647600000.0,1684900000.0,962700000.0,298700100.0,-43600000.0,43600000.0,255100000.0,47700000.0,207400000.0,207400000.0,1.69,0.3636,0.1128,0.0964,0.0783,0.1498,448700100.0,298700100.0,1.6709,1.6913,1.6913,207400000.0,207400000.0,0.1695,0.1676,AJG
2012-12-31 00:00:00,2520300000.0,1605000000.0,915300000.0,288300100.0,-43000000.0,43000000.0,245300000.0,50300000.0,195000000.0,195000000.0,1.61,0.3632,0.1144,0.0973,0.0774,0.1159,428700100.0,288300100.0,1.5918,1.6115,1.6115,195000000.0,195000000.0,0.1701,0.1361,AJG
