Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2017-06-30 00:00:00,2550424000.0,942748000.0,1607676000.0,108985000.0,802222100.0,-283250000.0,393214000.0,518972000.0,518972000.0,454733000.0,2.95,0.6304,0.3145,0.2035,0.1783,-0.0568,1495126100.0,802222100.0,3.3658,,3.3712,,3.3712,518972000.0,,518972000.0,0.5862,0.3196,BXP
2017-03-31 00:00:00,2517063000.0,929806000.0,1587257000.0,107262000.0,781656100.0,-312337000.0,403074000.0,469319000.0,469319000.0,417621000.0,2.71,0.6306,0.3105,0.1865,0.1659,0.0174,1475816200.0,781656100.0,3.0464,,3.0517,,3.0517,469319000.0,,469319000.0,0.5863,0.3677,BXP
2016-12-31 00:00:00,2550820000.0,921234000.0,1629586000.0,105229000.0,825784100.0,-255807000.0,412849000.0,569977000.0,569977000.0,502285000.0,3.26,0.6388,0.3237,0.2234,0.1969,0.0776,1520187100.0,825784100.0,3.7018,,3.7081,,3.7081,569977000.0,,569977000.0,0.596,0.4056,BXP
2016-09-30 00:00:00,2538999100.0,913930000.0,1625069100.0,104236000.0,836562100.0,-264741000.0,421131000.0,571821100.0,571821100.0,492979000.0,3.21,0.64,0.3295,0.2252,0.1942,0.1778,1517393100.0,836562100.0,3.7147,,3.7222,,3.7222,571821100.0,,571821000.0,0.5976,0.368,BXP
2016-06-30 00:00:00,2543655100.0,905173000.0,1638482100.0,100015000.0,906707100.0,-83119000.0,425217000.0,823588100.0,823588100.0,600308000.0,3.91,0.6441,0.3565,0.3238,0.236,0.2315,1536805100.0,906707100.0,5.3529,,5.3618,,5.3618,823588100.0,,823588000.0,0.6042,0.3697,BXP
2016-03-31 00:00:00,2538330100.0,902216000.0,1636114100.0,96881000.0,893509100.0,-86539000.0,428748000.0,806970100.0,806970100.0,583171000.0,3.8,0.6446,0.352,0.3179,0.2297,0.3258,1538276100.0,893509100.0,5.245,,5.2546,,5.2546,806970100.0,,806970000.0,0.606,0.3731,BXP
2015-12-31 00:00:00,2490821100.0,904336000.0,1586485100.0,96319000.0,849365100.0,-49447000.0,432196000.0,799918100.0,799918100.0,572606000.0,3.74,0.6369,0.341,0.3211,0.2299,0.3091,1488907100.0,849365100.0,5.1996,,5.2122,,5.2122,799918100.0,,799918000.0,0.5978,0.3209,BXP
2015-09-30 00:00:00,2480288200.0,898422000.0,1581866200.0,95191000.0,847734200.0,-3129000.0,443922000.0,844605100.0,844605100.0,609550000.0,3.98,0.6378,0.3418,0.3405,0.2458,0.3472,1485246100.0,847734100.0,5.4946,,5.5073,,5.5073,844605100.0,,844605000.0,0.5988,0.3366,BXP
2015-06-30 00:00:00,2469207200.0,893265000.0,1575942200.0,96836000.0,834787200.0,-162478000.0,448503000.0,672309100.0,672309100.0,553192000.0,3.61,0.6382,0.3381,0.2723,0.224,0.3601,1476529100.0,834787100.0,4.3775,,4.3886,,4.3886,672309100.0,,672309000.0,0.598,0.336,BXP
2015-03-31 00:00:00,2440780200.0,880267000.0,1560513200.0,97823000.0,831134200.0,-163663000.0,450946000.0,667471100.0,667471100.0,550259000.0,3.59,0.6394,0.3405,0.2735,0.2254,0.2566,1459660100.0,831134100.0,4.3484,,4.3586,,4.3586,667471100.0,,667471000.0,0.598,0.3166,BXP
2014-12-31 00:00:00,2396998200.0,864526000.0,1532472200.0,98937000.0,801822100.0,-275765000.0,455743000.0,526057000.0,526057000.0,433111000.0,2.82,0.6393,0.3345,0.2195,0.1807,0.2154,1430395000.0,801822000.0,3.4314,,3.4363,,3.4363,526057000.0,,526057000.0,0.5967,0.2902,BXP
2014-09-30 00:00:00,2359490200.0,851986000.0,1507504200.0,96421000.0,787965100.0,-393938000.0,458973000.0,394027000.0,394027000.0,347091000.0,2.26,0.6389,0.334,0.167,0.1471,0.0745,1409517000.0,787964900.0,2.5032,,2.7482,,2.5053,394026900.0,,420944000.0,0.5974,0.2955,BXP
2014-06-30 00:00:00,2312168200.0,835090000.0,1477078200.0,98673000.0,759915100.0,-434552000.0,467838000.0,325363000.0,325363000.0,372044000.0,2.43,0.6388,0.3287,0.1407,0.1609,0.1512,1378415000.0,759914900.0,1.9982,,2.8805,,1.9993,325362900.0,,440405000.0,0.5962,0.3253,BXP
2014-03-31 00:00:00,2232407200.0,808482000.0,1423925200.0,99718000.0,727015100.0,5893000.0,460001000.0,732907900.0,732907900.0,747934000.0,4.88,0.6378,0.3257,0.3283,0.335,0.0456,1325491000.0,727014900.0,4.2924,,5.5893,,4.3028,732907900.0,118357000.0,851265000.0,0.5937,0.2978,BXP
2013-12-31 00:00:00,2135539200.0,771403000.0,1364136200.0,115329000.0,678120200.0,25528000.0,446880000.0,703648000.0,703648000.0,741754000.0,4.85,0.6388,0.3175,0.3295,0.3473,-0.0332,1243517100.0,678120000.0,4.05,0.81,5.5285,0.81,4.06,703648000.0,137792000.0,841440000.0,0.5823,0.3643,BXP
2013-09-30 00:00:00,2024804100.0,730227000.0,1294577100.0,116500000.0,645872100.0,47521000.0,428548000.0,693392900.0,693392900.0,718336000.0,4.7,0.6394,0.319,0.3424,0.3548,-0.1504,1176410200.0,645872000.0,3.98,0.7,5.3446,0.71,3.99,693393000.0,118343000.0,811736000.0,0.581,0.3604,BXP
2013-06-30 00:00:00,1920003100.0,696938000.0,1223065100.0,113276000.0,619810100.0,55244000.0,411405000.0,675053900.0,675053900.0,622908000.0,4.08,0.637,0.3228,0.3516,0.3244,-0.2934,1107709200.0,619810000.0,3.87,0.19,4.6608,0.2,3.88,675054000.0,31768000.0,706822000.0,0.5769,0.3368,BXP
2013-03-31 00:00:00,1881319100.0,681373000.0,1199946100.0,108026000.0,624756100.0,-356069000.0,408166000.0,268687000.0,268687000.0,289050000.0,1.92,0.6378,0.3321,0.1428,0.1536,-0.1247,1090126200.0,624756000.0,1.51,0.39,2.2181,0.4,1.52,268687000.0,65548000.0,334235000.0,0.5794,0.378,BXP
2012-12-31 00:00:00,1847186100.0,667208000.0,1179978100.0,90129000.0,640321100.0,-354865000.0,410970000.0,285456000.0,285456000.0,289650000.0,2.04,0.6388,0.3466,0.1545,0.1568,-0.3406,1094365200.0,640321000.0,1.64,0.28,2.2125,0.28,1.65,285456000.0,46683000.0,332139000.0,0.5924,0.3481,BXP
