Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,3051320000.0,1107420000.0,1942399900.0,144027000.0,1050670000.0,111198000.0,420547000.0,1088146000.0,1088146000.0,910788000.0,5.8,0.6366,0.3443,0.3566,0.2985,-0.017,1781787000.0,1050670100.0,6.9328,,6.948,,6.948,1088146000.0,,1087384000.0,0.5839,0.4125,BXP
2022-06-30 00:00:00,2990853000.0,1079397000.0,1909955900.0,146068000.0,1028103900.0,-147647000.0,414495000.0,806735000.0,806735000.0,658870000.0,4.2,0.6386,0.3437,0.2697,0.2203,-0.0626,1747766900.0,1028104000.0,5.1449,,5.156,,5.156,806735000.0,,806735000.0,0.5844,0.3977,BXP
2022-03-31 00:00:00,2930233000.0,1049804000.0,1879428900.0,149808000.0,993473900.0,-239010000.0,416672000.0,680742000.0,680742000.0,547584000.0,3.5,0.6414,0.339,0.2323,0.1869,0.1107,1713650900.0,993474000.0,4.3472,,4.3556,,4.3556,680742000.0,,680742000.0,0.5848,0.4097,BXP
2021-12-31 00:00:00,2888621000.0,1034149000.0,1854471900.0,151573000.0,968039900.0,-262386000.0,423346000.0,631932000.0,631932000.0,496161000.0,3.18,0.642,0.3351,0.2188,0.1718,0.0561,1688891900.0,968040000.0,4.041,,4.0478,,4.0478,631932000.0,,631932000.0,0.5847,0.3923,BXP
2021-09-30 00:00:00,2822647000.0,1029738000.0,1792909000.0,148977000.0,920682100.0,-487130000.0,432006000.0,433552000.0,433552000.0,320312000.0,2.05,0.6352,0.3262,0.1536,0.1135,0.0075,1632285100.0,920682000.0,2.7658,,2.7688,,2.7688,433552000.0,,433552000.0,0.5783,0.4114,BXP
2021-06-30 00:00:00,2785859000.0,1028936000.0,1756923000.0,142279000.0,906041100.0,-493679000.0,437205000.0,412362000.0,412362000.0,301869000.0,1.94,0.6307,0.3252,0.148,0.1084,0.0595,1604982100.0,906041000.0,2.635,,2.6357,,2.6357,412362000.0,,412362000.0,0.5761,0.4175,BXP
2021-03-31 00:00:00,2726825000.0,1019997000.0,1706828000.0,141617000.0,862848100.0,-293156000.0,438028000.0,569692000.0,569692000.0,456355000.0,2.93,0.6259,0.3164,0.2089,0.1674,0.1392,1555984100.0,862848000.0,3.6539,,3.6524,,3.6524,569692000.0,,569692000.0,0.5706,0.4158,BXP
2020-12-31 00:00:00,2765686000.0,1030344000.0,1735342000.0,133112000.0,905322100.0,113369000.0,431717000.0,1018691000.0,1018691000.0,862227000.0,5.54,0.6275,0.3273,0.3683,0.3118,0.239,1591307100.0,905322000.0,6.5503,,6.5539,,6.5539,1018691000.0,,1018691000.0,0.5754,0.4183,BXP
2020-09-30 00:00:00,2858098000.0,1050209100.0,1807889000.0,134856000.0,1075808000.0,93987000.0,523615000.0,1169795000.0,1169795000.0,994379000.0,6.4,0.6325,0.3764,0.4093,0.3479,0.2119,1763701000.0,1075808000.0,7.5327,,7.5413,,7.5413,1169795000.0,,1169795000.0,0.6171,0.4002,BXP
2020-06-30 00:00:00,2908383000.0,1063130100.0,1845253000.0,138141000.0,1110717000.0,82388000.0,519093000.0,1193105000.0,1193105000.0,1012296000.0,6.52,0.6345,0.3819,0.4102,0.3481,0.1558,1798085000.0,1110717000.0,7.6874,,7.6974,,7.6974,1193105000.0,,1193105000.0,0.6182,0.4022,BXP
2020-03-31 00:00:00,2987351000.0,1088421100.0,1898930000.0,135469000.0,1167839100.0,-69853000.0,514308000.0,1097986100.0,1097986100.0,910425000.0,5.87,0.6357,0.3909,0.3675,0.3048,0.1075,1854493100.0,1167839100.0,7.0798,,7.0923,,7.0923,1097986100.0,,1097986000.0,0.6208,0.3847,BXP
2019-12-31 00:00:00,2960562000.0,1084014100.0,1876548000.0,140777000.0,1021599100.0,-369600000.0,513726000.0,651999100.0,651999100.0,511034000.0,3.3,0.6338,0.3451,0.2202,0.1726,0.0488,1701775100.0,1021599100.0,4.2095,,4.2178,,4.2178,651999100.0,,651999000.0,0.5748,0.399,BXP
2019-09-30 00:00:00,2908218000.0,1068041000.0,1840176900.0,135663000.0,882293100.0,-221062000.0,410215000.0,661231000.0,661231000.0,518721000.0,3.35,0.6328,0.3034,0.2274,0.1784,0.1406,1557420100.0,882293000.0,4.2708,,4.279,,4.279,661231000.0,,661231000.0,0.5355,0.4124,BXP
2019-06-30 00:00:00,2850949000.0,1050512000.0,1800436900.0,134193000.0,851426100.0,-181120000.0,399110000.0,670306000.0,670306000.0,530068000.0,3.42,0.6315,0.2986,0.2351,0.1859,0.1943,1518079100.0,851426000.0,4.3303,,4.3385,,4.3385,670306000.0,,670306000.0,0.5325,0.4051,BXP
2019-03-31 00:00:00,2781692000.0,1029992000.0,1751699900.0,127590000.0,830662000.0,-203252000.0,388957000.0,627409900.0,627409900.0,494431000.0,3.19,0.6297,0.2986,0.2255,0.1777,0.1551,1475713000.0,830661900.0,4.0554,,4.0619,,4.0619,627409900.0,,627410000.0,0.5305,0.4068,BXP
2018-12-31 00:00:00,2717076000.0,1013014000.0,1704061900.0,121722000.0,913685000.0,-201122000.0,378168000.0,712562900.0,712562900.0,572347000.0,3.7,0.6272,0.3363,0.2623,0.2106,0.1881,1559334000.0,913684900.0,4.6066,,4.6142,,4.6142,712562900.0,,712563000.0,0.5739,0.4233,BXP
2018-09-30 00:00:00,2667148000.0,993762000.0,1673386000.0,123435000.0,906606100.0,-247081000.0,369562000.0,659525000.0,659525000.0,527630000.0,3.41,0.6274,0.3399,0.2473,0.1978,0.0763,1541075100.0,906606000.0,4.2652,,4.2717,,4.2717,659525000.0,,659525000.0,0.5778,0.4115,BXP
2018-06-30 00:00:00,2638576000.0,982733000.0,1655843000.0,119550000.0,901971000.0,-245187000.0,366228000.0,656783900.0,656783900.0,525849000.0,3.4,0.6276,0.3418,0.2489,0.1993,0.0647,1530608000.0,901970900.0,4.2487,,4.2545,,4.2545,656783900.0,,656784000.0,0.5801,0.4199,BXP
2018-03-31 00:00:00,2630999000.0,975060000.0,1655939000.0,118223000.0,910037000.0,-246808000.0,369167000.0,663228900.0,663228900.0,530877000.0,3.44,0.6294,0.3459,0.2521,0.2018,-0.0039,1534175900.0,910036900.0,4.2921,,4.2979,,4.2979,663228900.0,,663229000.0,0.5831,0.3413,BXP
2017-12-31 00:00:00,2602076000.0,962036000.0,1640040000.0,113715000.0,908110000.0,-345629000.0,374481000.0,562480900.0,562480900.0,451939000.0,2.93,0.6303,0.349,0.2162,0.1737,-0.0424,1525657000.0,908109900.0,3.6433,,3.6479,,3.6479,562480900.0,,562481000.0,0.5863,0.3505,BXP
2017-09-30 00:00:00,2582908000.0,951858000.0,1631050000.0,109612000.0,878346000.0,-283174000.0,380605000.0,595171900.0,595171900.0,495317000.0,3.21,0.6315,0.3401,0.2304,0.1918,-0.0105,1519666000.0,878346000.0,3.858,,3.863,,3.863,595171900.0,,595172000.0,0.5884,0.339,BXP
