Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,33763000000.0,19950000000.0,13813000000.0,145000000.0,3130000000.0,5019000000.0,,165000000.0,63000000.0,5184000000.0,1385000000.0,3799000000.0,175000000.0,3845000000.0,7.61,0.4091,0.1487,0.1535,0.1139,0.2051,9402000000.0,5019000000.0,7.56,,7.883,,7.61,3974000000.0,2000000.0,3976000000.0,0.2785,0.2962,LIN
2022-06-30 00:00:00,32634000000.0,19033000000.0,13601000000.0,146000000.0,3153000000.0,4698000000.0,,167000000.0,53000000.0,4865000000.0,1315000000.0,3550000000.0,133000000.0,3551000000.0,6.95,0.4168,0.144,0.1491,0.1088,0.2104,9199000000.0,4698000000.0,6.9,,7.2288,,6.95,3683000000.0,3000000.0,3686000000.0,0.2819,0.304,LIN
2022-03-31 00:00:00,31761000000.0,18287000000.0,13474000000.0,143000000.0,3204000000.0,5251000000.0,184000000.0,141000000.0,66000000.0,5392000000.0,1363000000.0,4029000000.0,120000000.0,4020000000.0,7.83,0.4242,0.1653,0.1698,0.1266,0.2092,9832000000.0,5251000000.0,7.76,,8.1005,,7.83,4149000000.0,4000000.0,4153000000.0,0.3096,0.3028,LIN
2021-12-31 00:00:00,30793000000.0,17543000000.0,13250000000.0,143000000.0,3189000000.0,4984000000.0,265000000.0,115000000.0,77000000.0,5099000000.0,1262000000.0,3837000000.0,119000000.0,3826000000.0,7.39,0.4303,0.1619,0.1656,0.1242,0.2156,9619000000.0,4984000000.0,7.32,0.01,7.6631,0.0099,7.39,3956000000.0,5000000.0,3961000000.0,0.3124,0.3158,LIN
2021-09-30 00:00:00,29767000000.0,16702000000.0,13065000000.0,143000000.0,3204000000.0,4676000000.0,,108000000.0,81000000.0,4784000000.0,1176000000.0,3608000000.0,97000000.0,3570000000.0,6.86,0.4389,0.1571,0.1607,0.1199,0.1899,9368000000.0,4676000000.0,6.78,0.0138,7.1302,0.01,6.86,3705000000.0,4000000.0,3709000000.0,0.3147,0.2999,LIN
2021-06-30 00:00:00,28954000000.0,16169000000.0,12785000000.0,143000000.0,3181000000.0,4353000000.0,285000000.0,74000000.0,111000000.0,4427000000.0,1120000000.0,3307000000.0,119000000.0,3291000000.0,6.29,0.4416,0.1503,0.1529,0.1137,0.1704,9050000000.0,4353000000.0,6.22,0.0138,6.5602,0.01,6.29,3426000000.0,4000000.0,3430000000.0,0.3126,0.2851,LIN
2021-03-31 00:00:00,27747000000.0,15594000000.0,12153000000.0,143000000.0,3119000000.0,3802000000.0,276000000.0,70000000.0,111000000.0,3872000000.0,950000000.0,2922000000.0,111000000.0,2908000000.0,5.54,0.438,0.137,0.1395,0.1048,0.1741,8452000000.0,3802000000.0,5.49,0.0119,5.7893,0.0119,5.54,3033000000.0,3000000.0,3036000000.0,0.3046,0.2952,LIN
2020-12-31 00:00:00,27243000000.0,15383000000.0,11860000000.0,152000000.0,3193000000.0,3322000000.0,,62000000.0,115000000.0,3384000000.0,847000000.0,2537000000.0,85000000.0,2501000000.0,4.74,0.4353,0.1219,0.1242,0.0918,0.1479,7948000000.0,3322000000.0,4.7,0.01,4.9853,0.02,4.74,2622000000.0,4000000.0,2626000000.0,0.2917,0.2727,LIN
2020-09-30 00:00:00,27051000000.0,15484000000.0,11567000000.0,163000000.0,3235000000.0,2948000000.0,,68000000.0,88000000.0,3016000000.0,756000000.0,2260000000.0,93000000.0,2242000000.0,4.22,0.4276,0.109,0.1115,0.0829,0.1398,7544000000.0,2948000000.0,4.19,0.0119,4.4561,0.0257,4.2,2353000000.0,7000000.0,2360000000.0,0.2789,0.265,LIN
2020-06-30 00:00:00,27196000000.0,15710000000.0,11486000000.0,171000000.0,3315000000.0,2979000000.0,,66000000.0,47000000.0,3045000000.0,789000000.0,2256000000.0,98000000.0,2277000000.0,4.25,0.4223,0.1095,0.112,0.0837,0.1323,7504000000.0,2979000000.0,4.21,0.02,4.4329,,4.22,2354000000.0,13000000.0,2367000000.0,0.2759,0.2632,LIN
2020-03-31 00:00:00,28023000000.0,16371000000.0,11652000000.0,182000000.0,3439000000.0,3057000000.0,,53000000.0,39000000.0,3110000000.0,794000000.0,2316000000.0,97000000.0,2341000000.0,4.35,0.4158,0.1091,0.111,0.0835,0.0983,7653000000.0,3057000000.0,4.28,0.04,4.5294,0.0438,4.3,2413000000.0,22000000.0,2435000000.0,0.2731,0.2283,LIN
2019-12-31 00:00:00,28228000000.0,16644000000.0,11584000000.0,184000000.0,3457000000.0,2933000000.0,,-6000000.0,38000000.0,2927000000.0,769000000.0,2158000000.0,114000000.0,2285000000.0,4.23,0.4104,0.1039,0.1037,0.0809,0.0863,7620000000.0,2933000000.0,4.0,0.19,4.4004,0.19,4.03,2272000000.0,109000000.0,2381000000.0,0.2699,0.2168,LIN
2019-09-30 00:00:00,26949000000.0,16412000000.0,10537000000.0,177000000.0,3331000000.0,5514000000.0,,-81000000.0,102000000.0,5433000000.0,962000000.0,4471000000.0,104000000.0,4752000000.0,4.95,0.391,0.2046,0.2016,0.1763,0.0652,10309000000.0,5514000000.0,11.04,0.18,11.689,,11.15,4575000000.0,105000000.0,4797000000.0,0.3825,0.1948,LIN
2019-06-30 00:00:00,22957000000.0,14049000000.0,8908000000.0,156000000.0,2775000000.0,5183000000.0,,-128000000.0,145000000.0,5055000000.0,820000000.0,4235000000.0,89000000.0,4478000000.0,5.2,0.388,0.2258,0.2202,0.1951,0.0581,9187000000.0,5183000000.0,11.28,0.17,11.9878,,11.4,4324000000.0,98000000.0,4539000000.0,0.4002,0.1851,LIN
2019-03-31 00:00:00,18797000000.0,11475000000.0,7322000000.0,135000000.0,2198000000.0,5203000000.0,,-188000000.0,179000000.0,5015000000.0,809000000.0,4206000000.0,75000000.0,4436000000.0,4.34,0.3895,0.2768,0.2668,0.236,0.0869,8323000000.0,5203000000.0,11.99,,12.706,,12.12,4281000000.0,,4487000000.0,0.4428,0.2146,LIN
2018-12-31 00:00:00,14836000000.0,9020000000.0,5816000000.0,113000000.0,1629000000.0,5247000000.0,,-198000000.0,202000000.0,5049000000.0,817000000.0,4232000000.0,56000000.0,4381000000.0,,0.392,0.3537,0.3403,0.2953,0.1194,7445000000.0,5247000000.0,12.79,,13.3322,,12.93,4288000000.0,,4405000000.0,0.5018,0.2463,LIN
2018-09-30 00:00:00,11909000000.0,6647000000.0,5262000000.0,95000000.0,1223000000.0,2650000000.0,,-184000000.0,171000000.0,2466000000.0,1020000000.0,1446000000.0,54000000.0,1436000000.0,,0.4419,0.2225,0.2071,0.1206,0.1503,3885000000.0,2650000000.0,4.7745,,5.2093,,4.8384,1500000000.0,,1500000000.0,0.3262,0.2674,LIN
2018-06-30 00:00:00,11823000000.0,6601000000.0,5222000000.0,95000000.0,1229000000.0,2613000000.0,,-185000000.0,172000000.0,2428000000.0,1026000000.0,1402000000.0,53000000.0,1394000000.0,4.85,0.4417,0.221,0.2054,0.1179,0.15,3840000000.0,2613000000.0,4.6986,,5.0617,,4.7569,1455000000.0,,1455000000.0,0.3248,0.2629,LIN
2018-03-31 00:00:00,11613000000.0,6494000000.0,5119000000.0,94000000.0,1227000000.0,2530000000.0,,-179000000.0,166000000.0,2351000000.0,1025000000.0,1326000000.0,50000000.0,1320000000.0,4.6,0.4408,0.2179,0.2024,0.1137,0.1472,3738000000.0,2530000000.0,4.5042,,4.796,,4.555,1376000000.0,,1376000000.0,0.3219,0.26,LIN
2017-12-31 00:00:00,11358000000.0,6382000000.0,4976000000.0,93000000.0,1207000000.0,2444000000.0,,-157000000.0,161000000.0,2287000000.0,1026000000.0,1261000000.0,47000000.0,1247000000.0,4.35,0.4381,0.2152,0.2014,0.1098,0.1523,3628000000.0,2444000000.0,4.32,,4.5693,,4.36,1308000000.0,,1308000000.0,0.3194,0.2677,LIN
2017-09-30 00:00:00,11128000000.0,6273000000.0,4855000000.0,92000000.0,1167000000.0,2413000000.0,,-160000000.0,158000000.0,2253000000.0,620000000.0,1633000000.0,45000000.0,1620000000.0,5.66,0.4363,0.2168,0.2025,0.1456,0.1407,3575000000.0,2413000000.0,5.7236,,5.8681,,5.7344,1678000000.0,,1678000000.0,0.3213,0.2648,LIN
