Date,Revenue,Cost of Revenue,Gross Profit,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,48608000000.0,46766800000.0,1866199400.0,1641400600.0,-171300000.0,232000000.0,1101000000.0,243300000.0,857399800.0,830000000.0,1.41,0.0384,0.0338,0.0227,0.0171,0.1253,2019500600.0,1641398600.0,1.4586,1.4688,1.4688,857399800.0,857000000.0,0.0415,0.1311,PGR
2022-06-30 00:00:00,47687000000.0,45867400000.0,1844599800.0,1619801000.0,-153200000.0,223100000.0,1097000000.0,245400000.0,851799800.0,825000000.0,1.4,0.0387,0.034,0.023,0.0173,0.1363,2066401000.0,1619799000.0,1.449,1.4592,1.4592,851799800.0,852000000.0,0.0433,0.1408,PGR
2022-03-31 00:00:00,48079500000.0,44857200000.0,3241099000.0,3241100000.0,-508800000.0,216500000.0,2732200000.0,547500000.0,2184799800.0,2158400000.0,3.68,0.0674,0.0674,0.0568,0.0449,0.1549,3712700000.0,3241098000.0,3.7212,3.7398,3.7398,2184799800.0,2185100000.0,0.0772,0.1591,PGR
2021-12-31 00:00:00,47688700000.0,42995100000.0,4706899600.0,4706900600.0,-496900000.0,218600000.0,4210100000.0,859100000.0,3350899800.0,3324700000.0,5.68,0.0987,0.0987,0.0883,0.0697,0.159,5174600600.0,4706898600.0,5.7075,5.7329,5.7329,3350899800.0,3351100000.0,0.1085,0.1628,PGR
2021-09-30 00:00:00,46619500000.0,41025402000.0,5600301600.0,5600299600.0,-488000000.0,223200000.0,5112300000.0,1039399900.0,4072900000.0,4052600000.0,6.92,0.1201,0.1201,0.1097,0.0869,0.1865,6060799600.0,5600298600.0,6.9338,6.9641,6.9641,4072900000.0,4073400000.0,0.13,0.19,PGR
2021-06-30 00:00:00,45713700000.0,38347002000.0,7366701000.0,7366699000.0,-469900000.0,225400000.0,6896800000.0,1411599900.0,5485200000.0,5464700000.0,9.34,0.1611,0.1611,0.1509,0.1195,0.1702,7817999000.0,7366698000.0,9.3363,9.3777,9.3777,5485200000.0,5485200000.0,0.171,0.1742,PGR
2021-03-31 00:00:00,44779900000.0,36160501000.0,8619402000.0,8619400000.0,-453000000.0,225400000.0,8166400000.0,1680899900.0,6485500000.0,6465000000.0,11.05,0.1925,0.1925,0.1824,0.1444,0.1721,9064900000.0,8619399000.0,11.0388,11.0878,11.0878,6485500000.0,6485500000.0,0.2024,0.1763,PGR
2020-12-31 00:00:00,42658100000.0,35042401000.0,7615702000.0,7615700000.0,-442500000.0,217000000.0,7173200000.0,1468599900.0,5704600000.0,5677700000.0,9.7,0.1785,0.1785,0.1682,0.1331,0.1572,8048400000.0,7615699000.0,9.7083,9.7532,9.7532,5704600000.0,5704600000.0,0.1887,0.1619,PGR
2020-09-30 00:00:00,41983400000.0,35146998000.0,6836403000.0,6836402000.0,-430500000.0,208200000.0,6405900000.0,1311000000.0,5094900000.0,5044400000.0,8.64,0.1628,0.1628,0.1526,0.1202,0.149,7255402000.0,6836400000.0,8.6716,8.7135,8.7135,5094900000.0,5094900000.0,0.1728,0.1545,PGR
2020-06-30 00:00:00,40566700000.0,34656898000.0,5909803000.0,5909802000.0,-417100000.0,199300000.0,5492700000.0,1085000000.0,4407700000.0,4362000000.0,7.46,0.1457,0.1457,0.1354,0.1075,0.1609,6298202000.0,5909800000.0,7.5042,7.5415,7.5415,4407700000.0,4407700000.0,0.1553,0.1668,PGR
2020-03-31 00:00:00,39045700000.0,34175899000.0,4869802000.0,4869801000.0,-402300000.0,190300000.0,4467500000.0,871200000.0,3596300000.0,3551000000.0,6.08,0.1247,0.1247,0.1144,0.0909,0.1465,5234501000.0,4869799000.0,6.1233,6.1574,6.1574,3596300000.0,3596300000.0,0.1341,0.1542,PGR
2019-12-31 00:00:00,39022300000.0,33468799000.0,5553502000.0,5553501000.0,-393200000.0,189700000.0,5160300000.0,1180300000.0,3980000000.0,3943400000.0,6.75,0.1423,0.1423,0.1322,0.1011,0.1525,5892901000.0,5553499000.0,6.778,6.8174,6.8174,3980000000.0,3980000000.0,0.151,0.1605,PGR
2019-09-30 00:00:00,36316299000.0,31875701000.0,4440598500.0,4440598000.0,-377000000.0,188300000.0,4063600100.0,898400000.0,3165200100.0,3142799900.0,5.38,0.1223,0.1223,0.1119,0.0865,0.1618,4752598100.0,4440600000.0,5.3893,5.4227,5.4227,3165200100.0,3165200000.0,0.1309,0.1712,PGR
2019-06-30 00:00:00,35281599000.0,30739301000.0,4542298500.0,4542298000.0,-358500000.0,182800000.0,4183800100.0,932000000.0,3251800100.0,3229499900.0,5.53,0.1287,0.1287,0.1186,0.0915,0.1654,4845598100.0,4542300000.0,5.5381,5.5748,5.5748,3251800100.0,3251800000.0,0.1373,0.1751,PGR
2019-03-31 00:00:00,33848899000.0,29684101000.0,4164798500.0,4164798000.0,-344500000.0,177100000.0,3820300100.0,846300000.0,2974000100.0,2954299900.0,5.06,0.123,0.123,0.1129,0.0873,0.1806,4458298100.0,4164800000.0,5.067,5.1021,5.1021,2974000100.0,2974000000.0,0.1317,0.1893,PGR
