Date,Revenue,Cost of Revenue,Gross Profit,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2018-12-31 00:00:00,31978999000.0,28490501000.0,3488498900.0,3488498400.0,-324900000.0,166500000.0,3163600100.0,542600000.0,2621000100.0,2593899900.0,4.45,0.1091,0.1091,0.0989,0.0811,0.1885,3785198100.0,3488500400.0,4.4673,4.5004,4.5004,2621000100.0,2621000000.0,0.1184,0.1965,PGR
2018-09-30 00:00:00,31063699000.0,27141200000.0,3922499400.0,3922498000.0,-309700000.0,156000000.0,3612799900.0,671300000.0,2941499900.0,2920200000.0,4.99,0.1263,0.1263,0.1163,0.094,0.1782,4223897600.0,3922499900.0,5.0145,5.0537,5.0537,2941499900.0,2941499900.0,0.136,0.1846,PGR
2018-06-30 00:00:00,29359699000.0,26327800000.0,3031899400.0,3031898000.0,-298200000.0,151400000.0,2733699900.0,507600000.0,2226099900.0,2215800000.0,3.79,0.1033,0.1033,0.0931,0.0755,0.1717,3340897600.0,3031899900.0,3.7956,3.8268,3.8268,2226099900.0,2226099900.0,0.1138,0.1777,PGR
2018-03-31 00:00:00,27947399000.0,25248900000.0,2698500000.0,2698498600.0,-290300000.0,153100000.0,2408199900.0,510600000.0,1897599900.0,1885900000.0,3.22,0.0966,0.0966,0.0862,0.0675,0.152,3016098200.0,2698500500.0,3.237,3.264,3.264,1897599900.0,1897599900.0,0.1079,0.1574,PGR
2017-12-31 00:00:00,26838999000.0,24413600000.0,2425399900.0,2425398500.0,-286500000.0,153100000.0,2138899900.0,540800000.0,1598099900.0,1592200000.0,2.72,0.0904,0.0904,0.0797,0.0593,0.1347,2747698500.0,2425400400.0,2.7285,2.7515,2.7515,1598099900.0,1598099900.0,0.1024,0.14,PGR
2017-09-30 00:00:00,25848801000.0,23578300000.0,2270502000.0,2270503400.0,-285500000.0,154700000.0,1985000000.0,569100000.0,1415899900.0,1399100000.0,2.4,0.0878,0.0878,0.0768,0.0541,0.1367,2591303500.0,2270503400.0,2.4236,2.4388,2.4388,1415899900.0,1415899900.0,0.1002,0.1424,PGR
2017-06-30 00:00:00,24992001000.0,22723200000.0,2268801800.0,2268803200.0,-276700000.0,152600000.0,1992100000.0,585500000.0,1406599900.0,1373800000.0,2.36,0.0908,0.0908,0.0797,0.055,0.1209,2573303300.0,2268803200.0,2.4083,2.4227,2.4227,1406599900.0,1406599900.0,0.103,0.1274,PGR
2017-03-31 00:00:00,24205601000.0,22217800000.0,1987800800.0,1987802200.0,-263000000.0,143500000.0,1724800000.0,496000000.0,1228799900.0,1197100000.0,2.06,0.0821,0.0821,0.0713,0.0495,0.1172,2279602300.0,1987802200.0,2.103,2.1153,2.1153,1228799900.0,1228799900.0,0.0942,0.1247,PGR
2016-12-31 00:00:00,23441401000.0,21715400000.0,1726000500.0,1726001900.0,-255300000.0,140900000.0,1470700000.0,413500000.0,1057199900.0,1031000000.0,1.77,0.0736,0.0736,0.0627,0.044,0.1077,2002702000.0,1726001900.0,1.8071,1.8174,1.8174,1057199900.0,1057199900.0,0.0854,0.1166,PGR
2016-09-30 00:00:00,22713201000.0,21017000000.0,1696201200.0,1696201200.0,-248900000.0,137900000.0,1447300000.0,438300000.0,1009000000.0,978200000.0,1.67,0.0747,0.0747,0.0637,0.0431,0.0972,1964901200.0,1696200700.0,1.722,1.731,1.731,1009000000.0,1009000000.0,0.0865,0.106,PGR
2016-06-30 00:00:00,22052001000.0,20188800000.0,1863201200.0,1863201200.0,-245400000.0,137100000.0,1617800000.0,527800000.0,1090000000.0,1057800000.0,1.8,0.0845,0.0845,0.0734,0.048,0.1022,2134501200.0,1863200700.0,1.8568,1.8672,1.8672,1090000000.0,1090000000.0,0.0968,0.1104,PGR
2016-03-31 00:00:00,21516001000.0,19417000000.0,2099001500.0,2099001500.0,-243200000.0,137700000.0,1855800000.0,592200000.0,1263600000.0,1230200000.0,2.09,0.0976,0.0976,0.0863,0.0572,0.1017,2370301500.0,2099001000.0,2.1488,2.1618,2.1618,1263600000.0,1263600000.0,0.1102,0.1088,PGR
2015-12-31 00:00:00,20853801000.0,18705900000.0,2147900900.0,2147900900.0,-236300000.0,136000000.0,1911600000.0,611100000.0,1300500000.0,1267600000.0,2.15,0.103,0.103,0.0917,0.0608,0.1042,2396800900.0,2147900400.0,2.2072,2.2213,2.2213,1300500000.0,1300500000.0,0.1149,0.11,PGR
2015-09-30 00:00:00,20628601000.0,18460501000.0,2168099100.0,2168099600.0,-224200000.0,158600000.0,1943900100.0,623100000.0,1320800000.0,1307400000.0,2.22,0.1051,0.1051,0.0942,0.0634,0.1026,2390599600.0,2168098600.0,2.2363,2.2516,2.2516,1320800000.0,1320800000.0,0.1159,0.108,PGR
2015-06-30 00:00:00,20120901000.0,17951701000.0,2169199200.0,2169199700.0,-212500000.0,128000000.0,1956700100.0,626300000.0,1330400000.0,1325200000.0,2.25,0.1078,0.1078,0.0972,0.0659,0.0998,2368599700.0,2169198700.0,2.2487,2.264,2.264,1330400000.0,1330400000.0,0.1177,0.1051,PGR
2015-03-31 00:00:00,19579101000.0,17510401000.0,2068699200.0,2068699700.0,-199900000.0,122700000.0,1868800100.0,613500000.0,1255300000.0,1255300000.0,2.12,0.1057,0.1057,0.0954,0.0641,0.0882,2243299700.0,2068698700.0,2.1163,2.1311,2.1311,1255300000.0,1255300000.0,0.1146,0.0938,PGR
2014-12-31 00:00:00,19391401000.0,17297301000.0,2094100100.0,2094100600.0,-186700000.0,116900000.0,1907400100.0,626400000.0,1281000000.0,1281000000.0,2.16,0.108,0.108,0.0984,0.0661,0.0837,2269400600.0,2094099600.0,2.1537,2.169,2.169,1281000000.0,1281000000.0,0.117,0.089,PGR
2014-09-30 00:00:00,18834000000.0,16870500000.0,1963500000.0,1963500000.0,-176900000.0,87000000.0,1786600000.0,576000000.0,1210600000.0,1210600000.0,2.04,0.1043,0.1043,0.0949,0.0643,0.0906,2143800000.0,1963500000.0,2.0263,2.0412,2.0412,1210600000.0,1210600000.0,0.1138,0.0961,PGR
2014-06-30 00:00:00,18589200000.0,16723900000.0,1865299800.0,1865299800.0,-175500000.0,113500000.0,1689800000.0,542900000.0,1146900000.0,1146900000.0,1.93,0.1003,0.1003,0.0909,0.0617,0.0911,2059599800.0,1865299800.0,1.9127,1.9272,1.9272,1146900000.0,1146900000.0,0.1108,0.097,PGR
2014-03-31 00:00:00,18441300000.0,16530400000.0,1910899900.0,1910899900.0,-172200000.0,114300000.0,1738700000.0,560600000.0,1178100000.0,1178100000.0,1.98,0.1036,0.1036,0.0943,0.0639,0.093,2124299900.0,1910899900.0,1.9578,1.9724,1.9724,1178100000.0,1178100000.0,0.1152,0.0997,PGR
2013-12-31 00:00:00,18170900000.0,16275100000.0,1895799800.0,1895799800.0,-175800000.0,118200000.0,1720000000.0,554600000.0,1165400000.0,1165400000.0,1.95,0.1043,0.1043,0.0947,0.0641,0.097,2131099800.0,1895799800.0,1.9308,1.9452,1.9452,1165400000.0,1165400000.0,0.1173,0.1046,PGR
2013-09-30 00:00:00,17902700000.0,16075700000.0,1827000500.0,1826999500.0,-179100000.0,122000000.0,1647899900.0,533200000.0,1114699900.0,1114700000.0,1.86,0.1021,0.1021,0.092,0.0623,0.0909,2079999500.0,1827000000.0,1.8442,1.8577,1.8577,1114699900.0,1114699900.0,0.1162,0.0991,PGR
2013-06-30 00:00:00,17805300000.0,15914100000.0,1891200700.0,1891199700.0,-175900000.0,122200000.0,1715299900.0,556000000.0,1159299900.0,1159300000.0,1.93,0.1062,0.1062,0.0963,0.0651,0.0873,2154299700.0,1891200200.0,1.9158,1.9299,1.9299,1159299900.0,1159299900.0,0.121,0.0951,PGR
2013-03-31 00:00:00,17394700000.0,15822900000.0,1571800800.0,1571799800.0,-175100000.0,122500000.0,1396699900.0,443400000.0,953299900.0,953300000.0,1.58,0.0904,0.0904,0.0803,0.0548,0.091,1843699800.0,1571800300.0,1.5728,1.5845,1.5845,953299900.0,953299900.0,0.106,0.098,PGR
2012-12-31 00:00:00,17083900000.0,15590900000.0,1493000500.0,1492999500.0,-175300000.0,123800000.0,1317699900.0,415400000.0,902299900.0,902300000.0,1.49,0.0874,0.0874,0.0771,0.0528,0.0918,1774099500.0,1493000000.0,1.4845,1.4956,1.4956,902299900.0,902299900.0,0.1038,0.099,PGR
