CEO,salary,bonus,stockAwards,optionAwards,nonEquityIncentiveCompensation,total,Revenue,Net Income Common,salary/revenue,bonus/revenue,stockAwards/revenue,optionAwards/revenue,nonEquityIncentiveCompensation/revenue,all_Equity_Awards
False,7851290,0,14354463,0,16789490,47712236,140124750000.0,18120750000.0,5.603071548744958e-05,0.0,0.0001024405966825989,0.0,0.00011981816203061914,14354463
True,27700948,0,71697842,0,82107840,217472225,375606250000.0,48093250000.0,7.374996555568498e-05,0.0,0.00019088564687089207,0.0,0.00021860083531623876,71697842
False,8250322,1750000,38124132,19669617,14410809,90504109,679788500000.0,-9111000000.0,1.213660131055468e-05,2.5743301041426857e-06,5.6082343258233994e-05,2.893490696003242e-05,2.119895967642877e-05,57793749
True,11042718,0,104712870,51036768,33515849,207948403,574529000000.0,30918750000.0,1.9220471029312707e-05,0.0,0.00018225863272350047,8.88323618128937e-05,5.8336218015104544e-05,155749638
False,9380844,13252631,30035589,17472331,10265906,103543539,281373500000.0,22945750000.0,3.3339472267288855e-05,4.7099783739406874e-05,0.00010674633183295513,6.209657625895829e-05,3.6484978151816006e-05,47507920
True,11638467,41298859,38378363,32573896,12260294,146351260,246378750000.0,21647000000.0,4.723811205308899e-05,0.00016762346184482225,0.00015576977722307625,0.0001322106553426381,4.9761978255024025e-05,70952259
False,5443423,0,11048631,4984171,15140433,39990738,312637147500.0,25588399800.0,1.7411312262564703e-05,0.0,3.53401094155006e-05,1.5942350548729978e-05,4.8428131848919204e-05,16032802
True,13150934,0,61446502,26941159,45799567,168542823,312637147500.0,25588399800.0,4.206452785653055e-05,0.0,0.00019654254937826927,8.617388949277053e-05,0.0001464943221438521,88387661
False,6161923,5375161,8259150,0,0,38447147,116161109500.0,25362135000.0,5.304635111116944e-05,4.6273326960603796e-05,7.110081881578447e-05,0.0,0.0,8259150
True,9086059,14100022,17051000,0,188291,94732707,102507109500.0,22519635000.0,8.863833000773474e-05,0.0001375516495272945,0.00016633968202956693,0.0,1.8368579595935247e-06,17051000
True,12278619,0,34610655,35308712,22246689,107434168,231730322500.0,14693151050.0,5.298667376601092e-05,0.0,0.0001493574713339468,0.00015236983929886862,9.600249445128183e-05,69919367
False,6204336,0,6254245,6045841,5775763,25056794,231730322500.0,14693151050.0,2.677394970612877e-05,0.0,2.698932505908889e-05,2.608998656185791e-05,2.492450248931061e-05,12300086
True,10051399,615561,42696680,23434783,14053881,99937773,81798000000.0,9957000000.0,0.00012288074280544757,7.525379593633096e-06,0.0005219770654539231,0.0002864957945182034,0.00017181203696911904,66131463
False,5933235,250000,13604510,7399202,4445053,40550717,85375978500.0,9232327000.0,6.949536748208397e-05,2.928224125712363e-06,0.0001593482176019804,8.666608722967667e-05,5.2064445738680464e-05,21003712
True,7600000,0,43433209,1465663,76602253,131164844,134349673500.0,13862300300.0,5.6568801412085306e-05,0.0,0.0003232848124487627,1.0909315682110682e-05,0.0005701707417993837,44898872
False,4750000,13150000,15150619,1327800,0,35541767,134349673500.0,13862300300.0,3.535550088255332e-05,9.787891296959497e-05,0.00011277004703699559,9.883165067758798e-06,0.0,16478419
True,18390764,2101918,89650469,74711751,50819312,243979047,312166673750.0,48799699875.0,5.891328430122019e-05,6.7333196550100986e-06,0.00028718782797358103,0.0002393328861870541,0.00016279544318269817,164362220
False,9298722,0,24179105,20936986,17114985,74324185,223195399000.0,34990975000.0,4.166179966819119e-05,0.0,0.00010833155660166633,9.380563440736518e-05,7.66816210221251e-05,45116091
True,42914343,0,225324896,130229819,266890000,703017606,985008250000.0,122325500000.0,4.356749600828216e-05,0.0,0.00022875432363129953,0.00013221190685458727,0.0002709520453255087,355554715
False,22328782,0,43742507,29810604,71315000,179496488,850866750000.0,122787250000.0,2.6242395768785183e-05,0.0,5.1409350524039165e-05,3.5035572843808974e-05,8.38145338268301e-05,73553111
True,11597664,0,13788815,12051378,1825000,44692914,219546790000.0,19045876275.0,5.2825477430118656e-05,0.0,6.2805814651173e-05,5.489207107059046e-05,8.31257883570058e-06,25840193
False,6836244,47732,349139,7498479,0,14855534,244406118250.0,22746022300.0,2.797083824639484e-05,1.9529789328422428e-07,1.428519885262733e-06,3.068040625861051e-05,0.0,7847618
True,9161821,0,70665795,0,20138745,104969207,25817691325.0,3472195250.0,0.0003548660058201389,0.0,0.0027371074396405196,0.0,0.0007800366324969997,70665795
True,5371815,0,30253616,0,9171928,47335610,24250568100.0,3251854750.0,0.00022151295498928951,0.0,0.0012475425678790592,0.0,0.00037821497468341783,30253616
True,14388502,7749808,59204131,0,14249268,108314591,232377405000.0,9021925000.0,6.191867922787071e-05,3.335009270802383e-05,0.00025477576445093707,0.0,6.131950737637336e-05,59204131
False,6857115,1780806,15292162,0,5898734,31206991,161304153000.0,5576800000.0,4.251046778690193e-05,1.1040050531123027e-05,9.480327515188032e-05,0.0,3.656901505815539e-05,15292162
True,22905553,27529550,59512499,43441713,21972685,198889179,220438742375.0,24638182975.0,0.00010390892614073325,0.0001248852615624527,0.00026997295647223453,0.0001970693197210271,9.96770565975245e-05,102954212
False,6659000,7492680,8106950,8976525,2702678,37512898,69025748825.0,7659123600.0,9.647124606909326e-05,0.00010854905781603449,0.00011744820067875591,0.00013004603575917815,3.915463498776465e-05,17083475
True,5650543,0,18343506,9250077,4478907,57041125,132881750000.0,4552333333.333333,4.252309290026659e-05,0.0,0.00013804383220419658,6.961134241534297e-05,3.370596037454353e-05,27593583
False,4616397,0,11896369,5840064,3130807,33154075,132881750000.0,4552333333.333333,3.4740639704097815e-05,0.0,8.952598080624314e-05,4.394933089005827e-05,2.356085015436657e-05,17736433
True,8756884,0,21882378,15481495,22886847,74842371,28827096350.0,2893073450.0,0.0003037726690777165,0.0,0.0007590906046976875,0.0005370466318228405,0.0007939352171346942,37363873
False,5371271,0,4805491,2887393,6744375,21391518,35280624100.0,3482976650.0,0.00015224421724444496,0.0,0.00013620765285725204,8.184075745984324e-05,0.00019116371016804094,7692884
False,5959036,361077,8106590,4925537,5415080,29237645,90853109083.33333,6327216666.666667,6.558978619580519e-05,3.974294370804733e-06,8.922743626268619e-05,5.4214292165633456e-05,5.960258327574809e-05,13032127
True,17083564,2606692,47875810,26318845,21654929,126176788,136242217916.66667,9111408333.333334,0.00012539111782846384,1.9132777195350695e-05,0.00035140216250210716,0.00019317686839257175,0.00015894433701340183,74194655
False,5141368,0,10959165,0,5354700,28275633,105012500000.0,8739250000.0,4.895958100226164e-05,0.0,0.00010436057612189025,0.0,5.099107249137008e-05,10959165
True,16095874,0,80113422,0,28513816,142820444,146311750000.0,11676750000.0,0.00011001080911136665,0.0,0.0005475528930519934,0.0,0.00019488397890121608,80113422
False,6448484,0,15354282,0,5714300,30490792,228070000000.0,25102500000.0,2.827414390318762e-05,0.0,6.732267286359452e-05,0.0,2.505502696540536e-05,15354282
True,12260105,0,101897797,3200002,19078411,172411547,292382750000.0,31925750000.0,4.193169740690926e-05,0.0,0.0003485082379175926,1.0944564958090037e-05,6.525149311989164e-05,105097799
False,6863598,1612064,8528275,10755970,5911269,40116448,174474982775.0,10184836250.0,3.933857961087281e-05,9.23951373635549e-06,4.887964374238065e-05,6.164763468623303e-05,3.388032430771507e-05,19284245
True,18614232,400000,40338511,121860588,68313629,277896623,200626857575.0,11091477250.0,9.278035964373052e-05,1.9937510103823895e-06,0.00020106236765892783,0.0006073991761269802,0.00034050091710409426,162199099
False,6037934,724530,23981520,0,6064300,53712055,119711750000.0,-6535500000.0,5.043727119518343e-05,6.052288100374441e-06,0.00020032720263466202,0.0,5.065751691041189e-05,23981520
True,14712827,1226200,81815418,0,19886785,143777880,122733750000.0,-17882250000.0,0.00011987596728691171,9.990731970627476e-06,0.0006666089645268722,0.0,0.00016203191868577308,81815418
True,10494872,11125000,131568098,11987984,17025000,185989554,182959500000.0,-4481666666.666666,5.736172212976096e-05,6.080580674958119e-05,0.0007191105025975694,6.552261019515248e-05,9.305338066621302e-05,143556082
False,6282436,11170000,35298064,3836144,4850521,61513949,156479500000.0,-1695666666.6666665,4.014862010678715e-05,7.138315242571711e-05,0.0002255762831553015,2.4515313507520154e-05,3.099780482427411e-05,39134208
False,4692157,300000,35213909,0,4690865,45542937,13230899775.0,547975000.0,0.0003546362741607269,2.2674194884829743e-05,0.0026614901177422004,0.0,0.0003545386239614229,35213909
True,6725400,0,80180607,0,12588209,99828181,9680199825.0,217575000.0,0.000694758385320832,0.0,0.008282949572272906,0.0,0.0013004079696257716,80180607
True,13521537,0,194330622,12705732,29197098,250474529,63628083333.333336,12500000000.0,0.00021250894717610277,0.0,0.00305416432209572,0.00019968748600264296,0.0004588712478897552,207036354
False,9831771,4700000,94957124,1749992,11210653,122706518,74517666666.66667,11471000000.0,0.00013193879303789258,6.307229158186202e-05,0.0012742900878091549,2.3484256529771462e-05,0.00015044288826363323,96707116
True,15409199,6233696,243097416,23686963,34831313,425507709,218112000000.0,50341500000.0,7.064810280956573e-05,2.858025234741784e-05,0.0011145531470070423,0.00010859999908303991,0.0001596946201951291,266784379
False,8272085,7774000,76231196,4516404,10150982,117424520,142405750000.0,52404000000.0,5.808813899719639e-05,5.4590492308070426e-05,0.0005353098171948815,3.1715039596364616e-05,7.128210763961428e-05,80747600
False,6407340,0,8702987,8686585,4933393,39285080,140612845000.0,10099525000.0,4.556724529682903e-05,0.0,6.189325733363834e-05,6.177661080678654e-05,3.5084938363916895e-05,17389572
True,11718339,0,42604612,42568973,16611984,139716482,128774145000.0,9395925000.0,9.099915980804997e-05,0.0,0.00033084756260660865,0.00033057080674074753,0.0001290009263893773,85173585
True,17723605,315400,20223288,0,14090755,102771152,260403500000.0,26085250000.0,6.806208441898822e-05,1.21119723813236e-06,7.766135247798129e-05,0.0,5.411123506404484e-05,20223288
False,6663018,82900,4054972,0,3020075,25714431,111454250000.0,11168250000.0,5.9782538575245e-05,7.43802950538001e-07,3.638239008382363e-05,0.0,2.7096992712256375e-05,4054972
False,6365058,0,19618278,2545319,6762735,42219941,37557074425.0,4472725000.0,0.00016947693869794812,0.0,0.000522359057523954,6.77720253499218e-05,0.00018006554300455205,22163597
True,15303686,500000,81177169,12281855,22941890,153475103,37600999500.0,4538175000.0,0.00040700210642007,1.3297518859837755e-05,0.0021589098715314734,0.0003266363969925853,0.0006101404299106464,93459024
False,8042205,910924,7459964,7092236,5593059,41047435,200182500000.0,12355000000.0,4.017436589112435e-05,4.5504676982253694e-06,3.7265814943863724e-05,3.542885117330436e-05,2.7939799932561537e-05,14552200
True,18743555,3521960,33261829,31422063,17787523,139059528,293233250000.0,19404250000.0,6.392029212239744e-05,1.2010779814362798e-05,0.00011343130085009118,0.00010715723063465688,6.0659979726037206e-05,64683892
False,10165000,0,31392019,16652876,14101450,74045568,135435273500.0,14173125000.0,7.505430260012729e-05,0.0,0.00023178613804770735,0.0001229581893228133,0.00010411947815057206,48044895
True,18250000,0,182762659,37657699,52457950,299404576,125208448750.0,13167175000.0,0.0001457569371891128,0.0,0.0014596671456645611,0.0003007600475523023,0.00041896493825860934,220420358
False,7401776,0,20411386,4528572,6630485,42730947,101430500000.0,8855500000.0,7.297386880671987e-05,0.0,0.00020123519059848862,4.4647044035078204e-05,6.536973592755631e-05,24939958
True,11730490,0,67927101,17454232,16009275,120325976,92732000000.0,8271750000.0,0.0001264988353534918,0.0,0.0007325098240089721,0.00018822231807790192,0.0001726402428503645,85381333
False,7396613,11881000,22828573,2683000,0,57784718,209602500000.0,22845250000.0,3.528876325425508e-05,5.668348421416729e-05,0.00010891364845362054,1.2800419842320583e-05,0.0,25511573
True,13705090,36944200,90705943,5697000,0,167427848,202869500000.0,23179500000.0,6.75561875984315e-05,0.00018210820256371707,0.00044711473632063964,2.8082092182412833e-05,0.0,96402943
False,3485697,200000,18435159,1071426,1641247,24665915,5002194750.0,74921500.0,0.0006968335249242345,3.998244970370256e-05,0.003685414087486298,0.0002141911807811961,0.0003281053781442636,19506585
True,4681347,0,30352453,4153101,2980982,43505969,4680899000.0,88767750.0,0.001000095708110771,0.0,0.006484321281018881,0.0008872443092662329,0.0006368396327286703,34505554
False,5303654,0,19072573,0,5427145,35570960,132883989500.0,10492233050.0,3.9911911284090395e-05,0.0,0.00014352799815661765,0.0,4.0841225646675814e-05,19072573
True,10830433,0,87895943,0,14589159,129342525,160826211750.0,14161215250.0,6.734246166809932e-05,0.0,0.0005465274723788923,0.0,9.071381363305661e-05,87895943
True,4712500,1822833,8301951,9499107,4659282,31029679,14428031100.0,1577739750.0,0.0003266211423677899,0.00012633969162985793,0.00057540429061038,0.0006583786057960465,0.00032293262800078105,17801058
False,2894296,566988,3484049,3864234,2067051,14384685,14815750125.0,1571988000.0,0.0001953526467158881,3.826927392918622e-05,0.00023515846113799114,0.00026081932857922033,0.00013951713430372125,7348283
True,10717296,0,109557056,0,7111719,152706600,59651045000.0,3284668000.0,0.0001796665255403321,0.0,0.0018366326356897855,0.0,0.00011922203542284968,109557056
False,5859962,19000,41289310,0,3466952,59243636,38660559450.0,2133838250.0,0.00015157468188164048,4.914569336373119e-07,0.0010679956676105471,0.0,8.967671573619714e-05,41289310
True,8600000,0,58041762,12926194,7348580,87193852,24397499000.0,12614183700.0,0.0003524951471460251,0.0,0.0023790045856749496,0.000529816355356752,0.0003012021846993415,70967956
False,6025740,0,14449139,2870791,7121720,30586569,31942325250.0,18257030750.0,0.00018864437553743838,0.0,0.0004523508820009902,8.987420225457757e-05,0.00022295559087389858,17319930
True,6852001,1750000,56049899,10955805,17813974,100153722,34746972450.0,-3502509000.0,0.00019719706543814294,5.03641001390324e-05,0.0016130872720106584,0.0003153024343564068,0.0005126770116629255,67005704
False,4883877,3033333,19585725,6832759,6931115,44996818,37640794125.0,-5816556250.0,0.0001297495739271946,8.058631786371749e-05,0.0005203324067754375,0.00018152536785779092,0.00018413838392948624,26418484
True,14203614,0,41473452,0,24093067,100001266,108902125000.0,12207888000.0,0.00013042549904329233,0.0,0.0003808323483127625,0.0,0.00022123596761771178,41473452
False,6540195,0,8439502,0,6644939,32445326,85671857750.0,9642459750.0,7.634006279033911e-05,0.0,9.850961822991401e-05,0.0,7.756268131118004e-05,8439502
True,6650000,1500000,17154720,5304353,11198526,42069512,10695878750.0,3031436000.0,0.0006217347966851251,0.00014024093158311092,0.0016038626092316165,0.0004959249374437794,0.001046994479065126,22459073
False,4380000,1470000,6514560,2278093,6185858,21074074,11600797750.0,2920713750.0,0.00037756024149287494,0.000126715423514732,0.0005615613805524711,0.000196373822653705,0.0005332269498448932,8792653
True,8446747,0,32671269,15202017,43216317,128457443,164428500000.0,14064500000.0,5.137033421821643e-05,0.0,0.0001986959012579936,9.245366223008786e-05,0.0002628274113064341,47873286
False,4619914,0,8914695,3900606,11734763,40146525,122760750000.0,10154750000.0,3.763347812717012e-05,0.0,7.261844685699623e-05,3.1774048301268934e-05,9.559051243984743e-05,12815301
True,12493489,0,47877657,10979267,21104794,121360095,121830710500.0,7694122000.0,0.00010254794500275035,0.0,0.00039298512504365636,9.011904268587516e-05,0.00017323049265152238,58856924
False,6001506,0,13619379,3227814,6043867,35056230,110880599500.0,6771278000.0,5.412584371894562e-05,0.0,0.00012282923307967866,2.911071922911095e-05,5.4507885304137445e-05,16847193
True,3389544,0,38776928,27480524,4757500,75062726,6307125500.0,813132750.0,0.000537415023690269,0.0,0.006148114224142203,0.004357059963370001,0.0007543055865940831,66257452
False,2921048,313750,10118654,7194350,2928384,24004737,6307125500.0,813132750.0,0.0004631345927713029,4.974532376119676e-05,0.0016043210175538762,0.0011406701832712858,0.00046429772168002684,17313004
True,6429604,1750000,27480168,0,9680170,49521666,32881948400.0,4441649750.0,0.00019553597985696005,5.322069053547934e-05,0.0008357220097091327,0.0,0.0002943916182290463,27480168
False,4901865,1200000,13344933,0,3235468,28828555,43926323300.0,5840911000.0,0.00011159288171063477,2.7318471245691532e-05,0.00030380264036348337,0.0,7.365669960362925e-05,13344933
False,5711145,299583,11437523,11743456,5542274,35337012,35474549425.0,7491025000.0,0.00016099274247512166,8.44501212435061e-06,0.00032241489139082984,0.0003310389050839932,0.0001562324001244168,23180979
True,9931349,0,29756366,40043644,16270953,97674529,31581224625.0,6809875000.0,0.000314470040915964,0.0,0.000942216977122685,0.0012679572903040964,0.000515209691619107,69800010
False,6656884,129370,26175979,405460,7342413,43492579,265569250000.0,17393500000.0,2.506647136293076e-05,4.871422425600856e-07,9.856554928705036e-05,1.5267580866384193e-06,2.7647828203001664e-05,26581439
True,38799648,524861,202489213,1617660,49077664,330576621,1303235000000.0,88923250000.0,2.9771797104896662e-05,4.0273703514715303e-07,0.00015537429013186418,1.2412650059275573e-06,3.765833790528953e-05,204106873
False,1000000,0,4163429,2277444,36089713,43553086,75652366500.0,5286521750.0,1.3218357154762634e-05,0.0,5.503369151049624e-05,3.0104068191971233e-05,0.00047704671604688006,6440873
True,1043188,0,12803368,4323313,48719478,75313970,82002310500.0,5646758750.0,1.2721446428024733e-05,0.0,0.00015613423477866517,5.272184373390308e-05,0.0005941232351007964,17126681
False,5248212,200000,8726834,638307,5553336,21550708,11074413250.0,3846521750.0,0.0004739042946586809,1.805964753934029e-05,0.0007880177308716559,5.763799720946841e-05,0.0005014564541376492,9365141
True,9089128,0,20680858,575076,11796378,44599583,10358378750.0,3641876000.0,0.0008774662733779647,0.0,0.001996534254938303,5.551795448684477e-05,0.0011388247412752696,21255934
True,26256833,5281000,166727867,32309318,41052300,297441237,2355708750000.0,78114750000.0,1.1146043839247954e-05,2.24178816672477e-06,7.077609530465088e-05,1.3715327924133236e-05,1.7426729853595016e-05,199037185
False,10670171,3037590,41360933,2299993,8578955,83930709,1886762500000.0,56514500000.0,5.65528040757647e-06,1.6099482579285947e-06,2.1921642496074626e-05,1.2190156418733147e-06,4.546918332328526e-06,43660926
True,11538529,10812005,49146102,1257526,25592605,136254039,19126915000.0,-1406198250.0,0.0006032613727828037,0.0005652769931795065,0.002569473540296488,6.574641022872743e-05,0.0013380414457846443,50403628
False,4327516,1751050,16222118,225875,31600775,63470944,19115761750.0,-1762514500.0,0.0002263847005730755,9.160241809354001e-05,0.0008486252450808035,1.1816165264771623e-05,0.00165312664037571,16447993
True,5430004,5,0,4202502,6696632,19511092,43239202050.0,6086520500.0,0.00012558057833076964,1.1563580646604463e-10,0.0,9.719194158903309e-05,0.00015487408838526427,4202502
False,3283783,28800,5,1467946,4505914,9574078,43239202050.0,6086520500.0,7.594457909289749e-05,6.660622452444171e-07,1.1563580646604463e-10,3.394942391172087e-05,0.0001042089998513282,1467951
True,12310049,0,37645538,16061115,19602962,95685521,57823000650.0,4216199875.0,0.00021289190912993547,0.0,0.0006510478110236225,0.0002777634301135149,0.000339016685049879,53706653
False,6557409,0,13637067,5266720,6805391,33829651,48803500450.0,3613099900.0,0.0001343634972806546,0.0,0.00027942805073933994,0.00010791684923084241,0.00013944473116169682,18903787
True,22577244,1250000,79206832,40033890,25354800,248539614,272520500000.0,-17157750000.0,8.284603910531501e-05,4.586810900464369e-06,0.00029064540832707996,0.0001469023064319932,9.303813841527519e-05,119240722
False,8005001,113750,36068868,16374520,14496500,76480286,201504250000.0,-3056750000.0,3.9726214211362785e-05,5.64504222615652e-07,0.0001789980509095962,8.126141260047865e-05,7.19414106650356e-05,52443388
True,5415948,8205000,4485668,23925500,3401900,46368587,16947313400.0,4091906250.0,0.0003195756089575826,0.00048414753455848644,0.0002646831326079094,0.0014117576889797767,0.00020073388151304266,28411168
False,3065577,3840000,850172,4505070,1088000,14227626,12639043850.0,3056610000.0,0.00024254817345221885,0.00030382045078512803,6.72655313241911e-05,0.00035644072870274915,8.608246105578628e-05,5355242
True,28106546,187500,10332402,112758718,94688840,277978654,1611502500000.0,69869166666.66667,1.7441205334772983e-05,1.1635104506508678e-07,6.411657443907161e-06,6.997117162399686e-05,5.875810928000422e-05,123091120
False,13596767,675000,11194985,13306962,26709143,81666926,941980250000.0,42411583333.333336,1.4434237872821644e-05,7.165755332980707e-07,1.1884521995020596e-05,1.412658280255876e-05,2.8354249465421383e-05,24501947
True,12932548,13891302,31095580,0,21533496,105198336,168343750000.0,-380000000.0,7.682226396881381e-05,8.251747985891962e-05,0.00018471478745127158,0.0,0.00012791384295526267,31095580
False,5406626,2237589,7420152,0,7167475,30796580,112158750000.0,-2822500000.0,4.820511997503538e-05,1.9950195593299675e-05,6.615758467350965e-05,0.0,6.390473324640298e-05,7420152
False,4147411,500000,30804357,0,3601009,39101499,20570427750.0,3699899750.0,0.00020162006597067482,2.430673810368382e-05,0.0014975068761027587,0.0,0.00017505756534401672,30804357
True,8910993,800000,81263363,0,11135106,102592618,25806832650.0,4644678000.0,0.00034529588039158306,3.0999542285945735e-05,0.0031489088220208222,0.0,0.0004314789866318601,81263363
False,2442548,0,7503094,5252421,3746897,34779792,30429400000.0,2732275000.0,8.02693447784051e-05,0.0,0.00024657383977337707,0.00017261007446745582,0.00012313410714637817,12755515
True,4000000,0,17564994,13813918,11384368,48601511,24474675000.0,2221875000.0,0.0001634342437642175,0.0,0.0007176803777782545,0.000564416810437728,0.0004651488937033893,31378912
True,11463230,0,95565097,61541422,18541898,188833300,101769750000.0,12104750000.0,0.00011263887353560365,0.0,0.0009390324433340948,0.0006047123236521658,0.00018219459122185129,157106519
False,5821105,500000,18048377,12289543,5710577,42805204,79103250000.0,10258750000.0,7.358869578683556e-05,6.320852809461053e-06,0.0002281622689333245,0.00015536078479708483,7.219143334818733e-05,30337920
True,11361072,0,45120005,10832321,24851000,95720525,83035000000.0,19473750000.0,0.00013682268922743423,0.0,0.0005433853796591798,0.00013045488047209007,0.0002992834346962124,55952326
False,6395967,0,10327661,2704746,7832920,28677661,99756000000.0,22780250000.0,6.411611331649224e-05,0.0,0.00010352922129997194,2.711361722603152e-05,7.852079072937969e-05,13032407
False,5089136,115625,6993630,9165079,1934250,23649805,25499091975.0,7893885300.0,0.00019958106763133082,4.534475192817135e-06,0.00027426976642371204,0.00035942766154126946,7.58556423066512e-05,16158709
True,9367310,418750,96225965,112984505,12203750,231467361,18033083750.0,5428351150.0,0.0005194513667136937,2.322120862994384e-05,0.0053360793047944445,0.006265401224014168,0.0006767422682213185,209210470
True,11652921,4511199,32899281,17001574,26342926,97072898,39789324800.0,5238525000.0,0.0002928655125105315,0.00011337711867882714,0.000826836875603378,0.0004272898342823852,0.0006620601413171002,49900855
True,6173565,0,9547633,4232163,7315041,29715338,44834399600.0,5414675000.0,0.00013769705973713987,0.0,0.0002129532922305488,9.439544273500208e-05,0.00016315688545542607,13779796
True,13776923,1693151,113449991,10499998,44664134,199874554,60350750000.0,8696250000.0,0.00022828089128966913,2.8055177441871063e-05,0.0018798439290315366,0.0001739828916790595,0.0007400758731250233,123949989
False,5781154,3710412,23215290,1999998,12892916,48193271,48655750000.0,6758250000.0,0.00011881748816943527,7.625844838482605e-05,0.00047713353509091936,4.110506980161646e-05,0.00026498237104555987,25215288
False,5890866,2625000,15321172,0,4651252,29561780,13228109750.0,3505019500.0,0.00044532938653612245,0.00019844105088408418,0.0011582283704593545,0.0,0.00035161879421207555,15321172
True,9100000,0,58624975,0,11302679,79351214,7829561750.0,2107545250.0,0.0011622617319545375,0.0,0.007487644503218842,0.0,0.0014435902494798001,58624975
False,4503534,90000,17662019,7770242,2512712,33565268,17250651725.0,2007093250.0,0.00026106457146041537,5.217194192702305e-06,0.0010238464773133086,0.0004504317937587949,0.0001456589606037044,25432261
True,5397287,0,27724018,19960434,5263291,58345030,14460238800.0,1732934750.0,0.000373250198330058,0.0,0.0019172586555071276,0.001380366830456493,0.00036398368469544223,47684452
False,5339979,100000,12093434,8980273,8486782,36523494,52459700200.0,11480200000.0,0.00010179202282212051,1.9062251522360016e-06,0.00023052808067706038,0.00017118422266545853,0.00016177717309943758,21073707
True,7813934,150000,42594505,30192742,18506176,102053988,50712600200.0,11265700000.0,0.00015408269284523888,2.957844784302738e-06,0.000839919563028046,0.0005953696296566548,0.0003649226410599234,72787247
True,19941666,18700000,97191707,68870815,33959000,246160822,442835000000.0,30161750000.0,4.503181997809568e-05,4.2227917847505276e-05,0.0002194761186446419,0.00015552251967437082,7.668544717558458e-05,166062522
False,9520000,2700000,22811359,15064520,10014000,64982242,411843000000.0,30493750000.0,2.3115604732871507e-05,6.555896300289188e-06,5.538848298987721e-05,3.6578307753197215e-05,2.4315090944850345e-05,37875879
True,42649749,184490021,14300037,9728000,50676366,459771182,2078763750000.0,-28549000000.0,2.051688124732789e-05,8.874987405374949e-05,6.879106391960125e-06,4.679704463770835e-06,2.4378126663022674e-05,24028037
False,15737500,19843519,13608028,4148000,20227963,122498038,1172908000000.0,30527250000.0,1.3417505891340157e-05,1.6918222912624008e-05,1.160195684572021e-05,3.536509257333056e-06,1.7245992865595595e-05,17756028
False,9789954,1000000,21884611,15546170,12753106,61090151,246940421000.0,75300374675.0,3.964500408784838e-05,4.049559792400289e-06,8.862304077792109e-05,6.29551449578196e-05,5.164446528581888e-05,37430781
True,21439936,5675000,92188247,63116259,42611595,227780147,359787421000.0,120382124675.0,5.9590565841377765e-05,1.577320292139952e-05,0.0002562297668544671,0.00017542653054565795,0.00011843547748713539,155304506
True,13193117,0,40810302,18266066,26424184,124280416,190071014916.66666,21133883258.333332,6.941151445834229e-05,0.0,0.00021471081226084141,9.610127040153093e-05,0.0001390226911324971,59076368
False,8048917,0,12576656,5814585,9512765,45936698,207737689666.66666,23387258308.333332,3.874557868105298e-05,0.0,6.054104106087031e-05,2.799003401515638e-05,4.5792195991319946e-05,18391241
True,5730381,180000,8572845,8795020,4155000,35614167,44258516275.0,7533514750.0,0.0001294752170270308,4.067013880030934e-06,0.00019369933114640997,0.00019871926897305372,9.38802370640474e-05,17367865
True,25598291,1730000,56211905,50861960,32252000,192906259,140772022275.0,23930082250.0,0.00018184217706266521,1.2289373783523705e-05,0.00039931162521903183,0.0003613073050882262,0.00022910802500936792,107073865
True,13258919,0,32503640,10171041,67203665,144435457,100004000000.0,13604000000.0,0.00013258388664453422,0.0,0.0003250233990640374,0.00010170634174633015,0.0006720097696092157,42674681
False,7892751,4500000,9747187,3902477,21118499,57292780,109413500000.0,15738000000.0,7.213690266740393e-05,4.1128379953113646e-05,8.908578009112221e-05,3.5667234847619354e-05,0.00019301547798032236,13649664
True,19962803,0,115032523,29054547,36557300,207861052,1594737000000.0,58509750000.0,1.2517928034528577e-05,0.0,7.213259803967676e-05,1.8219021067423657e-05,2.2923717202272225e-05,144087070
False,11508700,0,52293570,9756088,13712100,90310959,1984811000000.0,65982250000.0,5.798385841271537e-06,0.0,2.634687635245875e-05,4.915373806372496e-06,6.908516730308326e-06,62049658
True,7948785,0,16774493,13786377,10065491,49237788,17982535150.0,1974859250.0,0.0004420280529800605,0.0,0.0009328213658461832,0.0007666536939870795,0.000559737040191466,30560870
False,3965241,0,4187482,3567523,2971105,14986165,17982535150.0,1974859250.0,0.00022050511604310697,0.0,0.00023286382954741506,0.00019838821224269927,0.00016522169845445848,7755005
True,4650003,0,276612072,0,0,294354316,710955250000.0,169072000000.0,6.54050026355386e-06,0.0,0.00038907100271078944,0.0,0.0,276612072
False,3900000,0,73012978,13314569,0,153863877,710955250000.0,169072000000.0,5.4855773271243166e-06,0.0,0.00010269700941092988,1.8727717391495457e-05,0.0,86327547
False,5272501,0,146143733,0,0,275188543,891871250000.0,180293000000.0,5.911728850997271e-06,0.0,0.00016386191728907058,0.0,0.0,146143733
True,5267891,0,475307862,0,0,591612030,1205092000000.0,237597250000.0,4.3713600289438484e-06,0.0,0.0003944162453986916,0.0,0.0,475307862
False,6412128,0,7530337,1015867,7524729,30241055,183330843000.0,7576771000.0,3.4975718733808475e-05,0.0,4.107512340408537e-05,5.541167996483821e-06,4.1044533897659544e-05,8546204
