CEO,salary,bonus,stockAwards,optionAwards,nonEquityIncentiveCompensation,total,Revenue,Net Income Common,salary/revenue,bonus/revenue,stockAwards/revenue,optionAwards/revenue,nonEquityIncentiveCompensation/revenue,all_Equity_Awards
True,13579471,0,118002370,17500035,27692165,177180498,77093438800.0,14977429175.0,0.00017614301828238073,0.0,0.0015306408928797194,0.00022699772214597333,0.0003592026173827908,135502405
False,7123996,0,29106248,6285029,9174263,51992856,72111496300.0,14036219125.0,9.879140449898e-05,0.0,0.00040362840175873593,8.715710146760608e-05,0.0001272233065561836,35391277
False,1671566,0,49887230,0,0,51592227,1952856250000.0,68106000000.0,8.559595720371124e-07,0.0,2.5545776858895786e-05,0.0,0.0,49887230
True,2931282,0,537721978,0,0,556464176,4937410000000.0,203862000000.0,5.936881887467316e-07,0.0,0.0001089077022163442,0.0,0.0,537721978
True,1800000,0,31260978,7670279,1500000,42272930,11775237650.0,2979507500.0,0.00015286315686375976,0.0,0.0026548065465158573,0.0006513905899810014,0.00012738596405313315,38931257
False,1800000,120000,12359217,1926437,1340000,17583727,11775237650.0,2979507500.0,0.00015286315686375976,1.0190877124250651e-05,0.0010495938483245813,0.00016360068962175043,0.00011379812788746562,14285654
False,5000351,1959324,39676232,445680,2514326,49771437,17883160150.0,4812822500.0,0.0002796122697587093,0.00010956251487799822,0.002218636508715715,2.492176976897453e-05,0.00014059741001648413,40121912
True,8903750,4793912,113560597,1584640,6755111,136154030,14490366725.0,3946228750.0,0.0006144599490804123,0.0003308344150965579,0.007836971910729885,0.00010935817085057245,0.0004661794368768814,115145237
True,28641667,7800000,187227193,0,26535750,273167948,320557500000.0,39852500000.0,8.934954571332757e-05,2.433260803444e-05,0.0005840674231612113,0.0,8.278000046793478e-05,187227193
False,8750000,0,56530219,0,9642750,102004292,109331000000.0,13500250000.0,8.00321958090569e-05,0.0,0.0005170557207013564,0.0,8.819776641574667e-05,56530219
True,9520958,0,9648120,9650114,21207750,60103340,26609499700.0,2944900000.0,0.0003578029691403781,0.0,0.00036258178878876104,0.00036265672443289116,0.000796999201003392,19298234
False,5137583,100000,2666276,2665676,7250000,25386327,26609499700.0,2944900000.0,0.00019307326548495763,3.7580563756333984e-06,0.00010020015520998315,0.00010017760687172934,0.0002724590872334214,5331952
True,17347977,0,116171741,11123029,22696340,182514641,141111500000.0,-35409500000.0,0.00012293808087930467,0.0,0.0008232620374668259,7.882439772803776e-05,0.0001608397614652243,127294770
False,9067711,850000,42675065,3372640,11054392,72022332,178440500000.0,-18729000000.0,5.081644021396488e-05,4.763492592769018e-06,0.0002391557129687487,1.890064195067824e-05,6.195001695242952e-05,46047705
True,17411538,24074974,73269052,21570024,33623523,190529716,136255974400.0,21959325200.0,0.0001277855013453267,0.00017668930926525303,0.0005377309312317391,0.00015830516125977666,0.0002467673300056045,94839076
False,8688494,4571458,14724279,2131951,14331501,59178076,131679824000.0,22463300100.0,6.598196850566872e-05,3.471646499163e-05,0.00011181879313568948,1.6190415017565638e-05,0.0001088359671562137,16856230
False,5997916,0,0,19198910,4277526,30524623,71861174500.0,9597619250.0,8.346532104064066e-05,0.0,0.0,0.00026716666035008933,5.9524855107955406e-05,19198910
True,11154000,0,0,54893340,14883095,82506402,66355249500.0,8851319250.0,0.0001680952160386346,0.0,0.0,0.0008272644653381945,0.0002242941607807533,54893340
False,8116919,2850000,38956807,0,7451768,60800515,177565250000.0,14921250000.0,4.5712317021489286e-05,1.6050437796809907e-05,0.00021939431842660657,0.0,4.1966364477283706e-05,38956807
True,12892772,2000000,117845430,0,18099989,155921482,162117500000.0,13731750000.0,7.952733048560458e-05,1.2336731074683486e-05,0.0007269136891452188,0.0,0.00011164734837386464,117845430
False,5072000,9230000,37859529,0,0,53699617,11070948100.0,2221221500.0,0.0004581360109528469,0.000833713600373576,0.0034197187682597843,0.0,0.0,37859529
True,10790000,20000,89111185,0,22895797,128691808,17530556675.0,4118518250.0,0.0006154967123997504,1.1408650832247458e-06,0.005083191974564036,0.0,0.0013060507674950944,89111185
True,10256595,0,26101137,0,12126548,93253958,42571979800.0,5716764250.0,0.00024092360863142194,0.0,0.0006131060176816114,0.0,0.00028484811035262215,26101137
False,5256174,0,7492966,0,4018062,25714724,53476666700.0,6199168750.0,9.828911045422357e-05,0.0,0.00014011654918648847,0.0,7.513673248448749e-05,7492966
False,1938362,1877353,9384000,1469396,1952909,16906474,14062750000.0,3045500000.0,0.00013783662512666442,0.00013349828447494267,0.0006672948036479351,0.0001044885246484507,0.0001388710600700432,10853396
True,8887001,3454845,59309338,2937999,29334158,104354338,28125500000.0,6091000000.0,0.0003159766404152815,0.00012283674956889656,0.0021087389735293593,0.00010446032959414055,0.0010429737426890188,62247337
False,9237114,662500,25857337,1277852,11466207,48788500,37711821900.0,14766612200.0,0.00024493947877919945,1.756743553140295e-05,0.000685656001149072,3.3884653024414074e-05,0.0003040480788863717,27135189
True,15410578,0,94218508,5464108,29398840,142486735,30424839650.0,12042933200.0,0.0005065130392560672,0.0,0.0030967626808840057,0.00017959364988797896,0.0009662775659032931,99682616
False,6851918,1100000,107583027,14014336,7425441,137856221,223252500000.0,40028750000.0,3.069133828288597e-05,4.927156470812197e-06,0.0004818894614841939,6.277347846048757e-05,3.326028151980381e-05,121597363
True,7864362,0,242451627,42014625,21183089,313944850,84994750000.0,11983750000.0,9.252762082363911e-05,0.0,0.002852548269157801,0.0004943202374264292,0.00024922820527150205,284466252
True,11971481,0,54492311,3298314,20577231,105161933,71607400000.0,3743625000.0,0.00016718217670240785,0.0,0.0007609871465798228,4.6061077486405033e-05,0.00028736179501001293,57790625
False,5911896,300000,13875436,334407,6166338,30383539,71988250000.0,3787625000.0,8.212306869523846e-05,4.1673467545050755e-06,0.0001927458439398096,4.645299753779262e-06,8.565756217160439e-05,14209843
True,6129889,120000,11046333,1111719,5127606,25193150,45242054000.0,6912408000.0,0.00013549095273172169,2.6523994688658477e-06,0.0002441607315176274,2.4572690709400595e-05,0.00011333716192461112,12158052
True,9332644,0,26193578,2396926,10403273,52999830,39587098675.0,6205849000.0,0.0002357496333999779,0.0,0.0006616695559086713,6.0548160391296975e-05,0.0002627945302435074,28590504
False,9984615,45946986,33318312,9101192,12315000,114457861,450698250000.0,60786750000.0,2.2153658240297138e-05,0.00010194622677145962,7.392598484684598e-05,2.019353747213352e-05,2.7324268510028605e-05,42419504
True,19144263,45899583,142375304,25012675,12412000,259632394,464258750000.0,62649250000.0,4.123619210192592e-05,9.886638216296407e-05,0.0003066723115073222,5.387658283231064e-05,2.673509115337083e-05,167387979
True,10181731,0,899808,47727321,17929887,78612827,108094826600.0,13331023230.0,9.419258368096591e-05,0.0,8.324246666583764e-06,0.0004415319631957298,0.00016587183275984827,48627129
False,7653246,1200000,309061,21066059,8644060,40176754,146335466950.0,18644289910.0,5.229932400881986e-05,8.200336015670191e-06,2.112003374449204e-06,0.00014395730193827766,5.907016378301173e-05,21375120
True,37862144,2000000,158814897,25002402,122292210,416562324,2793735000000.0,97855000000.0,1.3552518044839614e-05,7.158875125951459e-07,5.684680078819215e-05,8.94945368834195e-06,4.3773733013331615e-05,183817299
True,10175058,750000,38252967,7868495,23770519,87376258,1052878500000.0,18083750000.0,9.66403815824903e-06,7.123329045089248e-07,3.6331796118925404e-05,7.473317196618603e-06,2.257669712127278e-05,46121462
True,14404167,0,163724597,0,0,186809837,996120000000.0,154060250000.0,1.4460272858691723e-05,0.0,0.00016436232281251254,0.0,0.0,163724597
False,10550000,52593333,74293698,0,268024,139224185,1181670250000.0,192545500000.0,8.928040627239283e-06,4.45076221560118e-05,6.287176816036453e-05,0.0,2.2681792995973285e-07,74293698
True,17138594,0,71100929,59082089,31601284,188101092,160509000000.0,24719250000.0,0.0001067765296650032,0.0,0.0004429716028384701,0.0003680920633733934,0.00019688169510743945,130183018
False,7333277,250000,21668151,12267067,9640302,57632762,131089000000.0,20461750000.0,5.594120788166818e-05,1.9071012823349023e-06,0.00016529343423170518,9.357815682475265e-05,7.354012922518289e-05,33935218
True,8649839,5496000,14561904,1178205,14982216,47993134,113314397000.0,8580936333.333334,7.633486325660807e-05,4.850222165502941e-05,0.00012850886017599334,1.039766376729693e-05,0.000132218115232083,15740109
True,38773039,4000000,115057910,19705521,85073149,285206232,375540692000.0,25116450666.666668,0.00010324590603885877,1.0651309126309008e-05,0.0003063793417092601,5.247239891649345e-05,0.0002265351020868865,134763431
False,8915386,1231250,31229244,7336304,16723396,67694311,519221000000.0,13207500000.0,1.717069610050441e-05,2.3713409126364303e-06,6.0146342308959e-05,1.4129443916944807e-05,3.220862792529578e-05,38565548
True,14974423,3500000,102970641,21298250,35617502,180547231,654253250000.0,15841000000.0,2.2887808352499588e-05,5.349610414621556e-06,0.0001573865181411021,3.255352571806101e-05,5.4439931326286875e-05,124268891
False,6629108,450000,14070276,1797205,6278872,37648589,144016361000.0,13328838750.0,4.603024235558903e-05,3.1246449839126263e-06,9.769914961259159e-05,1.2479172418472649e-05,4.3598324220954316e-05,15867481
True,10386667,0,49511461,7895471,15592152,115146371,128021307000.0,10708289650.0,8.113233057369114e-05,0.0,0.00038674391130845117,6.16731010252848e-05,0.0001217934136541818,57406932
False,5428836,2450000,15727257,0,12697500,39593775,76133825000.0,17604600350.0,7.130649221945699e-05,3.2180177470395056e-05,0.0002065738454622502,0.0,0.00016677869527769031,15727257
True,9986342,1000000,104168531,0,42825000,159100424,93636975000.0,22379575450.0,0.00010664955804050697,1.0679541922408323e-05,0.001112472193810191,0.0,0.0004573513828271364,104168531
False,7526655,1520000,36900199,0,5890514,58413015,132765084250.0,40225264150.0,5.6691524300373424e-05,1.1448793247009143e-05,0.000277936019160851,0.0,4.436794533198212e-05,36900199
True,15776336,3000000,128864705,0,30048382,192858100,152389708500.0,46329088750.0,0.00010352625617103271,1.9686368781261894e-05,0.0008456260351728411,0.0,0.00019718117644407725,128864705
False,5537466,0,8739392,2565825,3613384,20627247,29384518525.0,14340198475.0,0.00018844841698831272,0.0,0.00029741484423386513,8.731893965922996e-05,0.00012296897078391045,11305217
True,11924259,0,39469469,18003089,13742705,83979879,29354911000.0,14296335150.0,0.00040621002053114726,0.0,0.0013445610174052307,0.0006132905325449633,0.00046815692951683623,57472558
False,9697916,0,46649903,1412752,27931387,90138569,265971250000.0,50437750000.0,3.6462271768095235e-05,0.0,0.00017539453230377343,5.311671844231284e-06,0.00010501656476028893,48062655
True,26841668,500000,220774085,7603486,97984480,370129709,596743750000.0,111452250000.0,4.4980224761465874e-05,8.37880581070183e-07,0.0003699646372500759,1.2741626535678003e-05,0.00016419858607651946,228377571
True,12061364,0,211490926,0,94013520,318899035,199493073000.0,48568492575.0,6.046006419481041e-05,0.0,0.0010601417022635168,0.0,0.0004712620773554378,211490926
False,3768125,500000,50752404,0,14100000,69229878,113868477500.0,27620225550.0,3.309190640579172e-05,4.39103087155969e-06,0.00044571074553973903,0.0,0.00012382707057798328,50752404
True,11153524,0,79160820,10124973,15246391,145244267,195217750000.0,-16661666666.666666,5.713375960946174e-05,0.0,0.0004055001146156023,5.186502251972477e-05,7.809940950553933e-05,89285793
False,6016439,0,28672946,2624980,6493586,59680131,151793250000.0,-16308666666.666666,3.963574796639508e-05,0.0,0.00018889473675542227,1.7293127329443174e-05,4.277914861168069e-05,31297926
False,6800000,33025000,46335383,15690694,0,102552372,174365750000.0,51382250000.0,3.8998484507421896e-05,0.00018940072806729533,0.00026573672295161175,8.99872480690732e-05,0.0,62026077
True,10600000,90540000,152601608,0,0,256840174,128420500000.0,38322750000.0,8.254133880494158e-05,0.0007050276240942841,0.0011882963234063097,0.0,0.0,152601608
True,17127823,0,133859399,0,41907413,202621125,249048250000.0,19421750000.0,6.877311123446962e-05,0.0,0.0005374837968144728,0.0,0.00016827025686789608,133859399
False,8943647,2625000,42124319,0,17925400,86821810,236622250000.0,30223750000.0,3.77971513667882e-05,1.1093631304748392e-05,0.0001780234910284219,0.0,7.575534422481403e-05,42124319
True,10165127,0,24969993,25873164,17989900,95283087,49649724975.0,4912025000.0,0.0002047368239223565,0.0,0.0005029230879440536,0.0005211139439952155,0.0003623363474633225,50843157
False,5180260,1040750,8757042,5342889,5044254,29187746,46046675125.0,4638475000.0,0.00011250019650577323,2.2602066211615534e-05,0.0001901775095862581,0.00011603202588451819,0.00010954654133673456,14099931
False,4731538,343000,6696691,0,6389751,20114052,20339043000.0,3326952250.0,0.00023263326598011518,1.686411695968193e-05,0.0003292530036934383,0.0,0.00031416183150800164,6696691
True,9165393,1487460,15630084,0,18312115,46262399,20049717175.0,3295026500.0,0.0004571332812329309,7.418857767503646e-05,0.0007795663082713784,0.0,0.0009133353273847365,15630084
True,9986933,750000,66264474,20365755,16378345,119436169,83231250000.0,-3113000000.0,0.00011999018397536983,9.011038522189682e-06,0.0007961489704888489,0.0002446888037846362,0.0001967811969662837,86630229
False,5119419,0,15016423,4595341,4623452,31730900,75982250000.0,955000000.0,6.73765122775385e-05,0.0,0.00019763067032102893,6.0479138219781596e-05,6.084910620572568e-05,19611764
True,13384468,0,90184814,0,25680477,136732346,128513625000.0,8382025000.0,0.00010414824109116834,0.0,0.0007017529386475559,0.0,0.00019982688216910852,90184814
False,6192821,500000,24589063,0,9895446,43553839,92731125000.0,6072300000.0,6.678255008768631e-05,5.3919328596520314e-06,0.0002651651535555079,0.0,0.00010671116089662452,24589063
False,4859616,8000000,16755391,306250,2556250,32722487,24963883925.0,5319942250.0,0.00019466586267585364,0.0003204629545640703,0.0006711852630920291,1.2267722479405816e-05,0.00010239792845055059,17061641
True,9394231,19032916,81430995,3743750,4406250,123218735,26954300300.0,5912954250.0,0.0003485243874054486,0.0007061179770264709,0.003021076195400257,0.0001388924942711275,0.00016347113265633537,85174745
True,55501635,190055484,281744834,11201239,45829184,635006056,4051966000000.0,492806750000.0,1.3697458221515186e-05,4.690451104476197e-05,6.953287219093151e-05,2.7643960980916424e-06,1.131035749066009e-05,292946073
False,5403561,38066581,46507555,1650000,8244518,105341949,1006505000000.0,128470250000.0,5.368638009746598e-06,3.7820558268463644e-05,4.620697860417981e-05,1.6393361185488397e-06,8.191234022682451e-06,48157555
False,7921193,200000,18440755,3841091,7466918,40540458,148368309133.33334,7006533233.333334,5.338871249709737e-05,1.3479967600107047e-06,0.000124290389960756,2.5888891114531388e-05,5.0326906356328056e-05,22281846
True,11716385,0,61845495,9917775,21236601,116929436,119613084383.33333,5807358233.333334,9.795236917770293e-05,0.0,0.0005170462355255295,8.291546908209253e-05,0.000177544129971111,71763270
False,798750,1000000,3496430,3386184,1315600,10295137,37216000000.0,3818750000.0,2.1462542992261393e-05,2.6870163370593294e-05,9.39496453138435e-05,9.098731728288908e-05,3.535038693035254e-05,6882614
True,4143030,4347000,16256629,16669040,3827200,48913793,91975750000.0,9706000000.0,4.504480800645822e-05,4.726245776740065e-05,0.0001767490778819417,0.00018123298804304395,4.161096810844163e-05,32925669
False,8487867,13580187,8852059,10514586,4441586,73123088,620704250000.0,46009000000.0,1.367457529088934e-05,2.1878675713916894e-05,1.4261315272128392e-05,1.693976801351046e-05,7.155720296743578e-06,19366645
