Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,Investment Gain/Loss (Other),EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,5711400000.0,3530799900.0,2180599800.0,1075700000.0,684799900.0,88000000.0,-63600000.0,88200000.0,-11000000.0,621200000.0,57000000.0,564200000.0,680300000.0,1.68,0.3818,0.1199,0.1088,0.1191,0.115,1124599900.0,684800000.0,1.33,0.3015,1.673,0.3115,1.36,553200000.0,130300000.0,683500000.0,0.1969,0.1297,IR
2022-06-30 00:00:00,5520700000.0,3401099900.0,2119599900.0,1049600000.0,658700100.0,84000000.0,-74800000.0,84100000.0,-15800000.0,583900000.0,29400000.0,554500000.0,661200000.0,1.63,0.3839,0.1193,0.1058,0.1198,0.0914,1086000100.0,658700200.0,1.29,0.2903,1.6191,0.3003,1.32,538700000.0,125600000.0,664300000.0,0.1967,0.1055,IR
2022-03-31 00:00:00,5359900000.0,3297399900.0,2062499900.0,1041200000.0,601400000.0,84000000.0,-46500000.0,83600000.0,-15700000.0,554900000.0,0.0,554900000.0,756600000.0,1.85,0.3848,0.1122,0.1035,0.1412,0.0889,1026500000.0,601400100.0,1.28,0.5166,1.8334,0.5266,1.31,539200000.0,220400000.0,759600000.0,0.1915,0.1016,IR
2021-12-31 00:00:00,5152400000.0,3163899900.0,1988499900.0,1028000000.0,565700100.0,88000000.0,-52700000.0,87700000.0,-11400000.0,513000000.0,-21800000.0,534800000.0,562500000.0,1.37,0.3859,0.1098,0.0996,0.1092,0.1031,987800100.0,565700200.0,1.24,0.1,1.3621,0.1,1.26,523400000.0,41600000.0,565000000.0,0.1917,0.1137,IR
2021-09-30 00:00:00,4865400000.0,2937700000.0,1927699900.0,986499900.0,536999800.0,93000000.0,-58600000.0,92700000.0,-2900000.0,478400000.0,13000000.0,465400000.0,421100000.0,1.01,0.3962,0.1104,0.0983,0.0865,0.1171,963699800.0,536999800.0,1.13,-0.0841,1.051,-0.0941,1.15,462500000.0,-40200000.0,422300000.0,0.1981,0.1262,IR
2021-06-30 00:00:00,4652900000.0,2809500000.0,1843399900.0,952499900.0,442099800.0,94000000.0,-56800000.0,99000000.0,,385300000.0,23100000.0,362200000.0,324600000.0,0.77,0.3962,0.095,0.0828,0.0698,0.1411,903499800.0,442099800.0,0.89,-0.0743,0.8151,-0.0843,0.9,361500000.0,-36100000.0,325400000.0,0.1942,0.1487,IR
2021-03-31 00:00:00,4399200000.0,2759900000.0,1639299900.0,894399900.0,256999800.0,94000000.0,-96700000.0,107100000.0,,160300000.0,89000000.0,71300000.0,-86900000.0,-0.22,0.3726,0.0584,0.0364,-0.0198,0.1513,731699800.0,256999800.0,0.2,-0.3643,-0.1669,-0.3743,0.2,71300000.0,-157000000.0,-85700000.0,0.1663,0.1598,IR
2020-12-31 00:00:00,3973200000.0,2568300000.0,1404899900.0,789299900.0,59599800.0,93000000.0,-105000000.0,111100000.0,,-45400000.0,11400000.0,-56800000.0,-33300000.0,-0.13,0.3536,0.015,-0.0114,-0.0084,0.1543,491999800.0,59599800.0,-0.15,0.06,-0.0847,0.06,-0.15,-56800000.0,24400000.0,-32400000.0,0.1238,0.1645,IR
2020-09-30 00:00:00,3012800100.0,1964599900.0,1048200200.0,661500000.0,-85699900.0,87000000.0,-102400000.0,107100000.0,,-188100000.0,7800000.0,-195900000.0,-159100000.0,-0.36,0.3479,-0.0284,-0.0624,-0.0528,0.112,243900100.0,-85700000.0,-0.6093,,-0.3592,,-0.6166,-195900000.0,,-157600000.0,0.081,0.1226,IR
2020-06-30 00:00:00,2497000100.0,1657299900.0,839700200.0,538200000.0,-81799900.0,,-98800000.0,101500000.0,,-180600000.0,4000000.0,-184600000.0,-147300000.0,-0.23,0.3363,-0.0328,-0.0723,-0.059,0.1021,153600100.0,-81800000.0,-0.4817,,-0.2285,,-0.4843,-184600000.0,,-146200000.0,0.0615,0.116,IR
