Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,Investment Gain/Loss (Other),EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,2100700100.0,1335199900.0,765500200.0,439800000.0,37800100.0,,-91700000.0,93100000.0,,-53900000.0,-66100000.0,12200000.0,75200000.0,0.42,0.3644,0.018,-0.0257,0.0358,0.0771,202000100.0,37800000.0,0.1032,,0.4155,,0.1064,12200000.0,,75200000.0,0.0962,0.0917,IR
2019-12-31 00:00:00,2017500100.0,1239199900.0,778300200.0,409600000.0,194100100.0,,-83900000.0,88400000.0,,110200000.0,12900000.0,97300000.0,159100000.0,0.78,0.3858,0.0962,0.0546,0.0789,0.0922,340600100.0,194100000.0,0.47,,0.7818,,0.48,97300000.0,,159100000.0,0.1688,0.1108,IR
2019-09-30 00:00:00,2558800100.0,1603500000.0,955300100.0,427200000.0,361799700.0,,-87800000.0,91100000.0,,274000000.0,46200000.0,227800000.0,227800000.0,1.12,0.3733,0.1414,0.1071,0.089,0.132,540499700.0,361799700.0,1.0927,,1.1262,,1.1262,227800000.0,,227800000.0,0.2112,0.1526,IR
2019-06-30 00:00:00,2651400100.0,1655200000.0,996200100.0,439600000.0,406599700.0,,-88100000.0,92300000.0,,318500000.0,59800000.0,258700000.0,258700000.0,1.28,0.3757,0.1534,0.1201,0.0976,0.1227,586699700.0,406599700.0,1.2404,,1.2815,,1.2815,258700000.0,,258700000.0,0.2213,0.1434,IR
2019-03-31 00:00:00,2690500100.0,1679400000.0,1011100100.0,444700000.0,433399700.0,,-90600000.0,96000000.0,,342800000.0,68700000.0,274100000.0,274100000.0,1.36,0.3758,0.1611,0.1274,0.1019,0.1477,614299700.0,433399700.0,1.3132,,1.3596,,1.3596,274100000.0,,274100000.0,0.2283,0.1684,IR
2018-12-31 00:00:00,2689800100.0,1677300000.0,1012500100.0,434600000.0,442999700.0,,-93500000.0,99600000.0,,349500000.0,80100000.0,269400000.0,269400000.0,1.34,0.3764,0.1647,0.1299,0.1002,0.1471,623399700.0,442999700.0,1.2884,,1.3363,,1.3363,269400000.0,,269400000.0,0.2318,0.1653,IR
2018-09-30 00:00:00,2642099900.0,1645000000.0,997099900.0,437700000.0,386800000.0,,-95000000.0,101700000.0,,291800000.0,-26900000.0,318700000.0,318700000.0,1.58,0.3774,0.1464,0.1104,0.1206,0.1394,569900000.0,386799900.0,1.6728,,1.7033,,1.7033,318700000.0,,318700000.0,0.2157,0.157,IR
2018-06-30 00:00:00,2602399900.0,1613800000.0,988599900.0,441000000.0,365099900.0,,-135700000.0,107400000.0,,229400000.0,-45100000.0,274500000.0,274500000.0,1.36,0.3799,0.1403,0.0881,0.1055,0.1271,547199900.0,365099800.0,1.4621,,1.4848,,1.4848,274500000.0,,274500000.0,0.2103,0.1441,IR
2018-03-31 00:00:00,2513299900.0,1558100000.0,955199900.0,450800000.0,162099900.0,,-200400000.0,120800000.0,,-38300000.0,-106200000.0,67900000.0,67900000.0,0.23,0.3801,0.0645,-0.0152,0.027,0.0892,342799900.0,162099800.0,0.3474,,0.359,,0.359,67900000.0,,67900000.0,0.1364,0.1048,IR
2017-12-31 00:00:00,2375399900.0,1477500000.0,897899900.0,446200000.0,109099900.0,,-221800000.0,140700000.0,,-112700000.0,-131200000.0,18500000.0,18400000.0,-0.01,0.378,0.0459,-0.0474,0.0077,0.0641,284499900.0,109099800.0,0.0983,,0.1016,,0.1016,18500000.0,,18500000.0,0.1198,0.0844,IR
2017-09-30 00:00:00,2173000000.0,1364400000.0,808600000.0,439800000.0,51399900.0,,-239900000.0,158500000.0,,-188500000.0,-50200000.0,-138300000.0,-138300000.0,,0.3721,0.0237,-0.0867,-0.0636,0.0414,221199900.0,51399900.0,-0.8269,,-0.8224,,-0.8224,-138300000.0,,-138300000.0,0.1018,0.0657,IR
2017-06-30 00:00:00,1985400000.0,1259200000.0,726200000.0,435200000.0,-18600000.0,,-217300000.0,171100000.0,,-235900000.0,-65500000.0,-170400000.0,-170200000.0,,0.3658,-0.0094,-0.1188,-0.0857,0.0264,107800000.0,-18600000.0,-0.9887,,-0.9887,,-0.9887,-170400000.0,,-170400000.0,0.0543,0.0587,IR
2017-03-31 00:00:00,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,IR
2016-12-31 00:00:00,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,IR
2016-09-30 00:00:00,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,IR
