Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,2590000000.0,566831000.0,2581848200.0,855720000.0,1726128200.0,1726000000.0,417933000.0,1308195100.0,1271000000.0,20.47,0.9969,0.0,0.6664,0.4907,0.6782,21.0765,21.242,21.242,1308195100.0,1307000000.0,0.0,0.6965,SBNY
2022-06-30 00:00:00,2383000000.0,339312000.0,2376350200.0,786421000.0,1589929200.0,1590000000.0,398778000.0,1191151100.0,1154000000.0,18.78,0.9972,0.0,0.6672,0.4843,0.509,19.3978,19.5733,19.5733,1191151100.0,1190000000.0,0.0,0.5275,SBNY
2022-03-31 00:00:00,2258178000.0,293428000.0,2170171300.0,752454000.0,1417717200.0,1418262000.0,351275000.0,1066442100.0,1029368000.0,17.11,0.961,0.0,0.6281,0.4558,0.2606,17.7158,17.8955,17.8955,1066442100.0,1065493000.0,0.0,0.2781,SBNY
2021-12-31 00:00:00,2175421000.0,309857000.0,2001416300.0,753642000.0,1247774300.0,1248207000.0,329333000.0,918441100.0,880389000.0,15.08,0.92,0.0,0.5738,0.4047,0.5384,15.6977,15.8705,15.8705,918441100.0,918026000.0,0.0,0.5532,SBNY
2021-09-30 00:00:00,2106169900.0,333043000.0,1851213900.0,756069000.0,1095144900.0,1095130000.0,275688000.0,819457000.0,790397000.0,14.02,0.8789,0.0,0.52,0.3753,0.4,14.4556,14.5774,14.5774,819457000.0,819034000.0,0.0,0.4135,SBNY
2021-06-30 00:00:00,2102874900.0,350978000.0,1751896900.0,784068000.0,967828900.0,967829000.0,251245000.0,716584000.0,696947000.0,12.76,0.8331,0.0,0.4602,0.3314,0.5058,13.037,13.1355,13.1355,716584000.0,716584000.0,0.0,0.519,SBNY
2021-03-31 00:00:00,2037142900.0,366038000.0,1671104900.0,848622000.0,822482900.0,822483000.0,203178000.0,619305000.0,608793000.0,11.39,0.8203,0.0,0.4037,0.2988,0.6376,11.529,11.6063,11.6063,619305000.0,619305000.0,0.0,0.6505,SBNY
2020-12-31 00:00:00,2006893900.0,412554000.0,1594339900.0,862148000.0,732191900.0,732192000.0,203833000.0,528359000.0,528359000.0,10.01,0.7944,0.0,0.3648,0.2633,0.4332,9.9881,10.0371,10.0371,528359000.0,528359000.0,0.0,0.4506,SBNY
2020-09-30 00:00:00,1991567000.0,462080000.0,1529487000.0,816674000.0,712813000.0,712813000.0,209850000.0,502963000.0,503428000.0,9.52,0.768,0.0,0.3579,0.2528,0.436,9.4815,9.5348,9.5348,502963000.0,502963000.0,0.0,0.4579,SBNY
2020-06-30 00:00:00,1984633000.0,525337000.0,1459296000.0,738906000.0,720390000.0,720390000.0,207859000.0,512531000.0,512996000.0,9.66,0.7353,0.0,0.363,0.2585,0.325,9.6108,9.6615,9.6615,512531000.0,512531000.0,0.0,0.3451,SBNY
2020-03-31 00:00:00,1987887000.0,585061000.0,1402826000.0,631321000.0,771505000.0,771505000.0,228887000.0,542618000.0,543083000.0,10.16,0.7057,0.0,0.3881,0.2732,0.2651,10.1054,10.1532,10.1532,542618000.0,542618000.0,0.0,0.2861,SBNY
2019-12-31 00:00:00,1973391000.0,600083000.0,1373308000.0,551905000.0,821403000.0,821403000.0,234917000.0,586486000.0,586486000.0,10.92,0.6959,0.0,0.4162,0.2972,0.3777,10.8586,10.9065,10.9065,586486000.0,586486000.0,0.0,0.3944,SBNY
2019-09-30 00:00:00,1969980200.0,582765000.0,1387215100.0,529714000.0,857501100.0,857501000.0,256696000.0,600805000.0,600790000.0,11.07,0.7042,0.0,0.4353,0.305,0.4667,11.0629,11.1095,11.1095,600805000.0,600805000.0,0.0,0.4728,SBNY
2019-06-30 00:00:00,1909980200.0,536161000.0,1373819100.0,518814000.0,855005100.0,855005000.0,246872000.0,608133000.0,607668000.0,11.15,0.7193,0.0,0.4477,0.3182,0.5508,11.1578,11.2023,11.2023,608133000.0,608133000.0,0.0,0.5571,SBNY
2019-03-31 00:00:00,1834699200.0,477580000.0,1357119100.0,502081000.0,855038100.0,855038000.0,239621000.0,615417000.0,614952000.0,11.27,0.7397,0.0,0.466,0.3352,0.5629,11.2739,11.3202,11.3202,615417000.0,615417000.0,0.0,0.5699,SBNY
2018-12-31 00:00:00,1759475200.0,409933000.0,1349542100.0,648802000.0,700740100.0,700740000.0,194306000.0,506434000.0,506434000.0,9.26,0.767,0.0,0.3983,0.2878,0.3638,9.2642,9.3084,9.3084,506434000.0,506434000.0,0.0,0.3703,SBNY
2018-09-30 00:00:00,1660918000.0,351335000.0,1309583000.0,674919000.0,634664100.0,634664000.0,175296000.0,459368000.0,458918000.0,8.44,0.7885,0.0,0.3821,0.2763,0.2028,8.4022,8.4402,8.4402,459368000.0,459368000.0,0.0,0.2167,SBNY
2018-06-30 00:00:00,1600935000.0,303754000.0,1297181000.0,670328000.0,626853100.0,626853000.0,198460000.0,428393000.0,428393000.0,7.9,0.8103,0.0,0.3916,0.2676,0.3206,7.848,7.8911,7.8911,428393000.0,428393000.0,0.0,0.3352,SBNY
2018-03-31 00:00:00,1550003000.0,262659000.0,1287344000.0,853628000.0,433716100.0,433716000.0,145951000.0,287765000.0,287765000.0,5.32,0.8305,0.0,0.2798,0.1857,0.145,5.2738,5.3142,5.3142,287765000.0,287765000.0,0.0,0.1585,SBNY
2017-12-31 00:00:00,1506210000.0,232583000.0,1273627000.0,698363000.0,575264100.0,575264000.0,188055000.0,387209000.0,387209000.0,7.17,0.8456,0.0,0.3819,0.2571,0.3472,7.1155,7.1704,7.1704,387209000.0,387209000.0,0.0,0.3625,SBNY
2017-09-30 00:00:00,1463121000.0,210871000.0,1252250000.0,664812000.0,587438100.0,587437000.0,201156000.0,386281000.0,386281000.0,7.17,0.8559,0.0,0.4015,0.264,0.5965,7.115,7.1716,7.1716,386281000.0,386281000.0,0.0,0.6128,SBNY
2017-06-30 00:00:00,1430527000.0,193679000.0,1236848000.0,721521000.0,515327100.0,515326000.0,177406000.0,337920000.0,337920000.0,6.29,0.8646,0.0,0.3602,0.2362,0.4993,6.2343,6.2886,6.2886,337920000.0,337920000.0,0.0,0.5139,SBNY
2017-03-31 00:00:00,1396144000.0,181295000.0,1214849000.0,543236000.0,671613100.0,671612000.0,245407000.0,426205000.0,426205000.0,7.94,0.8701,0.0,0.481,0.3053,0.563,7.8746,7.9356,7.9356,426205000.0,426205000.0,0.0,0.5765,SBNY
2016-12-31 00:00:00,1359901000.0,169909000.0,1189992000.0,532545000.0,657447100.0,657447000.0,261123000.0,396324000.0,396324000.0,7.43,0.8751,0.0,0.4835,0.2914,0.4033,7.3651,7.421,7.421,396324000.0,396324000.0,0.0,0.4155,SBNY
2016-09-30 00:00:00,1319278000.0,158496000.0,1160782000.0,519507000.0,641275000.0,641276000.0,255901000.0,385375000.0,385375000.0,7.33,0.8799,0.0,0.4861,0.2921,0.4299,7.265,7.3263,7.3263,385375000.0,385375000.0,0.0,0.4417,SBNY
2016-06-30 00:00:00,1263933000.0,146864000.0,1117069000.0,440389000.0,676680000.0,676681000.0,271191000.0,405490000.0,405490000.0,7.8,0.8838,0.0,0.5354,0.3208,0.2929,7.7304,7.7994,7.7994,405490000.0,405490000.0,0.0,0.305,SBNY
2016-03-31 00:00:00,1204179000.0,135846000.0,1068333000.0,408681000.0,659652000.0,659653000.0,265943000.0,393710000.0,393710000.0,7.67,0.8872,0.0,0.5478,0.327,0.2865,7.5993,7.6747,7.6747,393710000.0,393710000.0,0.0,0.2986,SBNY
2015-12-31 00:00:00,1144052000.0,129847000.0,1014205000.0,386128000.0,628077000.0,628077000.0,255012000.0,373065000.0,373065000.0,7.35,0.8865,0.0,0.549,0.3261,0.4604,7.272,7.3525,7.3525,373065000.0,373065000.0,0.0,0.4711,SBNY
2015-09-30 00:00:00,1087608000.0,128009000.0,959599000.0,364591000.0,595008000.0,595008000.0,243521000.0,351487000.0,351487000.0,6.95,0.8823,0.0,0.5471,0.3232,0.2686,6.8588,6.9418,6.9418,351487000.0,351487000.0,0.0,0.2788,SBNY
2015-06-30 00:00:00,1041327000.0,126229000.0,915098000.0,348976000.0,566122000.0,566122000.0,234055000.0,332067000.0,332067000.0,6.6,0.8788,0.0,0.5437,0.3189,0.3727,6.5018,6.587,6.587,332067000.0,332067000.0,0.0,0.3812,SBNY
2015-03-31 00:00:00,1000428000.0,125287000.0,875141000.0,335715000.0,539426000.0,539426000.0,225339000.0,314087000.0,314087000.0,6.32,0.8748,0.0,0.5392,0.314,0.6635,6.2178,6.3082,6.3082,314087000.0,314087000.0,0.0,0.6732,SBNY
2014-12-31 00:00:00,959255000.0,123122000.0,836133000.0,324354000.0,511779000.0,511779000.0,215075000.0,296704000.0,296704000.0,6.05,0.8716,0.0,0.5335,0.3093,0.4246,5.9495,6.0471,6.0471,296704000.0,296704000.0,0.0,0.4388,SBNY
2014-09-30 00:00:00,916583000.0,119185000.0,797398000.0,287846000.0,509552000.0,481118000.0,201483000.0,279635000.0,279635000.0,5.79,0.87,0.0,0.5249,0.3051,0.6222,5.707,5.7935,5.7935,279635000.0,279635000.0,0.0,0.6357,SBNY
2014-06-30 00:00:00,874509000.0,115182000.0,759327000.0,279246000.0,480081000.0,451647000.0,188649000.0,262998000.0,262998000.0,5.52,0.8683,0.0,0.5165,0.3007,0.664,5.4392,5.5302,5.5302,262998000.0,262998000.0,0.0,0.6788,SBNY
