Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2018-09-30 00:00:00,95184000000.0,21950000000.0,73234000000.0,49996000000.0,23238000000.0,,23238000000.0,28220000000.0,-4982000000.0,-6085000000.0,-2.11,0.7694,0.0,0.2441,-0.0639,0.2256,-1.95,-0.034,-1.4831,-0.034,-1.95,-4982000000.0,-109000000.0,-5091000000.0,0.0,0.2601,C
2018-06-30 00:00:00,93225000000.0,19961000000.0,73264000000.0,50127000000.0,23137000000.0,,23137000000.0,28615000000.0,-5478000000.0,-6899000000.0,-2.42,0.7859,0.0,0.2482,-0.074,0.1937,-2.27,-0.0327,-1.8085,-0.0327,-2.27,-5478000000.0,-106000000.0,-5584000000.0,0.0,0.227,C
2018-03-31 00:00:00,91062000000.0,18112000000.0,72950000000.0,50080000000.0,22870000000.0,,22870000000.0,28966000000.0,-6096000000.0,-7518000000.0,-2.77,0.8011,0.0,0.2511,-0.0826,-0.0216,-2.62,-0.0327,-2.1675,-0.0327,-2.62,-6096000000.0,-100000000.0,-6196000000.0,0.0,0.0136,C
2017-12-31 00:00:00,88962000000.0,16518000000.0,72444000000.0,49683000000.0,22761000000.0,,22761000000.0,29388000000.0,-6627000000.0,-8048000000.0,-3.1,0.8143,0.0,0.2559,-0.0905,-0.1322,-2.94,-0.04,-2.4969,-0.04,-2.94,-6627000000.0,-111000000.0,-6738000000.0,0.0,-0.0986,C
2017-09-30 00:00:00,88133000000.0,15259000000.0,72874000000.0,50112000000.0,22762000000.0,,22762000000.0,7033000000.0,15729000000.0,14606000000.0,5.19,0.8269,0.0,0.2583,0.1657,0.2186,5.18,-0.0012,5.7221,-0.0012,5.18,15729000000.0,-5000000.0,15724000000.0,0.0,0.2489,C
2017-06-30 00:00:00,86269000000.0,14054000000.0,72215000000.0,49836000000.0,22379000000.0,,22379000000.0,6900000000.0,15479000000.0,14360000000.0,5.01,0.8371,0.0,0.2594,0.1665,0.0987,5.01,-0.0093,5.5217,-0.0093,5.01,15479000000.0,-30000000.0,15449000000.0,0.0,0.1281,C
2017-03-31 00:00:00,84746000000.0,13138000000.0,71608000000.0,49137000000.0,22471000000.0,,22471000000.0,6828000000.0,15643000000.0,14479000000.0,4.97,0.845,0.0,0.2652,0.1709,0.5776,4.99,-0.0293,5.4765,-0.0293,4.99,15643000000.0,-74000000.0,15569000000.0,0.0,0.6044,C
2016-12-31 00:00:00,83309000000.0,12512000000.0,70797000000.0,49320000000.0,21477000000.0,,21477000000.0,6444000000.0,15033000000.0,13640000000.0,4.72,0.8498,0.0,0.2578,0.1637,0.6199,4.74,-0.02,5.1851,-0.02,4.74,15033000000.0,-58000000.0,14975000000.0,0.0,0.645,C
2016-09-30 00:00:00,83454000000.0,12135000000.0,71319000000.0,50134000000.0,21185000000.0,,21185000000.0,6338000000.0,14847000000.0,13402000000.0,4.6,0.8546,0.0,0.2539,0.1606,0.2931,4.65,-0.0377,5.0486,-0.0377,4.66,14847000000.0,-100000000.0,14747000000.0,0.0,0.32,C
2016-06-30 00:00:00,84153000000.0,11902000000.0,72251000000.0,50499000000.0,21752000000.0,,21752000000.0,6486000000.0,15266000000.0,13901000000.0,4.72,0.8586,0.0,0.2585,0.1652,0.4752,4.76,-0.031,5.1445,-0.031,4.77,15266000000.0,-80000000.0,15186000000.0,0.0,0.5045,C
2016-03-31 00:00:00,86006000000.0,11833000000.0,74173000000.0,51297000000.0,22876000000.0,,22876000000.0,6799000000.0,16077000000.0,14858000000.0,4.99,0.8624,0.0,0.266,0.1728,0.4025,5.02,-0.019,5.375,-0.019,5.03,16077000000.0,-51000000.0,16026000000.0,0.0,0.4314,C
2015-12-31 00:00:00,88275000000.0,11921000000.0,76354000000.0,51528000000.0,24826000000.0,,24826000000.0,7440000000.0,17386000000.0,16249000000.0,5.4,0.865,0.0,0.2812,0.1841,0.4205,5.42,-0.0199,5.7696,-0.0199,5.43,17386000000.0,-54000000.0,17332000000.0,0.0,0.4502,C
2015-09-30 00:00:00,87976000000.0,12179000000.0,75797000000.0,54319000000.0,21478000000.0,,21478000000.0,7114000000.0,14364000000.0,13357000000.0,4.44,0.8616,0.0,0.2441,0.1518,0.5562,4.45,0.0064,4.7596,0.0064,4.44,14364000000.0,-10000000.0,14354000000.0,0.0,0.5874,C
2015-06-30 00:00:00,89357000000.0,12563000000.0,76794000000.0,56519000000.0,20275000000.0,,20275000000.0,7301000000.0,12974000000.0,12009000000.0,4.15,0.8594,0.0,0.2269,0.1344,0.4118,3.97,-0.0003,4.2817,-0.0003,3.97,12974000000.0,-16000000.0,12958000000.0,0.0,0.4334,C
2015-03-31 00:00:00,89876000000.0,13127000000.0,76749000000.0,61194000000.0,15555000000.0,,15555000000.0,7186000000.0,8369000000.0,7510000000.0,2.7,0.8539,0.0,0.1731,0.0836,0.1806,2.49,-0.0123,2.7472,-0.0123,2.49,8369000000.0,-44000000.0,8325000000.0,0.0,0.2096,C
2014-12-31 00:00:00,90909000000.0,13690000000.0,77219000000.0,62518000000.0,14701000000.0,,14701000000.0,7197000000.0,7504000000.0,6688000000.0,2.42,0.8494,0.0,0.1617,0.0736,0.4794,2.2,-0.0007,2.4746,-0.0007,2.21,7504000000.0,-2000000.0,7502000000.0,0.0,0.5098,C
2014-09-30 00:00:00,91672000000.0,14268000000.0,77404000000.0,60443000000.0,16961000000.0,,16961000000.0,7529000000.0,9432000000.0,8985000000.0,3.21,0.8444,0.0,0.185,0.098,0.4044,2.83,0.05,3.1711,0.05,2.85,9432000000.0,180000000.0,9612000000.0,0.0,0.4359,C
2014-06-30 00:00:00,90514000000.0,14895000000.0,75619000000.0,59376000000.0,16243000000.0,,16243000000.0,6541000000.0,9702000000.0,9389000000.0,3.15,0.8354,0.0,0.1795,0.1037,0.4482,2.93,0.09,3.2941,0.09,2.94,9702000000.0,288000000.0,9990000000.0,0.0,0.4877,C
2014-03-31 00:00:00,92120000000.0,15438000000.0,76682000000.0,56298000000.0,20384000000.0,,20384000000.0,6747000000.0,13637000000.0,13481000000.0,4.47,0.8324,0.0,0.2213,0.1463,0.7042,4.23,0.11,4.6052,0.11,4.25,13637000000.0,340000000.0,13977000000.0,0.0,0.7362,C
2013-12-31 00:00:00,92901000000.0,16177000000.0,76724000000.0,56922000000.0,19802000000.0,,19802000000.0,6186000000.0,13616000000.0,13465000000.0,4.47,0.8259,0.0,0.2132,0.1449,0.6509,4.25,0.09,4.5741,0.09,4.26,13616000000.0,270000000.0,13886000000.0,0.0,0.6808,C
2013-09-30 00:00:00,93427000000.0,17093000000.0,76334000000.0,59183000000.0,17151000000.0,,17151000000.0,4554000000.0,12597000000.0,12281000000.0,4.03,0.817,0.0,0.1836,0.1315,0.4064,3.95,0.005,4.1642,0.0073,3.98,12597000000.0,21000000.0,12618000000.0,0.0,0.4429,C
2013-06-30 00:00:00,90300000000.0,18167000000.0,72133000000.0,60257000000.0,11876000000.0,,11876000000.0,1980000000.0,9896000000.0,9628000000.0,3.17,0.7988,0.0,0.1315,0.1066,0.3138,3.12,-0.0223,3.2523,-0.02,3.15,9896000000.0,-63000000.0,9833000000.0,0.0,0.3385,C
2013-03-31 00:00:00,89384000000.0,19352000000.0,70032000000.0,60774000000.0,9258000000.0,,9258000000.0,571000000.0,8687000000.0,8392000000.0,2.77,0.7835,0.0,0.1036,0.0939,0.0311,2.74,-0.03,2.8854,-0.03,2.79,8687000000.0,-86000000.0,8601000000.0,0.0,0.0582,C
2012-12-31 00:00:00,89802000000.0,20612000000.0,69190000000.0,61365000000.0,7825000000.0,,7825000000.0,7000000.0,7818000000.0,7515000000.0,2.52,0.7705,0.0,0.0871,0.0837,-0.1434,2.46,-0.02,2.6479,-0.02,2.53,7818000000.0,-58000000.0,7760000000.0,0.0,-0.1154,C
