Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,8714000000.0,6378644000.0,2477265400.0,95812000.0,1163974000.0,54478000.0,130814000.0,1076000000.0,53448000.0,1165004100.0,78306000.0,1200000000.0,3.12,0.2843,0.1336,0.1235,0.1377,0.4118,1277584000.0,1163974100.0,3.2359,3.3118,3.3118,1243309800.0,1243000000.0,0.1466,0.417,ACGL
2022-06-30 00:00:00,8305000000.0,5780395000.0,2790469300.0,97774000.0,1525100000.0,-66000.0,130927000.0,1258000000.0,72485000.0,1452549100.0,193918000.0,1582000000.0,4.08,0.336,0.1836,0.1515,0.1905,0.3886,1632741000.0,1525100100.0,4.2461,4.3444,4.3444,1646466800.0,1631000000.0,0.1966,0.3936,ACGL
2022-03-31 00:00:00,8717996000.0,5759394000.0,3166624200.0,86105000.0,1957293800.0,-108521000.0,133832000.0,1639367000.0,101341000.0,1747432100.0,213754000.0,1851820000.0,4.71,0.3632,0.2245,0.188,0.2124,0.3643,2053013800.0,1957293900.0,4.9453,5.0573,5.0573,1961185800.0,1945664000.0,0.2355,0.3689,ACGL
2021-12-31 00:00:00,9077790000.0,5887981000.0,3361999200.0,79157000.0,2201291800.0,-97941000.0,139470000.0,1930478000.0,128582000.0,1974769100.0,264693000.0,2093573000.0,5.3,0.3704,0.2425,0.2127,0.2306,0.373,2284246900.0,2201291900.0,5.5939,5.7167,5.7167,2239461800.0,2224372000.0,0.2516,0.3776,ACGL
2021-09-30 00:00:00,9207728000.0,5916802000.0,3396129500.0,86342000.0,2288263700.0,-179484000.0,145641000.0,2003347000.0,128235000.0,1980544900.0,234556000.0,2013714100.0,5.04,0.3688,0.2485,0.2176,0.2187,0.3405,2357282800.0,2288263800.0,5.4394,5.5606,5.5606,2215101000.0,2199686000.0,0.256,0.3456,ACGL
2021-06-30 00:00:00,9523979000.0,5848983000.0,3674995500.0,84607000.0,2587430700.0,-268614000.0,153808000.0,2318817000.0,147805000.0,2171011900.0,111356000.0,2033350100.0,5.07,0.3859,0.2717,0.2435,0.2135,0.3288,2653029800.0,2587430800.0,5.5746,5.6911,5.6911,2282368000.0,2282368000.0,0.2786,0.3336,ACGL
2021-03-31 00:00:00,9248991000.0,5839320000.0,3409670500.0,86576000.0,2354627700.0,-285489000.0,149247000.0,2069139000.0,122753000.0,1946385900.0,83707000.0,1657948100.0,4.12,0.3687,0.2546,0.2237,0.1793,0.3238,2421429900.0,2354627800.0,4.9494,5.0429,5.0429,2030093000.0,2030093000.0,0.2618,0.3286,ACGL
2020-12-31 00:00:00,8508509000.0,5694441000.0,2814067600.0,81988000.0,1787872900.0,-227090000.0,143456000.0,1560783000.0,111838000.0,1448944900.0,16766000.0,1363909100.0,3.38,0.3307,0.2101,0.1834,0.1603,0.3346,1856904000.0,1787873000.0,3.5727,3.6365,3.6365,1465711000.0,1465711000.0,0.2182,0.3392,ACGL
2020-09-30 00:00:00,7873892000.0,5379038000.0,2494853700.0,83490000.0,1475751700.0,-199967000.0,136236000.0,1275785000.0,105115000.0,1170669900.0,,1146749000.0,2.84,0.3169,0.1874,0.162,0.1456,0.3556,1547476800.0,1475752100.0,2.8767,2.9266,2.9266,1179164900.0,1179165100.0,0.1965,0.3603,ACGL
2020-06-30 00:00:00,7244301000.0,4928398000.0,2315902700.0,82614000.0,1313562700.0,-111943000.0,126221000.0,1201620000.0,119524000.0,1082095900.0,,1120163000.0,2.78,0.3197,0.1813,0.1659,0.1546,0.3614,1388575800.0,1313563100.0,2.6485,2.7051,2.7051,1089671900.0,1089672100.0,0.1917,0.3668,ACGL
2020-03-31 00:00:00,6728433000.0,4420719000.0,2307713700.0,82945000.0,1312072800.0,-75825000.0,124362000.0,1236248000.0,137869000.0,1098378900.0,,1290296000.0,3.2,0.343,0.195,0.1837,0.1918,0.3547,1390390800.0,1312073200.0,2.6881,2.7565,2.7565,1109127900.0,1109128100.0,0.2066,0.3602,ACGL
2019-12-31 00:00:00,6925967000.0,3974397000.0,2951569500.0,80111000.0,1988357600.0,-141481000.0,120872000.0,1846877000.0,155810000.0,1691066900.0,,1594707000.0,3.96,0.4262,0.2871,0.2667,0.2303,0.2903,2070461500.0,1988358000.0,4.1139,4.2142,4.2142,1693299900.0,1693300100.0,0.2989,0.2958,ACGL
2019-09-30 00:00:00,6536666000.0,3944579000.0,2592086600.0,80109000.0,1663512800.0,-63171000.0,119447000.0,1600342000.0,163486000.0,1436856000.0,,1404817100.0,3.49,0.3965,0.2545,0.2448,0.2149,0.2973,1749873700.0,1663513000.0,3.4999,3.581,3.581,1436856000.0,1436856000.0,0.2677,0.3031,ACGL
2019-06-30 00:00:00,6257790000.0,3832026000.0,2425763700.0,77383000.0,1529017800.0,-83859000.0,117849000.0,1445159000.0,158726000.0,1286433000.0,,1239773100.0,3.08,0.3876,0.2443,0.2309,0.1981,0.2784,1621690700.0,1529018000.0,3.138,3.2068,3.2068,1286433000.0,1286433000.0,0.2591,0.2836,ACGL
2019-03-31 00:00:00,5889459000.0,3783385000.0,2106073600.0,81644000.0,1221121800.0,-26265000.0,118913000.0,1194857000.0,137922000.0,1056935000.0,,1014465100.0,2.52,0.3576,0.2073,0.2029,0.1723,0.2308,1320472600.0,1221122000.0,2.5761,2.63,2.63,1056935000.0,1056935000.0,0.2242,0.2368,ACGL
2018-12-31 00:00:00,5450568000.0,3695241000.0,1755326700.0,78994000.0,892853800.0,-51082000.0,120484000.0,841772000.0,113951000.0,727821000.0,,713616100.0,1.7667,0.322,0.1638,0.1544,0.1309,0.2806,998523700.0,892854000.0,1.7626,1.8001,1.8001,727821000.0,727821000.0,0.1832,0.2861,ACGL
2018-09-30 00:00:00,5519656000.0,3546003000.0,1973653100.0,66145000.0,1114231000.0,-105190000.0,121206000.0,1009041000.0,135752000.0,873289000.0,,791060000.0,1.9434,0.3576,0.2019,0.1828,0.1433,0.2047,1225589900.0,1114230700.0,2.1082,2.1539,2.1539,873289000.0,873289000.0,0.222,0.2093,ACGL
2018-06-30 00:00:00,5595426000.0,3884976000.0,1710450000.0,68908000.0,833727000.0,-143836000.0,120986000.0,689891000.0,110585000.0,579306000.0,,521294000.0,1.2734,0.3057,0.149,0.1233,0.0932,0.1847,950594900.0,833726700.0,1.3923,1.4248,1.4248,579306000.0,579306000.0,0.1699,0.1891,ACGL
2018-03-31 00:00:00,5592154000.0,3836281000.0,1755873100.0,71272000.0,878634100.0,-235490000.0,119391000.0,643144000.0,121086000.0,522058000.0,,461869000.0,1.1234,0.314,0.1571,0.115,0.0826,0.2306,999854100.0,878633800.0,1.2484,1.285,1.285,522058000.0,522058000.0,0.1788,0.2345,ACGL
2017-12-31 00:00:00,5627375000.0,3742904000.0,1884471100.0,83752000.0,990490100.0,-233213000.0,117431000.0,757277000.0,127568000.0,629709000.0,,566502000.0,1.3867,0.3349,0.176,0.1346,0.1007,0.1905,1116268100.0,990489800.0,1.5072,1.5582,1.5582,629709000.0,629709000.0,0.1984,0.1946,ACGL
2017-09-30 00:00:00,5194494300.0,3574868300.0,1619626000.0,106444000.0,736221000.0,-154273000.0,105474000.0,581948000.0,58457000.0,523491000.0,,425363000.0,1.0667,0.3118,0.1417,0.112,0.0819,0.2657,835013000.0,736220800.0,1.2759,1.3255,1.3255,523491000.0,523491000.0,0.1607,0.2697,ACGL
2017-06-30 00:00:00,4912441300.0,3020323300.0,1892118000.0,107831000.0,1051126000.0,-115299000.0,91907000.0,935827000.0,63499000.0,872328000.0,,725511000.0,1.88,0.3852,0.214,0.1905,0.1477,0.2751,1122959000.0,1051125800.0,2.1977,2.274,2.274,872328000.0,872328000.0,0.2286,0.2788,ACGL
2017-03-31 00:00:00,4696056300.0,2897296300.0,1798760000.0,100155000.0,1004054900.0,-38008000.0,78821000.0,966047000.0,43461000.0,922586000.0,,757263000.0,2.0167,0.383,0.2138,0.2057,0.1613,0.2602,1049943900.0,1004054700.0,2.3894,2.4697,2.4697,922586000.0,922586000.0,0.2236,0.2637,ACGL
2016-12-31 00:00:00,4463556300.0,2853224300.0,1610332000.0,81746000.0,885152900.0,-29601000.0,66252000.0,855552000.0,31374000.0,824178000.0,,664668000.0,1.83,0.3608,0.1983,0.1917,0.1489,0.3052,904495900.0,885152700.0,2.2027,2.2743,2.2743,824178000.0,824178000.0,0.2026,0.3086,ACGL
2016-09-30 00:00:00,4377333000.0,2792237100.0,1585095900.0,,872276500.0,-60545000.0,63540000.0,811732000.0,55122000.0,756610000.0,,655366000.0,1.81,0.3621,0.1993,0.1854,0.1497,0.2767,886769500.0,872276700.0,2.0362,2.1033,2.1033,756610000.0,756610000.0,0.2026,0.2804,ACGL
2016-06-30 00:00:00,4112422000.0,2810094100.0,1302327900.0,,609185500.0,-40601000.0,60897000.0,568585000.0,51595000.0,516990000.0,,482527000.0,1.3334,0.3167,0.1481,0.1383,0.1173,0.2748,618813500.0,609185700.0,1.3968,1.4434,1.4434,516990000.0,516990000.0,0.1505,0.2806,ACGL
