Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2019-12-31 00:00:00,935788000.0,298758000.0,637030000.0,42754000.0,470911000.0,-110369000.0,109623000.0,360542000.0,360542000.0,344817000.0,4.59,0.6807,0.5032,0.3853,0.3685,0.0556,710669000.0,470911000.0,4.8223,,4.8223,,4.8223,360542000.0,,360542000.0,0.7594,0.4936,FRT
2019-09-30 00:00:00,932015000.0,297507000.0,634508000.0,41667000.0,379530000.0,-111572000.0,110605000.0,267958000.0,267958000.0,252046000.0,3.38,0.6808,0.4072,0.2875,0.2704,0.1245,624833000.0,379530000.0,3.5993,,3.5993,,3.5993,267958000.0,,267958000.0,0.6704,0.5325,FRT
2019-06-30 00:00:00,927821000.0,284988000.0,642833000.0,38245000.0,378979000.0,-113947000.0,111719000.0,265032000.0,265032000.0,249139000.0,3.36,0.6928,0.4085,0.2856,0.2685,0.0234,625412000.0,378979000.0,3.5768,,3.5769,,3.5769,265032000.0,,265032000.0,0.6741,0.5344,FRT
2019-03-31 00:00:00,922258000.0,286596000.0,635662000.0,35236000.0,363268000.0,-115370000.0,112003000.0,247898000.0,247898000.0,231832000.0,3.15,0.6892,0.3939,0.2688,0.2514,0.0971,609025000.0,363268000.0,3.3677,,3.3682,,3.3682,247898000.0,,247898000.0,0.6604,0.5394,FRT
2018-12-31 00:00:00,915436000.0,287870000.0,627566000.0,33600000.0,361636000.0,-112610000.0,110154000.0,249026000.0,249026000.0,232935000.0,3.18,0.6855,0.395,0.272,0.2545,0.1621,605881000.0,361636000.0,3.3972,,3.3985,,3.3985,249026000.0,,249026000.0,0.6618,0.5644,FRT
2018-09-30 00:00:00,904017000.0,286566000.0,617451000.0,34248000.0,437875000.0,-122497000.0,108289000.0,315378000.0,315378000.0,229072000.0,3.14,0.683,0.4844,0.3489,0.2534,-0.0465,671538000.0,437875000.0,4.3292,,3.3622,,4.3328,315378000.0,,245429000.0,0.7428,0.5355,FRT
2018-06-30 00:00:00,892217000.0,284313000.0,607904000.0,35713000.0,428905000.0,-119600000.0,106410000.0,309305000.0,309305000.0,275124000.0,3.79,0.6813,0.4807,0.3467,0.3084,0.1824,657401000.0,428905000.0,4.2596,,3.9981,,4.2644,309305000.0,,290131000.0,0.7368,0.5417,FRT
2018-03-31 00:00:00,875364000.0,279751000.0,595613000.0,35943000.0,418127000.0,-115218000.0,102551000.0,302909000.0,302909000.0,289696000.0,4.0,0.6804,0.4777,0.346,0.3309,0.0424,640908000.0,418127000.0,4.1821,,4.1855,,4.1879,302909000.0,,302731000.0,0.7322,0.5244,FRT
2017-12-31 00:00:00,857348000.0,272729000.0,584619000.0,36281000.0,410210000.0,-112340000.0,100125000.0,297870000.0,297870000.0,286514000.0,3.97,0.6819,0.4785,0.3474,0.3342,-0.0701,626260000.0,410210000.0,4.1237,,4.1304,,4.1303,297870000.0,,297870000.0,0.7305,0.5352,FRT
2017-09-30 00:00:00,837500000.0,262654000.0,574846000.0,34134000.0,332608000.0,-97748000.0,97803000.0,234860000.0,234860000.0,296713000.0,4.11,0.6864,0.3971,0.2804,0.3543,0.0948,540712000.0,332608000.0,3.3286,,4.233,,3.3288,234860000.0,,304809000.0,0.6456,0.5657,FRT
2017-06-30 00:00:00,820704000.0,257473000.0,563231000.0,33263000.0,328572000.0,-95566000.0,95829000.0,233006000.0,233006000.0,248954000.0,3.47,0.6863,0.4004,0.2839,0.3033,-0.0874,529968000.0,328572000.0,3.3108,,3.5808,,3.3116,233006000.0,,257125000.0,0.6457,0.5638,FRT
2017-03-31 00:00:00,810636000.0,254198000.0,556438000.0,33656000.0,325617000.0,-94637000.0,95023000.0,230980000.0,230980000.0,228604000.0,3.21,0.6864,0.4017,0.2849,0.282,-0.0709,522782000.0,325617000.0,3.2609,,3.3275,,3.2703,230980000.0,,237890000.0,0.6449,0.5511,FRT
2016-12-31 00:00:00,801591000.0,253612000.0,547979000.0,33399000.0,320995000.0,-94570000.0,94994000.0,226425000.0,226425000.0,249369000.0,3.53,0.6836,0.4004,0.2825,0.3111,-0.012,514580000.0,320995000.0,3.1869,,3.6526,,3.1947,226425000.0,,258883000.0,0.6419,0.5335,FRT
2016-09-30 00:00:00,789989000.0,251600000.0,538389000.0,33397000.0,313432000.0,-93554000.0,94350000.0,219878000.0,219878000.0,258489000.0,3.7,0.6815,0.3968,0.2783,0.3272,0.0251,504992000.0,313432000.0,3.1626,,3.8361,,3.1819,219878000.0,,269157000.0,0.6392,0.508,FRT
2016-06-30 00:00:00,774084000.0,244282000.0,529802000.0,34539000.0,308888000.0,-90713000.0,91770000.0,218175000.0,218175000.0,251959000.0,3.62,0.6844,0.399,0.2818,0.3255,0.1246,495263000.0,308888000.0,3.1257,,3.7685,,3.1431,218175000.0,,262509000.0,0.6398,0.5155,FRT
2016-03-31 00:00:00,757564000.0,237197000.0,520367000.0,34802000.0,304954000.0,-109726000.0,92114000.0,195228000.0,195228000.0,239650000.0,3.46,0.6869,0.4025,0.2577,0.3163,0.141,485565000.0,304954000.0,2.8157,0.81,3.6031,0.81,2.8231,195228000.0,50126000.0,249284000.0,0.641,0.5174,FRT
2015-12-31 00:00:00,744012000.0,233417000.0,510595000.0,35645000.0,300154000.0,-110060000.0,92553000.0,190094000.0,190094000.0,208881000.0,3.03,0.6863,0.4034,0.2555,0.2807,0.1163,474950000.0,300154000.0,2.7557,,3.175,,2.7631,190094000.0,,218424000.0,0.6384,0.496,FRT
2015-09-30 00:00:00,727882000.0,224608000.0,503274000.0,35640000.0,295850000.0,-121654000.0,93515000.0,174196000.0,174196000.0,175883000.0,2.56,0.6914,0.4065,0.2393,0.2416,0.0957,467634000.0,295850000.0,2.3528,,2.7099,,2.3614,174196000.0,,185705000.0,0.6425,0.5021,FRT
2015-06-30 00:00:00,713568000.0,220647000.0,492921000.0,34640000.0,287555000.0,-123261000.0,95204000.0,164294000.0,164294000.0,170511000.0,2.5,0.6908,0.403,0.2302,0.239,0.0226,458281000.0,287555000.0,2.2228,,2.6454,,2.2314,164294000.0,,180204000.0,0.6422,0.4873,FRT
2015-03-31 00:00:00,700054000.0,217926000.0,482128000.0,33465000.0,279715000.0,-104169000.0,94972000.0,175546000.0,175546000.0,170424000.0,2.51,0.6887,0.3996,0.2508,0.2434,0.0094,448663000.0,279715000.0,2.4028,,2.6556,,2.4114,175546000.0,,179947000.0,0.6409,0.4985,FRT
2014-12-31 00:00:00,686090000.0,211923000.0,474167000.0,32316000.0,271037000.0,-103149000.0,93941000.0,167888000.0,167888000.0,162991000.0,2.42,0.6911,0.395,0.2447,0.2376,-0.0216,441851000.0,271037000.0,2.34,,2.5591,,2.35,167888000.0,,172289000.0,0.644,0.5045,FRT
2014-09-30 00:00:00,673559000.0,208776000.0,464783000.0,33270000.0,262897000.0,-102685000.0,94435000.0,160212000.0,160212000.0,156399000.0,2.34,0.69,0.3903,0.2379,0.2322,-0.0621,431514000.0,262897000.0,2.2872,0.52,2.4599,0.52,2.2986,160212000.0,,164613000.0,0.6406,0.4894,FRT
2014-06-30 00:00:00,661651000.0,203939000.0,457712000.0,32439000.0,259976000.0,-105022000.0,96775000.0,154954000.0,154954000.0,171422000.0,2.59,0.6918,0.3929,0.2342,0.2591,-0.0181,425341000.0,259976000.0,2.2372,,2.7013,,2.2486,154954000.0,,178930000.0,0.6428,0.5137,FRT
2014-03-31 00:00:00,651092000.0,199211000.0,451881000.0,32617000.0,255103000.0,-112186000.0,100709000.0,142917000.0,142917000.0,165416000.0,2.52,0.694,0.3918,0.2195,0.2541,-0.0081,419428000.0,255103000.0,2.0872,,2.6201,,2.0986,142917000.0,,172311000.0,0.6442,0.5006,FRT
2013-12-31 00:00:00,637413000.0,190454000.0,446959000.0,31970000.0,254161000.0,-116350000.0,104977000.0,137811000.0,137811000.0,161251000.0,2.47,0.7012,0.3987,0.2162,0.253,0.0382,415260000.0,254161000.0,2.0,0.46,2.5655,0.46,2.01,137811000.0,24803000.0,167608000.0,0.6515,0.4934,FRT
2013-09-30 00:00:00,628277000.0,186937000.0,441340000.0,31166000.0,255475100.0,-109438000.0,107906000.0,146037000.0,146037000.0,171169000.0,2.62,0.7025,0.4066,0.2324,0.2724,0.1125,410697000.0,255475000.0,2.14,0.47,2.7199,0.47,2.15,146037000.0,25832000.0,176863000.0,0.6537,0.5001,FRT
2013-06-30 00:00:00,626479000.0,186374000.0,440105000.0,32374000.0,257526100.0,-111594000.0,110362000.0,145932000.0,145932000.0,147494000.0,2.28,0.7025,0.4111,0.2329,0.2354,0.1078,408272000.0,257526000.0,2.16,0.11,2.372,0.11,2.17,145932000.0,2227000.0,153153000.0,0.6517,0.4684,FRT
2013-03-31 00:00:00,616651000.0,183976000.0,432675000.0,31211000.0,255817100.0,-109668000.0,111948000.0,146149000.0,146149000.0,142350000.0,2.22,0.7017,0.4148,0.237,0.2308,0.1758,401909000.0,255817000.0,2.18,0.03,2.3039,0.03,2.19,146149000.0,3327000.0,147952000.0,0.6518,0.4782,FRT
2012-12-31 00:00:00,605791000.0,179070000.0,426721000.0,31158000.0,253862100.0,-110890000.0,113336000.0,142972000.0,142972000.0,150539000.0,2.37,0.7044,0.4191,0.236,0.2485,0.1914,395901000.0,253862000.0,2.14,0.21,2.4457,0.21,2.15,142972000.0,17694000.0,156232000.0,0.6535,0.4897,FRT
