Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2019-09-30 00:00:00,11311018000.0,7940929000.0,3370089600.0,1093419000.0,1568637200.0,,-496107000.0,1072530100.0,249686000.0,822844000.0,416338000.0,2.59,0.2979,0.1387,0.0948,0.0368,0.4271,2180479300.0,1568637400.0,3.85,-1.1416,3.9303,-1.1662,3.88,822844000.0,-206355000.0,616489000.0,0.1928,0.1575,DVA
2019-06-30 00:00:00,11254270000.0,8013527000.0,3240743800.0,1130982000.0,1479339400.0,,-513476000.0,965863100.0,236479000.0,729384000.0,136272000.0,0.82,0.288,0.1314,0.0858,0.0121,0.4084,2081266400.0,1479339600.0,3.3,-2.3623,2.0121,-2.3904,3.32,729384000.0,-411251000.0,318133000.0,0.1849,0.142,DVA
2019-03-31 00:00:00,11298518000.0,8124863000.0,3173655600.0,1119738000.0,1455645100.0,,-492991000.0,962654100.0,244409000.0,718245000.0,129997000.0,0.74,0.2809,0.1288,0.0852,0.0115,0.0657,2052409000.0,1455645300.0,3.29,-2.438,1.8303,-2.4616,3.31,718245000.0,-420947000.0,297298000.0,0.1817,0.1372,DVA
2018-12-31 00:00:00,11404850000.0,8195513000.0,3209337700.0,1135454000.0,1525824000.0,,-477346000.0,1048478100.0,258400000.0,790078000.0,159394000.0,0.84,0.2814,0.1338,0.0919,0.014,0.082,2116858900.0,1525824200.0,3.62,-2.6515,1.9501,-2.676,3.66,790078000.0,-457038000.0,333040000.0,0.1856,0.1553,DVA
2018-09-30 00:00:00,11364640000.0,8110131000.0,3254508700.0,1132346000.0,1288251000.0,,-452064000.0,836189000.0,56385000.0,779803900.0,612562000.0,3.4,0.2864,0.1134,0.0736,0.0539,0.0866,1908086900.0,1288251500.0,3.51,-0.1487,4.3315,-0.1383,3.56,779804000.0,-4242000.0,775562000.0,0.1679,0.152,DVA
2018-06-30 00:00:00,11282381000.0,7997970000.0,3284410600.0,1068958000.0,1394507100.0,,-436054000.0,958455000.0,94884000.0,863570900.0,534882000.0,3.08,0.2911,0.1236,0.085,0.0474,0.0869,2071625900.0,1394507600.0,3.87,-0.8204,4.0003,-0.8322,3.93,863571000.0,-163375000.0,700196000.0,0.1836,0.1616,DVA
2018-03-31 00:00:00,11094827000.0,7823545000.0,3271281800.0,1067660000.0,1347511400.0,,-421492000.0,926021000.0,112931000.0,813089900.0,394607000.0,2.18,0.2948,0.1215,0.0835,0.0356,0.0497,2077589300.0,1347511900.0,3.5,-1.3471,3.0612,-1.3666,3.56,813090000.0,-257591000.0,555499000.0,0.1873,0.1271,DVA
2017-12-31 00:00:00,10876634000.0,7640005000.0,3236628600.0,1064026000.0,1812753400.0,,-412969000.0,1399786000.0,323859000.0,1075926900.0,663618000.0,3.51,0.2976,0.1667,0.1287,0.061,0.1012,2590238300.0,1812753900.0,4.71,-1.2824,4.4031,-1.3009,4.78,1075927000.0,-245372000.0,830555000.0,0.2381,0.1759,DVA
2017-09-30 00:00:00,7773824800.0,5178913200.0,2594911400.0,691229000.0,2179012700.0,,-413770000.0,1765243000.0,539876000.0,1225367000.0,517948000.0,2.66,0.3338,0.2803,0.2271,0.0666,0.1582,2961316600.0,2179012900.0,4.8035,-2.0295,3.5165,-2.0554,4.8676,1225367000.0,-375723000.0,678146000.0,0.3809,0.2649,DVA
2017-06-30 00:00:00,8739329800.0,5924933200.0,2814396400.0,825208000.0,2602874500.0,,-410565000.0,2192310000.0,553631000.0,1638679000.0,1303756000.0,6.6,0.322,0.2978,0.2509,0.1492,0.1496,3363634500.0,2602874700.0,6.9613,-0.0319,7.4316,-0.0319,7.0619,1638679000.0,-5311000.0,1462330000.0,0.3849,0.2336,DVA
2017-03-31 00:00:00,9757581800.0,6701294200.0,3056287400.0,949307000.0,2540748600.0,,-407108000.0,2133641000.0,586604000.0,1547037000.0,1230137000.0,6.2,0.3132,0.2604,0.2187,0.1261,0.169,3281851500.0,2540748800.0,6.6355,0.094,7.0479,0.1003,6.734,1547037000.0,19196000.0,1395208000.0,0.3363,0.2468,DVA
2016-12-31 00:00:00,10707466800.0,7431582200.0,3275884500.0,1072841000.0,2029709800.0,,-406605000.0,1623105000.0,431761000.0,1191344000.0,879874000.0,4.35,0.3059,0.1896,0.1516,0.0822,0.1128,2749961600.0,2029710000.0,5.04,,5.1234,,5.12,1191344000.0,,1033082000.0,0.2568,0.1842,DVA
2016-09-30 00:00:00,10763360100.0,7497345900.0,3266014200.0,1168086000.0,1724120700.0,,-401740000.0,1322381000.0,389628000.0,932753000.0,716148000.0,3.51,0.3034,0.1602,0.1229,0.0665,0.1036,2418925500.0,1724120700.0,3.7626,,4.3107,,3.8233,932753000.0,,879286000.0,0.2247,0.1782,DVA
2016-06-30 00:00:00,10558449100.0,7300731900.0,3257717200.0,1114688000.0,1414332900.0,,-400032000.0,1014301000.0,432391000.0,581910000.0,360688000.0,1.73,0.3085,0.134,0.0961,0.0342,0.1236,2089460700.0,1414332900.0,2.0107,,2.5368,,2.0494,581910000.0,,528443000.0,0.1979,0.1952,DVA
2016-03-31 00:00:00,10275416100.0,7075782900.0,3199633200.0,1075753000.0,1565810900.0,,-450362000.0,1115449000.0,420265000.0,695184000.0,477783000.0,2.27,0.3114,0.1524,0.1086,0.0465,0.0814,2219400800.0,1565810900.0,2.5113,,3.0502,,2.5628,695184000.0,,641717000.0,0.216,0.1534,DVA
2015-12-31 00:00:00,9982245100.0,6856061900.0,3126183200.0,1031125000.0,1136765700.0,,-448379000.0,688387000.0,207510000.0,480877000.0,269732000.0,1.27,0.3132,0.1139,0.069,0.027,0.087,1774789700.0,1136765700.0,1.4899,,2.0173,,1.5299,480877000.0,,427410000.0,0.1778,0.156,DVA
2015-09-30 00:00:00,13576265000.0,9676163000.0,3900101600.0,1399240000.0,1377847000.0,,-446651000.0,931194000.0,287870000.0,643323900.0,483752000.0,2.28,0.2873,0.1015,0.0686,0.0356,0.0294,2006140900.0,1377847200.0,2.955,,3.0254,,3.0254,643324000.0,,643324000.0,0.1478,0.0774,DVA
2015-06-30 00:00:00,13302424000.0,9501682000.0,3800741600.0,1368570000.0,1306014700.0,,-446778000.0,859235000.0,257434000.0,601800900.0,452002000.0,2.13,0.2857,0.0982,0.0646,0.034,0.0432,1921111600.0,1306014900.0,2.7608,,2.8287,,2.8287,601801000.0,,601801000.0,0.1444,0.0917,DVA
2015-03-31 00:00:00,13040295000.0,9302144000.0,3738150500.0,1319246000.0,1309761500.0,,-498756000.0,811004000.0,235559000.0,575444900.0,429208000.0,2.03,0.2867,0.1004,0.0622,0.0329,0.0631,1911920500.0,1309761700.0,2.6431,,2.7079,,2.7079,575445000.0,,575445000.0,0.1466,0.1112,DVA
2014-12-31 00:00:00,12795106000.0,9119304000.0,3675801400.0,1261506000.0,1815142400.0,,-505468000.0,1309673000.0,446343000.0,863329900.0,723114000.0,3.42,0.2873,0.1419,0.1024,0.0565,0.0645,2406077400.0,1815142600.0,3.9797,,4.0665,,4.0665,863330000.0,,863330000.0,0.188,0.1141,DVA
2014-09-30 00:00:00,12530298000.0,8880676000.0,3649621800.0,1224346000.0,1847233700.0,,-511907000.0,1335328100.0,478113000.0,857215100.0,727372000.0,3.45,0.2913,0.1474,0.1066,0.058,0.1023,2423300800.0,1847233200.0,3.8185,,4.0532,,3.9001,857215000.0,,857215000.0,0.1934,0.1503,DVA
2014-06-30 00:00:00,12278060000.0,8649476000.0,3628583800.0,1206662000.0,1786772000.0,,-517091000.0,1269682100.0,462415000.0,807267100.0,679878000.0,3.23,0.2955,0.1455,0.1034,0.0554,0.097,2346979100.0,1786771500.0,3.4468,,3.8267,,3.5164,807267000.0,,807267000.0,0.1912,0.1441,DVA
2014-03-31 00:00:00,11977244000.0,8417258000.0,3559986000.0,1176136000.0,1824497100.0,,-424574000.0,1399924100.0,490720000.0,909204100.0,786571000.0,3.74,0.2972,0.1523,0.1169,0.0657,0.104,2369425100.0,1824496600.0,3.7897,,4.3226,,3.8717,909204000.0,,909204000.0,0.1978,0.1514,DVA
2013-12-31 00:00:00,11764050000.0,8198377000.0,3565673100.0,1176485000.0,1550133300.0,,-425156000.0,1124978100.0,381013000.0,743965100.0,633446000.0,3.015,0.3031,0.1318,0.0956,0.0538,0.1033,2078252300.0,1550132800.0,2.89,0.061,3.6068,0.0668,2.95,743965000.0,,757201000.0,0.1767,0.1507,DVA
2013-09-30 00:00:00,11178694000.0,7778004000.0,3400690100.0,1131431000.0,1454011700.0,,-426891000.0,1027120000.0,343168000.0,683952000.0,577007000.0,2.775,0.3042,0.1301,0.0919,0.0516,0.0942,1952938700.0,1454011900.0,2.665,,3.3581,,2.715,683952000.0,,696728000.0,0.1747,0.1449,DVA
2013-06-30 00:00:00,10124996000.0,7010043000.0,3114953000.0,1024205000.0,1417822400.0,,-390258000.0,1027564000.0,340885000.0,686679000.0,585100000.0,2.885,0.3076,0.14,0.1015,0.0578,0.0689,1864330400.0,1417822600.0,2.775,,3.4592,,2.825,686679000.0,,699442000.0,0.1841,0.1237,DVA
2013-03-31 00:00:00,9166329000.0,6295045000.0,2871283900.0,968888000.0,1143063400.0,,-340657000.0,802406000.0,279433000.0,522973000.0,426061000.0,2.18,0.3132,0.1247,0.0875,0.0465,0.0651,1536752400.0,1143063600.0,2.09,0.0594,2.7458,0.0638,2.12,522973000.0,13115000.0,536088000.0,0.1677,0.1253,DVA
2012-12-31 00:00:00,8186280000.0,5583549000.0,2602730800.0,889879000.0,1297084300.0,,-295780000.0,1001304000.0,359845000.0,641459000.0,536017000.0,2.78,0.3179,0.1584,0.1223,0.0655,0.0676,1640992300.0,1297084500.0,2.74,-0.0011,3.3391,-0.0012,2.79,641459000.0,-222000.0,641237000.0,0.2005,0.1345,DVA
