Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,11638000000.0,8894000000.0,2743000000.0,1298209000.0,1472224100.0,322000000.0,-12000000.0,1134000000.0,230000000.0,904459900.0,679000000.0,6.83,0.2357,0.1265,0.0974,0.0583,0.1103,2158000000.0,1472224100.0,7.0015,,9.4445,,7.2291,904459900.0,,905000000.0,0.1854,0.1508,DVA
2022-06-30 00:00:00,11627000000.0,8793000000.0,2833000000.0,1225762000.0,1635314200.0,295000000.0,-15000000.0,1321000000.0,262000000.0,1059519900.0,834000000.0,8.06,0.2437,0.1406,0.1136,0.0717,0.0984,2297000000.0,1635314200.0,8.1467,,10.6892,,8.4738,1059519900.0,,1060000000.0,0.1976,0.1385,DVA
2022-03-31 00:00:00,11616510000.0,8570277000.0,3045233000.0,1208634000.0,1693074700.0,286000000.0,-70136000.0,1404340000.0,279309000.0,1125934900.0,902820000.0,8.52,0.2621,0.1457,0.1209,0.0777,0.1324,2362164900.0,1693074700.0,8.3861,,10.9763,,8.7609,1125934900.0,,1126031000.0,0.2033,0.1809,DVA
2021-12-31 00:00:00,11618511000.0,8317607000.0,3300904000.0,1195240000.0,1797369200.0,280000000.0,-132982000.0,1518096000.0,307520000.0,1211761900.0,978223000.0,9.09,0.2841,0.1547,0.1307,0.0842,0.1164,2466467900.0,1797369200.0,8.8999,,11.5154,,9.3,1211761900.0,,1211576000.0,0.2123,0.1663,DVA
2021-09-30 00:00:00,11579832000.0,8139488000.0,3440344400.0,1177036000.0,1789625300.0,269000000.0,-187282000.0,1530466900.0,314888000.0,1216332900.0,964996000.0,8.86,0.2971,0.1545,0.1322,0.0833,0.1055,2448624000.0,1789625500.0,10.3022,,11.1369,,10.766,1216333000.0,,1196946000.0,0.2115,0.1629,DVA
2021-06-30 00:00:00,11565898000.0,7932207000.0,3633691300.0,1247316000.0,1752417000.0,271000000.0,-332619000.0,1419798900.0,305680000.0,1114118900.0,863670000.0,7.81,0.3142,0.1515,0.1228,0.0747,0.098,2406187000.0,1752417200.0,8.6711,,9.8849,,9.0247,1114119000.0,,1094486000.0,0.208,0.1558,DVA
2021-03-31 00:00:00,11529367000.0,7951494000.0,3577873300.0,1265434000.0,1671861400.0,279000000.0,-346319000.0,1325542900.0,307583000.0,1017959900.0,771452000.0,6.7,0.3103,0.145,0.115,0.0669,0.0992,2313318200.0,1671861600.0,7.1407,,8.6724,,7.3744,1017960000.0,,998327000.0,0.2006,0.1538,DVA
2020-12-31 00:00:00,11550603000.0,7988613000.0,3561990400.0,1247584000.0,1694635500.0,300000000.0,-376374000.0,1318261900.0,313932000.0,1004329900.0,773642000.0,6.44,0.3084,0.1467,0.1141,0.067,0.1173,2325070400.0,1694635700.0,6.39,-0.0677,8.303,-0.0594,6.54,1004330000.0,-13867000.0,994677000.0,0.2013,0.1713,DVA
2020-09-30 00:00:00,11543865000.0,7932357000.0,3611508300.0,1221490000.0,1775552000.0,330000000.0,-402639000.0,1372913900.0,322254000.0,1050659900.0,844740000.0,6.77,0.3129,0.1538,0.1189,0.0732,0.1388,2402967900.0,1775551700.0,6.44,,8.4152,,6.52,1050659900.0,,1063269000.0,0.2082,0.1884,DVA
2020-06-30 00:00:00,11523877000.0,7951810000.0,3572067300.0,1156946000.0,1716219000.0,,-352853000.0,1363366900.0,321716000.0,1041650900.0,829336000.0,6.41,0.31,0.1489,0.1183,0.072,0.1514,2342655900.0,1716218700.0,6.15,,7.9545,,6.21,1041650900.0,,1047417000.0,0.2033,0.2024,DVA
2020-03-31 00:00:00,11486603000.0,7924999000.0,3561604300.0,1116075000.0,1768184800.0,,-419200000.0,1348985900.0,314442000.0,1034543900.0,901285000.0,6.4,0.3101,0.1539,0.1174,0.0785,0.4757,2389487800.0,1768184500.0,5.69,0.5669,7.8334,0.5778,5.73,1034543900.0,85158000.0,1119702000.0,0.208,0.1995,DVA
2019-12-31 00:00:00,11388478000.0,7914485000.0,3473993200.0,1103312000.0,1643315700.0,,-447878000.0,1195438900.0,279628000.0,915810900.0,810981000.0,5.38,0.305,0.1443,0.105,0.0712,0.4551,2258467700.0,1643315400.0,4.6,0.67,6.6672,0.68,4.61,915810900.0,105483000.0,1021294000.0,0.1983,0.182,DVA
