Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,58938000000.0,38362000000.0,20576000000.0,5077000000.0,16642000000.0,1108000000.0,1283000000.0,19051000000.0,3855000000.0,15196000000.0,13722000000.0,16.72,0.3491,0.3012,0.3232,0.2328,0.0769,22704000000.0,17750000000.0,16.81,,18.8551,,17.02,15196000000.0,,15196000000.0,0.3852,0.0769,AIG
2022-06-30 00:00:00,57171000000.0,38253000000.0,18918000000.0,5089000000.0,14926000000.0,1154000000.0,1091000000.0,17380000000.0,3488000000.0,13892000000.0,12680000000.0,15.14,0.3309,0.2813,0.304,0.2218,0.0717,21041000000.0,16080000000.0,15.23,0.0034,16.9067,0.0033,15.43,13892000000.0,52000000.0,13892000000.0,0.368,0.0717,AIG
2022-03-31 00:00:00,53411000000.0,39171000000.0,14240000000.0,4706000000.0,10559000000.0,1226000000.0,510000000.0,13206000000.0,2557000000.0,10649000000.0,9743000000.0,11.47,0.2666,0.2206,0.2473,0.1824,0.1066,16442000000.0,11785000000.0,11.56,,12.7917,,11.71,10649000000.0,,10649000000.0,0.3078,0.1066,AIG
2021-12-31 00:00:00,52057000000.0,38953000000.0,13104000000.0,4573000000.0,9444000000.0,1305000000.0,425000000.0,12099000000.0,2176000000.0,9923000000.0,9359000000.0,10.77,0.2517,0.2065,0.2324,0.1798,0.1206,15382000000.0,10749000000.0,10.82,,11.6151,,10.95,9923000000.0,,9923000000.0,0.2955,0.1206,AIG
2021-09-30 00:00:00,47646000000.0,35509000000.0,12137000000.0,4367000000.0,6435000000.0,1366000000.0,-38000000.0,6493000000.0,692000000.0,5801000000.0,5560000000.0,6.41,0.2547,0.1637,0.1363,0.1167,0.13,12307000000.0,7801000000.0,6.42,,6.7536,,6.48,5801000000.0,,5801000000.0,0.2583,0.13,AIG
2021-06-30 00:00:00,45032000000.0,35132000000.0,9900000000.0,3814000000.0,4676000000.0,1417000000.0,9000000.0,4685000000.0,327000000.0,4358000000.0,4181000000.0,4.81,0.2198,0.1353,0.104,0.0928,0.0908,10023000000.0,6093000000.0,4.81,,5.0613,,4.84,4358000000.0,,4363000000.0,0.2226,0.0908,AIG
2021-03-31 00:00:00,43747000000.0,35484000000.0,8263000000.0,3653000000.0,3173000000.0,1444000000.0,-8296000000.0,-5123000000.0,-1566000000.0,-3557000000.0,-3846000000.0,-4.45,0.1889,0.1055,-0.1171,-0.0879,0.0518,8282000000.0,4617000000.0,-4.45,,-4.0702,,-4.42,-3557000000.0,,-3553000000.0,0.1893,0.0518,AIG
2020-12-31 00:00:00,43736000000.0,36824000000.0,6912000000.0,4211000000.0,1244000000.0,1457000000.0,-8537000000.0,-7293000000.0,-1460000000.0,-5833000000.0,-5973000000.0,-6.91,0.158,0.0618,-0.1668,-0.1366,0.0237,6821000000.0,2701000000.0,-6.88,0.0557,-6.7053,0.0557,-6.88,-5833000000.0,,-5829000000.0,0.156,0.0237,AIG
2020-09-30 00:00:00,45875000000.0,36851000000.0,9024000000.0,4507000000.0,3044000000.0,1459000000.0,-8743000000.0,-5699000000.0,-702000000.0,-4997000000.0,-4991000000.0,-5.79,0.1967,0.0982,-0.1242,-0.1088,-0.0089,8899000000.0,4503000000.0,-5.88,0.0588,-5.7319,0.0588,-5.86,-4997000000.0,52000000.0,-4944000000.0,0.194,-0.0089,AIG
2020-06-30 00:00:00,48568000000.0,38151000000.0,10417000000.0,5052000000.0,3938000000.0,1428000000.0,-8760000000.0,-4807000000.0,-489000000.0,-4318000000.0,-4624000000.0,-5.37,0.2145,0.1105,-0.099,-0.0952,-0.0159,10275000000.0,5366000000.0,-5.47,0.0399,-4.967,0.0399,-5.43,-4318000000.0,45000000.0,-4270000000.0,0.2116,-0.0159,AIG
2020-03-31 00:00:00,51733000000.0,37534000000.0,14199000000.0,5737000000.0,7039000000.0,1423000000.0,-340000000.0,6691000000.0,1853000000.0,4838000000.0,4414000000.0,5.04,0.2745,0.1636,0.1293,0.0853,-0.0274,14047000000.0,8462000000.0,4.92,,5.5768,,4.98,4838000000.0,,4886000000.0,0.2715,-0.0274,AIG
2019-12-31 00:00:00,49746000000.0,37771000000.0,11975000000.0,5164000000.0,5394000000.0,1417000000.0,-66000000.0,5287000000.0,1166000000.0,4121000000.0,3326000000.0,3.8,0.2407,0.1369,0.1063,0.0669,-0.0363,11817000000.0,6811000000.0,3.69,0.0011,4.7552,0.0011,3.74,4121000000.0,7000000.0,4169000000.0,0.2375,-0.0363,AIG
2019-09-30 00:00:00,50491000000.0,39907000000.0,10584000000.0,5553000000.0,3522000000.0,1464000000.0,,3556000000.0,813000000.0,2743000000.0,1782000000.0,2.05,0.2096,0.0988,0.0704,0.0353,-0.0227,10368000000.0,4986000000.0,2.09,,3.1643,,2.09,2743000000.0,,2740000000.0,0.2053,-0.0227,AIG
2019-06-30 00:00:00,49063000000.0,41432000000.0,7631000000.0,5419000000.0,736000000.0,1442000000.0,33000000.0,769000000.0,219000000.0,550000000.0,-125000000.0,-0.1,0.1555,0.0444,0.0157,-0.0025,-0.027,7413000000.0,2178000000.0,0.0,-0.0511,0.6485,-0.0511,-0.02,550000000.0,-43000000.0,508000000.0,0.1511,-0.027,AIG
2019-03-31 00:00:00,48133000000.0,41286000000.0,6847000000.0,5317000000.0,141000000.0,1381000000.0,43000000.0,184000000.0,94000000.0,90000000.0,-290000000.0,-0.32,0.1423,0.0316,0.0038,-0.006,-0.009,6801000000.0,1522000000.0,-0.22,,0.0932,,-0.24,90000000.0,,49000000.0,0.1413,-0.009,AIG
2018-12-31 00:00:00,47389000000.0,40468000000.0,6921000000.0,5386000000.0,226000000.0,1309000000.0,31000000.0,257000000.0,154000000.0,103000000.0,-6000000.0,-0.04,0.146,0.0324,0.0054,-0.0001,-0.0083,6897000000.0,1535000000.0,0.04,-0.0546,0.068,-0.0546,0.04,103000000.0,-45000000.0,61000000.0,0.1455,-0.0083,AIG
2018-09-30 00:00:00,47464000000.0,39748000000.0,7716000000.0,4966000000.0,1695000000.0,1190000000.0,132000000.0,1827000000.0,7835000000.0,-6008000000.0,-6044000000.0,-6.67,0.1626,0.0608,0.0385,-0.1273,0.0212,7766000000.0,2885000000.0,-6.33,-0.0468,-6.3954,-0.0468,-6.35,-6008000000.0,-44000000.0,-6051000000.0,0.1636,0.0212,AIG
2018-06-30 00:00:00,47729000000.0,41516000000.0,6213000000.0,4760000000.0,432000000.0,1154000000.0,119000000.0,551000000.0,7051000000.0,-6500000000.0,-6524000000.0,-7.17,0.1302,0.0332,0.0115,-0.1367,0.0184,6242000000.0,1586000000.0,-6.87,,-6.8743,,-6.89,-6500000000.0,,-6505000000.0,0.1308,0.0184,AIG
2018-03-31 00:00:00,48600000000.0,42125000000.0,6475000000.0,4538000000.0,898000000.0,1147000000.0,68000000.0,966000000.0,7287000000.0,-6321000000.0,-6331000000.0,-6.99,0.1332,0.0421,0.0199,-0.1303,0.0325,6289000000.0,2045000000.0,-6.71,0.0032,-6.6974,0.0032,-6.72,-6321000000.0,3000000.0,-6318000000.0,0.1294,0.0325,AIG
2017-12-31 00:00:00,49520000000.0,42671000000.0,6849000000.0,4288000000.0,1393000000.0,1168000000.0,73000000.0,1466000000.0,7526000000.0,-6060000000.0,-6084000000.0,-6.81,0.1383,0.0517,0.0296,-0.1229,-0.1579,6435000000.0,2561000000.0,-6.54,-0.0284,-6.5079,-0.0285,-6.54,-6060000000.0,-32000000.0,-6056000000.0,0.1299,-0.1579,AIG
2017-09-30 00:00:00,49895000000.0,53159000000.0,-3264000000.0,4031000000.0,-5994000000.0,1185000000.0,3130000000.0,-2864000000.0,-1003000000.0,-1861000000.0,-2465000000.0,-2.45,-0.0654,-0.0964,-0.0574,-0.0494,-0.1426,-727000000.0,-4809000000.0,-2.24,-0.0211,-1.7219,-0.0211,-2.23,-1861000000.0,-26000000.0,-1890000000.0,-0.0146,-0.1426,AIG
2017-06-30 00:00:00,50998000000.0,50733000000.0,265000000.0,4137000000.0,-2610000000.0,1224000000.0,3286000000.0,676000000.0,392000000.0,284000000.0,-264000000.0,-0.11,0.0052,-0.0272,0.0133,-0.0052,-0.1197,2436000000.0,-1386000000.0,0.09,-0.03,0.5703,-0.03,0.11,284000000.0,-35000000.0,259000000.0,0.0478,-0.1197,AIG
2017-03-31 00:00:00,53220000000.0,51780000000.0,1440000000.0,4367000000.0,-1693000000.0,1252000000.0,3560000000.0,1867000000.0,759000000.0,1108000000.0,519000000.0,0.39,0.0271,-0.0083,0.0351,0.0098,-0.1102,3014000000.0,-441000000.0,0.6,,1.0903,,0.63,1108000000.0,,1065000000.0,0.0566,-0.1102,AIG
2016-12-31 00:00:00,52367000000.0,49717000000.0,2650000000.0,4521000000.0,-545000000.0,1260000000.0,471000000.0,-74000000.0,185000000.0,-259000000.0,-849000000.0,-0.98,0.0506,0.0137,-0.0014,-0.0162,0.0669,4805000000.0,715000000.0,-0.7,-0.08,-0.3199,-0.08,-0.7,-259000000.0,-90000000.0,-349000000.0,0.0918,0.0669,AIG
2016-09-30 00:00:00,53188000000.0,46820000000.0,6368000000.0,4880000000.0,229000000.0,1259000000.0,220000000.0,449000000.0,87000000.0,362000000.0,351000000.0,0.49,0.1197,0.028,0.0084,0.0066,0.045,5429000000.0,1488000000.0,0.72,-0.0573,0.6618,-0.0572,0.75,362000000.0,-71000000.0,308000000.0,0.1021,0.045,AIG
2016-06-30 00:00:00,53156000000.0,46900000000.0,6256000000.0,5137000000.0,-132000000.0,1251000000.0,-271000000.0,-403000000.0,-152000000.0,-251000000.0,-342000000.0,-0.12,0.1177,0.0211,-0.0076,-0.0064,0.0556,5137000000.0,1119000000.0,0.13,-0.05,0.1008,-0.05,0.15,-251000000.0,-58000000.0,-325000000.0,0.0966,0.0556,AIG
2016-03-31 00:00:00,54131000000.0,47613000000.0,6518000000.0,5148000000.0,123000000.0,1247000000.0,-832000000.0,-709000000.0,-299000000.0,-410000000.0,-455000000.0,-0.49,0.1204,0.0253,-0.0131,-0.0084,0.0281,6420000000.0,1370000000.0,-0.25,-0.0393,-0.2794,-0.04,-0.24,-410000000.0,-47000000.0,-458000000.0,0.1186,0.0281,AIG
2015-12-31 00:00:00,58327000000.0,47762000000.0,10565000000.0,5236000000.0,4048000000.0,1281000000.0,-767000000.0,3281000000.0,1059000000.0,2222000000.0,2196000000.0,1.48,0.1811,0.0914,0.0563,0.0376,0.0493,9958000000.0,5329000000.0,1.65,,1.7095,,1.69,2222000000.0,,2222000000.0,0.1707,0.0493,AIG
2015-09-30 00:00:00,59906000000.0,44361000000.0,15545000000.0,5322000000.0,8900000000.0,1323000000.0,-1958000000.0,6942000000.0,2161000000.0,4781000000.0,4692000000.0,3.45,0.2595,0.1707,0.1159,0.0783,0.0481,14801000000.0,10223000000.0,3.44,-0.0307,3.5156,-0.0314,3.51,4781000000.0,-35000000.0,4746000000.0,0.2471,0.0481,AIG
