Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2015-06-30 00:00:00,63781000000.0,44605000000.0,19176000000.0,5335000000.0,12409000000.0,1432000000.0,-2333000000.0,10076000000.0,2916000000.0,7160000000.0,7115000000.0,5.17,0.3007,0.217,0.158,0.1116,0.0605,18827000000.0,13841000000.0,5.13,-0.0193,5.2204,-0.02,5.22,7160000000.0,-16000000.0,7144000000.0,0.2952,0.0605,AIG
2015-03-31 00:00:00,64218000000.0,44921000000.0,19297000000.0,5375000000.0,11854000000.0,1579000000.0,150000000.0,12004000000.0,3613000000.0,8391000000.0,8388000000.0,5.95,0.3005,0.2092,0.1869,0.1306,0.0721,17986000000.0,13433000000.0,5.9,-0.0093,5.9777,-0.01,5.99,8391000000.0,-2000000.0,8389000000.0,0.2801,0.0721,AIG
2014-12-31 00:00:00,64406000000.0,45187000000.0,19219000000.0,5330000000.0,10586000000.0,1718000000.0,-85000000.0,10501000000.0,2927000000.0,7574000000.0,7529000000.0,5.24,0.2984,0.191,0.163,0.1169,0.0777,16752000000.0,12304000000.0,5.24,-0.04,5.269,-0.04,5.31,7574000000.0,-50000000.0,7524000000.0,0.2601,0.0777,AIG
2014-09-30 00:00:00,66538000000.0,45514000000.0,21024000000.0,5287000000.0,11007000000.0,1886000000.0,915000000.0,11922000000.0,3096000000.0,8826000000.0,8852000000.0,6.12,0.316,0.1938,0.1792,0.133,0.0943,17420000000.0,12893000000.0,6.06,-0.0086,6.1049,-0.0086,6.13,8826000000.0,-4000000.0,8822000000.0,0.2618,0.0943,AIG
2014-06-30 00:00:00,65785000000.0,44869000000.0,20916000000.0,5219000000.0,9762000000.0,1972000000.0,319000000.0,10081000000.0,1306000000.0,8775000000.0,8830000000.0,6.05,0.3179,0.1784,0.1532,0.1342,0.0887,16290000000.0,11734000000.0,6.01,-0.02,5.9981,-0.02,6.07,8775000000.0,-24000000.0,8751000000.0,0.2476,0.0887,AIG
2014-03-31 00:00:00,68075000000.0,44728000000.0,23347000000.0,5176000000.0,11513000000.0,2044000000.0,-2747000000.0,8766000000.0,257000000.0,8509000000.0,8488000000.0,5.77,0.343,0.1991,0.1288,0.1247,0.0996,18188000000.0,13557000000.0,5.76,-0.03,5.7612,-0.03,5.8,8509000000.0,-36000000.0,8473000000.0,0.2672,0.0996,AIG
2013-12-31 00:00:00,68874000000.0,46959000000.0,21915000000.0,5157000000.0,10067000000.0,2142000000.0,-699000000.0,9368000000.0,360000000.0,9008000000.0,9085000000.0,6.16,0.3182,0.1773,0.136,0.1319,0.0852,16922000000.0,12209000000.0,6.08,0.05,6.1675,0.05,6.11,9008000000.0,84000000.0,9092000000.0,0.2457,0.0852,AIG
2013-09-30 00:00:00,72106000000.0,48319000000.0,23787000000.0,5227000000.0,8919000000.0,2213000000.0,-7503000000.0,1416000000.0,-1960000000.0,3376000000.0,3149000000.0,2.13,0.3299,0.1544,0.0196,0.0437,0.0664,18020000000.0,11132000000.0,2.76,-0.1,2.7128,-0.1,2.78,3376000000.0,-206000000.0,3170000000.0,0.2499,0.0664,AIG
2013-06-30 00:00:00,72884000000.0,49133000000.0,23751000000.0,5529000000.0,9614000000.0,2299000000.0,-6818000000.0,2796000000.0,-256000000.0,3052000000.0,2835000000.0,1.79,0.3259,0.1635,0.0384,0.0389,0.051,19204000000.0,11913000000.0,2.4,-0.07,2.4018,-0.07,2.41,3052000000.0,-151000000.0,2901000000.0,0.2635,0.051,AIG
2013-03-31 00:00:00,70679000000.0,48933000000.0,21746000000.0,5648000000.0,8598000000.0,2331000000.0,-7298000000.0,1300000000.0,-1172000000.0,2472000000.0,2436000000.0,1.27,0.3077,0.1546,0.0184,0.0345,0.0486,18266000000.0,10929000000.0,1.8,0.02,1.8654,0.02,1.8,2472000000.0,10000000.0,2482000000.0,0.2584,0.0486,AIG
2012-12-31 00:00:00,71214000000.0,49389000000.0,21825000000.0,5709000000.0,9659000000.0,2319000000.0,-6768000000.0,2891000000.0,-808000000.0,3699000000.0,3438000000.0,1.49,0.3065,0.1682,0.0406,0.0483,0.0516,19327000000.0,11978000000.0,2.04,0.0,2.1929,0.0,2.04,3699000000.0,1000000.0,3700000000.0,0.2714,0.0516,AIG
