Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,3105000000.0,83000000.0,3022000000.0,1960000000.0,1062000000.0,1062000000.0,226000000.0,836000000.0,808000000.0,5.3,0.9733,0.0,0.342,0.2602,0.3559,5.5474,5.5578,5.5578,836000000.0,836000000.0,0.0,0.4225,ZION
2022-06-30 00:00:00,2941000000.0,53000000.0,2888000000.0,1793000000.0,1095000000.0,1095000000.0,236000000.0,859000000.0,831000000.0,5.35,0.982,0.0,0.3723,0.2826,0.3404,5.5942,5.6054,5.6054,859000000.0,859000000.0,0.0,0.4165,ZION
2022-03-31 00:00:00,2936000000.0,53000000.0,2883000000.0,1593000000.0,1290000000.0,1290000000.0,280000000.0,1010000000.0,981000000.0,6.14,0.9819,0.0,0.4394,0.3341,0.1335,6.4195,6.433,6.433,1010000000.0,1010000000.0,0.0,0.2037,ZION
2021-12-31 00:00:00,2970000000.0,59000000.0,2911000000.0,1465000000.0,1446000000.0,1446000000.0,317000000.0,1129000000.0,1100000000.0,6.77,0.9801,0.0,0.4869,0.3704,0.2044,7.046,7.06,7.06,1129000000.0,1129000000.0,0.0,0.2737,ZION
2021-09-30 00:00:00,2950000000.0,66000000.0,2884000000.0,1347000000.0,1537000000.0,1536000000.0,336000000.0,1200000000.0,1168000000.0,7.09,0.9776,0.0,0.5207,0.3959,0.1864,7.3351,7.3753,7.3753,1200000000.0,1200000000.0,0.0,0.2546,ZION
2021-06-30 00:00:00,2980000000.0,78000000.0,2902000000.0,1461000000.0,1441000000.0,1440000000.0,305000000.0,1135000000.0,1101000000.0,6.65,0.9738,0.0,0.4832,0.3695,0.1446,6.9081,6.947,6.947,1135000000.0,1135000000.0,0.0,0.2027,ZION
2021-03-31 00:00:00,2917000000.0,95000000.0,2822000000.0,1754000000.0,1068000000.0,1067000000.0,220000000.0,847000000.0,813000000.0,4.91,0.9674,0.0,0.3658,0.2787,0.2928,5.1384,5.1754,5.1754,847000000.0,847000000.0,0.0,0.36,ZION
2020-12-31 00:00:00,2942000000.0,152000000.0,2790000000.0,2117000000.0,673000000.0,672000000.0,133000000.0,539000000.0,505000000.0,3.05,0.9483,0.0,0.2284,0.1717,0.1863,3.2545,3.2919,3.2919,539000000.0,539000000.0,0.0,0.2444,ZION
2020-09-30 00:00:00,3005000000.0,219000000.0,2786000000.0,2238000000.0,548000000.0,548000000.0,110000000.0,438000000.0,404000000.0,2.42,0.9271,0.0,0.1824,0.1344,0.2506,2.5674,2.6552,2.6552,438000000.0,438000000.0,0.0,0.2992,ZION
2020-06-30 00:00:00,3090000000.0,303000000.0,2787000000.0,2166000000.0,621000000.0,621000000.0,136000000.0,485000000.0,451000000.0,2.64,0.9019,0.0,0.201,0.146,0.2382,2.7196,2.8677,2.8677,485000000.0,485000000.0,0.0,0.2832,ZION
2020-03-31 00:00:00,3194000000.0,386000000.0,2808000000.0,2013000000.0,795000000.0,795000000.0,178000000.0,617000000.0,583000000.0,3.35,0.8791,0.0,0.2489,0.1825,0.2417,3.3653,3.5693,3.5693,617000000.0,617000000.0,0.0,0.2793,ZION
2019-12-31 00:00:00,3245000000.0,411000000.0,2834000000.0,1781000000.0,1053000000.0,1053000000.0,237000000.0,816000000.0,782000000.0,4.41,0.8733,0.0,0.3245,0.241,0.1787,4.3754,4.6368,4.6368,816000000.0,816000000.0,0.0,0.2148,ZION
2019-09-30 00:00:00,3241000000.0,404000000.0,2837000000.0,1729000000.0,1108000000.0,1108000000.0,249000000.0,859000000.0,825000000.0,4.52,0.8753,0.0,0.3419,0.2546,0.174,4.4824,4.7338,4.7338,859000000.0,859000000.0,0.0,0.2151,ZION
2019-06-30 00:00:00,3185000000.0,360000000.0,2825000000.0,1713000000.0,1112000000.0,1112000000.0,252000000.0,860000000.0,826000000.0,4.4,0.887,0.0,0.3491,0.2593,0.2584,4.3455,4.6073,4.6073,860000000.0,860000000.0,0.0,0.3008,ZION
2019-03-31 00:00:00,3113000000.0,303000000.0,2810000000.0,1701000000.0,1109000000.0,1109000000.0,250000000.0,859000000.0,824000000.0,4.3,0.9027,0.0,0.3562,0.2647,0.2355,4.2399,4.5093,4.5093,859000000.0,859000000.0,0.0,0.2759,ZION
