Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-07-31 00:00:00,18512000000.0,13696000000.0,4816000000.0,2818425900.0,1997489700.0,76000000.0,-64935000.0,11000000.0,1932000000.0,457000000.0,1474814200.0,1475000000.0,4.21,0.2602,0.1079,0.1044,0.0797,-0.0113,2373000000.0,1997490200.0,4.2177,4.2403,4.2403,1474814200.0,1475000000.0,0.1282,0.0182,ROST
2022-04-30 00:00:00,18734000000.0,13707000000.0,5027000000.0,2869362900.0,2157393700.0,75000000.0,-72975000.0,1000000.0,2084000000.0,499000000.0,1584555200.0,1584000000.0,4.49,0.2683,0.1152,0.1112,0.0846,0.0021,2523000000.0,2157394200.0,4.4992,4.5261,4.5261,1584555200.0,1584000000.0,0.1347,0.0304,ROST
2022-01-31 00:00:00,18917080000.0,13709396000.0,5207684000.0,2874919900.0,2332866600.0,75000000.0,-74328000.0,19049000.0,2258582000.0,535103000.0,1722589200.0,1722479000.0,4.87,0.2753,0.1233,0.1194,0.0911,0.0624,2694141100.0,2332867100.0,4.8697,4.9007,4.9007,1722589200.0,1722479000.0,0.1424,0.0919,ROST
2021-10-31 00:00:00,18145752000.0,13092440000.0,5053312000.0,2809677100.0,2243725000.0,76000000.0,-75652000.0,38201000.0,2168433000.0,573974000.0,1593747000.0,1593459000.0,4.5,0.2785,0.1237,0.1195,0.0878,0.0839,2602196000.0,2243725200.0,4.5006,4.5231,4.5231,1593747000.0,1593459000.0,0.1434,0.1084,ROST
2021-07-31 00:00:00,17325261000.0,12477859000.0,4847402000.0,2961534100.0,1886182100.0,86000000.0,-85648000.0,66941000.0,1800926000.0,460270000.0,1339914000.0,1339656000.0,3.78,0.2798,0.1089,0.1039,0.0773,0.1737,2244996100.0,1886182300.0,3.7802,3.7986,3.7986,1339914000.0,1339656000.0,0.1296,0.1973,ROST
2021-04-30 00:00:00,15204973000.0,11146979000.0,4057993800.0,2763029100.0,1294963900.0,97000000.0,-95796000.0,95796000.0,1199168000.0,331465000.0,867703000.0,867703000.0,2.45,0.2669,0.0852,0.0789,0.0571,0.2404,1656120800.0,1294964100.0,2.4499,2.4605,2.4605,867703000.0,867703000.0,0.1089,0.2668,ROST
2021-01-31 00:00:00,12531566000.0,9838574000.0,2692991800.0,2503281100.0,189709900.0,88000000.0,-83413000.0,83413000.0,106297000.0,20915000.0,85382000.0,85382000.0,0.23,0.2149,0.0151,0.0085,0.0068,0.1469,553954800.0,189710100.0,0.2407,0.2423,0.2423,85382000.0,85382000.0,0.0442,0.1792,ROST
2020-10-31 00:00:00,12695339000.0,9905767000.0,2789571800.0,2414536200.0,375036600.0,71000000.0,-60974000.0,50557000.0,314062100.0,10527000.0,303535100.0,303535000.0,0.85,0.2197,0.0295,0.0247,0.0239,0.1615,739032500.0,375036600.0,0.8393,0.8535,0.8535,303535100.0,303535100.0,0.0582,0.2004,ROST
2020-07-31 00:00:00,12789947000.0,9960780000.0,2829166800.0,2141284200.0,687883500.0,,-27832000.0,17415000.0,660051100.0,116781000.0,543270100.0,543270000.0,1.52,0.2212,0.0538,0.0516,0.0425,0.0551,1051503500.0,687883500.0,1.5016,1.5207,1.5207,543270100.0,543270100.0,0.0822,0.0986,ROST
2020-04-30 00:00:00,14085104000.0,10724510000.0,3360594000.0,2213759200.0,1146835600.0,,5805000.0,-18649000.0,1152640100.0,218696000.0,933944100.0,933944000.0,2.61,0.2386,0.0814,0.0818,0.0663,0.0003,1505568600.0,1146835600.0,2.5793,2.6052,2.6052,933944100.0,933944100.0,0.1069,0.0429,ROST
2020-01-31 00:00:00,16039073000.0,11536187000.0,4502886000.0,2356704200.0,2146182600.0,,18106000.0,-28268000.0,2164288100.0,503360000.0,1660928100.0,1660928000.0,4.64,0.2807,0.1338,0.1349,0.1036,0.1008,2497074600.0,2146182600.0,4.5986,4.6335,4.6335,1660928100.0,1660928100.0,0.1557,0.1354,ROST
2019-10-31 00:00:00,15733017000.0,11301694000.0,4431322000.0,2330794100.0,2100528800.0,,20132000.0,-14178000.0,2120659900.0,474172000.0,1646488000.0,1646488000.0,4.56,0.2817,0.1335,0.1348,0.1047,0.0957,2439823800.0,2100528300.0,4.5204,4.5553,4.5553,1646488000.0,1646488000.0,0.1551,0.1289,ROST
2019-07-31 00:00:00,15433508000.0,11082593000.0,4350914000.0,2287766100.0,2063148400.0,,18683000.0,,2081830900.0,468167000.0,1613664000.0,1613664000.0,4.44,0.2819,0.1337,0.1349,0.1046,0.1069,2398000400.0,2063147900.0,4.3992,4.4344,4.4344,1613664000.0,1613664000.0,0.1554,0.1384,ROST
2019-04-30 00:00:00,15191565000.0,10905726000.0,4285838000.0,2250377100.0,2035461700.0,,15294000.0,,2050754900.0,460408000.0,1590347000.0,1590347000.0,4.34,0.2821,0.134,0.135,0.1047,0.1102,2368778700.0,2035461200.0,4.3013,4.3368,4.3368,1590347000.0,1590347000.0,0.1559,0.1385,ROST
2019-01-31 00:00:00,14983542000.0,10726277000.0,4257264000.0,2216550100.0,2040714400.0,,10162000.0,-7996000.0,2050875900.0,463419000.0,1587457000.0,1587457000.0,4.3,0.2841,0.1362,0.1369,0.1059,0.1103,2371071400.0,2040713900.0,4.2596,4.2958,4.2958,1587457000.0,1587457000.0,0.1582,0.1379,ROST
2018-10-31 00:00:00,14943959000.0,10659115000.0,4284844000.0,2193887000.0,2090956800.0,,4463000.0,1554000.0,2095420100.0,498909000.0,1596510900.0,1596511100.0,4.29,0.2867,0.1399,0.1402,0.1068,0.106,2423015800.0,2090956800.0,4.2453,4.2816,4.2816,1596510900.0,1596510900.0,0.1621,0.1315,ROST
2018-07-31 00:00:00,14723245000.0,10480932000.0,4242313100.0,2149607000.0,2092706300.0,,-270000.0,,2092436100.0,559584000.0,1532851900.0,1532852100.0,4.09,0.2881,0.1421,0.1421,0.1041,0.1041,2417367300.0,2092706300.0,4.0523,4.0864,4.0864,1532851900.0,1532851900.0,0.1642,0.1289,ROST
2018-04-30 00:00:00,14416922000.0,10234891000.0,4182031100.0,2093302000.0,2088729500.0,,-4004000.0,,2084725100.0,624738000.0,1459986900.0,1459987100.0,3.87,0.2901,0.1449,0.1446,0.1013,0.0883,2405869500.0,2088729500.0,3.8313,3.8633,3.8633,1459986900.0,1459986900.0,0.1669,0.1132,ROST
2018-01-31 00:00:00,14134732000.0,10042638000.0,4092094000.0,2043698000.0,2048396500.0,,-7676000.0,7676000.0,2040720100.0,677967000.0,1362752900.0,1362753100.0,3.58,0.2895,0.1449,0.1444,0.0964,0.0938,2361559500.0,2048396500.0,3.5458,3.5751,3.5751,1362752900.0,1362752900.0,0.1671,0.119,ROST
2017-10-31 00:00:00,13577084000.0,9659619000.0,3917464700.0,1984193900.0,1933271000.0,,-11045000.0,11045000.0,1922225900.0,709652000.0,1212574000.0,1212574000.0,3.15,0.2885,0.1424,0.1416,0.0893,0.0995,2238905100.0,1933270800.0,3.1303,3.1544,3.1544,1212574000.0,1212574000.0,0.1649,0.1249,ROST
2017-07-31 00:00:00,13334877000.0,9496563000.0,3838313600.0,1957067900.0,1881245900.0,,-13421000.0,13421000.0,1867824900.0,685154000.0,1182671000.0,1182671000.0,3.06,0.2878,0.1411,0.1401,0.0887,0.0943,2186036000.0,1881245700.0,3.0338,3.0567,3.0567,1182671000.0,1182671000.0,0.1639,0.1183,ROST
2017-04-30 00:00:00,13084191000.0,9327466000.0,3756724600.0,1928302900.0,1828421600.0,,-15293000.0,15293000.0,1813128900.0,665091000.0,1148038000.0,1148038000.0,2.95,0.2871,0.1397,0.1386,0.0877,0.1006,2132878700.0,1828421400.0,2.9248,2.9466,2.9466,1148038000.0,1148038000.0,0.163,0.1231,ROST
2017-01-31 00:00:00,12866757000.0,9173705000.0,3693051700.0,1890407900.0,1802643800.0,,-16488000.0,16488000.0,1786155900.0,668502000.0,1117654000.0,1117654000.0,2.85,0.287,0.1401,0.1388,0.0869,0.098,2105158900.0,1802643600.0,2.8298,2.8502,2.8502,1117654000.0,1117654000.0,0.1636,0.1212,ROST
2016-10-31 00:00:00,12607326000.0,9020733000.0,3586592700.0,1847483000.0,1739110100.0,,-17263000.0,17263000.0,1721846000.0,640599000.0,1081247000.0,1081247000.0,2.74,0.2845,0.1379,0.1366,0.0858,0.1024,2035900100.0,1739109600.0,2.7203,2.7402,2.7402,1081247000.0,1081247000.0,0.1615,0.1264,ROST
2016-07-31 00:00:00,12303494000.0,8817988000.0,3485505600.0,1800666000.0,1684839800.0,,-17534000.0,17534000.0,1667305000.0,614948000.0,1052357000.0,1052357000.0,2.65,0.2833,0.1369,0.1355,0.0855,0.0971,1979568800.0,1684839300.0,2.6317,2.6517,2.6517,1052357000.0,1052357000.0,0.1609,0.1232,ROST
2016-04-30 00:00:00,12090847000.0,8685623000.0,3405223600.0,1766381000.0,1638842800.0,,-14973000.0,14973000.0,1623869000.0,594779000.0,1029090000.0,1029090000.0,2.57,0.2816,0.1355,0.1343,0.0851,0.0861,1924232800.0,1638842300.0,2.5541,2.5744,2.5744,1029090000.0,1029090000.0,0.1591,0.1142,ROST
2016-01-31 00:00:00,11940000000.0,8576873000.0,3363126500.0,1738755000.0,1624371600.0,,-12612000.0,12612000.0,1611759000.0,591098000.0,1020661000.0,1020661000.0,2.53,0.2817,0.136,0.135,0.0855,0.0803,1899199600.0,1624371100.0,2.5114,2.5324,2.5324,1020661000.0,1020661000.0,0.1591,0.1111,ROST
2015-10-31 00:00:00,11721971000.0,8393852000.0,3328118500.0,1718219900.0,1609897500.0,,-10488000.0,10488000.0,1599411000.0,594381000.0,1005030000.0,1005030000.0,2.475,0.2839,0.1373,0.1364,0.0857,0.0659,1874709500.0,1609898000.0,2.4541,2.4756,2.4756,1005030000.0,1005030000.0,0.1599,0.0984,ROST
2015-07-31 00:00:00,11537936000.0,8272690000.0,3265245600.0,1684867900.0,1580376800.0,,-6838000.0,6838000.0,1573540000.0,591446000.0,982094000.0,982094000.0,2.405,0.283,0.137,0.1364,0.0851,0.055,1831394800.0,1580377300.0,2.3843,2.4066,2.4066,982094000.0,982094000.0,0.1587,0.1059,ROST
2015-04-30 00:00:00,11299232000.0,8097227000.0,3202004600.0,1644866900.0,1557136800.0,,-5091000.0,5091000.0,1552047000.0,589031000.0,963016000.0,963016000.0,2.34,0.2834,0.1378,0.1374,0.0852,0.0599,1796946800.0,1557137300.0,2.3212,2.3447,2.3447,963016000.0,963016000.0,0.159,0.1135,ROST
2015-01-31 00:00:00,11041677000.0,7937956000.0,3103720800.0,1615370900.0,1488349200.0,,-2984000.0,2984000.0,1485366000.0,560642000.0,924724000.0,924724000.0,2.235,0.2811,0.1348,0.1345,0.0837,0.0658,1721308200.0,1488349700.0,2.2118,2.2361,2.2361,924724000.0,924724000.0,0.1559,0.1243,ROST
2014-10-31 00:00:00,10750018000.0,7726487000.0,3023531100.0,1586374000.0,1437156800.0,,-449000.0,449000.0,1436709100.0,542562000.0,894147100.0,894147000.0,2.15,0.2813,0.1337,0.1336,0.0832,0.0599,1664177800.0,1437157600.0,2.1229,2.1478,2.1478,894147100.0,894147100.0,0.1548,0.123,ROST
2014-07-31 00:00:00,10549320000.0,7590537000.0,2958783200.0,1558232000.0,1400550800.0,,480000.0,-480000.0,1401032100.0,527987000.0,873045100.0,873045000.0,2.085,0.2805,0.1328,0.1328,0.0828,0.0663,1618478800.0,1400551600.0,2.0591,2.0845,2.0845,873045100.0,873045100.0,0.1534,0.1167,ROST
2014-04-30 00:00:00,10371031000.0,7470297000.0,2900734300.0,1544200000.0,1356533900.0,,560000.0,-560000.0,1357095100.0,510490000.0,846605100.0,846605000.0,2.01,0.2797,0.1308,0.1309,0.0816,0.0552,1570383900.0,1356534700.0,1.9797,2.0057,2.0057,846605100.0,846605100.0,0.1514,0.1132,ROST
2014-01-31 00:00:00,10230352000.0,7360924000.0,2869428200.0,1526366000.0,1343061700.0,,247000.0,-247000.0,1343310100.0,506006000.0,837304100.0,837304000.0,1.97,0.2805,0.1313,0.1313,0.0818,0.0461,1549172700.0,1343062500.0,1.94,1.9666,1.9666,837304100.0,837304100.0,0.1514,0.0999,ROST
2013-10-31 00:00:00,10249960000.0,7362484000.0,2887475800.0,1515024000.0,1372451400.0,,-828000.0,828000.0,1371623000.0,515670000.0,855953000.0,855953000.0,1.995,0.2817,0.1339,0.1338,0.0835,0.0412,1573529400.0,1372451100.0,1.9643,1.9927,1.9927,855953000.0,855953000.0,0.1535,0.099,ROST
2013-07-31 00:00:00,10114561000.0,7265246000.0,2849314700.0,1491147000.0,1358167200.0,,-2623000.0,2623000.0,1355544000.0,511685000.0,843859000.0,843859000.0,1.955,0.2817,0.1343,0.134,0.0834,0.0459,1554827200.0,1358166900.0,1.9238,1.9528,1.9528,843859000.0,843859000.0,0.1537,0.0996,ROST
2013-04-30 00:00:00,9904139000.0,7131112000.0,2773026600.0,1462043000.0,1310983100.0,,-4884000.0,4884000.0,1306099000.0,493337000.0,812762000.0,812762000.0,1.87,0.28,0.1324,0.1319,0.0821,0.0577,1502064200.0,1310982800.0,1.8389,1.8681,1.8681,812762000.0,812762000.0,0.1517,0.1045,ROST
2013-01-31 00:00:00,9721066000.0,7011428000.0,2709637700.0,1437886000.0,1271751200.0,,-6907000.0,6907000.0,1264844000.0,478081000.0,786763000.0,786763000.0,1.795,0.2787,0.1308,0.1301,0.0809,0.0571,1457242300.0,1271750900.0,1.7657,1.7953,1.7953,786763000.0,786763000.0,0.1499,0.1008,ROST
