Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Share of Subsidiary Earnings,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2017-09-30 00:00:00,7202000000.0,4011000000.0,3191000000.0,304000000.0,226000000.0,163000000.0,,-248000000.0,256000000.0,-85000000.0,374000000.0,-459000000.0,-9000000.0,82000000.0,0.15,0.4431,0.0226,-0.0118,0.0114,0.1594,1422000000.0,163000000.0,0.14,0.01,-0.7956,0.01,0.13,-468000000.0,49000000.0,-419000000.0,0.1974,0.2785,NEM
2017-06-30 00:00:00,7114000000.0,3941000000.0,3173000000.0,288000000.0,231000000.0,130000000.0,,-270000000.0,264000000.0,-140000000.0,391000000.0,-531000000.0,-8000000.0,-482000000.0,-0.9,0.446,0.0183,-0.0197,-0.0678,0.2028,1396000000.0,130000000.0,0.07,-0.97,-1.7585,-0.97,0.06,-539000000.0,-392000000.0,-931000000.0,0.1962,0.334,NEM
2017-03-31 00:00:00,6908000000.0,3844000000.0,3064000000.0,287000000.0,235000000.0,68000000.0,,-302000000.0,266000000.0,-234000000.0,463000000.0,-697000000.0,-10000000.0,-634000000.0,-1.19,0.4435,0.0098,-0.0339,-0.0918,0.2313,1333000000.0,68000000.0,-0.27,-0.92,-1.925,-0.92,-0.28,-707000000.0,-313000000.0,-1020000000.0,0.193,0.3809,NEM
2016-12-31 00:00:00,6680000000.0,3738000000.0,2942000000.0,282000000.0,233000000.0,-16000000.0,,-204000000.0,273000000.0,-220000000.0,579000000.0,-799000000.0,-13000000.0,-629000000.0,-1.18,0.4404,-0.0024,-0.0329,-0.0942,0.2475,1197000000.0,-16000000.0,-0.42,-0.76,-1.7793,-0.76,-0.43,-812000000.0,-131000000.0,-943000000.0,0.1792,0.4171,NEM
2016-09-30 00:00:00,5567000000.0,3335000000.0,2232000000.0,287000000.0,234000000.0,170000000.0,,-162000000.0,260000000.0,8000000.0,540000000.0,-532000000.0,-19000000.0,-537000000.0,-1.03,0.4009,0.0305,0.0014,-0.0965,0.2114,1385000000.0,170000000.0,-0.46,-0.57,-0.9196,-0.57,-0.46,-551000000.0,77000000.0,-474000000.0,0.2488,0.4367,NEM
2016-06-30 00:00:00,5336000000.0,3277000000.0,2059000000.0,279000000.0,230000000.0,49000000.0,,-26000000.0,270000000.0,23000000.0,511000000.0,-488000000.0,-39000000.0,40000000.0,0.06,0.3859,0.0092,0.0043,0.0075,0.2093,1185000000.0,49000000.0,-0.48,0.54,0.2087,0.54,-0.48,-527000000.0,651000000.0,124000000.0,0.2221,0.447,NEM
2016-03-31 00:00:00,5575000000.0,3402000000.0,2173000000.0,278000000.0,236000000.0,146000000.0,,-66000000.0,286000000.0,80000000.0,425000000.0,-345000000.0,-41000000.0,89000000.0,0.16,0.3898,0.0262,0.0143,0.016,0.1326,1293000000.0,146000000.0,-0.37,0.53,0.385,0.53,-0.37,-386000000.0,596000000.0,210000000.0,0.2319,0.367,NEM
2015-12-31 00:00:00,6085000000.0,3578000000.0,2507000000.0,282000000.0,241000000.0,457000000.0,,-162000000.0,297000000.0,295000000.0,391000000.0,-96000000.0,-45000000.0,220000000.0,0.43,0.412,0.0751,0.0485,0.0362,0.1371,1674000000.0,457000000.0,0.0,0.43,0.5892,0.43,0.0,-141000000.0,445000000.0,304000000.0,0.2751,0.3525,NEM
2015-09-30 00:00:00,6984000000.0,3570000000.0,3414000000.0,290000000.0,284000000.0,1655000000.0,,-135000000.0,295000000.0,1520000000.0,632000000.0,888000000.0,-40000000.0,489000000.0,0.96,0.4888,0.237,0.2176,0.07,0.1817,2736000000.0,1655000000.0,1.06,-0.1,1.4129,-0.1,1.06,848000000.0,-125000000.0,723000000.0,0.3918,0.3482,NEM
2015-06-30 00:00:00,7170000000.0,3830000000.0,3340000000.0,305000000.0,270000000.0,1520000000.0,,-213000000.0,310000000.0,1307000000.0,524000000.0,783000000.0,-20000000.0,483000000.0,0.97,0.4658,0.212,0.1823,0.0674,0.11,2622000000.0,1520000000.0,1.18,-0.21,1.0244,-0.21,1.18,761000000.0,-248000000.0,513000000.0,0.3657,0.2714,NEM
2015-03-31 00:00:00,7027000000.0,3863000000.0,3164000000.0,307000000.0,250000000.0,1300000000.0,,-199000000.0,322000000.0,1101000000.0,319000000.0,782000000.0,-12000000.0,591000000.0,1.19,0.4503,0.185,0.1567,0.0841,0.113,2457000000.0,1300000000.0,1.42,-0.23,1.0219,-0.23,1.42,769000000.0,-259000000.0,510000000.0,0.3497,0.268,NEM
2014-12-31 00:00:00,6819000000.0,3919000000.0,2900000000.0,322000000.0,237000000.0,993000000.0,,-172000000.0,330000000.0,821000000.0,204000000.0,617000000.0,-2000000.0,508000000.0,1.02,0.4253,0.1456,0.1204,0.0745,0.0584,2102000000.0,993000000.0,1.3,-0.28,0.6594,-0.28,1.3,613000000.0,-284000000.0,329000000.0,0.3083,0.2109,NEM
2014-09-30 00:00:00,7463000000.0,4810000000.0,2653000000.0,348000000.0,183000000.0,-1573000000.0,,-257000000.0,368000000.0,-1830000000.0,-831000000.0,-999000000.0,,-694000000.0,-1.34,0.3555,-0.2108,-0.2452,-0.093,0.0165,-270000000.0,-1573000000.0,-1.37,-0.02,-2.0092,-0.02,-1.37,-996000000.0,-8000000.0,-1004000000.0,-0.0362,0.169,NEM
2014-06-30 00:00:00,7737000000.0,4703000000.0,3034000000.0,395000000.0,186000000.0,-1247000000.0,,-33000000.0,355000000.0,-1280000000.0,-623000000.0,-657000000.0,1000000.0,-509000000.0,-0.95,0.3921,-0.1612,-0.1654,-0.0658,0.014,-2184000000.0,-1247000000.0,-0.95,-0.07,-1.3683,-0.07,-0.95,-653000000.0,-32000000.0,-685000000.0,-0.2823,0.178,NEM
2014-03-31 00:00:00,7990000000.0,5325000000.0,2665000000.0,434000000.0,192000000.0,-4041000000.0,,38000000.0,331000000.0,-4003000000.0,-857000000.0,-3146000000.0,,-2748000000.0,-5.37,0.3335,-0.5058,-0.501,-0.3439,-0.0419,-2648000000.0,-4041000000.0,-5.61,0.09,-6.2323,0.09,-5.61,-3147000000.0,44000000.0,-3103000000.0,-0.3314,0.1615,NEM
2013-12-31 00:00:00,8414000000.0,5299000000.0,3115000000.0,469000000.0,203000000.0,-3652000000.0,,46000000.0,303000000.0,-3606000000.0,-755000000.0,-2851000000.0,-5000000.0,-2534000000.0,-4.94,0.3702,-0.434,-0.4286,-0.3012,-0.0424,-2290000000.0,-3652000000.0,-5.21,0.12,-5.6124,0.12,-5.21,-2856000000.0,61000000.0,-2795000000.0,-0.2722,0.1834,NEM
2013-09-30 00:00:00,8798000000.0,5044000000.0,3754000000.0,497000000.0,208000000.0,-965000000.0,,253000000.0,270000000.0,-712000000.0,184000000.0,-896000000.0,-18000000.0,-681000000.0,-1.25,0.4267,-0.1097,-0.0809,-0.0774,-0.0388,297000000.0,-965000000.0,-1.54,0.17,-1.6772,0.17,-1.53,-914000000.0,81000000.0,-833000000.0,0.0338,0.2277,NEM
2013-06-30 00:00:00,9258000000.0,5054000000.0,4204000000.0,559000000.0,211000000.0,-594000000.0,,24000000.0,261000000.0,-570000000.0,251000000.0,-821000000.0,-28000000.0,-712000000.0,-1.33,0.4541,-0.0642,-0.0616,-0.0769,-0.0664,2903000000.0,-594000000.0,-1.57,0.14,-1.5672,0.14,-1.56,-849000000.0,69000000.0,-780000000.0,0.3136,0.2308,NEM
2013-03-31 00:00:00,9469000000.0,4374000000.0,5095000000.0,625000000.0,214000000.0,2609000000.0,,9000000.0,262000000.0,2618000000.0,713000000.0,1905000000.0,-36000000.0,1626000000.0,3.29,0.5381,0.2755,0.2765,0.1717,-0.0874,3677000000.0,2609000000.0,3.28,-0.15,3.7542,-0.15,3.29,1869000000.0,-76000000.0,1864000000.0,0.3883,0.2319,NEM
2012-12-31 00:00:00,9964000000.0,4334000000.0,5630000000.0,704000000.0,212000000.0,3085000000.0,,29000000.0,249000000.0,3114000000.0,876000000.0,2238000000.0,-51000000.0,1802000000.0,3.65,0.565,0.3096,0.3125,0.1809,-0.0841,4117000000.0,3085000000.0,3.76,-0.42,4.2561,-0.43,3.79,2187000000.0,-76000000.0,2111000000.0,0.4132,0.2381,NEM
