Date,Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Income,Interest Expense (Operating),Non-operating Income/Expense,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2020-03-31 00:00:00,257471000000.0,207188000000.0,50283000000.0,1277000000.0,11207000000.0,15509000000.0,898000000.0,,15509000000.0,3911000000.0,11598000000.0,11380000000.0,2.67,0.1953,0.0637,0.0602,0.0442,0.0099,36653000000.0,16407000000.0,2.7162,2.7162,2.7162,11598000000.0,11598000000.0,0.1424,0.1074,XOM
2019-12-31 00:00:00,264938000000.0,211152000000.0,53786000000.0,1269000000.0,11398000000.0,20056000000.0,830000000.0,,20056000000.0,5282000000.0,14774000000.0,14340000000.0,3.36,0.203,0.0788,0.0757,0.0541,0.0202,39884000000.0,20886000000.0,3.46,3.46,3.46,14774000000.0,14774000000.0,0.1505,0.1122,XOM
2019-09-30 00:00:00,269660000000.0,213924000000.0,55736000000.0,1467000000.0,11198000000.0,21763000000.0,844000000.0,,21763000000.0,6513000000.0,15250000000.0,14650000000.0,3.44,0.2067,0.0838,0.0807,0.0543,0.0305,41710000000.0,22607000000.0,3.5717,3.5717,3.5717,15250000000.0,15250000000.0,0.1547,0.1186,XOM
2019-06-30 00:00:00,281216000000.0,221286000000.0,59930000000.0,1460000000.0,11337000000.0,26122000000.0,812000000.0,,26122000000.0,7673000000.0,18449000000.0,17720000000.0,4.15,0.2131,0.0958,0.0929,0.063,0.0403,45822000000.0,26934000000.0,4.3207,4.3207,4.3207,18449000000.0,18449000000.0,0.1629,0.1209,XOM
2019-03-31 00:00:00,285626000000.0,223767000000.0,61859000000.0,1459000000.0,11503000000.0,28002000000.0,743000000.0,,28002000000.0,8958000000.0,19044000000.0,18540000000.0,4.34,0.2166,0.1006,0.098,0.0649,0.0504,47591000000.0,28745000000.0,4.46,4.46,4.46,19044000000.0,19044000000.0,0.1666,0.1255,XOM
2018-12-31 00:00:00,290212000000.0,225517000000.0,64695000000.0,1466000000.0,11480000000.0,30953000000.0,766000000.0,,30953000000.0,9532000000.0,21421000000.0,20840000000.0,4.88,0.2229,0.1093,0.1067,0.0718,0.0566,50464000000.0,31719000000.0,5.0166,5.0166,5.0166,21421000000.0,21421000000.0,0.1739,0.1241,XOM
2018-09-30 00:00:00,284832000000.0,224055000000.0,60777000000.0,1614000000.0,11588000000.0,25849000000.0,737000000.0,,25849000000.0,2225000000.0,23624000000.0,23220000000.0,5.44,0.2134,0.0933,0.0908,0.0815,0.0591,46145000000.0,26586000000.0,5.537,5.537,5.537,23624000000.0,23624000000.0,0.162,0.1222,XOM
2018-06-30 00:00:00,269327000000.0,212014000000.0,57313000000.0,1606000000.0,11328000000.0,22352000000.0,648000000.0,,22352000000.0,1089000000.0,21263000000.0,20950000000.0,4.91,0.2128,0.0854,0.083,0.0778,0.0503,42781000000.0,23000000000.0,4.9843,4.9843,4.9843,21263000000.0,21263000000.0,0.1588,0.116,XOM
2018-03-31 00:00:00,253903000000.0,199016000000.0,54887000000.0,1788000000.0,10891000000.0,19996000000.0,659000000.0,,19996000000.0,-545000000.0,20541000000.0,20350000000.0,4.77,0.2162,0.0813,0.0788,0.0801,0.0573,40499000000.0,20655000000.0,4.8152,4.8152,4.8152,20541000000.0,20541000000.0,0.1595,0.1198,XOM
2017-12-31 00:00:00,244363000000.0,191011000000.0,53352000000.0,1790000000.0,10649000000.0,18674000000.0,601000000.0,,18674000000.0,-1174000000.0,19848000000.0,19710000000.0,4.63,0.2183,0.0789,0.0764,0.0807,0.06,39168000000.0,19275000000.0,4.6636,4.6636,4.6636,19848000000.0,19848000000.0,0.1603,0.123,XOM
2017-09-30 00:00:00,220884000000.0,167142000000.0,53742000000.0,1427000000.0,10161000000.0,16274000000.0,610000000.0,,16274000000.0,2811000000.0,13463000000.0,13010000000.0,3.07,0.2433,0.0764,0.0737,0.0589,0.0691,39052000000.0,16884000000.0,3.1741,3.1741,3.1741,13463000000.0,13463000000.0,0.1768,0.136,XOM
2017-06-30 00:00:00,218461000000.0,167684000000.0,50777000000.0,1470000000.0,10265000000.0,13917000000.0,605000000.0,,13917000000.0,1650000000.0,12267000000.0,11690000000.0,2.77,0.2324,0.0665,0.0637,0.0535,0.0668,36415000000.0,14522000000.0,2.9091,2.9091,2.9091,12267000000.0,12267000000.0,0.1667,0.1276,XOM
2017-03-31 00:00:00,218078000000.0,169373000000.0,48705000000.0,1401000000.0,10355000000.0,12157000000.0,522000000.0,,12157000000.0,1473000000.0,10684000000.0,10040000000.0,2.4,0.2233,0.0581,0.0557,0.046,0.0504,34741000000.0,12679000000.0,2.5472,2.5472,2.5472,10684000000.0,10684000000.0,0.1593,0.1167,XOM
2016-12-31 00:00:00,208114000000.0,163639000000.0,44475000000.0,1467000000.0,10443000000.0,7969000000.0,453000000.0,,7969000000.0,-406000000.0,8375000000.0,7840000000.0,1.88,0.2137,0.0405,0.0383,0.0377,0.0284,30730000000.0,8422000000.0,2.005,2.005,2.005,8375000000.0,8375000000.0,0.1477,0.1061,XOM
2016-09-30 00:00:00,205251000000.0,163397000000.0,41854000000.0,1645000000.0,10965000000.0,9980000000.0,318000000.0,,9980000000.0,799000000.0,9181000000.0,8940000000.0,2.14,0.2039,0.0502,0.0486,0.0436,0.0032,29244000000.0,10298000000.0,2.1983,2.1983,2.1983,9181000000.0,9181000000.0,0.1425,0.0929,XOM
2016-06-30 00:00:00,213918000000.0,169404000000.0,44514000000.0,1642000000.0,11196000000.0,12503000000.0,290000000.0,,12503000000.0,1827000000.0,10676000000.0,10530000000.0,2.52,0.2081,0.0598,0.0584,0.0492,0.0069,31676000000.0,12793000000.0,2.5531,2.5531,2.5531,10676000000.0,10676000000.0,0.1481,0.107,XOM
2016-03-31 00:00:00,230337000000.0,181515000000.0,48822000000.0,1567000000.0,11381000000.0,17061000000.0,300000000.0,,17061000000.0,3804000000.0,13257000000.0,13020000000.0,3.11,0.212,0.0754,0.0741,0.0565,0.0126,35874000000.0,17361000000.0,3.1656,3.1656,3.1656,13257000000.0,13257000000.0,0.1557,0.1179,XOM
2015-12-31 00:00:00,249248000000.0,195899000000.0,53349000000.0,1523000000.0,11501000000.0,21966000000.0,311000000.0,,21966000000.0,5415000000.0,16551000000.0,16150000000.0,3.85,0.214,0.0894,0.0881,0.0648,0.0155,40325000000.0,22277000000.0,3.9445,3.9445,3.9445,16551000000.0,16551000000.0,0.1618,0.1217,XOM
2015-09-30 00:00:00,296351000000.0,236920000000.0,59431000000.0,1542000000.0,11639000000.0,28180000000.0,319000000.0,,28180000000.0,7677000000.0,20503000000.0,19940000000.0,4.74,0.2005,0.0962,0.0951,0.0673,0.014,46250000000.0,28499000000.0,4.874,4.874,4.874,20503000000.0,20503000000.0,0.1561,0.1126,XOM
2015-06-30 00:00:00,336137000000.0,269018000000.0,67119000000.0,1537000000.0,11841000000.0,35841000000.0,329000000.0,,35841000000.0,11376000000.0,24465000000.0,23770000000.0,5.62,0.1997,0.1076,0.1066,0.0707,0.0166,53741000000.0,36170000000.0,5.7836,5.7836,5.7836,24465000000.0,24465000000.0,0.1599,0.1089,XOM
2015-03-31 00:00:00,373232000000.0,298639000000.0,74593000000.0,1663000000.0,12179000000.0,43038000000.0,308000000.0,,43038000000.0,13718000000.0,29320000000.0,28360000000.0,6.67,0.1999,0.1161,0.1153,0.076,0.0149,60751000000.0,43346000000.0,6.8905,6.8905,6.8905,29320000000.0,29320000000.0,0.1628,0.1018,XOM
2014-12-31 00:00:00,411939000000.0,328459000000.0,83480000000.0,1669000000.0,12598000000.0,51630000000.0,286000000.0,,51630000000.0,18015000000.0,33615000000.0,32520000000.0,7.6,0.2027,0.126,0.1253,0.0789,0.0295,69213000000.0,51916000000.0,7.8503,7.8503,7.8503,33615000000.0,33615000000.0,0.168,0.1095,XOM
2014-09-30 00:00:00,435523000000.0,346200000000.0,89323000000.0,1723000000.0,12811000000.0,57504000000.0,66000000.0,,57504000000.0,22028000000.0,35476000000.0,34300000000.0,7.95,0.2051,0.1322,0.132,0.0788,0.0354,74789000000.0,57570000000.0,8.226,8.226,8.226,35476000000.0,35476000000.0,0.1717,0.11,XOM
2014-06-30 00:00:00,440765000000.0,350626000000.0,90139000000.0,1890000000.0,12792000000.0,58283000000.0,30000000.0,,58283000000.0,23084000000.0,35199000000.0,34100000000.0,7.85,0.2045,0.1323,0.1322,0.0774,0.0353,75457000000.0,58313000000.0,8.1061,8.1061,8.1061,35199000000.0,35199000000.0,0.1712,0.111,XOM
2014-03-31 00:00:00,436223000000.0,347269000000.0,88954000000.0,1848000000.0,12891000000.0,56900000000.0,51000000.0,,56900000000.0,23843000000.0,33057000000.0,32180000000.0,7.35,0.2039,0.1306,0.1304,0.0738,0.0296,74215000000.0,56951000000.0,7.5578,7.5578,7.5578,33057000000.0,33057000000.0,0.1701,0.1064,XOM
2013-12-31 00:00:00,438255000000.0,348500000000.0,89755000000.0,1976000000.0,12877000000.0,57711000000.0,9000000.0,,57711000000.0,24263000000.0,33448000000.0,32580000000.0,7.37,0.2048,0.1317,0.1317,0.0743,0.0257,74902000000.0,57720000000.0,7.5692,7.5692,7.5692,33448000000.0,33448000000.0,0.1709,0.1025,XOM
2013-09-30 00:00:00,441519000000.0,348945000000.0,92574000000.0,1837000000.0,12858000000.0,60695000000.0,272000000.0,,60695000000.0,25588000000.0,35107000000.0,34180000000.0,7.66,0.2097,0.1381,0.1375,0.0774,0.0286,77879000000.0,60967000000.0,7.8606,7.8594,7.8594,35107000000.0,35107000000.0,0.1764,0.1086,XOM
2013-06-30 00:00:00,444288000000.0,348500000000.0,95788000000.0,1845000000.0,13176000000.0,63826000000.0,279000000.0,,63826000000.0,26862000000.0,36964000000.0,35880000000.0,7.96,0.2156,0.1443,0.1437,0.0808,0.0309,80767000000.0,64105000000.0,8.1838,8.1826,8.1826,36964000000.0,36964000000.0,0.1818,0.1079,XOM
2013-03-31 00:00:00,464985000000.0001,356179000000.0,108806000000.0,1763000000.0,13394000000.0,77249000000.0,244000000.0,,77249000000.0,29606000000.0,47643000000.0,44930000000.0,9.82,0.234,0.1667,0.1661,0.0966,0.0356,93649000000.0,77493000000.0,10.4013,10.4009,10.4009,47643000000.0,47643000000.0,0.2014,0.1086,XOM
2012-12-31 00:00:00,480681000000.0001,370023000000.0,110658000000.0,1840000000.0,13877000000.0,78726000000.0,327000000.0,,78726000000.0,31045000000.0,47681000000.0,44880000000.0,9.7,0.2302,0.1645,0.1638,0.0934,0.0456,94941000000.0,79053000000.0,10.3027,10.3028,10.3028,47681000000.0,47681000000.0,0.1975,0.1169,XOM
