Date,Revenue,Cost of Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2022-09-30 00:00:00,50776000000.0,36111000000.0,14665000000.0,6515000000.0,342000000.0,52000000.0,335000000.0,-45000000.0,-96000000.0,51000000.0,21000000.0,-1.42,0.2888,0.0067,-0.0009,0.0004,0.0908,1257000000.0,342000000.0,-0.18,,-1.332,,-0.07,51000000.0,,51000000.0,0.0248,0.0989,ALL
2022-06-30 00:00:00,50048000000.0,34316000000.0,15732000000.0,6415000000.0,1481000000.0,61000000.0,319000000.0,1101000000.0,161000000.0,940000000.0,1006000000.0,2.87,0.3143,0.0296,0.022,0.0201,0.0785,2448000000.0,1481000000.0,3.02,,3.0216,,3.13,940000000.0,,940000000.0,0.0489,0.086,ALL
2022-03-31 00:00:00,50474000000.0,32139000000.0,18335000000.0,6341000000.0,4671000000.0,-102000000.0,327000000.0,4213000000.0,814000000.0,3399000000.0,3643000000.0,12.02,0.3633,0.0925,0.0835,0.0722,0.0742,5731000000.0,4671000000.0,11.44,,12.2201,,11.62,3399000000.0,,3595000000.0,0.1135,0.0824,ALL
2021-12-31 00:00:00,50588000000.0,30333000000.0,20255000000.0,6252000000.0,6948000000.0,-251000000.0,330000000.0,6448000000.0,1289000000.0,5159000000.0,1605000000.0,5.13,0.4004,0.1373,0.1275,0.0317,0.0943,8030000000.0,6948000000.0,16.98,-12.02,5.3121,-12.19,17.23,5159000000.0,-3593000000.0,1562000000.0,0.1587,0.1011,ALL
2021-09-30 00:00:00,48539000000.0,27782000000.0,20757000000.0,6032000000.0,8430000000.0,-396000000.0,326000000.0,7919000000.0,1602000000.0,6317000000.0,3076000000.0,10.94,0.4276,0.1737,0.1631,0.0634,0.1072,9428000000.0,8430000000.0,20.18,-9.53,11.1604,-9.65,20.46,6317000000.0,-2918000000.0,3074000000.0,0.1942,0.1146,ALL
2021-06-30 00:00:00,46737000000.0,25449000000.0,21288000000.0,5836000000.0,9914000000.0,-693000000.0,335000000.0,9221000000.0,1894000000.0,7327000000.0,3911000000.0,12.85,0.4555,0.2121,0.1973,0.0837,0.1111,10847000000.0,9914000000.0,23.34,-10.82,13.0537,-10.96,23.66,7327000000.0,-3306000000.0,4021000000.0,0.2321,0.1183,ALL
2021-03-31 00:00:00,44494000000.0,23344000000.0,21150000000.0,5635000000.0,9426000000.0,-623000000.0,323000000.0,8803000000.0,1805000000.0,6998000000.0,3540000000.0,11.41,0.4753,0.2118,0.1978,0.0796,0.1247,10212000000.0,9426000000.0,22.14,-11.02,11.5799,-11.16,22.42,6998000000.0,-3358000000.0,3640000000.0,0.2295,0.1315,ALL
2020-12-31 00:00:00,41909000000.0,22550000000.0,19359000000.0,5477000000.0,7373000000.0,-571000000.0,318000000.0,6802000000.0,1373000000.0,5429000000.0,5461000000.0,17.68,0.4619,0.1759,0.1623,0.1303,0.1237,8055000000.0,7373000000.0,16.84,0.47,17.8947,0.47,17.06,5429000000.0,147000000.0,5576000000.0,0.1922,0.131,ALL
2020-09-30 00:00:00,39285000000.0,21429000000.0,17856000000.0,5297000000.0,6071000000.0,-548000000.0,320000000.0,5523000000.0,1111000000.0,4412000000.0,4570000000.0,14.46,0.4545,0.1545,0.1406,0.1163,0.1281,6733000000.0,6071000000.0,12.9901,,14.899,,13.1612,4412000000.0,,4725000000.0,0.1714,0.1376,ALL
2020-06-30 00:00:00,39676000000.0,21954000000.0,17722000000.0,5336000000.0,5509000000.0,-354000000.0,322000000.0,5155000000.0,1028000000.0,4127000000.0,4333000000.0,13.55,0.4467,0.1388,0.1299,0.1092,0.1391,6149000000.0,5509000000.0,12.0059,,14.035,,12.1822,4127000000.0,,4503000000.0,0.155,0.1498,ALL
